no,column_name,presentation_label_ko,presentation_label_en,window,feature_family,interpretation_group,value_type,modeling_role,source_stage,source_table,used_in_any_feature_set,used_in_primary_model,used_in_stage07r_true_shap,shap_rank,mean_abs_shap,example_values_or_range,missing_rate,unique_count,calculation_logic,plain_interpretation,caution,target_adjacent_or_redundancy_flag,final_use_recommendation,do_not_claim
120,w1_4_genre_covered_watch_ratio,1~4주 장르 확인 시청 비중,w1 4 genre covered watch ratio,w1_4,genre,coverage_missing_proxy,boolean,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=1.0, max=1.0",0.0,2,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
121,w1_4_genre_missing_watch_ratio,1~4주 장르 미확인 시청 비중,w1 4 genre missing watch ratio,w1_4,genre,coverage_missing_proxy,boolean,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=0.0",0.0,1,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
122,w1_4_genre_unique_count,1~4주 시청 장르 수,w1 4 genre unique count,w1_4,genre,other,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=3.0, max=11",0.0,12,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
123,w1_4_top_genre,1~4주 최다 시청 장르,w1 4 top genre,w1_4,genre,genre_preference_ratio,categorical,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,Drama:4550; Thriller/Crime:3095; SF/Fantasy:3074; Animation/Family:2663; Action/Adventure:2604,0.0076881293611331634,11,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
124,w1_4_top_genre_watch_time,1~4주 최다 장르 시청 시간,w1 4 top genre watch time,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=135.0, max=4388.0",0.0,990,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
125,w1_4_top_genre_watch_ratio,1~4주 최다 장르 시청 비중,w1 4 top genre watch ratio,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.657807, max=1.0",0.0,12343,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
126,w1_4_genre_entropy,1~4주 장르 다양성,w1 4 genre entropy,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.988117, max=3.058247",0.0,15968,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
127,w1_4_genre_ratio_drama,1~4주 drama 장르 비중,w1 4 genre ratio drama,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.002045, max=1.0",0.0,8706,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
128,w1_4_genre_watch_time_drama,1~4주 drama 장르 시청 시간,w1 4 genre watch time drama,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=1.0, max=2275.0",0.0,666,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
129,w1_4_genre_session_count_drama,1~4주 drama 장르 세션 수,w1 4 genre session count drama,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=28",0.0,25,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
130,w1_4_genre_ratio_thriller_crime,1~4주 thriller/crime 장르 비중,w1 4 genre ratio thriller crime,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,7180,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
131,w1_4_genre_watch_time_thriller_crime,1~4주 thriller/crime 장르 시청 시간,w1 4 genre watch time thriller crime,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1478.0",0.0,579,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
132,w1_4_genre_session_count_thriller_crime,1~4주 thriller/crime 장르 세션 수,w1 4 genre session count thriller crime,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=28",0.0,22,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
133,w1_4_genre_ratio_sf_fantasy,1~4주 sf/fantasy 장르 비중,w1 4 genre ratio sf fantasy,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,5736,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
134,w1_4_genre_watch_time_sf_fantasy,1~4주 sf/fantasy 장르 시청 시간,w1 4 genre watch time sf fantasy,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=2727.0",0.0,722,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
135,w1_4_genre_session_count_sf_fantasy,1~4주 sf/fantasy 장르 세션 수,w1 4 genre session count sf fantasy,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=40",0.0,30,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
136,w1_4_genre_ratio_action_adventure,1~4주 action/adventure 장르 비중,w1 4 genre ratio action adventure,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,6627,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
137,w1_4_genre_watch_time_action_adventure,1~4주 action/adventure 장르 시청 시간,w1 4 genre watch time action adventure,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1969.0",0.0,532,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
138,w1_4_genre_session_count_action_adventure,1~4주 action/adventure 장르 세션 수,w1 4 genre session count action adventure,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=25",0.0,22,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
139,w1_4_genre_ratio_animation_family,1~4주 animation/family 장르 비중,w1 4 genre ratio animation family,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,4442,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
140,w1_4_genre_watch_time_animation_family,1~4주 animation/family 장르 시청 시간,w1 4 genre watch time animation family,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1842.0",0.0,626,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
141,w1_4_genre_session_count_animation_family,1~4주 animation/family 장르 세션 수,w1 4 genre session count animation family,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=47",0.0,39,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
142,w1_4_genre_ratio_romance,1~4주 romance 장르 비중,w1 4 genre ratio romance,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,5866,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
143,w1_4_genre_watch_time_romance,1~4주 romance 장르 시청 시간,w1 4 genre watch time romance,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=4388.0",0.0,513,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
144,w1_4_genre_session_count_romance,1~4주 romance 장르 세션 수,w1 4 genre session count romance,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=40",0.0,24,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
145,w1_4_genre_ratio_comedy,1~4주 comedy 장르 비중,w1 4 genre ratio comedy,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,6012,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
146,w1_4_genre_watch_time_comedy,1~4주 comedy 장르 시청 시간,w1 4 genre watch time comedy,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1967.0",0.0,473,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
147,w1_4_genre_session_count_comedy,1~4주 comedy 장르 세션 수,w1 4 genre session count comedy,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=19",0.0,18,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
148,w1_4_genre_ratio_historical_war,1~4주 historical/war 장르 비중,w1 4 genre ratio historical war,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,4469,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
149,w1_4_genre_watch_time_historical_war,1~4주 historical/war 장르 시청 시간,w1 4 genre watch time historical war,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1795.0",0.0,551,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
150,w1_4_genre_session_count_historical_war,1~4주 historical/war 장르 세션 수,w1 4 genre session count historical war,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=36",0.0,20,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
151,w1_4_genre_ratio_horror,1~4주 horror 장르 비중,w1 4 genre ratio horror,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,2569,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
152,w1_4_genre_watch_time_horror,1~4주 horror 장르 시청 시간,w1 4 genre watch time horror,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1038.0",0.0,332,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
153,w1_4_genre_session_count_horror,1~4주 horror 장르 세션 수,w1 4 genre session count horror,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=27",0.0,17,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
154,w1_4_genre_ratio_other,1~4주 other 장르 비중,w1 4 genre ratio other,w1_4,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,2198,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
155,w1_4_genre_watch_time_other,1~4주 other 장르 시청 시간,w1 4 genre watch time other,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=2285.0",0.0,325,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
156,w1_4_genre_session_count_other,1~4주 other 장르 세션 수,w1 4 genre session count other,w1_4,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=46",0.0,21,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
157,w1_4_release_month_covered_watch_ratio,1~4주 공개월 확인 시청 비중,w1 4 release month covered watch ratio,w1_4,release_month,weekly_ratio,boolean,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=1.0, max=1.0",0.0,2,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
158,w1_4_avg_ott_release_month_weighted,1~4주 가중 평균 공개월,w1 4 avg ott release month weighted,w1_4,release_month,release_month_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=200212.0, median=201789.846154, max=202103.0",0.0076881293611331634,18971,Movie_Master의 ott_release_month에서 파생한 공개월 proxy입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
159,w1_4_recent_content_watch_ratio,1~4주 최근 콘텐츠 시청 비중,w1 4 recent content watch ratio,w1_4,release_month,release_month_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.003247, max=1.0",0.0,7472,Movie_Master의 ott_release_month에서 파생한 공개월 proxy입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
160,w1_4_old_content_watch_ratio,1~4주 오래된 콘텐츠 시청 비중,w1 4 old content watch ratio,w1_4,release_month,release_month_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,8786,Movie_Master의 ott_release_month에서 파생한 공개월 proxy입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
