dataset,feature_set,model_name,transformed_feature,importance,importance_abs,importance_type
overall,tree_candidate,xgboost,age_band_60s_plus,0.008188687264919281,0.008188687264919281,feature_importances_
overall,tree_candidate,xgboost,payment_device_ott,0.008111800067126751,0.008111800067126751,feature_importances_
overall,tree_candidate,xgboost,rating_dur_국민학생관람불가,0.008023053407669067,0.008023053407669067,feature_importances_
overall,tree_candidate,xgboost,age_band_40s,0.007046076003462076,0.007046076003462076,feature_importances_
overall,tree_candidate,xgboost,gender_N,0.006185249891132116,0.006185249891132116,feature_importances_
overall,tree_candidate,xgboost,family_2screen_lifestyle,0.005048900377005339,0.005048900377005339,feature_importances_
overall,tree_candidate,xgboost,only_week1_flag,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,age_band_10s_or_less,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,has_watch_obs,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,screen_1_flag,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,screen_4_flag,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,payment_device_ios,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,metadata_covered_watch_ratio,0.0,0.0,feature_importances_
overall,tree_candidate,xgboost,subscription_days,0.0,0.0,feature_importances_
overall,tree_candidate,catboost,price,6.964521300390908,6.964521300390908,feature_importances_
overall,tree_candidate,catboost,age,6.7595811325806165,6.7595811325806165,feature_importances_
overall,tree_candidate,catboost,billing_method,5.334776722844026,5.334776722844026,feature_importances_
overall,tree_candidate,catboost,genre_tag_entropy_norm,4.194266810037749,4.194266810037749,feature_importances_
overall,tree_candidate,catboost,avg_runtime_weighted,4.006543012587849,4.006543012587849,feature_importances_
overall,tree_candidate,catboost,is_churn_prevented,3.8943053349901953,3.8943053349901953,feature_importances_
overall,tree_candidate,catboost,promo_x_4screen,3.7902154032817754,3.7902154032817754,feature_importances_
overall,tree_candidate,catboost,reg_hour,3.3325576917560684,3.3325576917560684,feature_importances_
overall,tree_candidate,catboost,alloc_ratio_액션,2.9621173650689556,2.9621173650689556,feature_importances_
overall,tree_candidate,catboost,max_day_share,2.7761809282229875,2.7761809282229875,feature_importances_
overall,tree_candidate,catboost,country_entropy_norm,2.734708159947946,2.734708159947946,feature_importances_
overall,tree_candidate,catboost,daily_watch_slope,2.4706365159065755,2.4706365159065755,feature_importances_
overall,tree_candidate,catboost,tag_ratio_드라마,2.3930377059869024,2.3930377059869024,feature_importances_
overall,tree_candidate,catboost,alloc_dur_코미디,2.295282221823378,2.295282221823378,feature_importances_
overall,tree_candidate,catboost,total_watch_time,2.172503823839302,2.172503823839302,feature_importances_
overall,tree_candidate,catboost,w3_minus_w1_watch_time,2.1596685631959254,2.1596685631959254,feature_importances_
overall,tree_candidate,catboost,rating_ratio_청불,2.018951929036739,2.018951929036739,feature_importances_
overall,tree_candidate,catboost,rating_ratio_15세,1.957272832934241,1.957272832934241,feature_importances_
overall,tree_candidate,catboost,payment_device_android,1.9341299991157979,1.9341299991157979,feature_importances_
overall,tree_candidate,catboost,rating_ratio_전체,1.8736351726940674,1.8736351726940674,feature_importances_
overall,tree_candidate,catboost,rating_ratio_12세,1.86603876676935,1.86603876676935,feature_importances_
overall,tree_candidate,catboost,is_long_movie_ratio,1.7662738869985848,1.7662738869985848,feature_importances_
overall,tree_candidate,catboost,tag_dur_코미디,1.6924751714891197,1.6924751714891197,feature_importances_
overall,tree_candidate,catboost,screen_2_flag,1.6543346471563933,1.6543346471563933,feature_importances_
overall,tree_candidate,catboost,is_recent_content_ratio,1.6342301776349077,1.6342301776349077,feature_importances_
overall,tree_candidate,catboost,age_band_30s,1.545361832460543,1.545361832460543,feature_importances_
overall,tree_candidate,catboost,payment_device_smarttv,1.542951734807789,1.542951734807789,feature_importances_
overall,tree_candidate,catboost,tag_ratio_액션,1.412867872695328,1.412867872695328,feature_importances_
overall,tree_candidate,catboost,age_band_20s,1.2739721306850809,1.2739721306850809,feature_importances_
overall,tree_candidate,catboost,max_screen,1.266776068210457,1.266776068210457,feature_importances_
overall,tree_candidate,catboost,unique_contents,1.2322595802063518,1.2322595802063518,feature_importances_
overall,tree_candidate,catboost,days_since_last_watch_to_obs_end,1.1927850393419264,1.1927850393419264,feature_importances_
overall,tree_candidate,catboost,total_sessions,1.1782187280242133,1.1782187280242133,feature_importances_
overall,tree_candidate,catboost,tag_ratio_애니메이션_키즈,1.1347297808605525,1.1347297808605525,feature_importances_
overall,tree_candidate,catboost,week3_ratio,1.0560336322197268,1.0560336322197268,feature_importances_
overall,tree_candidate,catboost,tag_ratio_가족,1.0478343066750448,1.0478343066750448,feature_importances_
overall,tree_candidate,catboost,week1_ratio,1.0460064411613033,1.0460064411613033,feature_importances_
overall,tree_candidate,catboost,watch_days_ratio,0.9391677051746995,0.9391677051746995,feature_importances_
overall,tree_candidate,catboost,front_loaded_ratio,0.9052157791851702,0.9052157791851702,feature_importances_
overall,tree_candidate,catboost,late_ratio,0.8544036800659699,0.8544036800659699,feature_importances_
overall,tree_candidate,catboost,screen_4_flag,0.7979626142536075,0.7979626142536075,feature_importances_
overall,tree_candidate,catboost,is_promotion,0.7530212196997825,0.7530212196997825,feature_importances_
overall,tree_candidate,catboost,promo_x_2screen,0.7241811077110504,0.7241811077110504,feature_importances_
overall,tree_candidate,catboost,stable_2screen_active,0.6197639093868723,0.6197639093868723,feature_importances_
overall,tree_candidate,catboost,unique_days,0.44293182347922877,0.44293182347922877,feature_importances_
overall,tree_candidate,catboost,payment_device_pc,0.39441117868422293,0.39441117868422293,feature_importances_
overall,tree_candidate,catboost,promo_x_1screen,0.3934452727547525,0.3934452727547525,feature_importances_
overall,tree_candidate,catboost,rating_dur_국민학생관람불가,0.3598304311705104,0.3598304311705104,feature_importances_
overall,tree_candidate,catboost,screen_1_flag,0.35638742047095595,0.35638742047095595,feature_importances_
overall,tree_candidate,catboost,payment_device_mobile,0.34494444379201505,0.34494444379201505,feature_importances_
overall,tree_candidate,catboost,subscription_days,0.3340408611719775,0.3340408611719775,feature_importances_
overall,tree_candidate,catboost,promo2_family_lifestyle_candidate,0.27837655639407943,0.27837655639407943,feature_importances_
overall,tree_candidate,catboost,discount_sensitive_risk,0.2546797785260278,0.2546797785260278,feature_importances_
overall,tree_candidate,catboost,premium_action_trial_risk,0.23808112456138492,0.23808112456138492,feature_importances_
overall,tree_candidate,catboost,gender_M,0.23300140869650568,0.23300140869650568,feature_importances_
overall,tree_candidate,catboost,payment_device_ott,0.19238579348187826,0.19238579348187826,feature_importances_
overall,tree_candidate,catboost,age_band_40s,0.16792845364971767,0.16792845364971767,feature_importances_
overall,tree_candidate,catboost,payment_device_ios,0.13295096189653033,0.13295096189653033,feature_importances_
overall,tree_candidate,catboost,gender_F,0.129286952240319,0.129286952240319,feature_importances_
overall,tree_candidate,catboost,metadata_covered_watch_ratio,0.11565914051301317,0.11565914051301317,feature_importances_
overall,tree_candidate,catboost,gender_N,0.108526809132215,0.108526809132215,feature_importances_
overall,tree_candidate,catboost,is_user_verified,0.09638290233592413,0.09638290233592413,feature_importances_
overall,tree_candidate,catboost,age_band_10s_or_less,0.08940689749244364,0.08940689749244364,feature_importances_
overall,tree_candidate,catboost,age_band_50s,0.06917911317537426,0.06917911317537426,feature_importances_
overall,tree_candidate,catboost,age_band_60s_plus,0.04363628420778432,0.04363628420778432,feature_importances_
overall,tree_candidate,catboost,only_week1_flag,0.03530717109194861,0.03530717109194861,feature_importances_
overall,tree_candidate,catboost,family_2screen_lifestyle,0.024553333286755175,0.024553333286755175,feature_importances_
overall,tree_candidate,catboost,has_watch_obs,0.0029074486786172223,0.0029074486786172223,feature_importances_
overall,content_added,logistic,age_band_60s_plus,-0.6619423839383793,0.6619423839383793,coef
overall,content_added,logistic,payment_device_smarttv,0.6346962906194564,0.6346962906194564,coef
overall,content_added,logistic,age_band_30s,0.4830533924073339,0.4830533924073339,coef
overall,content_added,logistic,price,0.47827026943065987,0.47827026943065987,coef
overall,content_added,logistic,age,0.41922808135010964,0.41922808135010964,coef
overall,content_added,logistic,age_band_50s,-0.3956145228677343,0.3956145228677343,coef
overall,content_added,logistic,age_band_10s_or_less,0.3688661562115004,0.3688661562115004,coef
overall,content_added,logistic,age_band_20s,0.362609428926422,0.362609428926422,coef
overall,content_added,logistic,payment_device_pc,-0.337382661132842,0.337382661132842,coef
overall,content_added,logistic,payment_device_mobile,-0.3153574378318818,0.3153574378318818,coef
overall,content_added,logistic,payment_device_ott,0.2853542388722563,0.2853542388722563,coef
overall,content_added,logistic,rating_ratio_7세,0.24712219394479118,0.24712219394479118,coef
overall,content_added,logistic,promo_x_2screen,0.17637409289898873,0.17637409289898873,coef
overall,content_added,logistic,rating_dur_국민학생관람불가,0.17524457610693742,0.17524457610693742,coef
overall,content_added,logistic,is_promotion,0.1743629514652149,0.1743629514652149,coef
overall,content_added,logistic,billing_method,-0.16397855187179075,0.16397855187179075,coef
overall,content_added,logistic,gender_N,0.15361297131041451,0.15361297131041451,coef
overall,content_added,logistic,subscription_days,0.1347778905530133,0.1347778905530133,coef
overall,content_added,logistic,alloc_ratio_스릴러_범죄,-0.13108177940026816,0.13108177940026816,coef
overall,content_added,logistic,total_sessions,-0.11766779461814529,0.11766779461814529,coef
overall,content_added,logistic,is_adult_content_ratio,-0.11315350802671469,0.11315350802671469,coef
overall,content_added,logistic,payment_device_ios,-0.1046683581752617,0.1046683581752617,coef
overall,content_added,logistic,payment_device_android,-0.10264943459572379,0.10264943459572379,coef
overall,content_added,logistic,tag_ratio_SF_판타지,0.10063146633224339,0.10063146633224339,coef
overall,content_added,logistic,alloc_ratio_액션,-0.09946821367397743,0.09946821367397743,coef
overall,content_added,logistic,age_band_40s,-0.09697943298315216,0.09697943298315216,coef
overall,content_added,logistic,days_since_last_watch_to_obs_end,0.09620098943894474,0.09620098943894474,coef
overall,content_added,logistic,tag_ratio_로맨스,-0.09426295327684295,0.09426295327684295,coef
overall,content_added,logistic,is_korean_content_ratio,0.08906847579901506,0.08906847579901506,coef
overall,content_added,logistic,tag_ratio_스릴러_범죄,0.08762054822612084,0.08762054822612084,coef
overall,content_added,logistic,promo_x_1screen,0.08487432199018828,0.08487432199018828,coef
overall,content_added,logistic,is_churn_prevented,0.08425632246563207,0.08425632246563207,coef
overall,content_added,logistic,is_recent_content_ratio,0.07408169934593087,0.07408169934593087,coef
overall,content_added,logistic,tag_ratio_다큐_교양,-0.0719995297340044,0.0719995297340044,coef
overall,content_added,logistic,gender_F,-0.07158311514201104,0.07158311514201104,coef
overall,content_added,logistic,alloc_ratio_드라마,-0.06769428512102957,0.06769428512102957,coef
overall,content_added,logistic,avg_release_year_weighted,0.0676523932335595,0.0676523932335595,coef
overall,content_added,logistic,alloc_ratio_SF_판타지,-0.06635478207184344,0.06635478207184344,coef
overall,content_added,logistic,tag_dur_코미디,0.06603748922250034,0.06603748922250034,coef
overall,content_added,logistic,rating_ratio_청불,0.06518638714846701,0.06518638714846701,coef
overall,content_added,logistic,screen_4_flag,-0.06257909204917549,0.06257909204917549,coef
overall,content_added,logistic,family_2screen_lifestyle,-0.06075457682119292,0.06075457682119292,coef
overall,content_added,logistic,alloc_ratio_코미디,-0.059039282007987415,0.059039282007987415,coef
overall,content_added,logistic,promo2_family_lifestyle_candidate,0.05704437413890127,0.05704437413890127,coef
overall,content_added,logistic,country_ratio_korean,-0.055972998421748806,0.055972998421748806,coef
overall,content_added,logistic,alloc_ratio_애니메이션_키즈,-0.05314546724517876,0.05314546724517876,coef
overall,content_added,logistic,is_japanese_content_ratio,-0.0520135407033987,0.0520135407033987,coef
overall,content_added,logistic,unique_contents,0.05070365541742221,0.05070365541742221,coef
overall,content_added,logistic,max_screen,-0.05053330145525308,0.05053330145525308,coef
overall,content_added,logistic,country_ratio_japanese,0.050300339061097266,0.050300339061097266,coef
overall,content_added,logistic,rating_ratio_12세,-0.049662207811923736,0.049662207811923736,coef
overall,content_added,logistic,is_old_content_ratio,0.049471836002347704,0.049471836002347704,coef
overall,content_added,logistic,rating_ratio_국민학생관람불가,-0.04675062258919443,0.04675062258919443,coef
overall,content_added,logistic,has_watch_obs,-0.04615793104388469,0.04615793104388469,coef
overall,content_added,logistic,alloc_ratio_로맨스,0.04495776332110397,0.04495776332110397,coef
overall,content_added,logistic,watch_days_ratio,0.042053330874030376,0.042053330874030376,coef
overall,content_added,logistic,unique_days,0.042053330874024825,0.042053330874024825,coef
overall,content_added,logistic,screen_2_flag,0.03641897808688392,0.03641897808688392,coef
overall,content_added,logistic,stable_2screen_active,-0.036223728269718314,0.036223728269718314,coef
overall,content_added,logistic,alloc_dur_코미디,-0.036139899134997336,0.036139899134997336,coef
overall,content_added,logistic,rating_ratio_15세,-0.035247283846277136,0.035247283846277136,coef
overall,content_added,logistic,avg_runtime_weighted,0.03366210767934066,0.03366210767934066,coef
overall,content_added,logistic,metadata_covered_watch_ratio,-0.03294820423417454,0.03294820423417454,coef
overall,content_added,logistic,week3_ratio,0.02865756897201829,0.02865756897201829,coef
overall,content_added,logistic,late_ratio,0.02865756897201829,0.02865756897201829,coef
overall,content_added,logistic,premium_action_trial_risk,-0.02860624146536285,0.02860624146536285,coef
overall,content_added,logistic,alloc_ratio_다큐_교양,0.028592249606911622,0.028592249606911622,coef
overall,content_added,logistic,promo_x_4screen,-0.027832407313871352,0.027832407313871352,coef
overall,content_added,logistic,rating_ratio_전체,0.02770626469865384,0.02770626469865384,coef
overall,content_added,logistic,tag_ratio_모험_어드벤처,-0.02456942667366551,0.02456942667366551,coef
overall,content_added,logistic,country_ratio_uk,0.023586965870142897,0.023586965870142897,coef
overall,content_added,logistic,alloc_ratio_전쟁_재난,-0.02278300707571013,0.02278300707571013,coef
overall,content_added,logistic,alloc_ratio_가족,-0.02219049581125707,0.02219049581125707,coef
overall,content_added,logistic,gender_M,-0.02203721841240437,0.02203721841240437,coef
overall,content_added,logistic,is_family_content_ratio,-0.020317673551174274,0.020317673551174274,coef
overall,content_added,logistic,tag_ratio_가족,-0.019818610263706633,0.019818610263706633,coef
overall,content_added,logistic,country_ratio_other_foreign,0.019020191089305367,0.019020191089305367,coef
overall,content_added,logistic,screen_1_flag,0.018116858072832098,0.018116858072832098,coef
overall,content_added,logistic,discount_sensitive_risk,-0.01751990910375985,0.01751990910375985,coef
overall,content_added,logistic,avg_content_age_from_2021_weighted,-0.01688979455085803,0.01688979455085803,coef
overall,content_added,logistic,is_us_content_ratio,0.015967385498301224,0.015967385498301224,coef
overall,content_added,logistic,w3_minus_w1_watch_time,-0.015794188239574788,0.015794188239574788,coef
overall,content_added,logistic,daily_watch_slope,-0.015794188239572238,0.015794188239572238,coef
overall,content_added,logistic,is_short_content_ratio,-0.014691302004074754,0.014691302004074754,coef
overall,content_added,logistic,tag_ratio_공포,-0.013479671015630757,0.013479671015630757,coef
overall,content_added,logistic,alloc_ratio_모험_어드벤처,-0.01342814380696451,0.01342814380696451,coef
overall,content_added,logistic,tag_ratio_코미디,-0.012980691254013367,0.012980691254013367,coef
overall,content_added,logistic,country_ratio_hongkong,0.012535498190001484,0.012535498190001484,coef
overall,content_added,logistic,country_entropy_norm,-0.010725067708372758,0.010725067708372758,coef
overall,content_added,logistic,alloc_ratio_기타,-0.010712327062926444,0.010712327062926444,coef
overall,content_added,logistic,tag_ratio_애니메이션_키즈,-0.00948148834537198,0.00948148834537198,coef
overall,content_added,logistic,is_kids_animation_ratio,-0.009481488345362221,0.009481488345362221,coef
overall,content_added,logistic,max_day_share,0.009101856545673645,0.009101856545673645,coef
overall,content_added,logistic,tag_ratio_기타,0.00815345696372312,0.00815345696372312,coef
overall,content_added,logistic,is_user_verified,-0.0080060888490894,0.0080060888490894,coef
overall,content_added,logistic,week1_ratio,0.00774711821286989,0.00774711821286989,coef
overall,content_added,logistic,front_loaded_ratio,0.00774711821286989,0.00774711821286989,coef
overall,content_added,logistic,genre_tag_entropy_norm,0.007644691320821256,0.007644691320821256,coef
overall,content_added,logistic,alloc_ratio_공포,0.007526506373030805,0.007526506373030805,coef
overall,content_added,logistic,country_ratio_french,-0.0071398592030338685,0.0071398592030338685,coef
overall,content_added,logistic,tag_ratio_액션,-0.007056509521165149,0.007056509521165149,coef
overall,content_added,logistic,tag_ratio_전쟁_재난,0.006550869403169385,0.006550869403169385,coef
overall,content_added,logistic,total_watch_time,-0.0058671723620550755,0.0058671723620550755,coef
overall,content_added,logistic,reg_hour,0.005567392048991767,0.005567392048991767,coef
overall,content_added,logistic,country_ratio_us,0.004353749256806021,0.004353749256806021,coef
overall,content_added,logistic,country_ratio_chinese,0.0035591014725652754,0.0035591014725652754,coef
overall,content_added,logistic,tag_ratio_드라마,-0.0033752613399663954,0.0033752613399663954,coef
overall,content_added,logistic,only_week1_flag,0.0007594107027936432,0.0007594107027936432,coef
overall,content_added,logistic,is_long_movie_ratio,-7.148926137474865e-05,7.148926137474865e-05,coef
overall,content_added,random_forest,age,0.04409809607635882,0.04409809607635882,feature_importances_
overall,content_added,random_forest,price,0.03404537089384205,0.03404537089384205,feature_importances_
overall,content_added,random_forest,promo_x_4screen,0.03247672850811189,0.03247672850811189,feature_importances_
overall,content_added,random_forest,billing_method,0.03036207478692801,0.03036207478692801,feature_importances_
overall,content_added,random_forest,max_screen,0.02326164278532244,0.02326164278532244,feature_importances_
overall,content_added,random_forest,reg_hour,0.021261176593735633,0.021261176593735633,feature_importances_
overall,content_added,random_forest,age_band_20s,0.019233553687242215,0.019233553687242215,feature_importances_
overall,content_added,random_forest,avg_runtime_weighted,0.018553804719700584,0.018553804719700584,feature_importances_
overall,content_added,random_forest,total_watch_time,0.017705697314005422,0.017705697314005422,feature_importances_
overall,content_added,random_forest,genre_tag_entropy_norm,0.017586028678591773,0.017586028678591773,feature_importances_
overall,content_added,random_forest,avg_content_age_from_2021_weighted,0.01736514068587921,0.01736514068587921,feature_importances_
overall,content_added,random_forest,country_entropy_norm,0.016937267327001723,0.016937267327001723,feature_importances_
overall,content_added,random_forest,is_promotion,0.016916063973401094,0.016916063973401094,feature_importances_
overall,content_added,random_forest,screen_4_flag,0.016557543316832086,0.016557543316832086,feature_importances_
overall,content_added,random_forest,max_day_share,0.016527003835627368,0.016527003835627368,feature_importances_
overall,content_added,random_forest,avg_release_year_weighted,0.016259458972456748,0.016259458972456748,feature_importances_
overall,content_added,random_forest,daily_watch_slope,0.01609285703469973,0.01609285703469973,feature_importances_
overall,content_added,random_forest,alloc_ratio_드라마,0.015121869663680294,0.015121869663680294,feature_importances_
overall,content_added,random_forest,w3_minus_w1_watch_time,0.015094294483938142,0.015094294483938142,feature_importances_
overall,content_added,random_forest,alloc_ratio_액션,0.015035783152226615,0.015035783152226615,feature_importances_
overall,content_added,random_forest,country_ratio_us,0.014653228477917382,0.014653228477917382,feature_importances_
overall,content_added,random_forest,is_recent_content_ratio,0.014035610255387684,0.014035610255387684,feature_importances_
overall,content_added,random_forest,is_churn_prevented,0.013951597894215788,0.013951597894215788,feature_importances_
overall,content_added,random_forest,payment_device_android,0.013310409705064825,0.013310409705064825,feature_importances_
overall,content_added,random_forest,week1_ratio,0.013169078160613867,0.013169078160613867,feature_importances_
overall,content_added,random_forest,tag_ratio_액션,0.013057252981594488,0.013057252981594488,feature_importances_
overall,content_added,random_forest,rating_ratio_15세,0.013006677702655754,0.013006677702655754,feature_importances_
overall,content_added,random_forest,front_loaded_ratio,0.012881474092969053,0.012881474092969053,feature_importances_
overall,content_added,random_forest,week3_ratio,0.012732410419755617,0.012732410419755617,feature_importances_
overall,content_added,random_forest,tag_ratio_드라마,0.012612369721020944,0.012612369721020944,feature_importances_
overall,content_added,random_forest,is_us_content_ratio,0.012604032751823004,0.012604032751823004,feature_importances_
overall,content_added,random_forest,late_ratio,0.012545152100452376,0.012545152100452376,feature_importances_
overall,content_added,random_forest,rating_ratio_12세,0.011965703488950211,0.011965703488950211,feature_importances_
overall,content_added,random_forest,is_family_content_ratio,0.011883167388556815,0.011883167388556815,feature_importances_
overall,content_added,random_forest,is_long_movie_ratio,0.01183915642814197,0.01183915642814197,feature_importances_
overall,content_added,random_forest,alloc_ratio_스릴러_범죄,0.01129097002368913,0.01129097002368913,feature_importances_
overall,content_added,random_forest,country_ratio_korean,0.01123742837132535,0.01123742837132535,feature_importances_
overall,content_added,random_forest,days_since_last_watch_to_obs_end,0.01111559082678018,0.01111559082678018,feature_importances_
overall,content_added,random_forest,tag_ratio_스릴러_범죄,0.011109431490089722,0.011109431490089722,feature_importances_
overall,content_added,random_forest,age_band_30s,0.011038555696621008,0.011038555696621008,feature_importances_
overall,content_added,random_forest,country_ratio_other_foreign,0.010966116418355237,0.010966116418355237,feature_importances_
overall,content_added,random_forest,tag_dur_코미디,0.010713492794505643,0.010713492794505643,feature_importances_
overall,content_added,random_forest,alloc_ratio_코미디,0.010682793085515483,0.010682793085515483,feature_importances_
overall,content_added,random_forest,is_korean_content_ratio,0.010672514941560064,0.010672514941560064,feature_importances_
overall,content_added,random_forest,alloc_dur_코미디,0.010651004263709924,0.010651004263709924,feature_importances_
overall,content_added,random_forest,is_old_content_ratio,0.01045962623063789,0.01045962623063789,feature_importances_
overall,content_added,random_forest,tag_ratio_코미디,0.010315845215262335,0.010315845215262335,feature_importances_
overall,content_added,random_forest,screen_2_flag,0.009609660396750496,0.009609660396750496,feature_importances_
overall,content_added,random_forest,alloc_ratio_SF_판타지,0.009305380554184395,0.009305380554184395,feature_importances_
overall,content_added,random_forest,tag_ratio_SF_판타지,0.009195662184938749,0.009195662184938749,feature_importances_
overall,content_added,random_forest,rating_ratio_청불,0.00899910026128433,0.00899910026128433,feature_importances_
overall,content_added,random_forest,total_sessions,0.008630033989514885,0.008630033989514885,feature_importances_
overall,content_added,random_forest,alloc_ratio_로맨스,0.008400600595703751,0.008400600595703751,feature_importances_
overall,content_added,random_forest,tag_ratio_로맨스,0.008144079745391148,0.008144079745391148,feature_importances_
overall,content_added,random_forest,is_adult_content_ratio,0.008105815422660789,0.008105815422660789,feature_importances_
overall,content_added,random_forest,tag_ratio_기타,0.00796532250760728,0.00796532250760728,feature_importances_
overall,content_added,random_forest,tag_ratio_모험_어드벤처,0.007859630102058361,0.007859630102058361,feature_importances_
overall,content_added,random_forest,alloc_ratio_기타,0.00740096296069724,0.00740096296069724,feature_importances_
overall,content_added,random_forest,rating_ratio_전체,0.007375570153362698,0.007375570153362698,feature_importances_
overall,content_added,random_forest,country_ratio_uk,0.007265898740945881,0.007265898740945881,feature_importances_
overall,content_added,random_forest,alloc_ratio_모험_어드벤처,0.007184639757350355,0.007184639757350355,feature_importances_
overall,content_added,random_forest,unique_contents,0.007069618592136926,0.007069618592136926,feature_importances_
overall,content_added,random_forest,promo_x_1screen,0.006770980581496971,0.006770980581496971,feature_importances_
overall,content_added,random_forest,watch_days_ratio,0.006347422634060601,0.006347422634060601,feature_importances_
overall,content_added,random_forest,unique_days,0.00629231134985455,0.00629231134985455,feature_importances_
overall,content_added,random_forest,payment_device_mobile,0.006031142049132435,0.006031142049132435,feature_importances_
overall,content_added,random_forest,screen_1_flag,0.005824662510235203,0.005824662510235203,feature_importances_
overall,content_added,random_forest,premium_action_trial_risk,0.0051817110800114145,0.0051817110800114145,feature_importances_
overall,content_added,random_forest,country_ratio_french,0.004729923923534329,0.004729923923534329,feature_importances_
overall,content_added,random_forest,alloc_ratio_애니메이션_키즈,0.004678493888224082,0.004678493888224082,feature_importances_
overall,content_added,random_forest,tag_ratio_전쟁_재난,0.004539127800971051,0.004539127800971051,feature_importances_
overall,content_added,random_forest,is_kids_animation_ratio,0.004436145690345478,0.004436145690345478,feature_importances_
overall,content_added,random_forest,promo_x_2screen,0.004364531251914848,0.004364531251914848,feature_importances_
overall,content_added,random_forest,tag_ratio_가족,0.004220895504717323,0.004220895504717323,feature_importances_
overall,content_added,random_forest,alloc_ratio_전쟁_재난,0.004143794772782948,0.004143794772782948,feature_importances_
overall,content_added,random_forest,gender_F,0.004110611480208448,0.004110611480208448,feature_importances_
overall,content_added,random_forest,gender_M,0.004007567950632444,0.004007567950632444,feature_importances_
overall,content_added,random_forest,tag_ratio_애니메이션_키즈,0.0039980542992932985,0.0039980542992932985,feature_importances_
overall,content_added,random_forest,country_ratio_chinese,0.003990516042479123,0.003990516042479123,feature_importances_
overall,content_added,random_forest,is_japanese_content_ratio,0.003973327615247876,0.003973327615247876,feature_importances_
overall,content_added,random_forest,country_ratio_japanese,0.0038825416467344375,0.0038825416467344375,feature_importances_
overall,content_added,random_forest,payment_device_pc,0.003623896989828727,0.003623896989828727,feature_importances_
overall,content_added,random_forest,alloc_ratio_가족,0.0036204972989370187,0.0036204972989370187,feature_importances_
overall,content_added,random_forest,age_band_40s,0.003104122118536773,0.003104122118536773,feature_importances_
overall,content_added,random_forest,discount_sensitive_risk,0.0030554277168611814,0.0030554277168611814,feature_importances_
overall,content_added,random_forest,payment_device_smarttv,0.003002962956566997,0.003002962956566997,feature_importances_
overall,content_added,random_forest,subscription_days,0.0028177691536449743,0.0028177691536449743,feature_importances_
overall,content_added,random_forest,tag_ratio_다큐_교양,0.0025694444343278243,0.0025694444343278243,feature_importances_
overall,content_added,random_forest,alloc_ratio_다큐_교양,0.002558025294880043,0.002558025294880043,feature_importances_
overall,content_added,random_forest,payment_device_ios,0.002290848793790457,0.002290848793790457,feature_importances_
overall,content_added,random_forest,alloc_ratio_공포,0.0020631218083689788,0.0020631218083689788,feature_importances_
overall,content_added,random_forest,tag_ratio_공포,0.0019254859011160076,0.0019254859011160076,feature_importances_
overall,content_added,random_forest,country_ratio_hongkong,0.0018959118758296728,0.0018959118758296728,feature_importances_
overall,content_added,random_forest,stable_2screen_active,0.0014992805837227249,0.0014992805837227249,feature_importances_
overall,content_added,random_forest,age_band_10s_or_less,0.0012840771768320052,0.0012840771768320052,feature_importances_
overall,content_added,random_forest,is_user_verified,0.0012403435912441826,0.0012403435912441826,feature_importances_
overall,content_added,random_forest,age_band_50s,0.001088163896011949,0.001088163896011949,feature_importances_
overall,content_added,random_forest,only_week1_flag,0.0007099221973331604,0.0007099221973331604,feature_importances_
overall,content_added,random_forest,metadata_covered_watch_ratio,0.0006379730765533808,0.0006379730765533808,feature_importances_
overall,content_added,random_forest,has_watch_obs,0.00047359469347854795,0.00047359469347854795,feature_importances_
overall,content_added,random_forest,promo2_family_lifestyle_candidate,0.0004683105375243943,0.0004683105375243943,feature_importances_
overall,content_added,random_forest,is_short_content_ratio,0.00038239638543713535,0.00038239638543713535,feature_importances_
overall,content_added,random_forest,age_band_60s_plus,0.0003471790986723162,0.0003471790986723162,feature_importances_
overall,content_added,random_forest,family_2screen_lifestyle,0.00028224756088753006,0.00028224756088753006,feature_importances_
overall,content_added,random_forest,payment_device_ott,3.111140639647268e-05,3.111140639647268e-05,feature_importances_
overall,content_added,random_forest,rating_ratio_7세,0.0,0.0,feature_importances_
overall,content_added,random_forest,rating_ratio_국민학생관람불가,0.0,0.0,feature_importances_
overall,content_added,random_forest,rating_dur_국민학생관람불가,0.0,0.0,feature_importances_
overall,content_added,random_forest,gender_N,0.0,0.0,feature_importances_
overall,content_added,extra_trees,promo_x_4screen,0.0747288325132168,0.0747288325132168,feature_importances_
overall,content_added,extra_trees,age_band_20s,0.05398825082361031,0.05398825082361031,feature_importances_
overall,content_added,extra_trees,price,0.0477962015984554,0.0477962015984554,feature_importances_
overall,content_added,extra_trees,is_promotion,0.04516087483441406,0.04516087483441406,feature_importances_
overall,content_added,extra_trees,billing_method,0.03993738451354599,0.03993738451354599,feature_importances_
overall,content_added,extra_trees,screen_4_flag,0.03947377949266834,0.03947377949266834,feature_importances_
overall,content_added,extra_trees,is_churn_prevented,0.036846086883189653,0.036846086883189653,feature_importances_
