relative_path,before_size_bytes,after_size_bytes,before_modified_time,after_modified_time,before_sha256,after_sha256,status
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_readiness_for_shap_segmentation.csv,2227,2227,2026-05-21T17:37:37,2026-05-21T17:37:37,777b8d3bf2452c8f13dce7885944802c10f800a90842b4b117a3e53ee7015b9d,777b8d3bf2452c8f13dce7885944802c10f800a90842b4b117a3e53ee7015b9d,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_long.csv,13852127,13852127,2026-05-21T17:37:37,2026-05-21T17:37:37,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide.csv,6227550,6227550,2026-05-21T17:37:37,2026-05-21T17:37:37,1f3af6a7d7baf8a1536f40510796b07125e8410f43bfb3dcac63f17e970ad452,1f3af6a7d7baf8a1536f40510796b07125e8410f43bfb3dcac63f17e970ad452,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo0.csv,3019403,3019403,2026-05-21T17:37:37,2026-05-21T17:37:37,faf40d90f82a4469f73cd3fb241a278500c3947760e29e5378cbfb7190539738,faf40d90f82a4469f73cd3fb241a278500c3947760e29e5378cbfb7190539738,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo1.csv,3208441,3208441,2026-05-21T17:37:37,2026-05-21T17:37:37,07786fd8fb2532ed59f98c0113f961e0650735f0763cb04e24b77db4552f5adf,07786fd8fb2532ed59f98c0113f961e0650735f0763cb04e24b77db4552f5adf,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_importance_before_after_comparison.csv,9244,9244,2026-05-21T17:37:37,2026-05-21T17:37:37,8bf87c9ecbfa02a52169ca137916a11dc61740bd7c2465f3ed1ecfcd64c9dacd,8bf87c9ecbfa02a52169ca137916a11dc61740bd7c2465f3ed1ecfcd64c9dacd,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_interpretation_handoff_for_17.csv,3689,3689,2026-05-21T17:37:37,2026-05-21T17:37:37,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_mapping_change_log.csv,5528,5528,2026-05-21T17:37:37,2026-05-21T17:37:37,20ebced80a47492111e5620dcfc06dcc368b3b348f3d6693bc4c6314ea588a57,20ebced80a47492111e5620dcfc06dcc368b3b348f3d6693bc4c6314ea588a57,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_feature_family_mapping_hotfix.csv,19822,19822,2026-05-21T17:37:37,2026-05-21T17:37:37,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_promo1_vs_promo0_shap_comparison_hotfix.csv,49574,49574,2026-05-21T17:37:37,2026-05-21T17:37:37,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_family_importance_hotfix.csv,9239,9239,2026-05-21T17:37:37,2026-05-21T17:37:37,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_global_importance_with_hotfix_family.csv,66192,66192,2026-05-21T17:37:37,2026-05-21T17:37:37,e8bda78280627a3e0a798690fea8ad767b8d929d89b341cd831ef2691b1c9281,e8bda78280627a3e0a798690fea8ad767b8d929d89b341cd831ef2691b1c9281,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_technical_unknown_inventory.csv,3465,3465,2026-05-21T17:37:37,2026-05-21T17:37:37,e11160dbe4c9b3a13740ff608ad52e67b7732c0cb40034d1cc4386bbe4d95e38,e11160dbe4c9b3a13740ff608ad52e67b7732c0cb40034d1cc4386bbe4d95e38,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\README.md,3109,3109,2026-05-21T17:37:37,2026-05-21T17:37:37,ed893d3492ece4597d9a1e57e3d8d68abfcdbf8705fa9104411bf77b9162f609,ed893d3492ece4597d9a1e57e3d8d68abfcdbf8705fa9104411bf77b9162f609,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_demographic_context_audit_for_shap.csv,3795,3795,2026-05-21T17:37:37,2026-05-21T17:37:37,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_feature_family_mapping_for_shap.csv,12628,12628,2026-05-21T17:37:37,2026-05-21T17:37:37,1f117182fd9debcd8872e737e63ea373be76402e39ce235055c6d1040f9bb77a,1f117182fd9debcd8872e737e63ea373be76402e39ce235055c6d1040f9bb77a,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_is_churn_prevented_interpretation_audit.csv,1520,1520,2026-05-21T17:37:37,2026-05-21T17:37:37,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_lr_coefficient_summary.csv,39910,39910,2026-05-21T17:37:37,2026-05-21T17:37:37,8340dd6f66cd55e2a6bfa7386d65ebabcd68cf12a1703a0e4504b68a6e0e1fd0,8340dd6f66cd55e2a6bfa7386d65ebabcd68cf12a1703a0e4504b68a6e0e1fd0,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_model_config_and_feature_manifest.csv,2505,2505,2026-05-21T17:37:37,2026-05-21T17:37:37,3d3916ef3b23b69f5db57498a78fd3263c7a8e39a4e1ab397e41f371809c73d3,3d3916ef3b23b69f5db57498a78fd3263c7a8e39a4e1ab397e41f371809c73d3,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_promo1_vs_promo0_shap_comparison.csv,48296,48296,2026-05-21T17:37:37,2026-05-21T17:37:37,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_readiness_for_segmentation.csv,1850,1850,2026-05-21T17:37:37,2026-05-21T17:37:37,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_direction_summary.csv,80526,80526,2026-05-21T17:37:37,2026-05-21T17:37:37,f19baeaaa7ee61dff5c70115601bed0de168442c70cf3cceb600a38ecde045f9,f19baeaaa7ee61dff5c70115601bed0de168442c70cf3cceb600a38ecde045f9,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_execution_plan.csv,553,553,2026-05-21T17:37:37,2026-05-21T17:37:37,3c904b743753b45351fe7591031e61a0eb6b7d8f7aefa1feb39792578546a0c7,3c904b743753b45351fe7591031e61a0eb6b7d8f7aefa1feb39792578546a0c7,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_family_importance.csv,6515,6515,2026-05-21T17:37:37,2026-05-21T17:37:37,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,1187,1187,2026-05-21T17:37:37,2026-05-21T17:37:37,17e58e5b246766bbd3c3124c608a42b14b26180d947e2a79e3665a6d78617b3d,17e58e5b246766bbd3c3124c608a42b14b26180d947e2a79e3665a6d78617b3d,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_assignment.csv,4123234,4123234,2026-05-21T17:37:37,2026-05-21T17:37:37,85403429f93180698eced2e4fe029beccfd5eff186921935c083a80fb4f29b25,85403429f93180698eced2e4fe029beccfd5eff186921935c083a80fb4f29b25,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_rules.csv,4820,4820,2026-05-21T17:37:37,2026-05-21T17:37:37,029cb84b735f0cea5617df0ab17254fb732ad2ea0451fcdb8f0f135d57c60bcd,029cb84b735f0cea5617df0ab17254fb732ad2ea0451fcdb8f0f135d57c60bcd,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_action_personalization_matrix.csv,6934,6934,2026-05-21T17:37:37,2026-05-21T17:37:37,9acb794522b31a4e6299bf8a61a505c118081c60b8912b10df5a7051762099b4,9acb794522b31a4e6299bf8a61a505c118081c60b8912b10df5a7051762099b4,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_summary.csv,6784,6784,2026-05-21T17:37:37,2026-05-21T17:37:37,d56a58555fd12930387f07ce612daef5ee212847678cb857a435a812800bb0b3,d56a58555fd12930387f07ce612daef5ee212847678cb857a435a812800bb0b3,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segmentation_base_datamart.csv,15754590,15754590,2026-05-21T17:37:37,2026-05-21T17:37:37,f308768a6e04b3900c4a0ac9722b1226b18bb3a67ff45aa2c20cc7444b0ccddf,f308768a6e04b3900c4a0ac9722b1226b18bb3a67ff45aa2c20cc7444b0ccddf,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_demographic_hotfix_summary.csv,1301,1301,2026-05-21T17:37:37,2026-05-21T17:37:37,5162a517df757e9ea34628b205289c0eb2cf35fe596870e815a573ced39900c1,5162a517df757e9ea34628b205289c0eb2cf35fe596870e815a573ced39900c1,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_demographic_source_column_audit.csv,7240,7240,2026-05-21T17:37:37,2026-05-21T17:37:37,153ce3e0caec0b12afdf757916a045b691b8c425983edcb1a4f07ccc21d3d0f1,153ce3e0caec0b12afdf757916a045b691b8c425983edcb1a4f07ccc21d3d0f1,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,1421,1421,2026-05-21T17:37:37,2026-05-21T17:37:37,c41b636d712089e04ae8a2a7b40062c6e154b8b8244afa3bbb901a36556d44c1,c41b636d712089e04ae8a2a7b40062c6e154b8b8244afa3bbb901a36556d44c1,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_segment_action_personalization_matrix_demographic_hotfix.csv,32674,32674,2026-05-21T17:37:37,2026-05-21T17:37:37,c09b1702674735706afbdc0b3e16b0a5b0d887ad80e862d376dd61e5908f7a3b,c09b1702674735706afbdc0b3e16b0a5b0d887ad80e862d376dd61e5908f7a3b,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_other_needs_review_decomposition.csv,6457,6457,2026-05-21T17:37:37,2026-05-21T17:37:37,1acc47fce156dda5a7836123ac0b2d9adeaaaefd73500ff40e4d2e2b86dba3ad,1acc47fce156dda5a7836123ac0b2d9adeaaaefd73500ff40e4d2e2b86dba3ad,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,1116,1116,2026-05-21T17:37:37,2026-05-21T17:37:37,01bb0bd3fd239393086091778294c855334d87c9f0db3412b604f07439ca149b,01bb0bd3fd239393086091778294c855334d87c9f0db3412b604f07439ca149b,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_representative_segment_assignment_hotfix.csv,3062152,3062152,2026-05-21T17:37:37,2026-05-21T17:37:37,6dc256ba9e91973ecb5136b85b1b02ca8826ffad1397bf51821df11925df59a7,6dc256ba9e91973ecb5136b85b1b02ca8826ffad1397bf51821df11925df59a7,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_representative_segment_rules_hotfix.csv,5143,5143,2026-05-21T17:37:37,2026-05-21T17:37:37,a63d37facd71272c594cc4b07d4a774d4b0c86225eb7d63d4e05433000830d21,a63d37facd71272c594cc4b07d4a774d4b0c86225eb7d63d4e05433000830d21,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_segment_action_personalization_matrix_hotfix.csv,6812,6812,2026-05-21T14:02:45,2026-05-21T14:02:45,66bd02e66be82f1e3fcd5419619f4cff4de56d35a44ac92e8e3b7b000fd18303,66bd02e66be82f1e3fcd5419619f4cff4de56d35a44ac92e8e3b7b000fd18303,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_segment_summary_hotfix.csv,6924,6924,2026-05-21T14:02:45,2026-05-21T14:02:45,2cb97fc1908754a863f48af4e88197f88d3cc5a103f0fb382f0946efc28f2114,2cb97fc1908754a863f48af4e88197f88d3cc5a103f0fb382f0946efc28f2114,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_other_needs_review_decomposition_quality_hotfix.csv,4463,4463,2026-05-21T15:09:19,2026-05-21T15:09:19,c8f3d905702dd49fb0aa0a5a9af1b31ed59df2542642a7ec17841648d75af285,c8f3d905702dd49fb0aa0a5a9af1b31ed59df2542642a7ec17841648d75af285,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,1931,1931,2026-05-21T15:09:20,2026-05-21T15:09:20,b9165986c86b68dcd9b5f8dfafcefb5f982e1fe26a2d83272b5e15e3de51974e,b9165986c86b68dcd9b5f8dfafcefb5f982e1fe26a2d83272b5e15e3de51974e,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_revised_representative_segment_proposal.csv,6077,6077,2026-05-21T15:09:20,2026-05-21T15:09:20,058b9e501299c6192288f43aba8083d75aa1b0eee83b5755d4994cb21f95df38,058b9e501299c6192288f43aba8083d75aa1b0eee83b5755d4994cb21f95df38,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_revised_segment_assignment_simulation.csv,6056881,6056881,2026-05-21T15:09:20,2026-05-21T15:09:20,852b8ef893f22cb78709cd46de7d467de6b1c77b50ab559c39886504b51b1e4b,852b8ef893f22cb78709cd46de7d467de6b1c77b50ab559c39886504b51b1e4b,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_small_segment_merge_policy.csv,5015,5015,2026-05-21T15:09:19,2026-05-21T15:09:19,12c31718fb1b84ed46ed33d219f4a38fcbb44ddd9cfe8e502981c59283a14ff9,12c31718fb1b84ed46ed33d219f4a38fcbb44ddd9cfe8e502981c59283a14ff9,unchanged
PUBLIC\results\_06_model_notebook_prep_260520\06_feature_manifest.csv,10312,10312,2026-05-20T15:32:10,2026-05-20T15:32:10,c4651097646c7e6dbceb4d90914e49d764ea303500f84a8e1ac12090e6ec6145,c4651097646c7e6dbceb4d90914e49d764ea303500f84a8e1ac12090e6ec6145,unchanged
PUBLIC\results\_06x_dataset_generation_260515\06x_expanded_dataset.csv,12191995,12191995,2026-05-20T13:33:48,2026-05-20T13:33:48,7920fdeeefda8f956df473902d0d3b8d0041fa13f260532c50b494589dac0ab9,7920fdeeefda8f956df473902d0d3b8d0041fa13f260532c50b494589dac0ab9,unchanged
PUBLIC\results\_06x_dataset_generation_260515\06x_model_feature_lists.csv,12902,12902,2026-05-20T13:33:48,2026-05-20T13:33:48,ca01ba97fa6aa12f728808cfbc230a462f720810bd7b56e7484c3258c786f370,ca01ba97fa6aa12f728808cfbc230a462f720810bd7b56e7484c3258c786f370,unchanged
PUBLIC\results\_06y_promo_split_260520\06y_expanded_dataset_promo_0.csv,5896640,5896640,2026-05-20T13:34:09,2026-05-20T13:34:09,b3265a3c62b9adacad0b0a85aefc16fb6a7214acf52b122e3082e119c1e96557,b3265a3c62b9adacad0b0a85aefc16fb6a7214acf52b122e3082e119c1e96557,unchanged
PUBLIC\results\_06y_promo_split_260520\06y_expanded_dataset_promo_1.csv,6295394,6295394,2026-05-20T13:34:09,2026-05-20T13:34:09,12159c01ca2c07b261505d982ee658509b808c271b09ae694cee3f39d5308493,12159c01ca2c07b261505d982ee658509b808c271b09ae694cee3f39d5308493,unchanged
park.ingyeom\_archive\handoff\handoff_260515\new_chat_handoff_20260515_000508\canonical_outputs\06_common_preprocessing_and_final_cohort_260513\06_primary_main_cohort_conservative_features.csv,5362961,5362961,2026-05-19T19:11:46,2026-05-19T19:11:46,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,unchanged
park.ingyeom\_archive\handoff\handoff_260515\new_chat_handoff_20260515_000508\canonical_outputs\06_common_preprocessing_and_final_cohort_260513\run_20260514_014702\06_primary_main_cohort_conservative_features.csv,5362961,5362961,2026-05-19T19:11:47,2026-05-19T19:11:47,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,unchanged
park.ingyeom\_archive\handoff\handoff_260515\new_chat_handoff_20260515_000956\canonical_outputs\06_common_preprocessing_and_final_cohort_260513\06_primary_main_cohort_conservative_features.csv,5362961,5362961,2026-05-19T19:11:47,2026-05-19T19:11:47,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,unchanged
park.ingyeom\_archive\handoff\handoff_260515\new_chat_handoff_20260515_000956\canonical_outputs\06_common_preprocessing_and_final_cohort_260513\run_20260514_014702\06_primary_main_cohort_conservative_features.csv,5362961,5362961,2026-05-19T19:11:47,2026-05-19T19:11:47,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,unchanged
park.ingyeom\_archive\legacy\legacy_260512\reports\data\05_v2_modeling_dataset\feature_sets_v2.json,24078,24078,2026-05-19T19:11:48,2026-05-19T19:11:48,1b95bab5bdb3a422a6041ff5579c419e248ed00065fa1b0f06c06deb4eb448c0,1b95bab5bdb3a422a6041ff5579c419e248ed00065fa1b0f06c06deb4eb448c0,unchanged
park.ingyeom\_archive\legacy\legacy_260512\reports\data\05c_v2_modeling_dataset\feature_sets_v2c.json,18733,18733,2026-05-19T19:11:48,2026-05-19T19:11:48,8158077dae60629f4b0b1ce0eb792a1b6b79be800988bf0429bd356f71ef53d3,8158077dae60629f4b0b1ce0eb792a1b6b79be800988bf0429bd356f71ef53d3,unchanged
park.ingyeom\_archive\legacy\legacy_260512\reports\data\05e_v2_final_feature_pruning_policy\pruned_feature_sets_v2.json,10068,10068,2026-05-19T19:11:48,2026-05-19T19:11:48,24ae57dc1db5e33ed4e0f1082963aeb3b71fe03abe12009296589be878b53234,24ae57dc1db5e33ed4e0f1082963aeb3b71fe03abe12009296589be878b53234,unchanged
park.ingyeom\_archive\legacy\legacy_260512\reports\data\__legacy\07_modeling_baseline\07_feature_sets.json,7895,7895,2026-05-19T19:11:49,2026-05-19T19:11:49,70df66b5f5aa079bcd2e7b0fc513b282dfed3b9d4de7051d5ccada1499f69293,70df66b5f5aa079bcd2e7b0fc513b282dfed3b9d4de7051d5ccada1499f69293,unchanged
park.ingyeom\_archive\legacy\legacy_260512\reports\tables\05d_v2_feature_dictionary\05d_feature_sets.csv,18550,18550,2026-05-19T19:11:49,2026-05-19T19:11:49,970fed89a710477db354db17c53d6496d17fc4af40599733f6bde6c15cd66494,970fed89a710477db354db17c53d6496d17fc4af40599733f6bde6c15cd66494,unchanged
park.ingyeom\_archive\legacy\legacy_260512\reports\tables\__legacy\07_modeling_baseline\07_feature_sets_long.csv,12623,12623,2026-05-19T19:11:49,2026-05-19T19:11:49,e11d277a685ad42d838dc427c7a30ca392cd7b60fcba47a3e5d6c8aa7364adb2,e11d277a685ad42d838dc427c7a30ca392cd7b60fcba47a3e5d6c8aa7364adb2,unchanged
park.ingyeom\_archive\pre13b_ref\reports\audits\06_common_preprocessing_and_final_cohort_260513\06_primary_main_cohort_conservative_features.csv,5362961,5362961,2026-05-19T19:11:51,2026-05-19T19:11:51,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,unchanged
park.ingyeom\_archive\pre13b_ref\reports\audits\06_common_preprocessing_and_final_cohort_260513\run_20260514_014702\06_primary_main_cohort_conservative_features.csv,5362961,5362961,2026-05-19T19:11:51,2026-05-19T19:11:51,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,71b8d8c8e694d22ec519d48fb575132031731544fde60554427e1485be3265a5,unchanged
park.ingyeom\note.md,205613,205613,2026-05-19T19:11:52,2026-05-19T19:11:52,a59a63ed79c2b7c2e055ee64853d8cee1fea272b46c3dc1fc5cac6ad5afa1564,a59a63ed79c2b7c2e055ee64853d8cee1fea272b46c3dc1fc5cac6ad5afa1564,unchanged
park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_260515\05y_conservative_safe_feature_contract.csv,1589,1589,2026-05-19T19:11:52,2026-05-19T19:11:52,43ac71df07286d7093e4dcf31116046a2bf559b36aaa2ad3d5a365c3bd08488f,43ac71df07286d7093e4dcf31116046a2bf559b36aaa2ad3d5a365c3bd08488f,unchanged
park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_260515\05y_expanded_feature_contract.csv,5952,5952,2026-05-19T19:11:52,2026-05-19T19:11:52,227752b13fc4429be64274162feb093d34472a061a1f6dcba8a2d148ed539f65,227752b13fc4429be64274162feb093d34472a061a1f6dcba8a2d148ed539f65,unchanged
park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_patch2_260515\05y_patch2_conservative_safe_feature_contract.csv,3432,3432,2026-05-19T19:11:52,2026-05-19T19:11:52,11fbb470eb799bf28658ba54d8b59164a6611a349e8887d6ceabab35db70d6db,11fbb470eb799bf28658ba54d8b59164a6611a349e8887d6ceabab35db70d6db,unchanged
park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_patch2_260515\05y_patch2_expanded_feature_contract.csv,17512,17512,2026-05-19T19:11:52,2026-05-19T19:11:52,b217aaa55596bdbea70c68340754cae394c1e45a0106f8290578000a1a65ef81,b217aaa55596bdbea70c68340754cae394c1e45a0106f8290578000a1a65ef81,unchanged
park.ingyeom\reports\audits\06x_dataset_generation_260515\06x_conservative_dataset.csv,4611991,4611991,2026-05-19T19:11:52,2026-05-19T19:11:52,f9915b2c9a539a93f1d3f9e769586251f51a0d541e3d2173a9bf8ff30ddd4c1f,f9915b2c9a539a93f1d3f9e769586251f51a0d541e3d2173a9bf8ff30ddd4c1f,unchanged
park.ingyeom\reports\audits\06x_dataset_generation_260515\06x_expanded_dataset.csv,9983123,9983123,2026-05-19T19:11:52,2026-05-19T19:11:52,7044e2b6d6a6cbd4877c3d342bd9fd286c7a4241d074d26b02e29af4ab686364,7044e2b6d6a6cbd4877c3d342bd9fd286c7a4241d074d26b02e29af4ab686364,unchanged
park.ingyeom\reports\audits\06x_dataset_generation_260515\06x_model_feature_lists.csv,12902,12902,2026-05-19T19:11:52,2026-05-19T19:11:52,ca01ba97fa6aa12f728808cfbc230a462f720810bd7b56e7484c3258c786f370,ca01ba97fa6aa12f728808cfbc230a462f720810bd7b56e7484c3258c786f370,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_AARRR_summary_by_feature_set.csv,2276,2276,2026-05-19T19:11:52,2026-05-19T19:11:52,786e86d742dbe4d6de2087b0cca687b006ea30830c8e6817cc43f04307e55895,786e86d742dbe4d6de2087b0cca687b006ea30830c8e6817cc43f04307e55895,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_caveat_handoff.csv,1806,1806,2026-05-19T19:11:52,2026-05-19T19:11:52,0c4b80b6af997cc05bd622138b7cdb1afe7da170a5a6e4b130f83739af305bb2,0c4b80b6af997cc05bd622138b7cdb1afe7da170a5a6e4b130f83739af305bb2,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_conservative_AARRR_mapping.csv,8626,8626,2026-05-19T19:11:52,2026-05-19T19:11:52,493c063e0970ba737ede3d59acf896c1978f92c2b9046456df3994621751d352,493c063e0970ba737ede3d59acf896c1978f92c2b9046456df3994621751d352,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_downstream_EDA_handoff.csv,6937,6937,2026-05-19T19:11:52,2026-05-19T19:11:52,7bab3ba8b4b4a41fc13427bde783f9acc52d0229500d73dd4330d8ba6ebaa584,7bab3ba8b4b4a41fc13427bde783f9acc52d0229500d73dd4330d8ba6ebaa584,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_expanded_AARRR_mapping.csv,29950,29950,2026-05-19T19:11:52,2026-05-19T19:11:52,bc043c95d1abdc1e8809a69d6de142337870c4a93b81fceaf6935930d92faa7d,bc043c95d1abdc1e8809a69d6de142337870c4a93b81fceaf6935930d92faa7d,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_feature_mapping_master.csv,38317,38317,2026-05-19T19:11:52,2026-05-19T19:11:52,bf645d4750d45e8787e8ab79112ae890c580f9758802e329b66fe26a2caa06b7,bf645d4750d45e8787e8ab79112ae890c580f9758802e329b66fe26a2caa06b7,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_final_checks.csv,1493,1493,2026-05-19T19:11:52,2026-05-19T19:11:52,3a479589d7f35b2b7a8d200dbc1a3febfd3e6bca6ca995edf8b955f8b1cff62b,3a479589d7f35b2b7a8d200dbc1a3febfd3e6bca6ca995edf8b955f8b1cff62b,unchanged
