side,relative_path,file_name,extension,size_bytes,modified_time,sha256,file_role
PUBLIC,PUBLIC\handoff\PUBLIC_17_segmentation_semantic_hotfix_260520\__pycache__\public_17_semantic_hotfix_runner.cpython-310.pyc,public_17_semantic_hotfix_runner.cpython-310.pyc,.pyc,61687,2026-05-21T17:37:37,407ddc4b8c713e911dc208d67ef481aae9ad7f87189243f55e833d630bc790ac,other
PUBLIC,PUBLIC\handoff\PUBLIC_17_segmentation_semantic_hotfix_260520\PUBLIC_17_segmentation_semantic_hotfix_final_checks.csv,PUBLIC_17_segmentation_semantic_hotfix_final_checks.csv,.csv,6249,2026-05-21T17:37:37,4fa0d671ff6339ff95137de60f91ca11cb27cfd4ae8679bed7cc464d48d859e1,csv
PUBLIC,PUBLIC\handoff\PUBLIC_17_segmentation_semantic_hotfix_260520\PUBLIC_17_segmentation_semantic_hotfix_zip_inventory.csv,PUBLIC_17_segmentation_semantic_hotfix_zip_inventory.csv,.csv,3487,2026-05-21T17:37:37,8735e136ebc0e1e77d0cfe751c816ddec9e9dc05b0455f9283bc5a1cc7c0a4ee,csv
PUBLIC,PUBLIC\handoff\PUBLIC_17_segmentation_semantic_hotfix_260520\public_17_semantic_hotfix_runner.py,public_17_semantic_hotfix_runner.py,.py,83590,2026-05-21T17:37:37,e261ab11665a034cf3d696e8a4ca226c7b118e8bd480af4f46f1b5f84c0d03ce,other
PUBLIC,PUBLIC\handoff\PUBLIC_17_segmentation_semantic_hotfix_260520\README.md,README.md,.md,1303,2026-05-21T17:37:37,484d63fc43404927f14debd25b76a981a2e16757b79bd2ad640f937ed39dd9c3,md
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\18_business_storyline_helper.py,18_business_storyline_helper.py,.py,54822,2026-05-21T17:37:37,794f1b9ba69c5f60ffcf0b34b06716be9703d8c1858f77a1815bc550773eb88b,other
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\18_input_validation.csv,18_input_validation.csv,.csv,5441,2026-05-21T17:37:37,193ad4fe0f62189c4b0e19e326bd16f52f831912a5fccd1256a22989e17bffd7,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\18_source_fingerprint_before_after.csv,18_source_fingerprint_before_after.csv,.csv,11784,2026-05-21T17:37:37,d00fbc51098316158fce152ed7a78a216d946cc9440fc257ed259bd68e39e4da,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\__pycache__\18_business_storyline_helper.cpython-310.pyc,18_business_storyline_helper.cpython-310.pyc,.pyc,49653,2026-05-21T17:37:37,63c2d6338f573a872554263c3e2d115f665ebf536679851eece0d74643b1c4f1,other
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\PUBLIC_18_business_storyline_final_checks.csv,PUBLIC_18_business_storyline_final_checks.csv,.csv,2027,2026-05-21T17:37:37,04a568d9dcba9ea8483b37f93aa94c99c8d21470a18672ef9ecb26ce02d59068,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\PUBLIC_18_business_storyline_zip_inventory.csv,PUBLIC_18_business_storyline_zip_inventory.csv,.csv,953,2026-05-21T17:37:37,b8b45118ca6a20dfd8fae163beea6b6f521c82c67bb007ce15e77ebf5c773d21,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_260520\README.md,README.md,.md,836,2026-05-21T17:37:37,35b34c9fdcd52efeacbb85b5c01304ca2bb6a8715c789fc2bc4f02fcfff5baa2,md
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_polish_hotfix_260520\18_hotfix_input_validation.csv,18_hotfix_input_validation.csv,.csv,6101,2026-05-21T17:37:37,6f3d5a1e6b10e04331c28260402996e4ce165937068b91226b7ea3d40cf45444,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_polish_hotfix_260520\18_hotfix_source_fingerprint_before_after.csv,18_hotfix_source_fingerprint_before_after.csv,.csv,2694,2026-05-21T17:37:37,2addd2b9bad36da15bbb9908c8e5f8b124424ce40a11418cff981a7c51ca8521,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_polish_hotfix_260520\PUBLIC_18_business_storyline_polish_hotfix_final_checks.csv,PUBLIC_18_business_storyline_polish_hotfix_final_checks.csv,.csv,2857,2026-05-21T17:37:37,b7ec024b4f89b271bd2cb70047ffe4b87219a9d401b246a30ca1ad8ccfb51707,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_polish_hotfix_260520\PUBLIC_18_business_storyline_polish_hotfix_zip_inventory.csv,PUBLIC_18_business_storyline_polish_hotfix_zip_inventory.csv,.csv,4616,2026-05-21T17:37:37,febc3ddf07a38b7405d55b16d9bc3754ea289f361a24a9aad03abd48d34eec26,csv
PUBLIC,PUBLIC\handoff\PUBLIC_18_business_storyline_polish_hotfix_260520\README.md,README.md,.md,2713,2026-05-21T17:37:37,35ad52a8f520bedb35b194a60f9f3b0b0de4ac8e52360fdf5edc58d8b5e88cc8,md
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\PUBLIC_folder_summary_depth3.csv,PUBLIC_folder_summary_depth3.csv,.csv,4261,2026-05-20T15:54:50,e02cae38738b43f0ff4ea31f6d1da93ae2355108c62675f6580e16df1cb9fdc3,csv
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\PUBLIC_inventory_full.csv,PUBLIC_inventory_full.csv,.csv,25357,2026-05-20T15:54:50,477c852d0a0ca464512f5fcfaacb43c2d1c139812757f0c70895a8d491e63fb9,csv
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\PUBLIC_key_artifact_inventory.csv,PUBLIC_key_artifact_inventory.csv,.csv,12518,2026-05-20T15:54:50,4fe6baa917202b9685e4a47fe41200fb6332fe4284c4d6874bbc1786d2f596f7,csv
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\PUBLIC_note_copy.md,PUBLIC_note_copy.md,.md,63374,2026-05-20T15:53:55,17b569922976e032579dd6f6ba7542ea8b348c2ce68c0c5aaa0fd11400b07ba7,md
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\PUBLIC_notebook_inventory.csv,PUBLIC_notebook_inventory.csv,.csv,1972,2026-05-20T15:54:50,c824222163462e0f91f82a48b349b3757996b85f1ae929a013eeb3ba592521bc,csv
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\PUBLIC_tree_full.txt,PUBLIC_tree_full.txt,.txt,20244,2026-05-20T15:54:50,542f6584346bf7a6fd0447ce0eaa7409fc8fd14650ec5cae842c686f897611d9,other
PUBLIC,PUBLIC\handoff\PUBLIC_lineage_snapshot_20260520_155450\README.md,README.md,.md,444,2026-05-20T15:54:50,4c966a138b8e37bd287f177bb6b586e9a0ee11d1dd258b7bc541756d41eb2245,md
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\misnumbered_06_model_artifacts_audit.csv,misnumbered_06_model_artifacts_audit.csv,.csv,5455,2026-05-20T15:53:56,86557822c70780e2da039b91d4299e68366dd8f3869e5246d4b0da08024683ad,csv
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\PUBLIC_06xy_notebook_relocation_260520.csv,PUBLIC_06xy_notebook_relocation_260520.csv,.csv,433,2026-05-20T15:53:04,34e0fb55cbf94b9194ac3865c0ca08bbab0577c23cd148d252299306c5c4a7b5,csv
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\PUBLIC_existing_inventory_before_realignment.csv,PUBLIC_existing_inventory_before_realignment.csv,.csv,52404,2026-05-20T15:53:56,645af9dc4151de9cbcd090ab060ae99855d1bcf74d6974052e581a79f0283419,csv
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\PUBLIC_pipeline_realignment_final_checks.csv,PUBLIC_pipeline_realignment_final_checks.csv,.csv,2299,2026-05-20T15:53:04,1594406b5d55628fd77d43f0d110e7377e59a21f768789b212267f176048080b,csv
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\PUBLIC_pipeline_realignment_zip_inventory.csv,PUBLIC_pipeline_realignment_zip_inventory.csv,.csv,1510,2026-05-20T15:53:58,8bd7455e84722a942bed9779df92b0bbc2ba75f4fc29ca0d91d1d5a2ec59b87f,csv
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\PUBLIC_pipeline_stage_map_260520.csv,PUBLIC_pipeline_stage_map_260520.csv,.csv,8841,2026-05-20T15:53:56,8e2a38249793de251078d75a923c2e3f46a3d5d21827cf23041a922fdd0e8500,csv
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\README.md,README.md,.md,2652,2026-05-20T15:53:56,bf69af54468c0259a8eeb4bae5839d138f6522d7e3d25f94c242b2746124b530,md
PUBLIC,PUBLIC\handoff\PUBLIC_pipeline_realignment_260520\run_realignment_260520.py,run_realignment_260520.py,.py,32866,2026-05-20T15:53:56,a6edf16f6c449a4a21b0e9a5fa2bfca3bd782b70397ab1ce41c55c680cb9cca7,other
PUBLIC,PUBLIC\handoff\PUBLIC_structure_correction_2_260520\PUBLIC_99_model_selections_manifest.csv,PUBLIC_99_model_selections_manifest.csv,.csv,6582,2026-05-20T16:08:10,a4b22d73fa7690fa4c46d460b2abcad6c5b4e1f500484134b85f600e50026662,csv
PUBLIC,PUBLIC\handoff\PUBLIC_structure_correction_2_260520\PUBLIC_inventory_before_correction2.csv,PUBLIC_inventory_before_correction2.csv,.csv,56072,2026-05-20T16:08:10,00e92d04bfd6850ca81e1d2fc081697159a7036eb48159ed18f39efd00e09316,csv
PUBLIC,PUBLIC\handoff\PUBLIC_structure_correction_2_260520\PUBLIC_results_model_reference_manifest.csv,PUBLIC_results_model_reference_manifest.csv,.csv,3152,2026-05-20T16:08:10,8cc952ab08058b1d318b479823e2930b3a2aa23ac8fc45f07ccd9b82f7b7da3c,csv
PUBLIC,PUBLIC\handoff\PUBLIC_structure_correction_2_260520\PUBLIC_structure_correction_2_final_checks.csv,PUBLIC_structure_correction_2_final_checks.csv,.csv,4056,2026-05-20T16:10:14,8003fe6bce686c793057117f77a586804a2c1fbbdead04fec7907e677e05a7e9,csv
PUBLIC,PUBLIC\handoff\PUBLIC_structure_correction_2_260520\PUBLIC_structure_correction_2_zip_inventory.csv,PUBLIC_structure_correction_2_zip_inventory.csv,.csv,1624,2026-05-20T16:10:14,91a54bc772f45f83e271e9f0c42c2e895f8cc6f8dd8491355666adf5927a5946,csv
PUBLIC,PUBLIC\handoff\PUBLIC_structure_correction_2_260520\README.md,README.md,.md,6503,2026-05-20T16:10:14,cd95a7caffa88973ea6b4434fd4529d523bfaf92dd3d16f88807c866d279c405,md
PUBLIC,PUBLIC\note.md,note.md,.md,136156,2026-05-21T17:38:46,b3d70c83a311fe279c58b4dc7e4e33bb81a068c60386352397d31e9ec408fd55,md
PUBLIC,PUBLIC\notebooks\06_dataset_260520\06x_dataset_generation_260515.ipynb,06x_dataset_generation_260515.ipynb,.ipynb,49286,2026-05-20T13:33:51,980ce31ee4a9611a2d5abcd7413183d7262ea62bdab701f162c0e60688c48e83,notebook
PUBLIC,PUBLIC\notebooks\06_dataset_260520\06y_promo_split_260520.ipynb,06y_promo_split_260520.ipynb,.ipynb,18001,2026-05-20T13:34:11,be3d003bc1d8055e090df1f8af160a73cccc7084b23aa484500766e7c9d0afa3,notebook
PUBLIC,PUBLIC\notebooks\06_dataset_260520\README.md,README.md,.md,2289,2026-05-20T16:08:10,8325b3196c0d0393a0326e069bc921240cedb3181263e1102df55833c37cc09f,md
PUBLIC,PUBLIC\notebooks\06z_gb_promo0_logretention_only.ipynb,06z_gb_promo0_logretention_only.ipynb,.ipynb,49630,2026-05-21T17:37:39,cb40477dbe745787d5eeff5284fa33e234be70a59ad068bdeea04b0797e70b69,notebook
PUBLIC,PUBLIC\notebooks\07_feature_mapping_AARRR_260520\README.md,README.md,.md,1351,2026-05-20T16:08:10,0c367d7a1bb3a66d19eb24c691a10d2b0bb10aff8e98a1e72ef963dea62ec114,md
PUBLIC,PUBLIC\notebooks\08_promotion_nonpromotion_EDA_260520\README.md,README.md,.md,1422,2026-05-20T16:08:10,5784945c3b4341a5cd8242742865d8f20c38c545357892e40ff3fc7b07ee815d,md
PUBLIC,PUBLIC\notebooks\09_promotion_repurchase_2x2_EDA_260520\README.md,README.md,.md,1422,2026-05-20T16:08:10,05d6bc5e0e0ae8e2a37079f9a355766967152a673ba88c90f866a8cbf3103bd7,md
PUBLIC,PUBLIC\notebooks\10_feature_distribution_redundancy_pre_audit_260520\README.md,README.md,.md,1445,2026-05-20T16:08:10,73d417c27884ce12e5a08aa9dbe53af8d294e14e7e5d1855babf37960be5dd60,md
PUBLIC,PUBLIC\notebooks\11_baseline_growth_comparison_260520\11_lr_baseline_promo0.ipynb,11_lr_baseline_promo0.ipynb,.ipynb,36581,2026-05-21T17:37:37,b9f52dbfdb9b4d3d8566d9eb0ffa2d85848c02d06baeb4bb32f2fece46fce8d5,notebook
PUBLIC,PUBLIC\notebooks\11_baseline_growth_comparison_260520\11_lr_baseline_promo1.ipynb,11_lr_baseline_promo1.ipynb,.ipynb,36670,2026-05-21T17:37:37,318f722ed7880626d79cde533346dcbb74b67fb186c668ffc8f753fae58b5a30,notebook
PUBLIC,PUBLIC\notebooks\11_baseline_growth_comparison_260520\README.md,README.md,.md,985,2026-05-20T17:02:28,7cd25f4f6eef5f0265f7b5350cfe94ef8f21591e5bef370f32c8d4b04fe2e14b,md
PUBLIC,PUBLIC\notebooks\12_model_family_comparison_260520\12_gradientboosting_promo0.ipynb,12_gradientboosting_promo0.ipynb,.ipynb,49572,2026-05-21T17:37:37,cc70918a1e61cea45fd27b6fdaf7a127235aa363aaf56814a48734d16d1978ac,notebook
PUBLIC,PUBLIC\notebooks\12_model_family_comparison_260520\12_gradientboosting_promo1.ipynb,12_gradientboosting_promo1.ipynb,.ipynb,49695,2026-05-21T17:37:37,4f1ae1f6b0b47444d02a7846115da456cf37f98cf24862fc4070895357eb9008,notebook
PUBLIC,PUBLIC\notebooks\12_model_family_comparison_260520\README.md,README.md,.md,863,2026-05-20T17:02:28,fce80a9ffdbedd7a88d13d8f8c844311a82898226f54e1ffe4a8cd89208600e2,md
PUBLIC,PUBLIC\notebooks\14_candidate_tuning_260520\README.md,README.md,.md,1390,2026-05-20T16:08:10,eac0298abbc59bb475a4adb3e300d1736f6c80e8a22a5a6892bef0731f77ebbd,md
PUBLIC,PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_260520.ipynb,15_four_model_oof_score_generation_260520.ipynb,.ipynb,13765,2026-05-21T17:37:37,bfac0db4324999b4e827c0dcec98cadbc1112b38c7be21763f10813487652a4f,notebook
PUBLIC,PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_260520_executed.ipynb,15_four_model_oof_score_generation_260520_executed.ipynb,.ipynb,25682,2026-05-21T17:37:37,e315464952dfca8984b8cd9d3889a2ea84d1983ca126ad07cb06fc4438800183,notebook
PUBLIC,PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_hotfix_260520.ipynb,15_four_model_oof_score_generation_hotfix_260520.ipynb,.ipynb,1035,2026-05-21T17:37:37,2fb9743989104857cee05d7191b23b202eb8143daef7711d64b17b4e8521b1ca,notebook
PUBLIC,PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_hotfix_260520_executed.ipynb,15_four_model_oof_score_generation_hotfix_260520_executed.ipynb,.ipynb,3572,2026-05-21T17:37:37,e363f5fdc9d03dff25de76855958b7ab1bb34509a9ef23eb99812d95a083147c,notebook
PUBLIC,PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\README.md,README.md,.md,1393,2026-05-20T16:08:10,42e6422252c0dc388205a65e776a97fe08b7936de02fa450d612f18a926660dd,md
PUBLIC,PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16_four_model_SHAP_candidate_interpretation_260520.ipynb,16_four_model_SHAP_candidate_interpretation_260520.ipynb,.ipynb,1473,2026-05-21T17:37:37,fbfeb9c63167cd60869324d5009e2483f922c1dc1ff1e1e0c8f6c4bad14c68da,notebook
PUBLIC,PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16_four_model_SHAP_candidate_interpretation_260520_executed.ipynb,16_four_model_SHAP_candidate_interpretation_260520_executed.ipynb,.ipynb,3871,2026-05-21T17:37:37,92bd09b93c5c29acf4fddc8084b43eef229227b89ff5fb81d6b8be6393289232,notebook
PUBLIC,PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520.ipynb,16b_feature_family_mapping_hotfix_260520.ipynb,.ipynb,1404,2026-05-21T17:37:37,5dcdbecbc6f17f6ba9773ffedb2ae3c286451766a1b7643c9bf438977d133b26,notebook
PUBLIC,PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520_executed.ipynb,16b_feature_family_mapping_hotfix_260520_executed.ipynb,.ipynb,2240,2026-05-21T17:37:37,349e577efddef2ec7cb9cacc4ae493295e92203c9e1de5c89528e43bbfe5d3d5,notebook
PUBLIC,PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\README.md,README.md,.md,1355,2026-05-20T16:08:10,3cf96e4a74ac23ba6db207c789939a227ed69b05b2818f665948f67554c31b46,md
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_demographic_action_layer_hotfix_260520.ipynb,17_demographic_action_layer_hotfix_260520.ipynb,.ipynb,1468,2026-05-21T17:37:37,56b084a90ee0c3a0601085d5772fd0f68052391676d8a2c8c250f1a45ebddbac,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_demographic_action_layer_hotfix_260520_executed.ipynb,17_demographic_action_layer_hotfix_260520_executed.ipynb,.ipynb,2637,2026-05-21T17:37:37,90f9fa423052737c617969089133bfb476e5aca7a2722ee1666d7104daaf2ec3,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_promo_scope_oof_behavior_segmentation_260520.ipynb,17_promo_scope_oof_behavior_segmentation_260520.ipynb,.ipynb,1412,2026-05-21T17:37:37,78bec0fd1549d97ac3b08068f5049707e50949e1eb465d619a95430dcabb5689,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_promo_scope_oof_behavior_segmentation_260520_executed.ipynb,17_promo_scope_oof_behavior_segmentation_260520_executed.ipynb,.ipynb,2161,2026-05-21T17:37:37,b507b5496bfbdb032eea2c698d7fd9ebee8fada459abb31b5d2d94bb60fec3ba,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_promo_scope_oof_behavior_segmentation_hotfix_260520.ipynb,17_promo_scope_oof_behavior_segmentation_hotfix_260520.ipynb,.ipynb,1296,2026-05-21T17:37:37,b64cffe12d4fffbab9ec377ba67519942cfd2928e1167bc5af975a488b694992,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_promo_scope_oof_behavior_segmentation_hotfix_260520_executed.ipynb,17_promo_scope_oof_behavior_segmentation_hotfix_260520_executed.ipynb,.ipynb,2547,2026-05-21T17:37:37,7499ef4b923846e9a57e5d3084e1e19ad5b730f55b280c11a2492a37c00dd5a1,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_segmentation_quality_hotfix_260520.ipynb,17_segmentation_quality_hotfix_260520.ipynb,.ipynb,1355,2026-05-21T17:37:37,022e51bb556c96ce78abbb38c3d11a3dbc9c4160f9ef71d0c54c6ef3aa827da8,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\17_segmentation_quality_hotfix_260520_executed.ipynb,17_segmentation_quality_hotfix_260520_executed.ipynb,.ipynb,2521,2026-05-21T17:37:37,0428f321c4ee7656ef9f2442dfbd8de9cfc439de003244c3925904e3abfd1fe6,notebook
PUBLIC,PUBLIC\notebooks\17_segmentation_design_260520\README.md,README.md,.md,1407,2026-05-20T16:08:10,30bbb836711de924f3d98febd930a272b1cfa04311aed76882d21432be5c9747,md
PUBLIC,PUBLIC\notebooks\18_business_recommendation_storyline_260520\18_business_storyline_and_visual_guide_260520.ipynb,18_business_storyline_and_visual_guide_260520.ipynb,.ipynb,1250,2026-05-21T17:37:37,42573f78f8f1abb4d9e81d120ed14a406c593fd3e353c54e13ca290a484647fc,notebook
PUBLIC,PUBLIC\notebooks\18_business_recommendation_storyline_260520\18_business_storyline_and_visual_guide_260520_executed.ipynb,18_business_storyline_and_visual_guide_260520_executed.ipynb,.ipynb,2206,2026-05-21T17:37:37,d5968ad73a56709ede41d299fb80c3bfbecbec16fc6c65bb2282d3db38d9a297,notebook
PUBLIC,PUBLIC\notebooks\18_business_recommendation_storyline_260520\18_business_storyline_polish_hotfix_260520.ipynb,18_business_storyline_polish_hotfix_260520.ipynb,.ipynb,8394,2026-05-21T17:37:37,facd523d3f7db77ff6ac82034550d11d0d737bde8ee0b26e715e35c66d65b156,notebook
PUBLIC,PUBLIC\notebooks\18_business_recommendation_storyline_260520\18_business_storyline_polish_hotfix_260520_executed.ipynb,18_business_storyline_polish_hotfix_260520_executed.ipynb,.ipynb,11946,2026-05-21T17:37:37,41f98f78d8a8adf96451cfeded1eac0f0af7926f031878a2b226041691876bdc,notebook
PUBLIC,PUBLIC\notebooks\18_business_recommendation_storyline_260520\README.md,README.md,.md,1475,2026-05-20T16:08:10,8f2c4cb23b0b345e41f56b5b19d485913fa6ebf464cfeb0029e6601991530079,md
PUBLIC,PUBLIC\README.md,README.md,.md,807,2026-05-20T15:52:37,256f619eacea1d7592e412986cad6879840cbd1c64bc06d31a72eff613ea3cb0,md
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_business_storyline_memo.md,18_business_storyline_memo.md,.md,22831,2026-05-21T17:37:37,89666a984bebea908c5e9b769ca492cc4b2a298c4ac13f6ea926dc873ae4ba2f,md
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_canonical_segment_set_for_storyline.csv,18_canonical_segment_set_for_storyline.csv,.csv,2869,2026-05-21T17:37:37,e3ee95dfb1b159c15a45436b690defa7bdcc9b1bd347c391295d551dd54736d5,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,18_dashboard_handoff_datamart.csv,.csv,3291,2026-05-21T17:37:37,908182a2bd43b58451921c7c7d616975e51d071a5914374160401e0f548a3b56,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_demographic_action_candidate_selection.csv,18_demographic_action_candidate_selection.csv,.csv,22508,2026-05-21T17:37:37,ce8b06b251bc405fc67372105573c2525485ba4ab57f5e9b21142d70a245dda5,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_presentation_talking_points.md,18_presentation_talking_points.md,.md,3799,2026-05-21T17:37:37,867dcb233a7b0e4d8e2bff6df7147fa90c069f552980623b522a02dd6f37d0dd,md
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_promo1_vs_promo0_storyline_comparison.csv,18_promo1_vs_promo0_storyline_comparison.csv,.csv,2693,2026-05-21T17:37:37,ea998a40abb275c96481b40e955f4f4dd1380b0b9e3d3db25e7c609df2761fdc,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_safe_unsafe_wording.csv,18_safe_unsafe_wording.csv,.csv,1753,2026-05-21T17:37:37,3ee5c20361f183e0310dce1a423c492aaa955c6e17abbc68c5bcf4399db716e8,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_segment_business_action_matrix.csv,18_segment_business_action_matrix.csv,.csv,6685,2026-05-21T17:37:37,f933150aa0204b8f9ede384eecd46b0b92e3040b3454c7c88b298b2d5b2a6341,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_segment_visual_guide_v2.html,18_segment_visual_guide_v2.html,.html,13571,2026-05-21T17:37:37,3fc72908712105c37d43334dfa5d6b27ae54a3c7fab28d0b81f93b5166a7223b,html
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_260520\README.md,README.md,.md,1352,2026-05-21T17:37:37,b0633180b3a2f5fc45276be4abe50a9295ef93dfddbd70f4243dbfb818e8195c,md
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_business_storyline_memo_hotfix.md,18_business_storyline_memo_hotfix.md,.md,25945,2026-05-21T17:37:37,d7ac45ea779d68b992e7681b10169c81ae79d55f809ae55ba378551894682a72,md
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_dashboard_handoff_datamart_hotfix.csv,18_dashboard_handoff_datamart_hotfix.csv,.csv,3088,2026-05-21T17:37:37,ecbdb0d491da6c4364417e9e6c5e56a9d995f70ceb003c77b56b323bd88f7cb3,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_demographic_action_candidate_shortlist_hotfix.csv,18_demographic_action_candidate_shortlist_hotfix.csv,.csv,6030,2026-05-21T17:37:37,1e911c2abfe802a4005301b0029ef041d84f5f0689f667d26316e7de13a4cba1,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_existing_storyline_quality_audit.csv,18_existing_storyline_quality_audit.csv,.csv,3281,2026-05-21T17:37:37,9a07e3837c0d50da6a1c6ac315d79f6d796d4b70ac6ac49f5c0c7425d13f6d9d,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_presentation_talking_points_hotfix.md,18_presentation_talking_points_hotfix.md,.md,11452,2026-05-21T17:37:37,dcc195c96c8da83002aa543a1161ea79f113848429ad535a573f8f2f8cd866e5,md
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_promo0_comparison_reference_hotfix.csv,18_promo0_comparison_reference_hotfix.csv,.csv,2192,2026-05-21T17:37:37,00803a9a3d6041affbd59852960654a449e2ddbb6fc337b91f086f585ccabd48,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_promo1_main_business_action_matrix_hotfix.csv,18_promo1_main_business_action_matrix_hotfix.csv,.csv,3490,2026-05-21T17:37:37,178186ff7012d1e165bb1b566ee74160e5f75bcf8012704e26898a8e9e250721,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_safe_unsafe_wording_hotfix.csv,18_safe_unsafe_wording_hotfix.csv,.csv,2761,2026-05-21T17:37:37,f9816fa40cc0732d92262a5d7e17eec154c2759b9eda8e333cfaa25feff11dc8,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_segment_visual_guide_v2_polished.html,18_segment_visual_guide_v2_polished.html,.html,51223,2026-05-21T17:37:37,fc744468ac848680004453682e8c1376d97f33efc7413e2e87a7dbe62643b329,html
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_storyline_comparison_clean_hotfix.csv,18_storyline_comparison_clean_hotfix.csv,.csv,2167,2026-05-21T17:37:37,f0382355ef67f8088af21e4689e15efc4bade845a012faae14c6f4fe7e2a0190,csv
PUBLIC,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\README.md,README.md,.md,5776,2026-05-21T17:37:37,aebaffbeab1a1c47c3ed720f54c4bd3ea519ad40aa24ac358ad8324071dcaa58,md
