dataset_scope,model_name,rank_in_scope,feature,feature_family,mean_abs_shap,mean_signed_shap
nonpromotion_only,CatBoost,39,watch_ratio_under_5m,usage_retention_behavior,0.02836327271159609,0.003197573520314547
nonpromotion_only,CatBoost,40,avg_ott_release_year,content_preference_context,0.026841005319673518,0.0015087358106782038
nonpromotion_only,CatBoost,41,new_movie_in_90d_ratio,content_preference_context,0.022993053241247785,0.0012922712306028324
nonpromotion_only,CatBoost,42,max_inactive_gap_days,usage_retention_behavior,0.02293373054992198,0.001409199710189574
nonpromotion_only,CatBoost,43,other_ratio,content_preference_context,0.022311562927846768,-0.00035120903110406345
nonpromotion_only,CatBoost,44,weekend_watch_ratio,usage_retention_behavior,0.02202845451666739,-0.002124499817767443
nonpromotion_only,CatBoost,45,avg_rewatch_ratio,usage_retention_behavior,0.02152567256490955,0.0015800242880285955
nonpromotion_only,CatBoost,46,watch_session_w1,usage_retention_behavior,0.021377957939907558,-0.0004610947716393156
nonpromotion_only,CatBoost,47,active_ratio,other_feature_family,0.0181057819734162,0.0031774657217257004
nonpromotion_only,CatBoost,48,new_movie_in_180d_ratio,content_preference_context,0.01784659038855694,0.003202362101787508
nonpromotion_only,CatBoost,49,new_movie_in_365d_ratio,content_preference_context,0.01783884067936689,-0.0021042483740767925
nonpromotion_only,CatBoost,50,watch_session_w2,usage_retention_behavior,0.016806746461752873,-0.00012014347360725703
nonpromotion_only,CatBoost,51,watch_per_day,usage_retention_behavior,0.01564728770133603,0.002377290340506423
nonpromotion_only,CatBoost,52,is_standard,membership_context,0.015156766385947018,-0.00020155861238682106
nonpromotion_only,CatBoost,53,unique_movie,content_preference_context,0.014951138034621904,-0.002318466787466103
nonpromotion_only,CatBoost,54,reg_hour_evening,registration_context,0.013518689132840711,0.0001645136756553397
nonpromotion_only,CatBoost,55,is_user_verified,auth_proxy_caveat,0.013375860651040211,-0.000219988474455366
nonpromotion_only,CatBoost,56,movie_per_active_day,content_preference_context,0.012936857713417828,-0.0005144943148718516
nonpromotion_only,CatBoost,57,historical_war_ratio,content_preference_context,0.012408509016155067,-0.00010554322839721286
nonpromotion_only,CatBoost,58,total_watch_count,usage_retention_behavior,0.009216264205220438,-0.001259007487074091
nonpromotion_only,CatBoost,59,is_female,demographic_proxy_caveat,0.009097592720731497,-0.00047000784885835436
nonpromotion_only,CatBoost,60,old_movie_ratio_5y,content_preference_context,0.00891396554909544,0.00018742873463534993
nonpromotion_only,CatBoost,61,documentary_ratio,content_preference_context,0.008498328311846787,0.00033221504374382927
nonpromotion_only,CatBoost,62,max_daily_sessions,usage_retention_behavior,0.007280094531072236,0.0005457256624398338
nonpromotion_only,CatBoost,63,reg_is_weekend,registration_context,0.007188241737768069,-7.00746365996214e-05
nonpromotion_only,CatBoost,64,avg_gap_w2_watch_days,usage_retention_behavior,0.006983293945468624,0.0008015424696852199
nonpromotion_only,CatBoost,65,reg_hour_morning,registration_context,0.005979435590299295,0.00018662484284411344
nonpromotion_only,CatBoost,66,day_count_over_3times,other_feature_family,0.005407624491756675,-0.000448731450537117
nonpromotion_only,CatBoost,67,is_male,demographic_proxy_caveat,0.005237350900206228,0.00017888775819351283
nonpromotion_only,CatBoost,68,is_cold_start_7d_fixed,usage_retention_behavior,0.004322508854104631,0.0008243387902860606
nonpromotion_only,CatBoost,69,reg_hour_night,registration_context,0.003765743307642515,-1.6652855568644014e-05
nonpromotion_only,CatBoost,70,reg_hour_afternoon,registration_context,0.0028045313076563573,-9.65296138092498e-05
nonpromotion_only,CatBoost,71,is_w2_over_50pct,other_feature_family,0.002575301719530222,0.0003457897111344788
nonpromotion_only,CatBoost,72,is_w3_over_50pct,other_feature_family,0.002262910846950532,4.2555414931729385e-05
nonpromotion_only,CatBoost,73,is_premium,membership_context,0.0014601538654979483,1.1736232116335115e-05
nonpromotion_only,CatBoost,74,is_only_w2,usage_retention_behavior,0.0,0.0
nonpromotion_only,CatBoost,75,is_only_w3,usage_retention_behavior,0.0,0.0
