model_role,window,model_name,feature_set,explanation_method,original_feature,feature_family,importance_mean_auc_drop,importance_std
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_unique_watch_days,usage,4.4294971700590637e-05,0.0004623473415395764
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_drama,genre,4.2107565690637415e-05,0.00046227618799183186
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_historical_war,genre,3.9920159680758203e-05,8.861356963635084e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_historical_war,genre,1.804609958181806e-05,8.860006970182648e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_avg_ott_release_month_weighted,release_month,1.6952396576804436e-05,1.7837756192109787e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_animation_family,genre,1.2030733054594714e-05,4.740291019662715e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_comedy,genre,1.1483881552143416e-05,0.00022961121804067753
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,is_promotion,membership,0.0,0.0
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_missing_watch_time,genre,0.0,0.0
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_missing_watch_ratio,genre,0.0,0.0
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_max_daily_watch_time,usage,-2.0233505591401208e-05,1.78377561920281e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_other,genre,-2.8983129631029076e-05,5.143312085322418e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_total_sessions,usage,-5.577885325221595e-05,0.0001692927191853743
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_old_content_watch_ratio,release_month,-8.257457687355085e-05,0.0001815135155736117
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_total_watch_time,usage,-8.366827987845345e-05,0.00017651024731441483
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_covered_watch_time,genre,-8.366827987845345e-05,0.00017651024731441483
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_sessions_per_active_day,usage,-0.00011429196401698445,0.00032479204463417685
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_w2_minus_w1_watch_time,usage,-0.00016077434172738028,7.639889312338124e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,is_user_verified,membership,-0.00016678970825456663,0.0001976503201902646
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_one_minute_watch_count,usage,-0.00018483580783623665,0.00011937656823956322
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,gender,membership,-0.00021108467995504623,0.00011800847628137187
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_comedy,genre,-0.00025592650315790316,0.0007418366658662976
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_thriller_crime,genre,-0.0003477975555736072,0.0003023727845371685
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week3_watch_time,usage,0.024388483307357878,0.0021390478011743615
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week1_ratio,usage,0.02312799059415412,0.003600406171223042
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_animation_family,genre,0.013664178492330445,0.00131290903075468
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_first_watch_rel_day,usage,0.012893117873841361,0.0009339842651397657
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_thriller_crime,genre,0.012824214584529536,0.0008279107802604776
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,price,membership,0.010708446121455753,0.0015896289362705043
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_w2_minus_w1_watch_time,usage,0.010159407212971336,0.003731651584924573
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week2_ratio,usage,0.009235228173789375,0.001050182430068488
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_last_watch_rel_day,usage,0.007877942744647629,0.0021326464024154714
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_drama,genre,0.006669400924179003,0.0012771920254318937
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_avg_watch_time_per_session,usage,0.006170672353922324,0.000212320685760624
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_romance,genre,0.00604763076586549,0.001659101856882277
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_drama,genre,0.004163727339840828,0.0005658478374259413
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week4_watch_time,usage,0.0040505290788285615,0.0015591523697433994
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_drama,genre,0.003900691767150725,0.0005001518311112596
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_unique_count,genre,0.0036081262133267344,0.0005932071079754413
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_max_daily_watch_time,usage,0.0034036037514012887,0.00040089623597874884
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_active_span_days,usage,0.0025373909714817198,0.00040477577339464603
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_animation_family,genre,0.002237716348125677,0.0003359440126536732
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_action_adventure,genre,0.0020654581248461903,0.000576254355149778
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_romance,genre,0.0017231290842971703,0.0008818234399366113
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week3_ratio,usage,0.0016219615563393501,0.0007044398333764525
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_horror,genre,0.001555245673037479,0.0005109758902115937
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week2_watch_time,usage,0.0013802531922456618,0.0006792996319341307
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,max_screen,membership,0.0013244743389932239,0.0005757159536192327
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_other,genre,0.000989801219478929,0.00019155108308842577
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_total_watch_time,usage,0.0008957427610532717,0.0006988120327660732
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_action_adventure,genre,0.0007683263609766419,0.0002948021622166824
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week4_ratio,usage,0.0007289530527985569,0.00048527578912459804
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_animation_family,genre,0.0007081726957044454,0.00022307654027627996
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_top_genre_watch_ratio,genre,0.0006387225548902439,0.0003630097318086734
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_max_day_share,usage,0.0006031772072294291,0.0007068249762080363
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_romance,genre,0.000530992808902749,0.00047974244760312114
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_w4_minus_w1_watch_time,usage,0.00048779154020724597,0.0007137315088469355
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week3_sessions,usage,0.0003363136740217598,5.0529789020465544e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,is_user_verified,membership,0.00031443961392281966,0.00023998246565131435
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_top_genre,genre,0.0003040494353757269,9.227379812424214e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,product_code,membership,0.00023842725507890647,0.00024208171636571317
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,gender,membership,0.00023241188855172012,9.485312318218119e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_w3_minus_w1_watch_time,usage,0.00021819374948739423,0.00029927419624459
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week1_watch_time,usage,0.00019303858037352425,0.00010816330128849262
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_comedy,genre,0.00017171137177696139,1.4754860211914859e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_top_genre_watch_time,genre,0.00014983731167798423,0.0003125972711340363
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_recent_content_watch_ratio,release_month,0.00014764990566810501,8.391988217110927e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_action_adventure,genre,0.0001443687966532862,0.000112614238712021
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_historical_war,genre,0.0001301506575889233,3.413334762657967e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_sessions_per_active_day,usage,0.00012194788505174674,0.0001154646872192968
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_one_minute_watch_count,usage,9.843327044541568e-05,4.961603903303918e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_horror,genre,8.74962403958716e-05,2.2784750122760254e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_avg_ott_release_month_weighted,release_month,6.562218029693145e-05,9.84697204635607e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_short_watch_count_le5,usage,5.851311076484252e-05,0.00010419207469940337
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_sf_fantasy,genre,5.5778853252326975e-05,0.0004459492695077652
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_historical_war,genre,5.031033822766595e-05,2.0461309637023693e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_historical_war,genre,4.8122932217749735e-05,0.00017138015492623105
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,payment_device,membership,4.6482377710358826e-05,0.00016487550127475324
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,billing_method,membership,3.718590216827966e-05,1.3484076237567957e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_total_sessions,usage,3.499849615840045e-05,1.8816777988297144e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_old_content_watch_ratio,release_month,3.4998496158363444e-05,0.0001400879432047763
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_w4_minus_w3_watch_time,usage,3.2264238645995924e-05,0.00043841463866564135
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_other,genre,2.7342575123749196e-05,6.987726615793423e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_thriller_crime,genre,1.5858693571716802e-05,2.4565747896212703e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_sf_fantasy,genre,1.3671287561874598e-05,0.00038440899041361157
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week4_sessions,usage,2.1874060099162187e-06,0.0001785384315415956
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week2_sessions,usage,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_other,genre,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_no_watch_obs_flag,usage,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,is_promotion,membership,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_release_month_covered_watch_ratio,release_month,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_has_watch_obs,usage,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_comedy,genre,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_covered_watch_time,genre,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_missing_watch_time,genre,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_missing_watch_ratio,genre,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_content_has_watch_obs,content,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_covered_watch_ratio,genre,0.0,0.0
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_unique_contents,content,-7.655921034688262e-06,5.8836749104850576e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_unique_watch_days,usage,-2.5155169113869984e-05,9.793376055786765e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_watch_time_sf_fantasy,genre,-4.3201268695428986e-05,0.00016504953153894728
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_entropy,genre,-7.54655073413879e-05,4.9234860231708217e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_week1_sessions,usage,-9.515216143055986e-05,0.00011394474844846227
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_ratio_comedy,genre,-0.00012358843955928567,0.0001945300761430236
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,age,membership,-0.00012632269707157917,8.199490771626436e-05
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_short_watch_time_le5,usage,-0.0002460831761134837,0.00011971177688214333
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_thriller_crime,genre,-0.0003013151778635074,0.0002459166338560335
optional_late_period,w1_4,LGBMClassifier,membership_plus_usage_content_w1_4_without_churn_prevented,permutation_importance_fallback_not_shap,w1_4_genre_session_count_horror,genre,-0.0007557487764197068,0.00020030596505025476
