row_id,promo_scope,is_repurchase,gb_churn_risk_score_oof,lr_churn_risk_score_oof,lr_high_risk_top10,gb_high_risk_top10,lr_high_risk_top20,gb_high_risk_top20,lr_high_risk_top30,gb_high_risk_top30,gb_lr_both_high_risk_top20,gb_only_high_risk_top20,lr_only_high_risk_top20,neither_high_risk_top20,low_watch_count,low_watch_time,low_watch_days,low_activity,low_activity_reason,cold_start_weak,early_activation_success,week2_drop,week3_drop,week3_inactive,only_w1,only_w2,only_w3,retention_decay,inactivity_recency_risk,usage_concentrated,stable_usage,genre_preference_clear,content_preference_signal
4481,promo0,0,0.0669419746128674,0.2310709854167683,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,1,0,0,0,0,0,1,1,1,0,1,1
4482,promo0,1,0.0225458510260121,0.0226178786858559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4483,promo0,1,0.0189002354252423,0.0154830074054401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,1,0,0,0,1
4484,promo0,1,0.2682720690078984,0.4841582195757865,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4485,promo0,0,0.3914391604841212,0.5088075483409067,0,0,0,0,0,1,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,0,0,0,1
4486,promo0,1,0.2081922368993939,0.4115202402486074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4487,promo0,1,0.0721036944002393,0.2606930890447303,0,0,0,0,0,0,0,0,0,1,0,1,0,1,low_watch_time,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4488,promo0,1,0.0229926365101097,0.0374957625286458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4489,promo0,1,0.1148996671048361,0.4548247709142611,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,0,1,1,0,0,0,1,1,1,0,0,1
4490,promo0,1,0.3319297908622619,0.5692788963457087,0,0,0,0,1,1,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4491,promo0,1,0.0529699059395663,0.1399352747878413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4492,promo0,1,0.2557037108420252,0.4422024531955399,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4493,promo0,0,0.7532775779493444,0.7995595244393185,0,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,1,0,0,1,1,0,1,1
4494,promo0,1,0.2739419110272116,0.5746445214435505,0,0,0,0,1,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
4495,promo0,1,0.0717890812656271,0.0730329452679457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4496,promo0,1,0.0279166089922535,0.0952136784136695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4497,promo0,1,0.1773987332301426,0.4754171626002954,0,0,0,0,0,0,0,0,0,1,0,1,0,1,low_watch_time,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4498,promo0,1,0.0308827083422082,0.1005431222332103,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
4499,promo0,1,0.137251419105549,0.5321014275119532,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,0,1,1,0,0,0,1,1,1,0,1,1
4500,promo0,1,0.1488903569434899,0.3690236050790781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,1,1,0,0,0,1,0,0,0,0,1
4501,promo0,1,0.0113717290289137,0.0101966153595971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4502,promo0,1,0.1003748102336529,0.3368363930529198,0,0,0,0,0,0,0,0,0,1,0,1,0,1,low_watch_time,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4503,promo0,1,0.0790197237610413,0.1734251101454387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,1,0,1,0,1
4504,promo0,1,0.2728856606013166,0.5102077302537564,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4505,promo0,1,0.2083424762056345,0.2393230457490619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,1,0,0,1
4506,promo0,0,0.1132544920230881,0.0852835134811554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,1,1
4507,promo0,1,0.0087604985373163,0.0249537762526322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4508,promo0,1,0.2588760384901206,0.4172813525670511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4509,promo0,1,0.1701948098787815,0.3044568955643422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4510,promo0,1,0.2723694218965097,0.5013557496366459,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4511,promo0,1,0.0207075633528729,0.0216718608954797,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4512,promo0,0,0.531946568512847,0.5140088219388401,0,0,0,1,0,1,0,1,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,0,0,0,1,0,0,1
4513,promo0,1,0.0489311891851247,0.6574466853102385,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4514,promo0,1,0.193292046240432,0.2705408092465858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4515,promo0,1,0.0373694695173448,0.1303901541532507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4516,promo0,1,0.0498157332344099,0.1096136904517109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4517,promo0,1,0.1814573803917735,0.2326761170632381,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
4518,promo0,1,0.7718544125057939,0.980872604342302,1,1,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,1,1
4519,promo0,0,0.6196594708351133,0.8352972852673954,0,0,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,0,0,0,1
4520,promo0,1,0.0367857048002303,0.0105524531818366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4521,promo0,1,0.13238658966121,0.351842243883559,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,0,1,0,1,1
4522,promo0,1,0.0648830731246872,0.114636429382229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4523,promo0,1,0.0160446729046852,0.0046769578230446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4524,promo0,1,0.0403863642323697,0.3061502157250884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,1,0,1,0,1,0,1,0,0,1
4525,promo0,1,0.7498112502734355,0.9306251079565776,1,1,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,0,1,1,0,0,0,1,1,1,0,1,1
4526,promo0,1,0.0905921864251381,0.2107174865245422,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,1,0,0,1,0,1,1
4527,promo0,1,0.7283656997172201,0.8721447378730833,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,1,0,0,0,1,0,1,1
4528,promo0,1,0.06191247365694,0.0570146918486038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4529,promo0,1,0.366792370520261,0.8871595176506242,1,0,1,0,1,1,0,0,1,0,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,1,0,1,1
4530,promo0,1,0.0736407629368414,0.1894452302937614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,1,0,0,1
4531,promo0,1,0.0261584058630255,0.0938086716633957,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,1,0,0,0,0,0,1,1,1,0,0,1
4532,promo0,1,0.0564843845649635,0.0354803821240119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4533,promo0,1,0.0377132860788279,0.1060289062016954,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,0,0,0,0,1,1,1,0,0,1
4534,promo0,0,0.5345052784988553,0.8652319712815041,0,0,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
4535,promo0,1,0.2526045939803948,0.4270942480879928,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4536,promo0,1,0.0192019736770115,0.0168362953151177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4537,promo0,1,0.1425880241980827,0.4092649445297126,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,0,1
4538,promo0,1,0.2766591030886965,0.5235915205490016,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4539,promo0,1,0.0830052795721013,0.1118303478702271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4540,promo0,1,0.1531354390888376,0.8714333188743623,1,0,1,0,1,0,0,0,1,0,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4541,promo0,1,0.0459729511351498,0.1423294842379399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,1,0,0,0,1
4542,promo0,1,0.0549766325671248,0.0622393252063243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4543,promo0,1,0.0144132433176161,0.0227743383659635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4544,promo0,1,0.2836135449394658,0.5077739333870619,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4545,promo0,1,0.0445035203393558,0.0949891301570852,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
4546,promo0,0,0.2175087051647332,0.3717946663704388,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4547,promo0,1,0.6508160160124179,0.8368810170853868,0,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,1,0,0,1
4548,promo0,1,0.0262376703039736,0.0849170744070207,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4549,promo0,1,0.0484897672667183,0.1282190748334332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4550,promo0,1,0.0354936396539807,0.0534045869670417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4551,promo0,1,0.0371711222459412,0.0201009250241475,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,0,0,0,0,0,0,0,1,1,0,0,1
4552,promo0,1,0.2725629848452421,0.5054311770380792,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4553,promo0,0,0.1435265952120907,0.4672243659294592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4554,promo0,1,0.0259849365460052,0.0292866793837264,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
4555,promo0,0,0.4020546418339263,0.7695883196450011,0,0,1,0,1,1,0,0,1,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,0,0,1,1,0,1,1
4556,promo0,0,0.3367380802417773,0.5483774100933878,0,0,0,0,0,1,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,1,0,0,1,0,0,1
4557,promo0,1,0.6521392942623585,0.8318658720888557,0,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,0,0,0,1
4558,promo0,0,0.7708139402567981,0.9498000317044948,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
4559,promo0,1,0.2654358757991095,0.4966378245991458,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4560,promo0,1,0.0953050584647057,0.1967738560744557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,0,0,0,1
4561,promo0,1,0.0418324271221419,0.1419562507695813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4562,promo0,1,0.0139515884062347,0.0024584778479253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4563,promo0,1,0.0140853512685246,0.0099916045613369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4564,promo0,1,0.0262190218617742,0.0476942300336348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4565,promo0,0,0.697276078178305,0.849709531996428,0,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
4566,promo0,1,0.0329054619967131,0.0156556779661583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4567,promo0,1,0.0222493004602696,0.065721391869244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4568,promo0,1,0.3266220496078492,0.5698177805723393,0,0,0,0,1,1,0,0,0,1,0,1,0,1,low_watch_time,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4569,promo0,1,0.1754516724928314,0.4929123541224857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4570,promo0,0,0.5442436064979626,0.91526924415017,1,0,1,1,1,1,1,0,0,0,0,1,0,1,low_watch_time,0,1,1,0,1,0,0,0,1,1,0,0,0,1
4571,promo0,1,0.1866999316924698,0.5175258382740586,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,1,1,0,1,0,1,0,1,0,1,1
4572,promo0,1,0.071463097137262,0.2328089267169331,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
4573,promo0,1,0.0327225642120782,0.1150898160351123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4574,promo0,0,0.7864759788187106,0.9428720804602128,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
4575,promo0,1,0.0372345376713983,0.1774062828461525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4576,promo0,0,0.3967979218058767,0.6643073976390966,0,0,0,0,1,1,0,0,0,1,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,0,1
4577,promo0,0,0.7139964286600458,0.9727626420658328,1,1,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,1,1
4578,promo0,1,0.6277394365317326,0.8201939100467194,0,0,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,0,0,1,1,0,0,0,1,1,0,1,1
4579,promo0,1,0.0330595016517905,0.0508188133772385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4580,promo0,1,0.6199127180074415,0.8651903265851478,0,0,1,1,1,1,1,0,0,0,0,1,0,1,low_watch_time,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4581,promo0,0,0.2823982057868774,0.18628086812644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4582,promo0,1,0.0575351246815594,0.0315047536276144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4583,promo0,1,0.0279108944835848,0.0347349120457332,0,0,0,0,0,0,0,0,0,1,0,1,0,1,low_watch_time,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4584,promo0,0,0.5672224499209761,0.7519310074946688,0,0,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4585,promo0,1,0.0597652467307274,0.3821539535280304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,1,1,0,0,0,1
4586,promo0,1,0.4532973940670516,0.9169415387520806,1,0,1,1,1,1,1,0,0,0,0,1,1,1,"low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,0,1
4587,promo0,1,0.0345099951683718,0.2185423468104799,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,1,1,0,1,0,1,0,1,0,1,1
4588,promo0,1,0.3863670042450475,0.8045964738188311,0,0,1,0,1,1,0,0,1,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,0,0,0,0,0,0,0,1,1,0,0,1
4589,promo0,1,0.0254674140854607,0.0730459920280243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4590,promo0,1,0.1449905024443184,0.2847766353368895,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
4591,promo0,1,0.0341918240537023,0.2060324566046179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4592,promo0,1,0.0156110458666893,0.0310790994537447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4593,promo0,1,0.0178085299524196,0.05688739301942,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,0,1
4594,promo0,0,0.6630367711487808,0.861700249588377,0,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4595,promo0,1,0.7045413690249376,0.89937878353964,1,1,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,0,1
4596,promo0,1,0.4467406090155668,0.6953029725001163,0,0,0,1,1,1,0,1,0,0,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4597,promo0,1,0.2731648644367146,0.5751006181336761,0,0,0,0,1,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4598,promo0,1,0.4267995455001889,0.710420991662015,0,0,0,0,1,1,0,0,0,1,0,0,0,0,none,0,1,1,1,1,0,0,0,1,0,0,0,0,1
4599,promo0,1,0.2725281437554072,0.6865492055296103,0,0,0,0,1,0,0,0,0,1,0,1,0,1,low_watch_time,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4600,promo0,1,0.1007089839994824,0.1310620457125834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4601,promo0,1,0.0709486028612956,0.1156625434063587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4602,promo0,1,0.8482235617925253,0.9653852974821804,1,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,0,1,0,0,0,1,0,1,0,0,1
4603,promo0,1,0.0284458066676079,0.0369017768061963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4604,promo0,0,0.1325699752812354,0.4262687179405372,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,1,0,0,0,0,1,1,1,0,1,1
4605,promo0,0,0.4092996959957988,0.4867667831274803,0,0,0,0,0,1,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
4606,promo0,1,0.0504438217183993,0.0414970369536926,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,1,0,0,1,0,1,1
4607,promo0,1,0.0169485661058272,0.0577501814345413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,1,0,0,0,1
4608,promo0,0,0.907954640576159,0.9954701094234448,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,0,0,1,1,0,0,0,1,1,0,1,1
4609,promo0,1,0.0315836952508301,0.1208391884368779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4610,promo0,1,0.4762879014805188,0.6758971531049944,0,0,0,1,1,1,0,1,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,0,0,0,0,1
4611,promo0,1,0.0264041958841131,0.1500073721788329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4612,promo0,1,0.2307885311388918,0.6375279212277818,0,0,0,0,1,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,0,1
4613,promo0,1,0.2620323414908139,0.4821182293997701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4614,promo0,1,0.279608029249159,0.541376321314385,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4615,promo0,1,0.0254656881213394,0.0277927812959889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,1,1
4616,promo0,1,0.5883645115388598,0.7848161513165713,0,0,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,0,0,0,1
4617,promo0,1,0.0157993243014141,0.0400163299384467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4618,promo0,1,0.0548459552454315,0.0940294253021482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4619,promo0,0,0.7842498271120282,0.9570859303026068,1,1,1,1,1,1,1,0,0,0,0,1,0,1,low_watch_time,0,1,1,0,1,1,0,0,1,1,1,0,0,1
4620,promo0,1,0.5961095500030917,0.7923766888790715,0,0,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,1,1,0,0,0,1,1,1,0,0,1
4621,promo0,1,0.0918040294229431,0.4451453328492943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4622,promo0,1,0.0304065876993602,0.0773200545946164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
4623,promo0,1,0.0489416809748698,0.1954558815958428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
4624,promo0,0,0.1474942979710262,0.4552778524488526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4625,promo0,1,0.0244404276043618,0.0094174313907595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4626,promo0,0,0.2609994934148048,0.3983916103682674,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
4627,promo0,0,0.3652665944971169,0.7221336157934689,0,0,1,0,1,1,0,0,1,0,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4628,promo0,1,0.0519156942654541,0.2830737286421234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,1,0,1,1
4629,promo0,0,0.5349995352918623,0.8677713207170281,0,0,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,0,1,1,0,0,0,1,1,1,0,0,1
4630,promo0,1,0.0282672920496108,0.045512915768431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4631,promo0,1,0.0268870170484408,0.0364573681882287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
