row_id,promo_scope,is_repurchase,representative_segment_id,provisional_label,assignment_priority_order,gb_churn_risk_score_oof,lr_churn_risk_score_oof,gb_risk_percentile,lr_risk_percentile,gb_high_risk_top20,lr_high_risk_top20,gb_lr_both_high_risk_top20,week3_inactive,retention_decay,only_w1,cold_start_weak,early_activation_success,low_activity,low_activity_reason,low_watch_count,low_watch_time,low_watch_days,genre_preference_clear,content_preference_signal,stable_usage
5570,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2405796168796217,0.428507317915623,38.66702403287769,42.74099883855981,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5571,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2993130376532672,0.5465450552405431,28.93772893772894,31.6447779862414,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5572,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2798422125930465,0.8299439015953791,31.27847761994104,12.54355400696864,0,1,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5573,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0284380983035543,0.0175002009990031,88.07290270704905,96.52461359778432,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5574,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5711930110543669,0.8631684145358993,12.999195926025196,10.381488430268918,1,1,1,1,1,1,0,1,1,low_watch_days,0,0,1,1,1,0
5575,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.4342364136106129,0.6910588713006154,19.7891539354954,21.45984097203609,1,0,0,1,1,0,0,1,0,none,0,0,0,1,1,0
5576,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0153764456935562,0.0049254443704914,97.35549003841687,99.45501652818726,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5577,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1193742821789245,0.1038287091382101,53.32797284016796,75.89564906638077,0,0,0,0,1,0,0,1,0,none,0,0,0,1,1,0
5578,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0438475025640044,0.0667174817432854,77.68248012150451,83.23952470293933,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5579,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2504186426803466,0.3842862031500863,37.61279371035469,45.89475565085321,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5580,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0569171908214121,0.1325012757656996,70.99973197534173,70.91039042258555,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5581,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0938009799321559,0.0380129486731015,58.27749486286071,90.90502992942018,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5582,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2043897522521796,0.1125265979357544,41.865451621549184,74.36790851424998,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5583,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2401480967108091,0.433587593169731,38.74743143035826,42.47297418029125,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5584,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2610448603562975,0.55362000834248,35.620477083891714,30.73349414812829,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5585,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2499499938172044,0.8427148374242837,37.675332797284014,11.676940945233628,0,1,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,0
5586,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2621153574481002,0.5052834648286235,35.388189046725635,36.165460555704456,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5587,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1701755211792276,0.4311614975610579,45.76967747699455,42.64272313052801,0,0,0,1,1,0,0,1,1,low_watch_days,0,0,1,0,0,0
5588,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1484413822076657,0.3211946869338279,48.539265612436346,50.6209237916555,0,0,0,1,1,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5589,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0444926221855778,0.289508985384187,77.31617975520415,53.36370946127044,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5590,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0666336696403334,0.0771288884849177,66.88108639328152,81.07745912623962,0,0,0,0,1,0,1,0,0,none,0,0,0,0,1,0
5591,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.607025455380215,0.869554796360372,11.25703564727955,9.96158313231484,1,1,1,1,1,1,0,1,0,none,0,0,0,0,1,0
5592,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5985191940137988,0.8153293924115903,11.641204324131154,13.562047708389173,1,1,1,1,1,0,0,1,0,none,0,0,0,0,1,0
5593,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2125901317460519,0.7545758766224052,41.05244349146788,17.528812650763868,0,1,0,0,1,0,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,0,1,0
5594,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0163629002541723,0.1019124421972713,96.72116501384794,76.2440811221299,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5595,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0219959450937036,0.0324245634506511,92.9777539533637,92.4417046368266,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,1
5596,promo0,1,promo0_s99,promo0_other_needs_review,99,0.4076107425152303,0.5792746747092876,21.111408916286965,28.62503350308228,0,0,0,1,0,0,1,0,1,low_watch_time,0,1,0,0,1,0
5597,promo0,0,promo0_s05,promo0_stable_usage_lower_risk,5,0.326854795712467,0.631587826207936,26.713124274099886,24.96202984007862,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5598,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7619666806148406,0.9626395889028128,4.574287501116769,2.966139551505405,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5599,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1720218559230373,0.5322436567591275,45.456982042347896,33.19932100419905,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5600,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.109592080107758,0.1803659984807974,55.09693558474046,64.18297150004467,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5601,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0212853156166515,0.0561013976293369,93.51380326990083,86.1341910122398,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5602,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0892368680784458,0.4387580641746813,59.63548646475476,42.14241043509336,0,0,0,0,1,0,1,0,0,none,0,0,0,0,1,0
5603,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5907475049724114,0.6644968146192558,12.061109622085231,22.99651567944251,1,0,0,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5604,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2620440339963824,0.5131923557968163,35.4239256678281,35.28097918341821,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5605,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6686691321630553,0.8707147082177139,8.558920754042704,9.863307424283034,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5606,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0201540638172079,0.0704094190369549,94.34467971053336,82.51585812561423,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,1
5607,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0527235669469267,0.2016385769121578,73.0367193781828,61.60100062539087,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5608,promo0,0,promo0_s05,promo0_stable_usage_lower_risk,5,0.1702707023331185,0.6073088444132432,45.7428750111677,26.78459751630483,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5609,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0123244750075599,0.0063398195988463,98.7492182614134,99.16912355936746,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5610,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.1464051994734315,0.1328089459089604,48.887697668185474,70.85678549093183,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5611,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0437049505864544,0.0359503766855038,77.75395336370946,91.51255248816224,0,0,0,0,1,0,0,1,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
5612,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6794961135955326,0.921364077421834,8.130081300813007,6.298579469311176,1,1,1,1,1,1,0,1,1,low_watch_days,0,0,1,0,1,0
5613,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.9224856065002284,0.9896759128133448,0.3394979004735102,0.5717859376395962,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5614,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.9460657518636074,0.9877200693515412,0.0446707763780934,0.7862056642544447,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5615,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1634888572468158,0.3188702149480253,46.46654158849281,50.78173858661663,0,0,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,0
5616,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0250512531903993,0.0496810563393769,90.65487358170286,87.99249530956847,0,0,0,0,0,0,1,0,1,low_watch_days,0,0,1,1,1,0
5617,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.616623210959582,0.8888995293044955,10.944340212632897,8.52318413294023,1,1,1,1,1,0,0,1,0,none,0,0,0,0,1,0
5618,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0871572128281812,0.5514495206564229,60.07326007326007,31.03725542749933,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5619,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3350547653812488,0.6346592640059063,26.01626016260163,24.765478424015008,0,0,0,1,1,0,1,0,1,low_watch_days,0,0,1,1,1,0
5620,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3538876511487037,0.6085265051253832,24.649334405431965,26.65951934244617,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5621,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0305434256051446,0.1366219318217499,86.50942553381577,70.32073617439471,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5622,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2150127245915948,0.663921420145802,40.80228714375056,23.041186455820604,0,0,0,1,1,0,0,1,1,"low_watch_time,low_watch_days",0,1,1,0,1,0
5623,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0354111736482373,0.1254166008863877,82.90896095774146,72.12543554006969,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
5624,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2728856606013166,0.4955130035619132,32.8419547931743,36.96953453051014,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5625,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1339246531603551,0.1919543974606052,50.83534351827035,62.72670419011882,0,0,0,0,0,0,1,0,1,"low_watch_time,low_watch_days",0,1,1,1,1,0
5626,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0780273729766842,0.3490234503807989,62.78924327704816,48.46779237023139,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5627,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.132493893977724,0.2479233884832826,51.014026623782726,57.00884481372286,0,0,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,1
5628,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.8938873606082154,0.9772470284699072,0.9916912355936748,1.7064236576431695,1,1,1,1,1,0,0,1,1,low_watch_days,0,0,1,1,1,0
5629,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0939992849532402,0.0921236182046332,58.20602162065577,78.0577146430805,0,0,0,0,1,0,0,1,0,none,0,0,0,1,1,0
5630,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.9465295781360136,0.9941268082986956,0.0357366211024747,0.2233538818904672,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5631,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0145569425854101,0.0232216867751408,97.74859287054409,94.96113642455106,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5632,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5042759098965844,0.1100744036809789,16.251228446350396,74.72527472527473,1,0,0,1,1,0,1,0,1,"low_watch_time,low_watch_days",0,1,1,1,1,0
5633,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3341812134569348,0.370561051163869,26.096667560082192,46.99365674975431,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5634,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0330576982991019,0.0806149909672014,84.38309657821853,80.3091217725364,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5635,promo0,1,promo0_s99,promo0_other_needs_review,99,0.279608029249159,0.5261376458970868,31.42142410435093,34.01232913428036,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5636,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.052771708577987,0.2307413152009387,73.00991691235593,58.59019029750737,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5637,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2760860010393605,0.5310798062259958,32.39524702939337,33.378004109711426,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5638,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0862895754698718,0.1033633511597675,60.38595550790673,76.01179308496381,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
5639,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5641533094387687,0.5061523973526088,13.338693826498703,36.05825069239703,1,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5640,promo0,0,promo0_s99,promo0_other_needs_review,99,0.1748938251080758,0.0693731037982029,45.09068167604753,82.64987045474851,0,0,0,0,1,0,1,0,0,none,0,0,0,0,1,0
5641,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0748803847716244,0.1819343985640439,63.870276065398016,63.95068346287859,0,0,0,1,1,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5642,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5289674607208843,0.834989806080072,15.107656571071203,12.186187795943894,1,1,1,1,1,0,1,0,1,"low_watch_time,low_watch_days",0,1,1,1,1,0
5643,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3645894677902813,0.69279890163916,23.93460198338247,21.379433574555527,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
5644,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0755975973597073,0.24946112266283,63.62011971768069,56.87483248458858,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5645,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7481842941185064,0.9743509345956974,5.146073438756366,2.0369874028410613,1,1,1,1,1,1,0,1,1,low_watch_days,0,0,1,1,1,0
5646,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6825155904180392,0.8594901329266539,7.960332350576253,10.551237380505674,1,1,1,1,1,1,0,1,1,"low_watch_time,low_watch_days",0,1,1,0,1,0
5647,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.7714343592092355,0.9528438372771671,4.1901188242651655,3.8327526132404177,1,1,1,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5648,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0641472874611096,0.1152524162125393,67.89064593942643,73.77825426605914,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5649,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1549467211868167,0.2912440373010339,47.50290360046458,53.21182882158492,0,0,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,0
5650,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6543748348715369,0.880662405355914,9.175377468060397,9.103904225855446,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5651,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5509401673368981,0.5744716976403468,14.035557937996964,28.95559724828017,1,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5652,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6848328512494211,0.9362925597932148,7.835254176717592,5.128205128205128,1,1,1,1,1,1,0,1,1,"low_watch_time,low_watch_days",0,1,1,0,1,0
5653,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0160912658347238,0.0357729833086077,96.89984811936031,91.56615741981597,0,0,0,0,1,0,0,1,1,low_watch_days,0,0,1,0,1,0
5654,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0725507167410782,0.0590316354058094,64.73688912713304,85.28544626105602,0,0,0,0,0,0,1,0,1,low_watch_days,0,0,1,0,1,0
5655,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.9267759109966932,0.9828260653423516,0.2501563477173233,1.1525060305548112,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5656,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.4721016655970571,0.7262380185682402,17.823639774859288,19.485392656124365,1,1,1,1,1,0,0,1,0,none,0,0,0,0,1,0
5657,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0758108810900087,0.1914776451259179,63.54864647547574,62.762440811221296,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5658,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0322788199143074,0.0781599197346346,85.0888948449924,80.7826320021442,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5659,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3035263270122854,0.476580195375785,28.64290181363352,38.77423389618512,0,0,0,1,1,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
5660,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5808384334405059,0.6833155422106163,12.588224783346735,21.844009648887692,1,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5661,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0721492441881757,0.1369297061391434,64.83516483516483,70.25819708746538,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5662,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.1333068515207346,0.2239570973830307,50.91575091575091,59.19771285624944,0,0,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,1
5663,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0385324761100579,0.1461708934772418,80.71115875993925,68.69471991423211,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5664,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0415133014176813,0.0651790771142728,78.88859108371304,83.71303493254713,0,0,0,0,0,0,1,0,1,low_watch_days,0,0,1,1,1,0
5665,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0498521147303027,0.2297365460866546,74.46618422228178,58.67059769498793,0,0,0,0,0,0,0,1,0,none,0,0,0,1,1,1
5666,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0367227987132834,0.1383197190342679,81.86366479049406,70.01697489502368,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5667,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2550277809418728,0.2658491358595246,36.638970785312246,55.39176270883588,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5668,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3149221646267554,0.7987701173662345,27.75842044134727,14.491199857053516,0,1,0,0,0,0,1,0,1,"low_watch_time,low_watch_days",0,1,1,0,1,0
5669,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0261972798482207,0.0705007828654953,89.70785312248726,82.48905565978737,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5670,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2277434764239642,0.2163255586131038,39.80166175288127,59.82310372554275,0,0,0,0,0,0,1,0,1,low_watch_days,0,0,1,0,1,0
5671,promo0,0,promo0_s05,promo0_stable_usage_lower_risk,5,0.0995086381346546,0.0750123588146829,57.08925221120344,81.51523273474493,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5672,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0813992607683928,0.2917156382139001,61.88689359421067,53.17609220048245,0,0,0,1,1,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5673,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0747225946339062,0.1148922279813854,63.94174930760297,73.88546412936657,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5674,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7838590151478555,0.8379613507905037,3.7791476815867058,11.918163137675334,1,1,1,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5675,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0456969912976107,0.1865094324601072,76.65505226480836,63.280621817207184,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5676,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0591699739946185,0.0447016800932617,69.98123827392119,89.17180380595015,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5677,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0327291007556592,0.0563984954114004,84.7047261681408,86.00911283838113,0,0,0,0,1,0,1,0,0,none,0,0,0,0,1,0
5678,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0328496195953074,0.0145164217724867,84.5617796837309,97.35549003841687,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
5679,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0847597972796248,0.2671404452741411,60.87733404806576,55.275618690252834,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
5680,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0532794536995956,0.1898469720343449,72.82229965156795,62.95899222728492,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5681,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0253963691234002,0.0868406004715689,90.3511123023318,79.07620834450103,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5682,promo0,1,promo0_s99,promo0_other_needs_review,99,0.093063827629704,0.3427828123455279,58.52765121057804,48.887697668185474,0,0,0,1,1,0,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,0,1,0
5683,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0795624562573147,0.1274639334853495,62.35146966854283,71.85741088180112,0,0,0,1,1,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5684,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5398981317712522,0.5307368969048049,14.652014652014651,33.422674886089524,1,0,0,1,1,0,0,1,0,none,0,0,0,1,1,0
5685,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.4020531600797133,0.8624095131534859,21.397301885106764,10.417225051371393,0,1,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,1
5686,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0828575355459456,0.0558030145991296,61.45805414098097,86.21459840972035,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5687,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0123997685890088,0.022106753630441,98.73134995086215,95.23809523809524,0,0,0,0,1,0,1,0,0,none,0,0,0,0,1,0
5688,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.7340922287941892,0.8579736744663201,5.539176270883588,10.64057893326186,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5689,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0694383930689075,0.3558916090350399,65.86259269186098,48.05682122755294,0,0,0,0,0,0,1,0,0,none,0,0,0,1,1,0
5690,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2613264663165402,0.5285209516370288,35.50433306530867,33.646028767979985,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5691,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1871021755667349,0.6159012616256561,43.66121683194854,26.150272491735905,0,0,0,1,1,0,0,1,1,low_watch_days,0,0,1,0,1,0
5692,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6900444041039052,0.9044228035806084,7.5046904315197,7.567229518449031,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
5693,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0678472643998246,0.2760878690715813,66.40757616367372,54.47154471544715,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5694,promo0,1,promo0_s02,promo0_high_risk_retention_decay,2,0.5041751298398873,0.7089415416973395,16.260162601626014,20.494952202269275,1,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
5695,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0466864738948447,0.0723326964221469,76.06539801661752,82.0244795854552,0,0,0,1,1,0,1,0,0,none,0,0,0,0,1,0
5696,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4084127803033975,0.6165506382207371,21.075672295184493,26.08773340480657,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
5697,promo0,1,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.4638566952024002,0.5822709070270967,18.252479228088983,28.3927454659162,1,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
5698,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.2328189640664149,0.2949280979309173,39.37282229965157,52.9616724738676,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
5699,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4248477600228963,0.8250358460837947,20.26266416510319,12.936656839095864,0,1,0,0,0,0,0,1,0,none,0,0,0,0,1,0
5700,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.4848342523975029,0.719943062730709,17.18931475029036,19.860627177700348,1,1,1,1,1,1,0,1,1,low_watch_days,0,0,1,0,1,0
5701,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0471305187945286,0.1752939638761435,75.80630751362459,64.76369159295989,0,0,0,0,1,0,0,1,0,none,0,0,0,1,1,0
5702,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0811545695167087,0.169329191209445,61.93156437058877,65.40695077280444,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
