membership_row_id,w1_1_has_watch_obs,w1_1_total_watch_time,w1_1_total_sessions,w1_1_unique_contents,w1_1_unique_watch_days,w1_1_avg_watch_time_per_session,w1_1_max_daily_watch_time,w1_1_max_day_share,w1_1_one_minute_watch_count,w1_1_short_watch_count_le5,w1_1_short_watch_time_le5,w1_1_week1_watch_time,w1_1_week1_sessions,w1_1_week1_ratio
3540,1,443.0,7,6,5,63.285714,140.0,0.316027,0,1,4.0,443.0,7,1.0
3541,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3542,1,278.0,3,3,2,92.666667,156.0,0.561151,0,0,0.0,278.0,3,1.0
3543,1,44.0,2,1,1,22.0,44.0,1.0,1,1,1.0,44.0,2,1.0
3544,1,229.0,5,5,2,45.8,122.0,0.532751,0,0,0.0,229.0,5,1.0
3545,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3546,1,66.0,1,1,1,66.0,66.0,1.0,0,0,0.0,66.0,1,1.0
3547,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3548,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3549,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3550,1,5.0,2,2,2,2.5,4.0,0.8,1,2,5.0,5.0,2,1.0
3551,1,111.0,1,1,1,111.0,111.0,1.0,0,0,0.0,111.0,1,1.0
3552,1,173.0,10,3,4,17.3,94.0,0.543353,0,2,9.0,173.0,10,1.0
3553,1,141.0,2,2,1,70.5,141.0,1.0,0,1,4.0,141.0,2,1.0
3554,1,180.0,3,3,1,60.0,180.0,1.0,1,1,1.0,180.0,3,1.0
3555,1,73.0,1,1,1,73.0,73.0,1.0,0,0,0.0,73.0,1,1.0
3556,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3557,1,56.0,4,2,2,14.0,41.0,0.732143,0,0,0.0,56.0,4,1.0
3558,1,437.0,9,5,3,48.555556,187.0,0.427918,3,3,3.0,437.0,9,1.0
3559,1,108.0,3,2,3,36.0,94.0,0.87037,1,1,1.0,108.0,3,1.0
3560,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3561,1,298.0,3,3,3,99.333333,186.0,0.624161,1,1,1.0,298.0,3,1.0
3562,1,171.0,3,2,2,57.0,130.0,0.760234,0,0,0.0,171.0,3,1.0
3563,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3564,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3565,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3566,1,89.0,1,1,1,89.0,89.0,1.0,0,0,0.0,89.0,1,1.0
3567,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3568,1,27.0,2,2,2,13.5,24.0,0.888889,0,1,3.0,27.0,2,1.0
3569,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3570,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3571,1,118.0,1,1,1,118.0,118.0,1.0,0,0,0.0,118.0,1,1.0
3572,1,120.0,3,1,1,40.0,120.0,1.0,1,2,6.0,120.0,3,1.0
3573,1,65.0,2,2,1,32.5,65.0,1.0,0,1,3.0,65.0,2,1.0
3574,1,53.0,2,1,1,26.5,53.0,1.0,1,1,1.0,53.0,2,1.0
3576,1,562.0,6,5,3,93.666667,228.0,0.405694,0,1,2.0,562.0,6,1.0
3577,1,56.0,2,1,2,28.0,38.0,0.678571,0,0,0.0,56.0,2,1.0
3578,1,122.0,2,2,2,61.0,100.0,0.819672,0,0,0.0,122.0,2,1.0
3579,1,453.0,7,2,4,64.714286,181.0,0.399558,0,0,0.0,453.0,7,1.0
3580,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3581,1,37.0,1,1,1,37.0,37.0,1.0,0,0,0.0,37.0,1,1.0
3582,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3583,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3584,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3585,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3586,1,44.0,2,1,1,22.0,44.0,1.0,0,0,0.0,44.0,2,1.0
3587,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3588,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,1.0
3589,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3590,1,14.0,1,1,1,14.0,14.0,1.0,0,0,0.0,14.0,1,1.0
3591,1,109.0,1,1,1,109.0,109.0,1.0,0,0,0.0,109.0,1,1.0
3592,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,1.0
3593,1,448.0,6,3,2,74.666667,350.0,0.78125,0,0,0.0,448.0,6,1.0
3594,1,61.0,10,10,2,6.1,52.0,0.852459,9,9,9.0,61.0,10,1.0
3595,1,57.0,1,1,1,57.0,57.0,1.0,0,0,0.0,57.0,1,1.0
3596,1,5.0,4,4,2,1.25,3.0,0.6,3,4,5.0,5.0,4,1.0
3597,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3598,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3599,1,122.0,4,2,2,30.5,68.0,0.557377,1,1,1.0,122.0,4,1.0
3600,1,88.0,1,1,1,88.0,88.0,1.0,0,0,0.0,88.0,1,1.0
3601,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3602,1,4.0,4,4,2,1.0,3.0,0.75,4,4,4.0,4.0,4,1.0
3603,1,170.0,5,2,3,34.0,130.0,0.764706,1,1,1.0,170.0,5,1.0
3604,1,564.0,7,7,3,80.571429,245.0,0.434397,0,0,0.0,564.0,7,1.0
3605,1,357.0,4,4,3,89.25,195.0,0.546218,0,0,0.0,357.0,4,1.0
3606,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3607,1,256.0,3,3,1,85.333333,256.0,1.0,0,0,0.0,256.0,3,1.0
3608,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3609,1,222.0,3,2,3,74.0,82.0,0.369369,0,0,0.0,222.0,3,1.0
3610,1,124.0,8,4,2,15.5,95.0,0.766129,4,4,4.0,124.0,8,1.0
3611,1,251.0,5,5,2,50.2,129.0,0.513944,2,2,2.0,251.0,5,1.0
3612,1,61.0,1,1,1,61.0,61.0,1.0,0,0,0.0,61.0,1,1.0
3613,1,11.0,1,1,1,11.0,11.0,1.0,0,0,0.0,11.0,1,1.0
3614,1,143.0,2,1,1,71.5,143.0,1.0,1,1,1.0,143.0,2,1.0
3615,1,231.0,4,3,2,57.75,141.0,0.61039,1,1,1.0,231.0,4,1.0
3616,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3617,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3618,1,141.0,2,2,2,70.5,120.0,0.851064,0,0,0.0,141.0,2,1.0
3619,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3620,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3621,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3622,1,16.0,1,1,1,16.0,16.0,1.0,0,0,0.0,16.0,1,1.0
3623,1,104.0,4,3,2,26.0,62.0,0.596154,0,0,0.0,104.0,4,1.0
3624,1,166.0,4,3,3,41.5,101.0,0.608434,1,2,5.0,166.0,4,1.0
3625,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3626,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3627,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3628,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3629,1,92.0,2,1,2,46.0,71.0,0.771739,0,0,0.0,92.0,2,1.0
3630,1,667.0,18,17,6,37.055556,182.0,0.272864,6,7,9.0,667.0,18,1.0
3631,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3632,1,36.0,1,1,1,36.0,36.0,1.0,0,0,0.0,36.0,1,1.0
3633,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3634,1,148.0,2,2,1,74.0,148.0,1.0,0,0,0.0,148.0,2,1.0
3635,1,385.0,5,4,2,77.0,295.0,0.766234,1,1,1.0,385.0,5,1.0
3636,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3637,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3638,1,68.0,2,2,2,34.0,67.0,0.985294,1,1,1.0,68.0,2,1.0
3639,1,95.0,1,1,1,95.0,95.0,1.0,0,0,0.0,95.0,1,1.0
3640,1,51.0,2,1,1,25.5,51.0,1.0,0,0,0.0,51.0,2,1.0
3641,1,195.0,3,2,2,65.0,108.0,0.553846,0,0,0.0,195.0,3,1.0
3642,1,208.0,3,2,1,69.333333,208.0,1.0,1,1,1.0,208.0,3,1.0
3643,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3644,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3645,1,407.0,6,4,3,67.833333,198.0,0.486486,1,1,1.0,407.0,6,1.0
3646,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
3647,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3648,1,236.0,3,3,2,78.666667,124.0,0.525424,0,0,0.0,236.0,3,1.0
3649,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3650,1,282.0,7,4,4,40.285714,147.0,0.521277,4,4,4.0,282.0,7,1.0
3651,1,4.0,4,3,3,1.0,2.0,0.5,4,4,4.0,4.0,4,1.0
3652,1,168.0,4,2,2,42.0,115.0,0.684524,2,2,2.0,168.0,4,1.0
3653,1,9.0,1,1,1,9.0,9.0,1.0,0,0,0.0,9.0,1,1.0
3654,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3655,1,162.0,3,3,1,54.0,162.0,1.0,0,0,0.0,162.0,3,1.0
3656,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3657,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3658,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3659,1,366.0,4,3,3,91.5,142.0,0.387978,0,0,0.0,366.0,4,1.0
3660,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3661,1,111.0,1,1,1,111.0,111.0,1.0,0,0,0.0,111.0,1,1.0
3662,1,556.0,12,10,4,46.333333,248.0,0.446043,6,6,6.0,556.0,12,1.0
3663,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3664,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3665,1,101.0,3,3,1,33.666667,101.0,1.0,1,1,1.0,101.0,3,1.0
3666,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3667,1,25.0,1,1,1,25.0,25.0,1.0,0,0,0.0,25.0,1,1.0
3668,1,212.0,2,2,2,106.0,124.0,0.584906,0,0,0.0,212.0,2,1.0
3669,1,274.0,10,7,3,27.4,268.0,0.978102,6,6,6.0,274.0,10,1.0
3670,1,54.0,2,2,1,27.0,54.0,1.0,0,0,0.0,54.0,2,1.0
3671,1,285.0,4,4,2,71.25,199.0,0.698246,0,0,0.0,285.0,4,1.0
3672,1,16.0,2,2,2,8.0,10.0,0.625,0,0,0.0,16.0,2,1.0
3673,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3674,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3675,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3676,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3677,1,382.0,5,3,3,76.4,168.0,0.439791,2,2,2.0,382.0,5,1.0
3678,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3679,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,1.0
3680,1,165.0,3,3,1,55.0,165.0,1.0,0,0,0.0,165.0,3,1.0
3681,1,10.0,1,1,1,10.0,10.0,1.0,0,0,0.0,10.0,1,1.0
3682,1,310.0,5,3,4,62.0,130.0,0.419355,1,1,1.0,310.0,5,1.0
3683,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3684,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3685,1,211.0,6,3,3,35.166667,84.0,0.398104,1,2,4.0,211.0,6,1.0
3686,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3687,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3688,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3689,1,402.0,8,6,2,50.25,298.0,0.741294,1,2,3.0,402.0,8,1.0
3690,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3691,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3692,1,115.0,10,9,4,11.5,67.0,0.582609,0,1,3.0,115.0,10,1.0
3693,1,226.0,6,6,3,37.666667,126.0,0.557522,1,2,3.0,226.0,6,1.0
3694,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3695,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3696,1,107.0,1,1,1,107.0,107.0,1.0,0,0,0.0,107.0,1,1.0
3697,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,1.0
3699,1,179.0,3,3,2,59.666667,166.0,0.927374,0,0,0.0,179.0,3,1.0
3700,1,92.0,4,3,1,23.0,92.0,1.0,2,2,2.0,92.0,4,1.0
3701,1,125.0,3,1,2,41.666667,83.0,0.664,1,1,1.0,125.0,3,1.0
3702,1,3.0,3,3,1,1.0,3.0,1.0,3,3,3.0,3.0,3,1.0
3703,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3704,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3705,1,88.0,3,2,1,29.333333,88.0,1.0,1,1,1.0,88.0,3,1.0
3706,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
3707,1,12.0,12,8,1,1.0,12.0,1.0,12,12,12.0,12.0,12,1.0
3709,1,60.0,2,1,1,30.0,60.0,1.0,1,1,1.0,60.0,2,1.0
3710,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3711,1,3.0,3,3,1,1.0,3.0,1.0,3,3,3.0,3.0,3,1.0
3712,1,21.0,2,2,2,10.5,13.0,0.619048,0,0,0.0,21.0,2,1.0
3713,1,344.0,4,1,1,86.0,344.0,1.0,0,0,0.0,344.0,4,1.0
3714,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3715,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3716,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3717,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3718,1,77.0,3,3,1,25.666667,77.0,1.0,2,2,2.0,77.0,3,1.0
3719,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3720,1,101.0,2,1,1,50.5,101.0,1.0,0,0,0.0,101.0,2,1.0
3721,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3722,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3723,1,6.0,2,2,1,3.0,6.0,1.0,1,2,6.0,6.0,2,1.0
3724,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3725,1,802.0,18,15,5,44.555556,259.0,0.322943,2,3,4.0,802.0,18,1.0
3726,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3727,1,207.0,2,2,1,103.5,207.0,1.0,0,0,0.0,207.0,2,1.0
3728,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3729,1,23.0,2,2,2,11.5,12.0,0.521739,0,0,0.0,23.0,2,1.0
3730,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3731,1,83.0,1,1,1,83.0,83.0,1.0,0,0,0.0,83.0,1,1.0
3732,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,2.0,1,1.0
3733,1,209.0,2,2,2,104.5,113.0,0.54067,0,0,0.0,209.0,2,1.0
3734,1,84.0,1,1,1,84.0,84.0,1.0,0,0,0.0,84.0,1,1.0
3735,1,149.0,4,4,2,37.25,104.0,0.697987,1,1,1.0,149.0,4,1.0
3736,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3737,1,39.0,1,1,1,39.0,39.0,1.0,0,0,0.0,39.0,1,1.0
3738,1,247.0,5,4,2,49.4,150.0,0.607287,1,2,4.0,247.0,5,1.0
3739,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3740,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3741,1,258.0,13,3,7,19.846154,72.0,0.27907,4,6,12.0,258.0,13,1.0
3742,1,168.0,5,5,2,33.6,165.0,0.982143,1,2,4.0,168.0,5,1.0
3743,1,10.0,2,2,1,5.0,10.0,1.0,0,1,4.0,10.0,2,1.0
3744,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3745,1,498.0,5,2,3,99.6,196.0,0.393574,0,0,0.0,498.0,5,1.0
3746,1,102.0,1,1,1,102.0,102.0,1.0,0,0,0.0,102.0,1,1.0
3747,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3748,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3749,1,898.0,12,7,7,74.833333,274.0,0.305122,3,3,3.0,898.0,12,1.0
3750,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3751,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3752,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3753,1,114.0,3,3,2,38.0,112.0,0.982456,1,2,3.0,114.0,3,1.0
3755,1,172.0,7,5,3,24.571429,126.0,0.732558,2,4,12.0,172.0,7,1.0
3756,1,9.0,4,4,1,2.25,9.0,1.0,0,4,9.0,9.0,4,1.0
3757,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3758,1,49.0,1,1,1,49.0,49.0,1.0,0,0,0.0,49.0,1,1.0
3759,1,61.0,1,1,1,61.0,61.0,1.0,0,0,0.0,61.0,1,1.0
3760,1,95.0,1,1,1,95.0,95.0,1.0,0,0,0.0,95.0,1,1.0
3761,1,272.0,3,2,3,90.666667,170.0,0.625,1,1,1.0,272.0,3,1.0
3763,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3764,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3765,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3766,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3767,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3768,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3769,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3770,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3771,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3772,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3773,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3774,1,143.0,3,2,2,47.666667,142.0,0.993007,2,2,2.0,143.0,3,1.0
3775,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,2.0,1,1.0
3776,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3777,1,224.0,2,2,2,112.0,113.0,0.504464,0,0,0.0,224.0,2,1.0
3778,1,259.0,2,2,2,129.5,145.0,0.559846,0,0,0.0,259.0,2,1.0
3779,1,155.0,3,3,2,51.666667,128.0,0.825806,0,0,0.0,155.0,3,1.0
3780,1,56.0,1,1,1,56.0,56.0,1.0,0,0,0.0,56.0,1,1.0
3781,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3782,1,76.0,1,1,1,76.0,76.0,1.0,0,0,0.0,76.0,1,1.0
3783,1,224.0,2,1,2,112.0,200.0,0.892857,0,0,0.0,224.0,2,1.0
3784,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3785,1,186.0,2,2,2,93.0,94.0,0.505376,0,0,0.0,186.0,2,1.0
3786,1,233.0,6,4,3,38.833333,128.0,0.549356,4,4,4.0,233.0,6,1.0
3787,1,11.0,2,2,2,5.5,10.0,0.909091,1,1,1.0,11.0,2,1.0
3788,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3789,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3790,1,222.0,3,3,2,74.0,200.0,0.900901,0,1,3.0,222.0,3,1.0
3791,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3792,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3793,1,57.0,3,2,1,19.0,57.0,1.0,2,2,2.0,57.0,3,1.0
3794,1,89.0,7,6,1,12.714286,89.0,1.0,2,6,10.0,89.0,7,1.0
3795,1,112.0,1,1,1,112.0,112.0,1.0,0,0,0.0,112.0,1,1.0
3796,1,573.0,16,11,4,35.8125,328.0,0.572426,6,6,6.0,573.0,16,1.0
3797,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3798,1,780.0,7,3,2,111.428571,603.0,0.773077,1,1,1.0,780.0,7,1.0
3799,1,64.0,4,4,2,16.0,53.0,0.828125,2,2,2.0,64.0,4,1.0
3800,1,12.0,1,1,1,12.0,12.0,1.0,0,0,0.0,12.0,1,1.0
3801,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,2.0,1,1.0
3802,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3803,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3804,1,112.0,3,2,3,37.333333,62.0,0.553571,0,0,0.0,112.0,3,1.0
3805,1,267.0,4,4,2,66.75,247.0,0.925094,0,0,0.0,267.0,4,1.0
3806,1,12.0,1,1,1,12.0,12.0,1.0,0,0,0.0,12.0,1,1.0
3807,1,281.0,6,4,4,46.833333,137.0,0.487544,1,1,1.0,281.0,6,1.0
3808,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3809,1,111.0,4,2,2,27.75,68.0,0.612613,0,0,0.0,111.0,4,1.0
3810,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3811,1,196.0,3,3,2,65.333333,139.0,0.709184,0,0,0.0,196.0,3,1.0
3812,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3813,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3814,1,396.0,4,4,2,99.0,297.0,0.75,1,1,1.0,396.0,4,1.0
3815,1,704.0,9,7,5,78.222222,268.0,0.380682,0,0,0.0,704.0,9,1.0
3816,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3817,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3818,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3819,1,36.0,3,3,1,12.0,36.0,1.0,1,1,1.0,36.0,3,1.0
3820,1,310.0,4,4,2,77.5,173.0,0.558065,1,1,1.0,310.0,4,1.0
3821,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3822,1,96.0,2,2,2,48.0,60.0,0.625,0,0,0.0,96.0,2,1.0
3823,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3824,1,111.0,2,2,1,55.5,111.0,1.0,1,1,1.0,111.0,2,1.0
3825,1,294.0,4,2,3,73.5,152.0,0.517007,1,2,4.0,294.0,4,1.0
3826,1,253.0,5,4,2,50.6,251.0,0.992095,1,2,3.0,253.0,5,1.0
3827,1,297.0,5,5,2,59.4,191.0,0.643098,2,2,2.0,297.0,5,1.0
3828,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3829,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3830,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3831,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3832,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3833,1,134.0,2,2,2,67.0,94.0,0.701493,0,0,0.0,134.0,2,1.0
3834,1,235.0,4,4,3,58.75,116.0,0.493617,0,0,0.0,235.0,4,1.0
3835,1,478.0,5,5,4,95.6,240.0,0.502092,0,0,0.0,478.0,5,1.0
3836,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,1.0
3837,1,163.0,2,2,2,81.5,105.0,0.644172,0,0,0.0,163.0,2,1.0
3838,1,21.0,1,1,1,21.0,21.0,1.0,0,0,0.0,21.0,1,1.0
3839,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3840,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
3841,1,77.0,2,2,1,38.5,77.0,1.0,1,1,1.0,77.0,2,1.0
3842,1,101.0,2,1,1,50.5,101.0,1.0,0,1,2.0,101.0,2,1.0
3844,1,30.0,3,3,3,10.0,12.0,0.4,0,0,0.0,30.0,3,1.0
3845,1,450.0,8,7,3,56.25,234.0,0.52,1,1,1.0,450.0,8,1.0
3846,1,186.0,4,3,3,46.5,96.0,0.516129,0,0,0.0,186.0,4,1.0
3847,1,146.0,4,4,3,36.5,112.0,0.767123,1,1,1.0,146.0,4,1.0
3848,1,73.0,1,1,1,73.0,73.0,1.0,0,0,0.0,73.0,1,1.0
3849,1,104.0,3,3,2,34.666667,96.0,0.923077,1,1,1.0,104.0,3,1.0
3850,1,205.0,3,2,2,68.333333,107.0,0.521951,1,1,1.0,205.0,3,1.0
3851,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3852,1,191.0,2,2,2,95.5,147.0,0.769634,0,0,0.0,191.0,2,1.0
3853,1,104.0,1,1,1,104.0,104.0,1.0,0,0,0.0,104.0,1,1.0
3854,1,24.0,1,1,1,24.0,24.0,1.0,0,0,0.0,24.0,1,1.0
3855,1,78.0,6,2,3,13.0,48.0,0.615385,0,1,4.0,78.0,6,1.0
3856,1,117.0,2,2,2,58.5,116.0,0.991453,1,1,1.0,117.0,2,1.0
3857,1,170.0,1,1,1,170.0,170.0,1.0,0,0,0.0,170.0,1,1.0
3858,1,406.0,7,6,3,58.0,217.0,0.534483,1,2,3.0,406.0,7,1.0
3859,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3860,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3861,1,27.0,1,1,1,27.0,27.0,1.0,0,0,0.0,27.0,1,1.0
3862,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3863,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
3864,1,120.0,2,1,2,60.0,103.0,0.858333,0,0,0.0,120.0,2,1.0
