membership_row_id,w1_2_has_watch_obs,w1_2_total_watch_time,w1_2_total_sessions,w1_2_unique_contents,w1_2_unique_watch_days,w1_2_avg_watch_time_per_session,w1_2_max_daily_watch_time,w1_2_max_day_share,w1_2_one_minute_watch_count,w1_2_short_watch_count_le5,w1_2_short_watch_time_le5,w1_2_week1_watch_time,w1_2_week1_sessions,w1_2_week2_watch_time,w1_2_week2_sessions,w1_2_week1_ratio,w1_2_week2_ratio,w1_2_w2_minus_w1_watch_time
2302,1,706.0,13,9,5,54.307692,309.0,0.437677,3,3,3.0,0.0,0,706.0,13,0.0,1.0,706.0
2303,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2304,1,50.0,2,1,2,25.0,40.0,0.8,0,0,0.0,10.0,1,40.0,1,0.2,0.8,30.0
2305,1,410.0,5,5,4,82.0,141.0,0.343902,0,0,0.0,141.0,2,269.0,3,0.343902,0.656098,128.0
2306,1,470.0,9,6,4,52.222222,274.0,0.582979,1,2,4.0,277.0,5,193.0,4,0.589362,0.410638,-84.0
2307,1,106.0,2,2,1,53.0,106.0,1.0,1,1,1.0,0.0,0,106.0,2,0.0,1.0,106.0
2308,1,356.0,4,3,1,89.0,356.0,1.0,0,0,0.0,356.0,4,0.0,0,1.0,0.0,-356.0
2310,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
2311,1,62.0,2,2,1,31.0,62.0,1.0,0,0,0.0,62.0,2,0.0,0,1.0,0.0,-62.0
2312,1,67.0,2,2,2,33.5,59.0,0.880597,0,0,0.0,8.0,1,59.0,1,0.119403,0.880597,51.0
2313,1,255.0,5,3,2,51.0,159.0,0.623529,0,0,0.0,0.0,0,255.0,5,0.0,1.0,255.0
2314,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
2315,1,239.0,5,4,3,47.8,118.0,0.493724,1,2,4.0,12.0,2,227.0,3,0.050209,0.949791,215.0
2316,1,172.0,3,2,2,57.333333,93.0,0.540698,1,1,1.0,79.0,2,93.0,1,0.459302,0.540698,14.0
2317,1,587.0,15,5,4,39.133333,257.0,0.437819,6,9,12.0,587.0,15,0.0,0,1.0,0.0,-587.0
2318,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
2319,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
2320,1,692.0,8,6,3,86.5,401.0,0.57948,1,1,1.0,401.0,4,291.0,4,0.57948,0.42052,-110.0
2321,1,92.0,3,2,3,30.666667,56.0,0.608696,1,1,1.0,91.0,2,1.0,1,0.98913,0.01087,-90.0
2322,1,675.0,18,12,8,37.5,259.0,0.383704,4,5,6.0,374.0,11,301.0,7,0.554074,0.445926,-73.0
2323,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2324,1,98.0,1,1,1,98.0,98.0,1.0,0,0,0.0,0.0,0,98.0,1,0.0,1.0,98.0
2325,1,392.0,18,11,5,21.777778,166.0,0.423469,12,14,18.0,13.0,10,379.0,8,0.033163,0.966837,366.0
2326,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2327,1,15.0,1,1,1,15.0,15.0,1.0,0,0,0.0,15.0,1,0.0,0,1.0,0.0,-15.0
2328,1,13.0,1,1,1,13.0,13.0,1.0,0,0,0.0,13.0,1,0.0,0,1.0,0.0,-13.0
2329,1,294.0,4,2,2,73.5,188.0,0.639456,0,0,0.0,106.0,2,188.0,2,0.360544,0.639456,82.0
2330,1,675.0,13,6,5,51.923077,232.0,0.343704,3,3,3.0,567.0,9,108.0,4,0.84,0.16,-459.0
2331,1,1131.0,14,11,7,80.785714,286.0,0.252874,1,3,5.0,834.0,12,297.0,2,0.737401,0.262599,-537.0
2332,1,370.0,5,5,3,74.0,143.0,0.386486,0,0,0.0,125.0,2,245.0,3,0.337838,0.662162,120.0
2333,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2334,1,126.0,2,2,2,63.0,125.0,0.992063,1,1,1.0,0.0,0,126.0,2,0.0,1.0,126.0
2335,1,412.0,6,3,2,68.666667,289.0,0.701456,3,3,3.0,289.0,2,123.0,4,0.701456,0.298544,-166.0
2336,1,260.0,4,3,2,65.0,151.0,0.580769,1,2,3.0,151.0,2,109.0,2,0.580769,0.419231,-42.0
2337,1,90.0,1,1,1,90.0,90.0,1.0,0,0,0.0,90.0,1,0.0,0,1.0,0.0,-90.0
2338,1,312.0,10,6,7,31.2,91.0,0.291667,1,3,9.0,93.0,4,219.0,6,0.298077,0.701923,126.0
2339,1,56.0,2,2,2,28.0,31.0,0.553571,0,0,0.0,31.0,1,25.0,1,0.553571,0.446429,-6.0
2341,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2342,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2343,1,214.0,6,3,3,35.666667,111.0,0.518692,0,1,2.0,111.0,3,103.0,3,0.518692,0.481308,-8.0
2344,1,214.0,6,6,3,35.666667,164.0,0.766355,0,0,0.0,194.0,5,20.0,1,0.906542,0.093458,-174.0
2345,1,404.0,5,4,4,80.8,173.0,0.428218,0,0,0.0,231.0,4,173.0,1,0.571782,0.428218,-58.0
2346,1,68.0,4,1,4,17.0,40.0,0.588235,0,1,4.0,68.0,4,0.0,0,1.0,0.0,-68.0
2347,1,113.0,1,1,1,113.0,113.0,1.0,0,0,0.0,113.0,1,0.0,0,1.0,0.0,-113.0
2348,1,378.0,4,4,4,94.5,187.0,0.494709,0,0,0.0,151.0,2,227.0,2,0.399471,0.600529,76.0
2349,1,191.0,6,3,3,31.833333,154.0,0.806283,0,2,8.0,24.0,3,167.0,3,0.125654,0.874346,143.0
2350,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
2351,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,2.0,1,0.0,1.0,2.0
2352,1,495.0,14,9,3,35.357143,194.0,0.391919,6,7,10.0,376.0,13,119.0,1,0.759596,0.240404,-257.0
2353,1,279.0,8,5,5,34.875,109.0,0.390681,4,5,9.0,207.0,7,72.0,1,0.741935,0.258065,-135.0
2354,1,46.0,3,3,2,15.333333,44.0,0.956522,2,2,2.0,0.0,0,46.0,3,0.0,1.0,46.0
2355,1,409.0,9,8,5,45.444444,260.0,0.635697,3,3,3.0,122.0,5,287.0,4,0.298289,0.701711,165.0
2356,1,92.0,7,2,3,13.142857,42.0,0.456522,3,3,3.0,50.0,5,42.0,2,0.543478,0.456522,-8.0
2357,1,172.0,2,2,2,86.0,94.0,0.546512,0,0,0.0,94.0,1,78.0,1,0.546512,0.453488,-16.0
2358,1,148.0,8,3,5,18.5,79.0,0.533784,2,3,7.0,20.0,1,128.0,7,0.135135,0.864865,108.0
2359,1,245.0,5,4,3,49.0,209.0,0.853061,1,1,1.0,1.0,1,244.0,4,0.004082,0.995918,243.0
2360,1,51.0,9,4,6,5.666667,32.0,0.627451,2,7,19.0,15.0,5,36.0,4,0.294118,0.705882,21.0
2361,1,175.0,4,2,3,43.75,81.0,0.462857,1,1,1.0,139.0,3,36.0,1,0.794286,0.205714,-103.0
2362,1,87.0,6,1,1,14.5,87.0,1.0,0,2,6.0,0.0,0,87.0,6,0.0,1.0,87.0
2363,1,308.0,10,5,7,30.8,66.0,0.214286,1,1,1.0,261.0,8,47.0,2,0.847403,0.152597,-214.0
2364,1,253.0,3,3,2,84.333333,252.0,0.996047,1,1,1.0,252.0,2,1.0,1,0.996047,0.003953,-251.0
2365,1,1074.0,21,21,6,51.142857,444.0,0.413408,2,2,2.0,1074.0,21,0.0,0,1.0,0.0,-1074.0
2366,1,232.0,5,4,1,46.4,232.0,1.0,3,3,3.0,0.0,0,232.0,5,0.0,1.0,232.0
2367,1,314.0,5,4,3,62.8,228.0,0.726115,0,1,3.0,228.0,3,86.0,2,0.726115,0.273885,-142.0
2368,1,21.0,3,1,2,7.0,13.0,0.619048,1,1,1.0,0.0,0,21.0,3,0.0,1.0,21.0
2369,1,641.0,19,14,5,33.736842,247.0,0.385335,2,7,18.0,249.0,5,392.0,14,0.388456,0.611544,143.0
2370,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2371,1,150.0,3,2,1,50.0,150.0,1.0,1,1,1.0,150.0,3,0.0,0,1.0,0.0,-150.0
2372,1,21.0,4,4,1,5.25,21.0,1.0,2,3,4.0,21.0,4,0.0,0,1.0,0.0,-21.0
2373,1,194.0,9,8,2,21.555556,105.0,0.541237,6,7,10.0,194.0,9,0.0,0,1.0,0.0,-194.0
2374,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2375,1,351.0,3,3,3,117.0,147.0,0.418803,0,0,0.0,95.0,1,256.0,2,0.270655,0.729345,161.0
2376,1,941.0,16,5,7,58.8125,218.0,0.231668,5,6,8.0,517.0,10,424.0,6,0.549416,0.450584,-93.0
2377,1,405.0,11,6,7,36.818182,90.0,0.222222,4,6,9.0,149.0,7,256.0,4,0.367901,0.632099,107.0
2378,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2379,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2380,1,224.0,8,5,3,28.0,182.0,0.8125,3,5,13.0,223.0,7,1.0,1,0.995536,0.004464,-222.0
2381,1,133.0,1,1,1,133.0,133.0,1.0,0,0,0.0,0.0,0,133.0,1,0.0,1.0,133.0
2382,1,582.0,9,7,6,64.666667,186.0,0.319588,0,1,3.0,286.0,5,296.0,4,0.491409,0.508591,10.0
2383,1,347.0,8,3,4,43.375,218.0,0.628242,3,4,5.0,218.0,3,129.0,5,0.628242,0.371758,-89.0
2384,1,279.0,4,4,2,69.75,252.0,0.903226,0,0,0.0,252.0,3,27.0,1,0.903226,0.096774,-225.0
2385,1,45.0,1,1,1,45.0,45.0,1.0,0,0,0.0,0.0,0,45.0,1,0.0,1.0,45.0
2386,1,835.0,16,12,5,52.1875,357.0,0.427545,4,6,10.0,835.0,16,0.0,0,1.0,0.0,-835.0
2387,1,2.0,2,1,1,1.0,2.0,1.0,2,2,2.0,2.0,2,0.0,0,1.0,0.0,-2.0
2388,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2389,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2390,1,38.0,2,1,2,19.0,25.0,0.657895,0,0,0.0,25.0,1,13.0,1,0.657895,0.342105,-12.0
2391,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,0.0,0,1.0,0.0,-7.0
2392,1,27.0,2,1,1,13.5,27.0,1.0,1,1,1.0,0.0,0,27.0,2,0.0,1.0,27.0
2393,1,853.0,14,8,9,60.928571,308.0,0.361079,1,2,4.0,477.0,6,376.0,8,0.559203,0.440797,-101.0
2394,1,261.0,16,7,9,16.3125,79.0,0.302682,7,8,12.0,187.0,10,74.0,6,0.716475,0.283525,-113.0
2395,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2396,1,656.0,8,5,5,82.0,285.0,0.434451,0,0,0.0,202.0,2,454.0,6,0.307927,0.692073,252.0
2397,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2398,1,209.0,5,2,3,41.8,126.0,0.602871,2,2,2.0,126.0,2,83.0,3,0.602871,0.397129,-43.0
2399,1,934.0,13,11,5,71.846154,293.0,0.313704,2,2,2.0,642.0,9,292.0,4,0.687366,0.312634,-350.0
2400,1,49.0,2,1,2,24.5,48.0,0.979592,1,1,1.0,49.0,2,0.0,0,1.0,0.0,-49.0
2401,1,57.0,1,1,1,57.0,57.0,1.0,0,0,0.0,57.0,1,0.0,0,1.0,0.0,-57.0
2402,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2403,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2404,1,207.0,7,7,5,29.571429,76.0,0.36715,0,2,4.0,165.0,4,42.0,3,0.797101,0.202899,-123.0
2405,1,157.0,9,8,4,17.444444,79.0,0.503185,0,4,16.0,32.0,6,125.0,3,0.203822,0.796178,93.0
2406,1,112.0,1,1,1,112.0,112.0,1.0,0,0,0.0,0.0,0,112.0,1,0.0,1.0,112.0
2407,1,139.0,3,3,3,46.333333,92.0,0.661871,1,1,1.0,139.0,3,0.0,0,1.0,0.0,-139.0
2408,1,206.0,3,2,3,68.666667,105.0,0.509709,1,1,1.0,206.0,3,0.0,0,1.0,0.0,-206.0
2409,1,26.0,2,1,2,13.0,14.0,0.538462,0,0,0.0,12.0,1,14.0,1,0.461538,0.538462,2.0
2410,1,1031.0,11,6,6,93.727273,306.0,0.296799,0,0,0.0,278.0,2,753.0,9,0.269641,0.730359,475.0
2411,1,153.0,5,3,3,30.6,102.0,0.666667,0,1,2.0,102.0,2,51.0,3,0.666667,0.333333,-51.0
2412,1,263.0,5,5,3,52.6,93.0,0.353612,0,1,3.0,0.0,0,263.0,5,0.0,1.0,263.0
2413,1,573.0,15,11,7,38.2,150.0,0.26178,1,3,6.0,233.0,8,340.0,7,0.406632,0.593368,107.0
2414,1,465.0,5,5,5,93.0,115.0,0.247312,0,0,0.0,195.0,2,270.0,3,0.419355,0.580645,75.0
2415,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,0.0,0,3.0,1,0.0,1.0,3.0
2416,1,142.0,1,1,1,142.0,142.0,1.0,0,0,0.0,142.0,1,0.0,0,1.0,0.0,-142.0
2417,1,219.0,3,3,3,73.0,122.0,0.557078,0,0,0.0,97.0,2,122.0,1,0.442922,0.557078,25.0
2418,1,806.0,14,10,7,57.571429,316.0,0.39206,1,1,1.0,338.0,7,468.0,7,0.419355,0.580645,130.0
2419,1,328.0,5,4,3,65.6,202.0,0.615854,0,1,2.0,204.0,3,124.0,2,0.621951,0.378049,-80.0
2420,1,149.0,4,3,2,37.25,119.0,0.798658,0,0,0.0,0.0,0,149.0,4,0.0,1.0,149.0
2421,1,23.0,2,2,1,11.5,23.0,1.0,0,0,0.0,0.0,0,23.0,2,0.0,1.0,23.0
2422,1,108.0,2,1,1,54.0,108.0,1.0,1,1,1.0,108.0,2,0.0,0,1.0,0.0,-108.0
2423,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2424,1,16.0,2,2,2,8.0,10.0,0.625,0,0,0.0,6.0,1,10.0,1,0.375,0.625,4.0
2425,1,712.0,14,10,3,50.857143,374.0,0.525281,5,5,5.0,470.0,10,242.0,4,0.660112,0.339888,-228.0
2426,1,238.0,4,4,2,59.5,144.0,0.605042,0,0,0.0,0.0,0,238.0,4,0.0,1.0,238.0
2427,1,62.0,3,3,1,20.666667,62.0,1.0,0,2,7.0,0.0,0,62.0,3,0.0,1.0,62.0
2428,1,127.0,3,1,2,42.333333,68.0,0.535433,0,1,2.0,0.0,0,127.0,3,0.0,1.0,127.0
2429,1,362.0,10,7,5,36.2,165.0,0.455801,0,2,8.0,103.0,6,259.0,4,0.28453,0.71547,156.0
2430,1,19.0,3,2,1,6.333333,19.0,1.0,0,1,4.0,19.0,3,0.0,0,1.0,0.0,-19.0
2431,1,547.0,14,8,6,39.071429,175.0,0.319927,3,5,9.0,547.0,14,0.0,0,1.0,0.0,-547.0
2433,1,483.0,7,6,4,69.0,240.0,0.496894,0,0,0.0,249.0,4,234.0,3,0.515528,0.484472,-15.0
2434,1,130.0,1,1,1,130.0,130.0,1.0,0,0,0.0,130.0,1,0.0,0,1.0,0.0,-130.0
2435,1,615.0,4,3,2,153.75,323.0,0.525203,0,0,0.0,0.0,0,615.0,4,0.0,1.0,615.0
2436,1,2.0,2,2,2,1.0,1.0,0.5,2,2,2.0,0.0,0,2.0,2,0.0,1.0,2.0
2437,1,645.0,8,8,4,80.625,266.0,0.412403,0,0,0.0,479.0,6,166.0,2,0.742636,0.257364,-313.0
2438,1,108.0,1,1,1,108.0,108.0,1.0,0,0,0.0,0.0,0,108.0,1,0.0,1.0,108.0
2439,1,417.0,5,4,4,83.4,129.0,0.309353,1,1,1.0,174.0,2,243.0,3,0.417266,0.582734,69.0
2440,1,220.0,4,3,2,55.0,151.0,0.686364,0,2,4.0,0.0,0,220.0,4,0.0,1.0,220.0
2441,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2442,1,96.0,4,1,2,24.0,68.0,0.708333,0,1,4.0,0.0,0,96.0,4,0.0,1.0,96.0
2443,1,11.0,2,2,2,5.5,10.0,0.909091,1,1,1.0,11.0,2,0.0,0,1.0,0.0,-11.0
2444,1,4.0,3,2,3,1.333333,2.0,0.5,2,3,4.0,3.0,2,1.0,1,0.75,0.25,-2.0
2445,1,381.0,3,3,2,127.0,261.0,0.685039,0,0,0.0,381.0,3,0.0,0,1.0,0.0,-381.0
2446,1,172.0,4,3,2,43.0,157.0,0.912791,0,0,0.0,172.0,4,0.0,0,1.0,0.0,-172.0
2447,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2448,1,4.0,3,3,2,1.333333,2.0,0.5,2,3,4.0,2.0,2,2.0,1,0.5,0.5,0.0
2449,1,203.0,5,3,3,40.6,103.0,0.507389,3,3,3.0,104.0,2,99.0,3,0.512315,0.487685,-5.0
2450,1,62.0,3,2,2,20.666667,31.0,0.5,1,1,1.0,31.0,1,31.0,2,0.5,0.5,0.0
2451,1,121.0,2,2,2,60.5,92.0,0.760331,0,0,0.0,92.0,1,29.0,1,0.760331,0.239669,-63.0
2452,1,575.0,10,7,6,57.5,145.0,0.252174,3,3,3.0,217.0,3,358.0,7,0.377391,0.622609,141.0
2453,1,71.0,3,2,3,23.666667,40.0,0.56338,0,0,0.0,71.0,3,0.0,0,1.0,0.0,-71.0
2454,1,305.0,5,3,4,61.0,210.0,0.688525,1,2,3.0,92.0,1,213.0,4,0.301639,0.698361,121.0
2455,1,652.0,9,8,4,72.444444,431.0,0.661043,0,0,0.0,476.0,6,176.0,3,0.730061,0.269939,-300.0
2456,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,0.0,0,1.0,0.0,-2.0
2457,1,590.0,7,6,3,84.285714,294.0,0.498305,0,0,0.0,114.0,2,476.0,5,0.19322,0.80678,362.0
2458,1,799.0,26,7,6,30.730769,194.0,0.242804,1,2,3.0,272.0,12,527.0,14,0.340426,0.659574,255.0
2459,1,198.0,2,2,2,99.0,99.0,0.5,0,0,0.0,198.0,2,0.0,0,1.0,0.0,-198.0
2460,1,314.0,4,4,3,78.5,119.0,0.378981,0,0,0.0,314.0,4,0.0,0,1.0,0.0,-314.0
2461,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2462,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2463,1,382.0,6,5,6,63.666667,143.0,0.374346,0,0,0.0,153.0,2,229.0,4,0.400524,0.599476,76.0
2464,1,177.0,5,4,3,35.4,76.0,0.429379,1,1,1.0,76.0,3,101.0,2,0.429379,0.570621,25.0
2465,1,98.0,4,2,2,24.5,97.0,0.989796,1,1,1.0,0.0,0,98.0,4,0.0,1.0,98.0
2466,1,107.0,2,2,2,53.5,96.0,0.897196,0,0,0.0,11.0,1,96.0,1,0.102804,0.897196,85.0
2467,1,117.0,2,1,1,58.5,117.0,1.0,0,0,0.0,0.0,0,117.0,2,0.0,1.0,117.0
2468,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2469,1,84.0,1,1,1,84.0,84.0,1.0,0,0,0.0,84.0,1,0.0,0,1.0,0.0,-84.0
2470,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2471,1,662.0,9,6,6,73.555556,201.0,0.303625,1,2,3.0,258.0,3,404.0,6,0.389728,0.610272,146.0
2472,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
2473,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2474,1,358.0,6,6,3,59.666667,184.0,0.513966,0,0,0.0,101.0,2,257.0,4,0.282123,0.717877,156.0
2475,1,65.0,4,4,3,16.25,41.0,0.630769,2,2,2.0,0.0,0,65.0,4,0.0,1.0,65.0
2476,1,287.0,4,4,2,71.75,177.0,0.616725,0,0,0.0,110.0,1,177.0,3,0.383275,0.616725,67.0
2477,1,107.0,2,2,2,53.5,99.0,0.925234,0,0,0.0,99.0,1,8.0,1,0.925234,0.074766,-91.0
2478,1,89.0,1,1,1,89.0,89.0,1.0,0,0,0.0,89.0,1,0.0,0,1.0,0.0,-89.0
2479,1,962.0,13,11,9,74.0,228.0,0.237006,0,1,5.0,445.0,7,517.0,6,0.462578,0.537422,72.0
2480,1,165.0,3,3,2,55.0,122.0,0.739394,0,1,5.0,165.0,3,0.0,0,1.0,0.0,-165.0
2481,1,15.0,2,2,2,7.5,13.0,0.866667,0,1,2.0,15.0,2,0.0,0,1.0,0.0,-15.0
2482,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2483,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2484,1,113.0,1,1,1,113.0,113.0,1.0,0,0,0.0,113.0,1,0.0,0,1.0,0.0,-113.0
2485,1,705.0,10,9,5,70.5,265.0,0.375887,1,1,1.0,141.0,3,564.0,7,0.2,0.8,423.0
2486,1,508.0,7,5,4,72.571429,164.0,0.322835,0,0,0.0,279.0,3,229.0,4,0.549213,0.450787,-50.0
2487,1,502.0,11,4,3,45.636364,327.0,0.651394,5,5,5.0,430.0,9,72.0,2,0.856574,0.143426,-358.0
2488,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2489,1,159.0,4,1,3,39.75,67.0,0.421384,1,1,1.0,48.0,1,111.0,3,0.301887,0.698113,63.0
2490,1,485.0,7,6,5,69.285714,145.0,0.298969,0,0,0.0,275.0,3,210.0,4,0.56701,0.43299,-65.0
2491,1,340.0,3,3,2,113.333333,226.0,0.664706,0,0,0.0,340.0,3,0.0,0,1.0,0.0,-340.0
2492,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2493,1,7.0,5,5,2,1.4,6.0,0.857143,3,5,7.0,1.0,1,6.0,4,0.142857,0.857143,5.0
2494,1,100.0,1,1,1,100.0,100.0,1.0,0,0,0.0,0.0,0,100.0,1,0.0,1.0,100.0
2495,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,0.0,0,2.0,2,0.0,1.0,2.0
2496,1,45.0,1,1,1,45.0,45.0,1.0,0,0,0.0,45.0,1,0.0,0,1.0,0.0,-45.0
2497,1,168.0,2,1,2,84.0,93.0,0.553571,0,0,0.0,75.0,1,93.0,1,0.446429,0.553571,18.0
2498,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2499,1,95.0,5,2,4,19.0,66.0,0.694737,0,2,4.0,93.0,4,2.0,1,0.978947,0.021053,-91.0
2500,1,165.0,5,5,4,33.0,103.0,0.624242,2,2,2.0,115.0,4,50.0,1,0.69697,0.30303,-65.0
2501,1,74.0,1,1,1,74.0,74.0,1.0,0,0,0.0,74.0,1,0.0,0,1.0,0.0,-74.0
2502,1,308.0,7,4,4,44.0,108.0,0.350649,2,2,2.0,108.0,3,200.0,4,0.350649,0.649351,92.0
2503,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2504,1,303.0,8,8,5,37.875,117.0,0.386139,3,4,7.0,163.0,2,140.0,6,0.537954,0.462046,-23.0
2505,1,237.0,2,2,2,118.5,185.0,0.780591,0,0,0.0,185.0,1,52.0,1,0.780591,0.219409,-133.0
2506,1,10.0,1,1,1,10.0,10.0,1.0,0,0,0.0,0.0,0,10.0,1,0.0,1.0,10.0
2507,1,723.0,9,1,4,80.333333,399.0,0.551867,0,2,4.0,278.0,4,445.0,5,0.384509,0.615491,167.0
2508,1,39.0,4,1,2,9.75,25.0,0.641026,2,2,2.0,39.0,4,0.0,0,1.0,0.0,-39.0
2509,1,623.0,12,7,8,51.916667,166.0,0.266453,3,3,3.0,279.0,4,344.0,8,0.447833,0.552167,65.0
2510,1,130.0,5,4,2,26.0,84.0,0.646154,1,2,4.0,130.0,5,0.0,0,1.0,0.0,-130.0
2511,1,247.0,10,8,5,24.7,119.0,0.481781,1,3,7.0,218.0,7,29.0,3,0.882591,0.117409,-189.0
2512,1,474.0,9,5,4,52.666667,290.0,0.611814,3,3,3.0,435.0,8,39.0,1,0.917722,0.082278,-396.0
2513,1,502.0,11,10,5,45.636364,198.0,0.394422,1,4,10.0,304.0,6,198.0,5,0.605578,0.394422,-106.0
2514,1,378.0,5,2,4,75.6,143.0,0.378307,0,0,0.0,137.0,1,241.0,4,0.362434,0.637566,104.0
2516,1,142.0,3,2,2,47.333333,141.0,0.992958,1,1,1.0,0.0,0,142.0,3,0.0,1.0,142.0
2517,1,236.0,3,3,2,78.666667,148.0,0.627119,0,0,0.0,236.0,3,0.0,0,1.0,0.0,-236.0
2518,1,111.0,2,2,2,55.5,99.0,0.891892,0,0,0.0,0.0,0,111.0,2,0.0,1.0,111.0
2519,1,760.0,11,9,6,69.090909,346.0,0.455263,3,3,3.0,715.0,10,45.0,1,0.940789,0.059211,-670.0
2520,1,90.0,2,2,2,45.0,89.0,0.988889,1,1,1.0,89.0,1,1.0,1,0.988889,0.011111,-88.0
2521,1,104.0,2,2,2,52.0,103.0,0.990385,1,1,1.0,104.0,2,0.0,0,1.0,0.0,-104.0
2522,1,210.0,2,2,2,105.0,119.0,0.566667,0,0,0.0,91.0,1,119.0,1,0.433333,0.566667,28.0
2523,1,62.0,1,1,1,62.0,62.0,1.0,0,0,0.0,62.0,1,0.0,0,1.0,0.0,-62.0
2524,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
2525,1,12.0,2,2,1,6.0,12.0,1.0,0,1,2.0,0.0,0,12.0,2,0.0,1.0,12.0
2526,1,6.0,1,1,1,6.0,6.0,1.0,0,0,0.0,6.0,1,0.0,0,1.0,0.0,-6.0
2527,1,69.0,3,3,2,23.0,68.0,0.985507,1,1,1.0,68.0,2,1.0,1,0.985507,0.014493,-67.0
2528,1,232.0,2,1,2,116.0,116.0,0.5,0,0,0.0,232.0,2,0.0,0,1.0,0.0,-232.0
2529,1,517.0,13,3,4,39.769231,212.0,0.410058,2,6,16.0,302.0,3,215.0,10,0.584139,0.415861,-87.0
2530,1,375.0,3,3,2,125.0,204.0,0.544,0,0,0.0,171.0,1,204.0,2,0.456,0.544,33.0
2531,1,442.0,8,6,4,55.25,301.0,0.680995,2,2,2.0,126.0,1,316.0,7,0.285068,0.714932,190.0
2532,1,342.0,6,5,3,57.0,128.0,0.374269,0,1,4.0,229.0,5,113.0,1,0.669591,0.330409,-116.0
2533,1,709.0,17,8,7,41.705882,165.0,0.232722,6,7,10.0,545.0,12,164.0,5,0.768688,0.231312,-381.0
