membership_row_id,w1_4_has_watch_obs,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week1_watch_time,w1_4_week1_sessions,w1_4_week2_watch_time,w1_4_week2_sessions,w1_4_week3_watch_time,w1_4_week3_sessions,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_week4_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w2_watch_time,w1_4_w4_minus_w3_watch_time
5771,1,163.0,10,8,4,16.3,95.0,0.582822,0,3,11.0,39.0,3,124.0,7,0.0,0,0.0,0,0.239264,0.760736,0.0,0.0,85.0,-124.0,0.0
5772,1,804.0,6,4,4,134.0,356.0,0.442786,1,1,1.0,499.0,3,0.0,0,305.0,3,0.0,0,0.620647,0.0,0.379353,0.0,-499.0,305.0,-305.0
5773,1,197.0,7,3,3,28.142857,99.0,0.502538,5,5,5.0,0.0,0,99.0,3,98.0,4,0.0,0,0.0,0.502538,0.497462,0.0,99.0,-1.0,-98.0
5774,1,128.0,4,4,2,32.0,116.0,0.90625,2,2,2.0,12.0,1,116.0,3,0.0,0,0.0,0,0.09375,0.90625,0.0,0.0,104.0,-116.0,0.0
5775,1,996.0,14,14,7,71.142857,243.0,0.243976,0,0,0.0,608.0,8,243.0,2,145.0,4,0.0,0,0.610442,0.243976,0.145582,0.0,-365.0,-98.0,-145.0
5776,1,231.0,10,7,5,23.1,172.0,0.744589,4,4,4.0,229.0,8,1.0,1,1.0,1,0.0,0,0.991342,0.004329,0.004329,0.0,-228.0,0.0,-1.0
5778,1,370.0,7,6,5,52.857143,139.0,0.375676,2,2,2.0,139.0,2,207.0,3,23.0,1,1.0,1,0.375676,0.559459,0.062162,0.002703,68.0,-184.0,-22.0
5779,1,96.0,4,1,2,24.0,95.0,0.989583,3,3,3.0,0.0,0,0.0,0,96.0,4,0.0,0,0.0,0.0,1.0,0.0,0.0,96.0,-96.0
5780,1,111.0,3,3,2,37.0,66.0,0.594595,0,1,5.0,66.0,1,45.0,2,0.0,0,0.0,0,0.594595,0.405405,0.0,0.0,-21.0,-45.0,0.0
5781,1,187.0,4,4,2,46.75,98.0,0.524064,0,1,3.0,0.0,0,187.0,4,0.0,0,0.0,0,0.0,1.0,0.0,0.0,187.0,-187.0,0.0
5782,1,746.0,14,9,6,53.285714,234.0,0.313673,5,5,5.0,291.0,4,221.0,7,234.0,3,0.0,0,0.39008,0.296247,0.313673,0.0,-70.0,13.0,-234.0
5783,1,1144.0,19,9,7,60.210526,326.0,0.284965,3,4,6.0,0.0,0,414.0,7,454.0,9,276.0,3,0.0,0.361888,0.396853,0.241259,414.0,40.0,-178.0
5784,1,222.0,5,5,2,44.4,152.0,0.684685,1,1,1.0,0.0,0,0.0,0,152.0,3,70.0,2,0.0,0.0,0.684685,0.315315,0.0,152.0,-82.0
5785,1,345.0,7,6,5,49.285714,329.0,0.953623,2,2,2.0,8.0,1,1.0,1,330.0,4,6.0,1,0.023188,0.002899,0.956522,0.017391,-7.0,329.0,-324.0
5786,1,287.0,7,5,4,41.0,107.0,0.372822,2,3,5.0,107.0,1,63.0,1,117.0,5,0.0,0,0.372822,0.219512,0.407666,0.0,-44.0,54.0,-117.0
5787,1,52.0,6,4,3,8.666667,40.0,0.769231,3,4,5.0,48.0,3,0.0,0,4.0,3,0.0,0,0.923077,0.0,0.076923,0.0,-48.0,4.0,-4.0
5788,1,713.0,13,7,9,54.846154,180.0,0.252454,1,3,9.0,311.0,7,252.0,4,150.0,2,0.0,0,0.436185,0.353436,0.210379,0.0,-59.0,-102.0,-150.0
5789,1,63.0,3,3,2,21.0,51.0,0.809524,1,1,1.0,12.0,2,0.0,0,51.0,1,0.0,0,0.190476,0.0,0.809524,0.0,-12.0,51.0,-51.0
5790,1,380.0,6,4,3,63.333333,137.0,0.360526,1,1,1.0,111.0,1,0.0,0,269.0,5,0.0,0,0.292105,0.0,0.707895,0.0,-111.0,269.0,-269.0
5791,1,632.0,10,6,6,63.2,391.0,0.618671,3,3,3.0,0.0,0,1.0,1,521.0,8,110.0,1,0.0,0.001582,0.824367,0.174051,1.0,520.0,-411.0
5792,1,1044.0,20,16,8,52.2,235.0,0.225096,1,4,10.0,529.0,7,236.0,7,279.0,6,0.0,0,0.506705,0.226054,0.267241,0.0,-293.0,43.0,-279.0
5793,1,449.0,5,4,3,89.8,216.0,0.481069,0,0,0.0,235.0,3,0.0,0,214.0,2,0.0,0,0.523385,0.0,0.476615,0.0,-235.0,214.0,-214.0
5794,1,935.0,13,11,8,71.923077,200.0,0.213904,2,2,2.0,172.0,2,200.0,1,447.0,7,116.0,3,0.183957,0.213904,0.478075,0.124064,28.0,247.0,-331.0
5795,1,241.0,4,4,3,60.25,125.0,0.518672,1,2,3.0,2.0,1,125.0,2,0.0,0,114.0,1,0.008299,0.518672,0.0,0.473029,123.0,-125.0,114.0
5796,1,486.0,10,6,6,48.6,163.0,0.335391,2,3,4.0,272.0,6,214.0,4,0.0,0,0.0,0,0.559671,0.440329,0.0,0.0,-58.0,-214.0,0.0
5797,1,103.0,1,1,1,103.0,103.0,1.0,0,0,0.0,103.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-103.0,0.0,0.0
5798,1,614.0,10,8,7,61.4,196.0,0.319218,0,0,0.0,232.0,4,214.0,3,0.0,0,168.0,3,0.37785,0.348534,0.0,0.273616,-18.0,-214.0,168.0
5799,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0
5800,1,254.0,8,4,3,31.75,200.0,0.787402,3,3,3.0,0.0,0,254.0,8,0.0,0,0.0,0,0.0,1.0,0.0,0.0,254.0,-254.0,0.0
5801,1,662.0,44,36,3,15.045455,443.0,0.669184,28,31,37.0,443.0,4,214.0,35,5.0,5,0.0,0,0.669184,0.323263,0.007553,0.0,-229.0,-209.0,-5.0
5802,1,415.0,8,5,4,51.875,228.0,0.549398,1,1,1.0,0.0,0,88.0,2,265.0,5,62.0,1,0.0,0.212048,0.638554,0.149398,88.0,177.0,-203.0
5803,1,4.0,4,1,4,1.0,1.0,0.25,4,4,4.0,2.0,2,1.0,1,1.0,1,0.0,0,0.5,0.25,0.25,0.0,-1.0,0.0,-1.0
5804,1,32.0,2,1,2,16.0,20.0,0.625,0,0,0.0,0.0,0,12.0,1,0.0,0,20.0,1,0.0,0.375,0.0,0.625,12.0,-12.0,20.0
5805,1,584.0,6,6,6,97.333333,105.0,0.179795,0,0,0.0,192.0,2,0.0,0,392.0,4,0.0,0,0.328767,0.0,0.671233,0.0,-192.0,392.0,-392.0
5806,1,1386.0,18,10,8,77.0,412.0,0.297258,1,1,1.0,458.0,5,189.0,3,739.0,10,0.0,0,0.330447,0.136364,0.533189,0.0,-269.0,550.0,-739.0
5807,1,282.0,6,4,4,47.0,153.0,0.542553,1,1,1.0,0.0,0,235.0,3,47.0,3,0.0,0,0.0,0.833333,0.166667,0.0,235.0,-188.0,-47.0
5808,1,402.0,5,2,4,80.4,146.0,0.363184,0,0,0.0,207.0,2,122.0,2,73.0,1,0.0,0,0.514925,0.303483,0.181592,0.0,-85.0,-49.0,-73.0
5809,1,454.0,13,7,5,34.923077,155.0,0.34141,4,5,8.0,155.0,2,144.0,7,155.0,4,0.0,0,0.34141,0.317181,0.34141,0.0,-11.0,11.0,-155.0
5810,1,40.0,8,6,4,5.0,22.0,0.55,5,6,9.0,5.0,2,1.0,1,34.0,5,0.0,0,0.125,0.025,0.85,0.0,-4.0,33.0,-34.0
5811,1,249.0,4,4,3,62.25,246.0,0.987952,1,2,3.0,2.0,1,246.0,2,1.0,1,0.0,0,0.008032,0.987952,0.004016,0.0,244.0,-245.0,-1.0
5812,1,603.0,12,7,6,50.25,178.0,0.295191,4,5,6.0,226.0,5,125.0,3,252.0,4,0.0,0,0.374793,0.207297,0.41791,0.0,-101.0,127.0,-252.0
5813,1,243.0,5,3,5,48.6,107.0,0.440329,0,0,0.0,103.0,3,140.0,2,0.0,0,0.0,0,0.423868,0.576132,0.0,0.0,37.0,-140.0,0.0
5814,1,305.0,5,3,4,61.0,194.0,0.636066,2,2,2.0,1.0,1,194.0,2,110.0,2,0.0,0,0.003279,0.636066,0.360656,0.0,193.0,-84.0,-110.0
5816,1,41.0,1,1,1,41.0,41.0,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,41.0,1,0.0,0.0,0.0,1.0,0.0,0.0,41.0
5817,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0
5818,1,1576.0,26,17,17,60.615385,280.0,0.177665,8,8,8.0,202.0,5,512.0,8,746.0,11,116.0,2,0.128173,0.324873,0.47335,0.073604,310.0,234.0,-630.0
5819,1,681.0,17,12,7,40.058824,262.0,0.384728,10,10,10.0,103.0,4,264.0,4,314.0,9,0.0,0,0.151248,0.387665,0.461087,0.0,161.0,50.0,-314.0
5820,1,211.0,4,3,1,52.75,211.0,1.0,1,1,1.0,211.0,4,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-211.0,0.0,0.0
5821,1,83.0,3,2,3,27.666667,74.0,0.891566,1,1,1.0,8.0,1,0.0,0,1.0,1,74.0,1,0.096386,0.0,0.012048,0.891566,-8.0,1.0,73.0
5822,1,238.0,3,2,1,79.333333,238.0,1.0,1,1,1.0,0.0,0,238.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,238.0,-238.0,0.0
5823,1,190.0,6,6,4,31.666667,99.0,0.521053,3,3,3.0,188.0,4,2.0,2,0.0,0,0.0,0,0.989474,0.010526,0.0,0.0,-186.0,-2.0,0.0
5825,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
5826,1,20.0,3,3,1,6.666667,20.0,1.0,1,1,1.0,0.0,0,20.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,20.0,-20.0,0.0
5827,1,142.0,7,6,4,20.285714,101.0,0.711268,3,5,7.0,2.0,2,35.0,2,4.0,2,101.0,1,0.014085,0.246479,0.028169,0.711268,33.0,-31.0,97.0
5828,1,41.0,11,8,2,3.727273,37.0,0.902439,9,9,9.0,41.0,11,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-41.0,0.0,0.0
5829,1,678.0,10,6,9,67.8,162.0,0.238938,0,1,5.0,0.0,0,60.0,1,378.0,6,240.0,3,0.0,0.088496,0.557522,0.353982,60.0,318.0,-138.0
5830,1,23.0,5,3,4,4.6,11.0,0.478261,0,4,12.0,4.0,2,14.0,2,5.0,1,0.0,0,0.173913,0.608696,0.217391,0.0,10.0,-9.0,-5.0
5831,1,5.0,1,1,1,5.0,5.0,1.0,0,1,5.0,0.0,0,5.0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,5.0,-5.0,0.0
5832,1,651.0,14,10,6,46.5,278.0,0.427035,5,5,5.0,1.0,1,58.0,4,590.0,7,2.0,2,0.001536,0.089094,0.906298,0.003072,57.0,532.0,-588.0
5833,1,85.0,3,2,2,28.333333,77.0,0.905882,1,1,1.0,0.0,0,85.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,85.0,-85.0,0.0
5834,1,357.0,7,6,2,51.0,356.0,0.997199,3,3,3.0,356.0,6,1.0,1,0.0,0,0.0,0,0.997199,0.002801,0.0,0.0,-355.0,-1.0,0.0
5835,1,104.0,2,2,2,52.0,103.0,0.990385,1,1,1.0,0.0,0,104.0,2,0.0,0,0.0,0,0.0,1.0,0.0,0.0,104.0,-104.0,0.0
5836,1,123.0,5,4,2,24.6,108.0,0.878049,2,3,4.0,0.0,0,0.0,0,123.0,5,0.0,0,0.0,0.0,1.0,0.0,0.0,123.0,-123.0
5837,1,5.0,5,5,5,1.0,1.0,0.2,5,5,5.0,0.0,0,3.0,3,2.0,2,0.0,0,0.0,0.6,0.4,0.0,3.0,-1.0,-2.0
5839,1,33.0,6,3,1,5.5,33.0,1.0,4,4,4.0,0.0,0,0.0,0,33.0,6,0.0,0,0.0,0.0,1.0,0.0,0.0,33.0,-33.0
5840,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,0.0,0,0.0,0,7.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,7.0,-7.0
5841,1,84.0,2,1,1,42.0,84.0,1.0,0,0,0.0,84.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-84.0,0.0,0.0
5842,1,50.0,2,2,1,25.0,50.0,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,50.0,2,0.0,0.0,0.0,1.0,0.0,0.0,50.0
5843,1,246.0,6,5,4,41.0,80.0,0.325203,0,0,0.0,47.0,3,146.0,2,53.0,1,0.0,0,0.191057,0.593496,0.215447,0.0,99.0,-93.0,-53.0
5844,1,719.0,12,9,7,59.916667,270.0,0.375522,3,3,3.0,194.0,4,424.0,7,101.0,1,0.0,0,0.269819,0.589708,0.140473,0.0,230.0,-323.0,-101.0
5845,1,313.0,6,4,4,52.166667,200.0,0.638978,2,2,2.0,69.0,3,44.0,2,0.0,0,200.0,1,0.220447,0.140575,0.0,0.638978,-25.0,-44.0,200.0
5846,1,158.0,6,3,4,26.333333,86.0,0.544304,1,2,3.0,0.0,0,158.0,6,0.0,0,0.0,0,0.0,1.0,0.0,0.0,158.0,-158.0,0.0
5847,1,440.0,17,13,7,25.882353,142.0,0.322727,2,6,15.0,14.0,2,295.0,9,131.0,6,0.0,0,0.031818,0.670455,0.297727,0.0,281.0,-164.0,-131.0
5848,1,7.0,5,5,3,1.4,3.0,0.428571,3,5,7.0,0.0,0,3.0,2,4.0,3,0.0,0,0.0,0.428571,0.571429,0.0,3.0,1.0,-4.0
5849,1,158.0,4,4,3,39.5,131.0,0.829114,2,2,2.0,26.0,2,132.0,2,0.0,0,0.0,0,0.164557,0.835443,0.0,0.0,106.0,-132.0,0.0
5850,1,267.0,4,3,1,66.75,267.0,1.0,1,1,1.0,0.0,0,267.0,4,0.0,0,0.0,0,0.0,1.0,0.0,0.0,267.0,-267.0,0.0
5851,1,132.0,4,3,2,33.0,106.0,0.80303,0,0,0.0,106.0,2,26.0,2,0.0,0,0.0,0,0.80303,0.19697,0.0,0.0,-80.0,-26.0,0.0
5852,1,61.0,4,4,4,15.25,45.0,0.737705,2,2,2.0,15.0,2,46.0,2,0.0,0,0.0,0,0.245902,0.754098,0.0,0.0,31.0,-46.0,0.0
5853,1,854.0,34,21,11,25.117647,144.0,0.168618,12,17,29.0,237.0,7,401.0,20,216.0,7,0.0,0,0.277518,0.469555,0.252927,0.0,164.0,-185.0,-216.0
5854,1,619.0,14,11,5,44.214286,159.0,0.256866,2,2,2.0,327.0,7,133.0,3,0.0,0,159.0,4,0.528271,0.214863,0.0,0.256866,-194.0,-133.0,159.0
5855,1,918.0,16,10,8,57.375,238.0,0.259259,4,4,4.0,30.0,2,574.0,9,314.0,5,0.0,0,0.03268,0.625272,0.342048,0.0,544.0,-260.0,-314.0
5857,1,286.0,6,3,3,47.666667,184.0,0.643357,1,1,1.0,102.0,4,0.0,0,0.0,0,184.0,2,0.356643,0.0,0.0,0.643357,-102.0,0.0,184.0
5858,1,550.0,11,6,10,50.0,142.0,0.258182,1,3,7.0,143.0,4,263.0,5,144.0,2,0.0,0,0.26,0.478182,0.261818,0.0,120.0,-119.0,-144.0
5859,1,54.0,3,3,3,18.0,39.0,0.722222,1,1,1.0,1.0,1,14.0,1,39.0,1,0.0,0,0.018519,0.259259,0.722222,0.0,13.0,25.0,-39.0
5860,1,95.0,1,1,1,95.0,95.0,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,95.0,1,0.0,0.0,0.0,1.0,0.0,0.0,95.0
5861,1,422.0,13,1,5,32.461538,188.0,0.445498,7,7,7.0,0.0,0,1.0,1,421.0,12,0.0,0,0.0,0.00237,0.99763,0.0,1.0,420.0,-421.0
5862,1,14.0,1,1,1,14.0,14.0,1.0,0,0,0.0,0.0,0,14.0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,14.0,-14.0,0.0
5865,1,246.0,13,8,5,18.923077,129.0,0.52439,5,8,12.0,129.0,2,15.0,3,102.0,8,0.0,0,0.52439,0.060976,0.414634,0.0,-114.0,87.0,-102.0
5867,1,184.0,3,2,3,61.333333,116.0,0.630435,0,1,4.0,0.0,0,4.0,1,180.0,2,0.0,0,0.0,0.021739,0.978261,0.0,4.0,176.0,-180.0
5868,1,125.0,5,3,2,25.0,65.0,0.52,0,0,0.0,60.0,2,65.0,3,0.0,0,0.0,0,0.48,0.52,0.0,0.0,5.0,-65.0,0.0
5869,1,286.0,8,4,5,35.75,107.0,0.374126,3,5,7.0,84.0,2,2.0,1,200.0,5,0.0,0,0.293706,0.006993,0.699301,0.0,-82.0,198.0,-200.0
5870,1,320.0,5,4,4,64.0,171.0,0.534375,1,1,1.0,172.0,3,148.0,2,0.0,0,0.0,0,0.5375,0.4625,0.0,0.0,-24.0,-148.0,0.0
5871,1,638.0,11,6,6,58.0,302.0,0.473354,0,1,5.0,146.0,6,371.0,4,121.0,1,0.0,0,0.22884,0.581505,0.189655,0.0,225.0,-250.0,-121.0
5872,1,62.0,3,3,2,20.666667,40.0,0.645161,0,0,0.0,62.0,3,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-62.0,0.0,0.0
5873,1,391.0,7,7,6,55.857143,117.0,0.299233,0,1,5.0,138.0,3,25.0,1,228.0,3,0.0,0,0.352941,0.063939,0.58312,0.0,-113.0,203.0,-228.0
5874,1,257.0,4,2,1,64.25,257.0,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,257.0,4,0.0,0.0,0.0,1.0,0.0,0.0,257.0
5875,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0
5876,1,287.0,6,4,4,47.833333,166.0,0.578397,2,2,2.0,52.0,2,166.0,2,69.0,2,0.0,0,0.181185,0.578397,0.240418,0.0,114.0,-97.0,-69.0
5877,1,46.0,3,2,1,15.333333,46.0,1.0,1,1,1.0,0.0,0,46.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,46.0,-46.0,0.0
5879,1,505.0,10,6,6,50.5,154.0,0.30495,0,0,0.0,50.0,2,0.0,0,331.0,6,124.0,2,0.09901,0.0,0.655446,0.245545,-50.0,331.0,-207.0
5880,1,64.0,2,1,1,32.0,64.0,1.0,0,0,0.0,64.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-64.0,0.0,0.0
5881,1,1188.0,17,7,13,69.882353,294.0,0.247475,0,2,7.0,392.0,5,282.0,6,514.0,6,0.0,0,0.329966,0.237374,0.43266,0.0,-110.0,232.0,-514.0
5882,1,491.0,8,6,6,61.375,152.0,0.309572,0,0,0.0,46.0,1,0.0,0,333.0,4,112.0,3,0.093686,0.0,0.678208,0.228106,-46.0,333.0,-221.0
5883,1,23.0,7,7,1,3.285714,23.0,1.0,2,6,13.0,23.0,7,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-23.0,0.0,0.0
5884,1,507.0,8,6,5,63.375,134.0,0.2643,1,1,1.0,257.0,6,250.0,2,0.0,0,0.0,0,0.506903,0.493097,0.0,0.0,-7.0,-250.0,0.0
5885,1,651.0,8,6,5,81.375,204.0,0.313364,0,0,0.0,315.0,4,258.0,3,78.0,1,0.0,0,0.483871,0.396313,0.119816,0.0,-57.0,-180.0,-78.0
5886,1,41.0,3,3,3,13.666667,25.0,0.609756,1,1,1.0,0.0,0,16.0,2,25.0,1,0.0,0,0.0,0.390244,0.609756,0.0,16.0,9.0,-25.0
5887,1,139.0,8,4,4,17.375,68.0,0.489209,1,2,3.0,23.0,2,48.0,2,68.0,4,0.0,0,0.165468,0.345324,0.489209,0.0,25.0,20.0,-68.0
5888,1,1219.0,22,19,10,55.409091,466.0,0.382281,0,1,3.0,159.0,3,261.0,6,764.0,12,35.0,1,0.130435,0.21411,0.626743,0.028712,102.0,503.0,-729.0
5889,1,92.0,1,1,1,92.0,92.0,1.0,0,0,0.0,0.0,0,0.0,0,92.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,92.0,-92.0
5890,1,146.0,4,4,2,36.5,122.0,0.835616,0,1,3.0,24.0,2,122.0,2,0.0,0,0.0,0,0.164384,0.835616,0.0,0.0,98.0,-122.0,0.0
5891,1,1178.0,17,13,9,69.294118,245.0,0.20798,4,4,4.0,507.0,5,319.0,6,352.0,6,0.0,0,0.43039,0.270798,0.298812,0.0,-188.0,33.0,-352.0
5892,1,71.0,14,11,5,5.071429,45.0,0.633803,7,11,21.0,53.0,11,17.0,2,1.0,1,0.0,0,0.746479,0.239437,0.014085,0.0,-36.0,-16.0,-1.0
5893,1,35.0,1,1,1,35.0,35.0,1.0,0,0,0.0,0.0,0,0.0,0,35.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,35.0,-35.0
5894,1,364.0,3,3,2,121.333333,256.0,0.703297,0,0,0.0,0.0,0,0.0,0,108.0,1,256.0,2,0.0,0.0,0.296703,0.703297,0.0,108.0,148.0
5895,1,1133.0,11,2,11,103.0,163.0,0.143866,0,0,0.0,142.0,1,287.0,4,704.0,6,0.0,0,0.125331,0.25331,0.621359,0.0,145.0,417.0,-704.0
5896,1,98.0,1,1,1,98.0,98.0,1.0,0,0,0.0,98.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-98.0,0.0,0.0
5897,1,566.0,6,6,3,94.333333,355.0,0.627208,0,0,0.0,442.0,5,124.0,1,0.0,0,0.0,0,0.780919,0.219081,0.0,0.0,-318.0,-124.0,0.0
5898,1,31.0,2,2,2,15.5,23.0,0.741935,0,0,0.0,0.0,0,8.0,1,23.0,1,0.0,0,0.0,0.258065,0.741935,0.0,8.0,15.0,-23.0
5899,1,278.0,4,4,2,69.5,142.0,0.510791,2,2,2.0,0.0,0,142.0,2,136.0,2,0.0,0,0.0,0.510791,0.489209,0.0,142.0,-6.0,-136.0
5900,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,0.0,0,0.0,0,7.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,7.0,-7.0
5901,1,585.0,6,6,4,97.5,237.0,0.405128,1,1,1.0,225.0,3,123.0,1,237.0,2,0.0,0,0.384615,0.210256,0.405128,0.0,-102.0,114.0,-237.0
5902,1,677.0,10,7,8,67.7,177.0,0.261448,1,2,4.0,11.0,3,297.0,3,369.0,4,0.0,0,0.016248,0.4387,0.545052,0.0,286.0,72.0,-369.0
5903,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0
5904,1,337.0,5,3,3,67.4,123.0,0.364985,1,1,1.0,0.0,0,0.0,0,230.0,2,107.0,3,0.0,0.0,0.682493,0.317507,0.0,230.0,-123.0
5905,1,7.0,4,3,3,1.75,3.0,0.428571,2,4,7.0,3.0,2,4.0,2,0.0,0,0.0,0,0.428571,0.571429,0.0,0.0,1.0,-4.0,0.0
5906,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
5907,1,377.0,4,3,2,94.25,200.0,0.530504,0,0,0.0,177.0,3,0.0,0,200.0,1,0.0,0,0.469496,0.0,0.530504,0.0,-177.0,200.0,-200.0
5908,1,349.0,5,4,4,69.8,196.0,0.561605,1,1,1.0,1.0,1,76.0,1,272.0,3,0.0,0,0.002865,0.217765,0.77937,0.0,75.0,196.0,-272.0
5909,1,564.0,13,8,10,43.384615,112.0,0.198582,0,1,5.0,123.0,3,219.0,4,222.0,6,0.0,0,0.218085,0.388298,0.393617,0.0,96.0,3.0,-222.0
5910,1,619.0,8,5,6,77.375,172.0,0.277868,0,0,0.0,376.0,5,0.0,0,0.0,0,243.0,3,0.607431,0.0,0.0,0.392569,-376.0,0.0,243.0
5911,1,185.0,2,2,2,92.5,115.0,0.621622,0,0,0.0,115.0,1,0.0,0,70.0,1,0.0,0,0.621622,0.0,0.378378,0.0,-115.0,70.0,-70.0
5912,1,441.0,5,4,3,88.2,229.0,0.519274,0,1,3.0,229.0,3,0.0,0,104.0,1,108.0,1,0.519274,0.0,0.235828,0.244898,-229.0,104.0,4.0
5913,1,22.0,1,1,1,22.0,22.0,1.0,0,0,0.0,22.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-22.0,0.0,0.0
5914,1,198.0,3,3,3,66.0,94.0,0.474747,0,0,0.0,78.0,1,26.0,1,94.0,1,0.0,0,0.393939,0.131313,0.474747,0.0,-52.0,68.0,-94.0
5915,1,127.0,2,1,2,63.5,108.0,0.850394,0,0,0.0,0.0,0,127.0,2,0.0,0,0.0,0,0.0,1.0,0.0,0.0,127.0,-127.0,0.0
5916,1,168.0,4,4,4,42.0,106.0,0.630952,0,1,2.0,116.0,2,52.0,2,0.0,0,0.0,0,0.690476,0.309524,0.0,0.0,-64.0,-52.0,0.0
5917,1,487.0,4,4,4,121.75,140.0,0.287474,0,0,0.0,98.0,1,254.0,2,135.0,1,0.0,0,0.201232,0.521561,0.277207,0.0,156.0,-119.0,-135.0
5918,1,325.0,7,5,4,46.428571,130.0,0.4,2,2,2.0,85.0,3,110.0,2,130.0,2,0.0,0,0.261538,0.338462,0.4,0.0,25.0,20.0,-130.0
5919,1,632.0,6,5,3,105.333333,384.0,0.607595,0,1,2.0,172.0,1,384.0,3,0.0,0,76.0,2,0.272152,0.607595,0.0,0.120253,212.0,-384.0,76.0
5920,1,202.0,7,5,3,28.857143,109.0,0.539604,4,5,6.0,109.0,4,92.0,2,1.0,1,0.0,0,0.539604,0.455446,0.00495,0.0,-17.0,-91.0,-1.0
5921,1,144.0,1,1,1,144.0,144.0,1.0,0,0,0.0,0.0,0,0.0,0,144.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,144.0,-144.0
5922,1,97.0,2,2,2,48.5,94.0,0.969072,0,1,3.0,0.0,0,94.0,1,0.0,0,3.0,1,0.0,0.969072,0.0,0.030928,94.0,-94.0,3.0
5923,1,37.0,3,2,2,12.333333,25.0,0.675676,1,1,1.0,25.0,1,12.0,2,0.0,0,0.0,0,0.675676,0.324324,0.0,0.0,-13.0,-12.0,0.0
5924,1,209.0,9,3,6,23.222222,101.0,0.483254,3,4,7.0,48.0,3,0.0,0,161.0,6,0.0,0,0.229665,0.0,0.770335,0.0,-48.0,161.0,-161.0
5925,1,213.0,5,4,5,42.6,104.0,0.488263,0,1,4.0,4.0,1,167.0,3,42.0,1,0.0,0,0.018779,0.784038,0.197183,0.0,163.0,-125.0,-42.0
5926,1,14.0,1,1,1,14.0,14.0,1.0,0,0,0.0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,14.0,-14.0
5927,1,338.0,6,5,3,56.333333,139.0,0.411243,0,0,0.0,0.0,0,139.0,2,199.0,4,0.0,0,0.0,0.411243,0.588757,0.0,139.0,60.0,-199.0
5928,1,183.0,3,2,3,61.0,105.0,0.57377,0,0,0.0,105.0,1,0.0,0,78.0,2,0.0,0,0.57377,0.0,0.42623,0.0,-105.0,78.0,-78.0
