membership_row_id,w1_3_has_watch_obs,w1_3_total_watch_time,w1_3_total_sessions,w1_3_unique_contents,w1_3_unique_watch_days,w1_3_avg_watch_time_per_session,w1_3_max_daily_watch_time,w1_3_max_day_share,w1_3_one_minute_watch_count,w1_3_short_watch_count_le5,w1_3_short_watch_time_le5,w1_3_week1_watch_time,w1_3_week1_sessions,w1_3_week2_watch_time,w1_3_week2_sessions,w1_3_week3_watch_time,w1_3_week3_sessions,w1_3_week1_ratio,w1_3_week2_ratio,w1_3_week3_ratio,w1_3_w2_minus_w1_watch_time,w1_3_w3_minus_w2_watch_time
7581,1,532.0,7,7,3,76.0,311.0,0.584586,1,2,4.0,96.0,1,436.0,6,0.0,0,0.180451,0.819549,0.0,340.0,-436.0
7582,1,502.0,8,4,7,62.75,118.0,0.23506,1,1,1.0,199.0,4,65.0,1,238.0,3,0.396414,0.129482,0.474104,-134.0,173.0
7583,1,161.0,6,6,4,26.833333,114.0,0.708075,3,4,5.0,116.0,2,3.0,3,42.0,1,0.720497,0.018634,0.26087,-113.0,39.0
7584,1,164.0,3,3,3,54.666667,106.0,0.646341,0,0,0.0,0.0,0,134.0,2,30.0,1,0.0,0.817073,0.182927,134.0,-104.0
7585,1,61.0,2,2,2,30.5,59.0,0.967213,0,1,2.0,0.0,0,0.0,0,61.0,2,0.0,0.0,1.0,0.0,61.0
7586,1,413.0,9,1,3,45.888889,337.0,0.815981,1,1,1.0,0.0,0,413.0,9,0.0,0,0.0,1.0,0.0,413.0,-413.0
7587,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0.0,1.0
7588,1,108.0,3,2,3,36.0,105.0,0.972222,1,2,3.0,108.0,3,0.0,0,0.0,0,1.0,0.0,0.0,-108.0,0.0
7589,1,83.0,2,2,1,41.5,83.0,1.0,0,1,3.0,0.0,0,0.0,0,83.0,2,0.0,0.0,1.0,0.0,83.0
7590,1,113.0,6,5,3,18.833333,45.0,0.39823,0,1,5.0,28.0,1,40.0,3,45.0,2,0.247788,0.353982,0.39823,12.0,5.0
7591,1,321.0,12,8,6,26.75,172.0,0.535826,2,4,7.0,12.0,2,309.0,10,0.0,0,0.037383,0.962617,0.0,297.0,-309.0
7592,1,232.0,5,5,3,46.4,116.0,0.5,0,3,7.0,0.0,0,230.0,4,2.0,1,0.0,0.991379,0.008621,230.0,-228.0
7593,1,287.0,5,4,4,57.4,106.0,0.369338,0,0,0.0,109.0,3,0.0,0,178.0,2,0.379791,0.0,0.620209,-109.0,178.0
7594,1,283.0,7,4,2,40.428571,179.0,0.632509,1,1,1.0,0.0,0,104.0,1,179.0,6,0.0,0.367491,0.632509,104.0,75.0
7595,1,168.0,3,2,2,56.0,101.0,0.60119,0,0,0.0,0.0,0,0.0,0,168.0,3,0.0,0.0,1.0,0.0,168.0
7596,1,376.0,10,9,5,37.6,106.0,0.281915,0,3,8.0,281.0,5,29.0,4,66.0,1,0.74734,0.077128,0.175532,-252.0,37.0
7597,1,700.0,14,7,10,50.0,108.0,0.154286,1,2,3.0,367.0,8,141.0,3,192.0,3,0.524286,0.201429,0.274286,-226.0,51.0
7599,1,267.0,3,2,2,89.0,266.0,0.996255,1,1,1.0,0.0,0,1.0,1,266.0,2,0.0,0.003745,0.996255,1.0,265.0
7600,1,448.0,14,11,8,32.0,91.0,0.203125,0,2,7.0,263.0,7,61.0,2,124.0,5,0.587054,0.136161,0.276786,-202.0,63.0
7601,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7603,1,780.0,14,10,4,55.714286,386.0,0.494872,5,5,5.0,0.0,0,517.0,10,263.0,4,0.0,0.662821,0.337179,517.0,-254.0
7604,1,130.0,2,1,1,65.0,130.0,1.0,1,1,1.0,0.0,0,130.0,2,0.0,0,0.0,1.0,0.0,130.0,-130.0
7605,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7606,1,377.0,5,5,4,75.4,120.0,0.318302,0,0,0.0,120.0,1,96.0,2,161.0,2,0.318302,0.254642,0.427056,-24.0,65.0
7607,1,236.0,8,4,2,29.5,131.0,0.555085,5,6,7.0,131.0,5,105.0,3,0.0,0,0.555085,0.444915,0.0,-26.0,-105.0
7608,1,212.0,2,2,2,106.0,137.0,0.646226,0,0,0.0,75.0,1,0.0,0,137.0,1,0.353774,0.0,0.646226,-75.0,137.0
7609,1,71.0,3,3,3,23.666667,46.0,0.647887,1,1,1.0,0.0,0,24.0,1,47.0,2,0.0,0.338028,0.661972,24.0,23.0
7610,1,102.0,3,3,3,34.0,70.0,0.686275,1,1,1.0,70.0,1,0.0,0,32.0,2,0.686275,0.0,0.313725,-70.0,32.0
7611,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7612,1,119.0,5,4,2,23.8,118.0,0.991597,4,4,4.0,118.0,4,0.0,0,1.0,1,0.991597,0.0,0.008403,-118.0,1.0
7614,1,313.0,7,3,3,44.714286,149.0,0.476038,3,3,3.0,313.0,7,0.0,0,0.0,0,1.0,0.0,0.0,-313.0,0.0
7615,1,410.0,7,6,6,58.571429,114.0,0.278049,1,1,1.0,107.0,1,88.0,3,215.0,3,0.260976,0.214634,0.52439,-19.0,127.0
7616,1,50.0,1,1,1,50.0,50.0,1.0,0,0,0.0,50.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-50.0,0.0
7617,1,205.0,8,2,3,25.625,83.0,0.404878,1,1,1.0,64.0,3,141.0,5,0.0,0,0.312195,0.687805,0.0,77.0,-141.0
7618,1,232.0,7,4,2,33.142857,205.0,0.883621,4,4,4.0,0.0,0,205.0,4,27.0,3,0.0,0.883621,0.116379,205.0,-178.0
7619,1,378.0,5,5,4,75.6,195.0,0.515873,0,1,2.0,260.0,4,118.0,1,0.0,0,0.687831,0.312169,0.0,-142.0,-118.0
7620,1,114.0,5,4,5,22.8,55.0,0.482456,0,2,5.0,58.0,2,56.0,3,0.0,0,0.508772,0.491228,0.0,-2.0,-56.0
7621,1,117.0,13,9,3,9.0,95.0,0.811966,4,11,19.0,0.0,0,0.0,0,117.0,13,0.0,0.0,1.0,0.0,117.0
7622,1,691.0,13,11,4,53.153846,288.0,0.416787,2,3,4.0,0.0,0,560.0,12,131.0,1,0.0,0.81042,0.18958,560.0,-429.0
7624,1,170.0,3,2,2,56.666667,100.0,0.588235,0,0,0.0,0.0,0,100.0,1,70.0,2,0.0,0.588235,0.411765,100.0,-30.0
7625,1,253.0,13,12,10,19.461538,99.0,0.391304,3,9,27.0,36.0,1,113.0,5,104.0,7,0.142292,0.44664,0.411067,77.0,-9.0
7626,1,890.0,13,8,6,68.461538,320.0,0.359551,1,1,1.0,423.0,5,242.0,3,225.0,5,0.475281,0.27191,0.252809,-181.0,-17.0
7627,1,301.0,13,12,5,23.153846,116.0,0.385382,6,9,16.0,116.0,1,166.0,9,19.0,3,0.385382,0.551495,0.063123,50.0,-147.0
7628,1,47.0,2,1,1,23.5,47.0,1.0,0,1,3.0,0.0,0,47.0,2,0.0,0,0.0,1.0,0.0,47.0,-47.0
7629,1,6.0,3,3,2,2.0,5.0,0.833333,2,3,6.0,1.0,1,0.0,0,5.0,2,0.166667,0.0,0.833333,-1.0,5.0
7630,1,189.0,5,3,3,37.8,151.0,0.798942,2,2,2.0,0.0,0,38.0,3,151.0,2,0.0,0.201058,0.798942,38.0,113.0
7631,1,102.0,2,2,2,51.0,100.0,0.980392,0,1,2.0,0.0,0,0.0,0,102.0,2,0.0,0.0,1.0,0.0,102.0
7632,1,27.0,4,1,4,6.75,8.0,0.296296,0,0,0.0,6.0,1,7.0,1,14.0,2,0.222222,0.259259,0.518519,1.0,7.0
7633,1,450.0,9,5,5,50.0,341.0,0.757778,1,2,5.0,0.0,0,104.0,2,346.0,7,0.0,0.231111,0.768889,104.0,242.0
7634,1,331.0,6,3,3,55.166667,118.0,0.356495,1,1,1.0,331.0,6,0.0,0,0.0,0,1.0,0.0,0.0,-331.0,0.0
7635,1,367.0,10,6,3,36.7,227.0,0.618529,4,5,6.0,227.0,6,0.0,0,140.0,4,0.618529,0.0,0.381471,-227.0,140.0
7636,1,790.0,8,8,6,98.75,207.0,0.262025,0,0,0.0,207.0,2,319.0,3,264.0,3,0.262025,0.403797,0.334177,112.0,-55.0
7637,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0,2.0,1,0.0,0.0,1.0,0.0,2.0
7638,1,114.0,3,2,3,38.0,87.0,0.763158,1,1,1.0,26.0,1,1.0,1,87.0,1,0.22807,0.008772,0.763158,-25.0,86.0
7639,1,200.0,1,1,1,200.0,200.0,1.0,0,0,0.0,0.0,0,0.0,0,200.0,1,0.0,0.0,1.0,0.0,200.0
7640,1,2269.0,33,19,14,68.757576,448.0,0.197444,3,3,3.0,412.0,4,1251.0,20,606.0,9,0.181578,0.551344,0.267078,839.0,-645.0
7641,1,204.0,7,3,7,29.142857,76.0,0.372549,0,1,5.0,142.0,3,36.0,3,26.0,1,0.696078,0.176471,0.127451,-106.0,-10.0
7642,1,13.0,2,2,2,6.5,12.0,0.923077,1,1,1.0,0.0,0,13.0,2,0.0,0,0.0,1.0,0.0,13.0,-13.0
7644,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7645,1,190.0,4,3,2,47.5,125.0,0.657895,2,2,2.0,0.0,0,125.0,2,65.0,2,0.0,0.657895,0.342105,125.0,-60.0
7646,1,6.0,2,2,2,3.0,5.0,0.833333,1,2,6.0,0.0,0,6.0,2,0.0,0,0.0,1.0,0.0,6.0,-6.0
7647,1,1186.0,17,12,7,69.764706,319.0,0.268971,0,1,5.0,5.0,1,464.0,7,717.0,9,0.004216,0.391231,0.604553,459.0,253.0
7648,1,404.0,10,7,6,40.4,114.0,0.282178,5,6,7.0,207.0,7,91.0,2,106.0,1,0.512376,0.225248,0.262376,-116.0,15.0
7649,1,227.0,5,2,1,45.4,227.0,1.0,0,2,4.0,0.0,0,0.0,0,227.0,5,0.0,0.0,1.0,0.0,227.0
7650,1,184.0,8,2,2,23.0,147.0,0.798913,3,6,9.0,0.0,0,0.0,0,184.0,8,0.0,0.0,1.0,0.0,184.0
7651,1,925.0,11,10,7,84.090909,205.0,0.221622,0,0,0.0,577.0,6,167.0,3,181.0,2,0.623784,0.180541,0.195676,-410.0,14.0
7652,1,886.0,14,7,11,63.285714,192.0,0.216704,0,1,2.0,215.0,2,491.0,9,180.0,3,0.242664,0.554176,0.20316,276.0,-311.0
7653,1,155.0,3,1,2,51.666667,97.0,0.625806,1,1,1.0,155.0,3,0.0,0,0.0,0,1.0,0.0,0.0,-155.0,0.0
7654,1,444.0,8,6,4,55.5,209.0,0.470721,0,2,10.0,439.0,7,5.0,1,0.0,0,0.988739,0.011261,0.0,-434.0,-5.0
7655,1,152.0,11,5,5,13.818182,112.0,0.736842,7,7,7.0,1.0,1,8.0,2,143.0,8,0.006579,0.052632,0.940789,7.0,135.0
7656,1,146.0,2,2,1,73.0,146.0,1.0,1,1,1.0,0.0,0,146.0,2,0.0,0,0.0,1.0,0.0,146.0,-146.0
7657,1,193.0,5,3,2,38.6,189.0,0.979275,0,2,6.0,4.0,1,0.0,0,189.0,4,0.020725,0.0,0.979275,-4.0,189.0
7658,1,875.0,11,5,5,79.545455,437.0,0.499429,1,2,4.0,101.0,2,100.0,3,674.0,6,0.115429,0.114286,0.770286,-1.0,574.0
7659,1,129.0,8,6,2,16.125,102.0,0.790698,4,4,4.0,129.0,8,0.0,0,0.0,0,1.0,0.0,0.0,-129.0,0.0
7660,1,282.0,7,5,4,40.285714,140.0,0.496454,1,3,8.0,0.0,0,270.0,6,12.0,1,0.0,0.957447,0.042553,270.0,-258.0
7661,1,472.0,9,7,4,52.444444,194.0,0.411017,3,4,6.0,194.0,4,148.0,3,130.0,2,0.411017,0.313559,0.275424,-46.0,-18.0
7662,1,38.0,6,6,3,6.333333,33.0,0.868421,5,5,5.0,0.0,0,33.0,1,5.0,5,0.0,0.868421,0.131579,33.0,-28.0
7663,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7664,1,736.0,23,11,11,32.0,188.0,0.255435,1,6,16.0,232.0,5,307.0,8,197.0,10,0.315217,0.41712,0.267663,75.0,-110.0
7665,1,309.0,7,7,2,44.142857,201.0,0.650485,0,3,7.0,309.0,7,0.0,0,0.0,0,1.0,0.0,0.0,-309.0,0.0
7666,1,607.0,9,8,3,67.444444,359.0,0.591433,0,1,2.0,607.0,9,0.0,0,0.0,0,1.0,0.0,0.0,-607.0,0.0
7667,1,109.0,1,1,1,109.0,109.0,1.0,0,0,0.0,109.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-109.0,0.0
7668,1,380.0,6,3,2,63.333333,225.0,0.592105,0,0,0.0,155.0,2,225.0,4,0.0,0,0.407895,0.592105,0.0,70.0,-225.0
7669,1,333.0,19,16,6,17.526316,105.0,0.315315,12,14,18.0,203.0,5,14.0,10,116.0,4,0.60961,0.042042,0.348348,-189.0,102.0
7670,1,246.0,7,6,3,35.142857,132.0,0.536585,2,3,7.0,0.0,0,0.0,0,246.0,7,0.0,0.0,1.0,0.0,246.0
7671,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,0,0.0,1.0,0.0,1.0,-1.0
7672,1,217.0,6,5,5,36.166667,110.0,0.506912,1,1,1.0,0.0,0,92.0,4,125.0,2,0.0,0.423963,0.576037,92.0,33.0
7673,1,97.0,1,1,1,97.0,97.0,1.0,0,0,0.0,0.0,0,0.0,0,97.0,1,0.0,0.0,1.0,0.0,97.0
7674,1,244.0,9,8,3,27.111111,157.0,0.643443,3,6,9.0,242.0,7,2.0,2,0.0,0,0.991803,0.008197,0.0,-240.0,-2.0
7675,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
7676,1,74.0,5,5,3,14.8,70.0,0.945946,4,4,4.0,0.0,0,3.0,3,71.0,2,0.0,0.040541,0.959459,3.0,68.0
7677,1,158.0,4,4,2,39.5,88.0,0.556962,0,1,3.0,70.0,1,0.0,0,88.0,3,0.443038,0.0,0.556962,-70.0,88.0
7678,1,313.0,9,3,4,34.777778,227.0,0.72524,4,4,4.0,260.0,3,53.0,6,0.0,0,0.830671,0.169329,0.0,-207.0,-53.0
7679,1,304.0,7,6,6,43.428571,147.0,0.483553,0,1,4.0,74.0,3,161.0,2,69.0,2,0.243421,0.529605,0.226974,87.0,-92.0
7680,1,2.0,2,2,2,1.0,1.0,0.5,2,2,2.0,1.0,1,1.0,1,0.0,0,0.5,0.5,0.0,0.0,-1.0
7681,1,154.0,6,2,2,25.666667,81.0,0.525974,2,2,2.0,0.0,0,0.0,0,154.0,6,0.0,0.0,1.0,0.0,154.0
7683,1,873.0,13,11,10,67.153846,245.0,0.280641,0,1,5.0,470.0,6,124.0,3,279.0,4,0.538373,0.142039,0.319588,-346.0,155.0
7684,1,157.0,3,3,1,52.333333,157.0,1.0,0,0,0.0,0.0,0,157.0,3,0.0,0,0.0,1.0,0.0,157.0,-157.0
7685,1,500.0,17,12,11,29.411765,144.0,0.288,2,2,2.0,374.0,10,98.0,5,28.0,2,0.748,0.196,0.056,-276.0,-70.0
7686,1,99.0,2,1,1,49.5,99.0,1.0,1,1,1.0,0.0,0,99.0,2,0.0,0,0.0,1.0,0.0,99.0,-99.0
7687,1,955.0,12,11,6,79.583333,256.0,0.268063,0,1,4.0,0.0,0,721.0,10,234.0,2,0.0,0.754974,0.245026,721.0,-487.0
7688,1,184.0,9,4,3,20.444444,97.0,0.527174,3,4,6.0,184.0,9,0.0,0,0.0,0,1.0,0.0,0.0,-184.0,0.0
7689,1,335.0,5,5,3,67.0,133.0,0.397015,0,1,2.0,133.0,2,119.0,2,83.0,1,0.397015,0.355224,0.247761,-14.0,-36.0
7690,1,372.0,12,9,3,31.0,327.0,0.879032,2,4,10.0,4.0,1,41.0,1,327.0,10,0.010753,0.110215,0.879032,37.0,286.0
7691,1,60.0,7,6,2,8.571429,37.0,0.616667,3,4,5.0,0.0,0,37.0,5,23.0,2,0.0,0.616667,0.383333,37.0,-14.0
7692,1,200.0,4,3,4,50.0,79.0,0.395,1,1,1.0,0.0,0,120.0,2,80.0,2,0.0,0.6,0.4,120.0,-40.0
7693,1,287.0,10,4,6,28.7,91.0,0.317073,4,4,4.0,10.0,3,277.0,7,0.0,0,0.034843,0.965157,0.0,267.0,-277.0
7694,1,84.0,3,3,2,28.0,83.0,0.988095,2,2,2.0,0.0,0,0.0,0,84.0,3,0.0,0.0,1.0,0.0,84.0
7695,1,491.0,6,5,5,81.833333,193.0,0.393075,0,0,0.0,193.0,2,268.0,3,30.0,1,0.393075,0.545825,0.0611,75.0,-238.0
7696,1,332.0,5,3,4,66.4,107.0,0.322289,0,1,2.0,77.0,1,148.0,2,107.0,2,0.231928,0.445783,0.322289,71.0,-41.0
7697,1,9.0,2,1,1,4.5,9.0,1.0,1,1,1.0,9.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-9.0,0.0
7698,1,1454.0,22,17,6,66.090909,412.0,0.283356,1,4,9.0,384.0,6,0.0,0,1070.0,16,0.264099,0.0,0.735901,-384.0,1070.0
7699,1,852.0,11,6,5,77.454545,291.0,0.341549,4,4,4.0,0.0,0,0.0,0,852.0,11,0.0,0.0,1.0,0.0,852.0
7700,1,239.0,4,4,3,59.75,117.0,0.48954,0,0,0.0,0.0,0,108.0,1,131.0,3,0.0,0.451883,0.548117,108.0,23.0
7701,1,414.0,9,6,6,46.0,113.0,0.272947,2,5,8.0,2.0,1,318.0,7,94.0,1,0.004831,0.768116,0.227053,316.0,-224.0
7702,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7703,1,76.0,1,1,1,76.0,76.0,1.0,0,0,0.0,0.0,0,76.0,1,0.0,0,0.0,1.0,0.0,76.0,-76.0
7704,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
7705,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
7706,1,325.0,4,2,2,81.25,225.0,0.692308,0,1,5.0,100.0,1,0.0,0,225.0,3,0.307692,0.0,0.692308,-100.0,225.0
7708,1,175.0,8,6,5,21.875,110.0,0.628571,5,5,5.0,0.0,0,65.0,6,110.0,2,0.0,0.371429,0.628571,65.0,45.0
7709,1,388.0,12,9,6,32.333333,105.0,0.270619,2,3,4.0,26.0,1,132.0,4,230.0,7,0.06701,0.340206,0.592784,106.0,98.0
7710,1,155.0,5,4,2,31.0,150.0,0.967742,2,3,6.0,0.0,0,155.0,5,0.0,0,0.0,1.0,0.0,155.0,-155.0
7711,1,95.0,5,3,4,19.0,45.0,0.473684,1,1,1.0,83.0,3,11.0,1,1.0,1,0.873684,0.115789,0.010526,-72.0,-10.0
7712,1,264.0,3,3,3,88.0,108.0,0.409091,0,0,0.0,0.0,0,0.0,0,264.0,3,0.0,0.0,1.0,0.0,264.0
7713,1,294.0,3,3,3,98.0,106.0,0.360544,0,0,0.0,92.0,1,106.0,1,96.0,1,0.312925,0.360544,0.326531,14.0,-10.0
7714,1,199.0,2,2,1,99.5,199.0,1.0,0,0,0.0,199.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-199.0,0.0
7715,1,1446.0,23,16,7,62.869565,426.0,0.294606,2,3,6.0,420.0,6,586.0,9,440.0,8,0.290456,0.405256,0.304288,166.0,-146.0
7716,1,28.0,2,1,1,14.0,28.0,1.0,1,1,1.0,28.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-28.0,0.0
7717,1,686.0,9,8,6,76.222222,164.0,0.239067,0,2,4.0,531.0,7,108.0,1,47.0,1,0.774052,0.157434,0.068513,-423.0,-61.0
7718,1,163.0,3,2,3,54.333333,73.0,0.447853,0,0,0.0,73.0,1,0.0,0,90.0,2,0.447853,0.0,0.552147,-73.0,90.0
7719,1,3.0,3,1,1,1.0,3.0,1.0,3,3,3.0,0.0,0,0.0,0,3.0,3,0.0,0.0,1.0,0.0,3.0
7720,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0.0,1.0
7721,1,750.0,10,9,9,75.0,115.0,0.153333,1,2,4.0,428.0,5,118.0,2,204.0,3,0.570667,0.157333,0.272,-310.0,86.0
7722,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7723,1,324.0,8,5,3,40.5,246.0,0.759259,3,4,7.0,78.0,2,0.0,0,246.0,6,0.240741,0.0,0.759259,-78.0,246.0
7724,1,2380.0,36,32,15,66.111111,655.0,0.27521,3,5,10.0,475.0,11,399.0,5,1506.0,20,0.19958,0.167647,0.632773,-76.0,1107.0
7725,1,371.0,5,4,3,74.2,202.0,0.544474,0,0,0.0,90.0,1,79.0,1,202.0,3,0.242588,0.212938,0.544474,-11.0,123.0
7726,1,488.0,4,1,1,122.0,488.0,1.0,0,0,0.0,488.0,4,0.0,0,0.0,0,1.0,0.0,0.0,-488.0,0.0
7727,1,742.0,14,13,3,53.0,508.0,0.684636,2,4,8.0,591.0,10,151.0,4,0.0,0,0.796496,0.203504,0.0,-440.0,-151.0
7728,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7729,1,497.0,6,5,4,82.833333,176.0,0.354125,1,1,1.0,195.0,3,302.0,3,0.0,0,0.392354,0.607646,0.0,107.0,-302.0
7730,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-3.0,0.0
7731,1,18.0,3,3,3,6.0,12.0,0.666667,1,2,6.0,1.0,1,5.0,1,12.0,1,0.055556,0.277778,0.666667,4.0,7.0
7732,1,106.0,1,1,1,106.0,106.0,1.0,0,0,0.0,106.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-106.0,0.0
7733,1,134.0,6,5,2,22.333333,115.0,0.858209,3,3,3.0,115.0,5,0.0,0,19.0,1,0.858209,0.0,0.141791,-115.0,19.0
7734,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7735,1,421.0,12,6,6,35.083333,131.0,0.311164,0,0,0.0,21.0,2,343.0,8,57.0,2,0.049881,0.814727,0.135392,322.0,-286.0
7736,1,14.0,3,3,2,4.666667,12.0,0.857143,2,2,2.0,0.0,0,2.0,2,12.0,1,0.0,0.142857,0.857143,2.0,10.0
7737,1,1068.0,23,17,9,46.434783,271.0,0.253745,5,7,14.0,49.0,5,533.0,8,486.0,10,0.04588,0.499064,0.455056,484.0,-47.0
7738,1,116.0,1,1,1,116.0,116.0,1.0,0,0,0.0,116.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-116.0,0.0
7739,1,160.0,9,3,6,17.777778,43.0,0.26875,2,2,2.0,24.0,3,74.0,2,62.0,4,0.15,0.4625,0.3875,50.0,-12.0
7740,1,17.0,2,2,2,8.5,9.0,0.529412,0,0,0.0,9.0,1,8.0,1,0.0,0,0.529412,0.470588,0.0,-1.0,-8.0
7741,1,314.0,8,5,5,39.25,104.0,0.33121,1,1,1.0,196.0,5,76.0,2,42.0,1,0.624204,0.242038,0.133758,-120.0,-34.0
7742,1,1005.0,24,13,10,41.875,201.0,0.2,7,8,11.0,92.0,3,228.0,6,685.0,15,0.091542,0.226866,0.681592,136.0,457.0
7743,1,230.0,2,1,1,115.0,230.0,1.0,0,0,0.0,0.0,0,230.0,2,0.0,0,0.0,1.0,0.0,230.0,-230.0
7744,1,111.0,4,3,1,27.75,111.0,1.0,2,3,4.0,0.0,0,111.0,4,0.0,0,0.0,1.0,0.0,111.0,-111.0
7745,1,965.0,21,13,4,45.952381,404.0,0.418653,3,6,9.0,965.0,21,0.0,0,0.0,0,1.0,0.0,0.0,-965.0,0.0
7746,1,7.0,5,4,2,1.4,5.0,0.714286,4,5,7.0,0.0,0,5.0,3,2.0,2,0.0,0.714286,0.285714,5.0,-3.0
7747,1,127.0,2,1,2,63.5,79.0,0.622047,0,0,0.0,0.0,0,127.0,2,0.0,0,0.0,1.0,0.0,127.0,-127.0
7748,1,179.0,5,4,2,35.8,176.0,0.98324,0,1,3.0,3.0,1,176.0,4,0.0,0,0.01676,0.98324,0.0,173.0,-176.0
7749,1,956.0,25,15,10,38.24,332.0,0.34728,9,9,9.0,697.0,13,257.0,10,2.0,2,0.729079,0.268828,0.002092,-440.0,-255.0
7750,1,177.0,8,8,4,22.125,146.0,0.824859,6,6,6.0,149.0,4,28.0,4,0.0,0,0.841808,0.158192,0.0,-121.0,-28.0
7753,1,161.0,1,1,1,161.0,161.0,1.0,0,0,0.0,0.0,0,161.0,1,0.0,0,0.0,1.0,0.0,161.0,-161.0
7754,1,205.0,5,5,3,41.0,174.0,0.84878,2,2,2.0,175.0,4,30.0,1,0.0,0,0.853659,0.146341,0.0,-145.0,-30.0
7755,1,116.0,1,1,1,116.0,116.0,1.0,0,0,0.0,116.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-116.0,0.0
7756,1,999.0,9,9,5,111.0,317.0,0.317317,0,0,0.0,365.0,4,317.0,3,317.0,2,0.365365,0.317317,0.317317,-48.0,0.0
7757,1,117.0,12,9,3,9.75,99.0,0.846154,10,10,10.0,17.0,3,1.0,1,99.0,8,0.145299,0.008547,0.846154,-16.0,98.0
7758,1,45.0,1,1,1,45.0,45.0,1.0,0,0,0.0,0.0,0,45.0,1,0.0,0,0.0,1.0,0.0,45.0,-45.0
7760,1,331.0,4,4,3,82.75,133.0,0.401813,0,0,0.0,0.0,0,331.0,4,0.0,0,0.0,1.0,0.0,331.0,-331.0
7761,1,197.0,2,1,2,98.5,154.0,0.781726,0,0,0.0,197.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-197.0,0.0
7762,1,1177.0,14,11,9,84.071429,222.0,0.188615,0,1,2.0,185.0,4,583.0,5,409.0,5,0.157179,0.495327,0.347494,398.0,-174.0
7763,1,170.0,10,6,5,17.0,109.0,0.641176,2,6,10.0,0.0,0,115.0,6,55.0,4,0.0,0.676471,0.323529,115.0,-60.0
7764,1,171.0,6,2,4,28.5,126.0,0.736842,1,3,7.0,127.0,2,38.0,2,6.0,2,0.74269,0.222222,0.035088,-89.0,-32.0
7765,1,3.0,2,2,1,1.5,3.0,1.0,1,2,3.0,0.0,0,0.0,0,3.0,2,0.0,0.0,1.0,0.0,3.0
7766,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7767,1,7.0,5,4,3,1.4,4.0,0.571429,3,5,7.0,6.0,4,0.0,0,1.0,1,0.857143,0.0,0.142857,-6.0,1.0
7768,1,343.0,6,5,5,57.166667,124.0,0.361516,0,0,0.0,124.0,2,164.0,2,55.0,2,0.361516,0.478134,0.16035,40.0,-109.0
7770,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
7771,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
