row_id,promo_scope,is_repurchase,representative_segment_id,provisional_label,assignment_priority_order,gb_churn_risk_score_oof,lr_churn_risk_score_oof,gb_risk_percentile,lr_risk_percentile,key_flags_used_for_assignment,hotfix_assignment_changed,previous_representative_segment_id
7495,promo0,1,promo0_s99,promo0_other_needs_review,99,0.400907514282357,0.5084323397572791,,,fallback,False,promo0_s99
7496,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0140776761955763,0.0078009123081074,,,fallback,False,promo0_s99
7497,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3505397574468326,0.6173112804449619,,,fallback,False,promo0_s99
7498,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0853250238568017,0.0999141236047074,,,fallback,False,promo0_s99
7499,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1564456483886707,0.2571644352224121,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7500,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1322240979796353,0.23259693153819,,,fallback,False,promo0_s99
7501,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1246918349117297,0.2025974142351488,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7502,promo0,1,promo0_s99,promo0_other_needs_review,99,0.361234696734958,0.8058864061737749,,,fallback,False,promo0_s99
7503,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7791651554876233,0.9158396990364585,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7504,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0465510380877352,0.1203051555913553,,,fallback,False,promo0_s99
7505,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2378027868896298,0.3193890771899306,,,fallback,False,promo0_s99
7506,promo0,1,promo0_s99,promo0_other_needs_review,99,0.066978357496154,0.2347765931304647,,,fallback,False,promo0_s99
7507,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2746547590801321,0.5492300760308394,,,fallback,False,promo0_s99
7508,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0816622217308445,0.1296295255402689,,,fallback,False,promo0_s99
7509,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2836135449394658,0.5665918866450282,,,fallback,False,promo0_s99
7510,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0398966944977131,0.0298600642674391,,,fallback,False,promo0_s99
7511,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.4459120508616617,0.9003147162956102,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
7512,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1079543287914075,0.0938245172463722,,,fallback,False,promo0_s99
7513,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1880437022716815,0.1551313660392237,,,fallback,False,promo0_s99
7514,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0401980762778295,0.1776432062523923,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7515,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1332242826537623,0.3183429043727757,,,fallback,False,promo0_s99
7516,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2033286413347876,0.3939898048771026,,,fallback,False,promo0_s99
7517,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0966637558715893,0.1060529944495108,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7518,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0245725787480839,0.0418968449585791,,,fallback,False,promo0_s99
7519,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0214383138825446,0.0277652944463728,,,fallback,False,promo0_s99
7520,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1927944348390597,0.1397737816531661,,,fallback,False,promo0_s99
7521,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.748557257757889,0.9641289583847272,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7522,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2599901416456353,0.5077564848646636,,,fallback,False,promo0_s99
7523,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.7278989903434683,0.9212485289706144,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
7524,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1227930203952913,0.3955804299175414,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7525,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0233924596272296,0.0136801101084822,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7526,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1338931799822569,0.4556834052001313,,,fallback,False,promo0_s99
7527,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6245938893333534,0.573908748026877,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7528,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0334899231724739,0.0598300095385867,,,fallback,False,promo0_s99
7529,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0873278607667971,0.1221288352082277,,,fallback,False,promo0_s99
7530,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7621200441270007,0.8646170861700614,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7531,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2694507233859966,0.4485604516616384,,,fallback,False,promo0_s99
7532,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6439630313235567,0.875808459119285,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7533,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0556260150398936,0.0468615040579932,,,fallback,False,promo0_s99
7534,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0537802267718788,0.0824785453165637,,,fallback,False,promo0_s99
7535,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0271117073831815,0.0195349784795688,,,fallback,False,promo0_s99
7536,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4948204711508057,0.6681963051026485,,,fallback,False,promo0_s99
7537,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0546443685497691,0.1704557667119237,,,fallback,False,promo0_s99
7538,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.053876728909504,0.1425144027465197,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7539,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7907003470147589,0.9218927017281756,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7540,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2861399408629106,0.6414613594784404,,,fallback,False,promo0_s99
7541,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0246116680764988,0.0554687679091437,,,fallback,False,promo0_s99
7542,promo0,0,promo0_s99,promo0_other_needs_review,99,0.1107785296257732,0.0632376417898211,,,fallback,False,promo0_s99
7543,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7134191217892483,0.9265872138019832,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7544,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4657614824264067,0.8537930427491983,,,fallback,False,promo0_s99
7545,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0954895822867371,0.2112218659046827,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7546,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0591450649605702,0.3785242886735365,,,fallback,False,promo0_s99
7547,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0165096154056759,0.0200180611044683,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7548,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.8417735817357068,0.9669943657330404,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7549,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7092786091046032,0.9250129727849143,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7550,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0521850866948118,0.073930248597503,,,fallback,False,promo0_s99
7551,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1623894177691105,0.6130837741440471,,,fallback,False,promo0_s99
7552,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0238517310382876,0.0248876400105407,,,fallback,False,promo0_s99
7553,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0170845203257408,0.046971465400073,,,fallback,False,promo0_s99
7554,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2443579025604,0.5559599683202855,,,fallback,False,promo0_s99
7555,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0417541421796382,0.0759147443237222,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7556,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.4709802507927771,0.5529008101708319,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7557,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0286708831833824,0.061591136464685,,,fallback,False,promo0_s99
7558,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0460875257024202,0.1297706685800765,,,fallback,False,promo0_s99
7559,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7973526080647904,0.9575840859167468,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7560,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3043721596612475,0.486029416450205,,,fallback,False,promo0_s99
7561,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1321215648807759,0.3668572907333957,,,fallback,False,promo0_s99
7562,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0255535700216921,0.1458254494808607,,,fallback,False,promo0_s99
7563,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0399104401890488,0.0742964831598046,,,fallback,False,promo0_s99
7564,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1592210254437343,0.2336719978896083,,,fallback,False,promo0_s99
7565,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0216937990799304,0.0437106168286139,,,fallback,False,promo0_s99
7566,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5809801727035981,0.7481485170742763,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7567,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1216443217220056,0.5241999206621344,,,fallback,False,promo0_s99
7568,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3387169317609666,0.4967274005111417,,,fallback,False,promo0_s99
7569,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0775125450441419,0.1996417446285117,,,fallback,False,promo0_s99
7570,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.9457825041562272,0.9931533548408172,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7571,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0607407264778281,0.3436840841541819,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7572,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.4556581687191627,0.7944506637380147,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7573,promo0,0,promo0_s02,promo0_high_risk_retention_decay,2,0.4516150025533908,0.5602355832723025,,,"gb_high_risk_top20,retention_decay",False,promo0_s02
7574,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3800291303310219,0.6663969644914298,,,fallback,False,promo0_s99
7575,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5130051814429213,0.7399356423156324,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7576,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3832848939784889,0.613541486614591,,,fallback,False,promo0_s99
7577,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2437337845227958,0.431244490829793,,,fallback,False,promo0_s99
7578,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7020257708113185,0.9359883947970143,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7579,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0177052447323257,0.0247097868943472,,,fallback,False,promo0_s99
7580,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3809513566538109,0.4438887665295997,,,fallback,False,promo0_s99
7581,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0807530143311862,0.1956086700324405,,,fallback,False,promo0_s99
7582,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0213369584215105,0.0220801704269868,,,fallback,False,promo0_s99
7583,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0975817374388401,0.277361542396257,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7584,promo0,1,promo0_s99,promo0_other_needs_review,99,0.098878574199917,0.3267507013793114,,,fallback,False,promo0_s99
7585,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1316094726847684,0.4572405632280889,,,fallback,False,promo0_s99
7586,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2797677252351178,0.7225476376136823,,,fallback,False,promo0_s99
7587,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0583953671886827,0.0572753709448551,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7588,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0589541250559606,0.2165864957369576,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7589,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1111459176428688,0.100086535758028,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7590,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0322947978111517,0.0626277118980789,,,fallback,False,promo0_s99
7591,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.4533629047056221,0.7906579135432579,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7592,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0170973835863406,0.0438575164240347,,,fallback,False,promo0_s99
7593,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1827784140552788,0.2866942743266291,,,fallback,False,promo0_s99
7594,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0199361926267844,0.0169233532601051,,,fallback,False,promo0_s99
7595,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0157184001631373,0.0165602576232971,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7596,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0344141060106524,0.0534787382099269,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7597,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0564703768247747,0.0218948097907272,,,fallback,False,promo0_s99
7598,promo0,0,promo0_s02,promo0_high_risk_retention_decay,2,0.4748984180927093,0.6879154045529967,,,"gb_high_risk_top20,retention_decay",False,promo0_s02
7599,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0580180106330061,0.2070441118249892,,,fallback,False,promo0_s99
7600,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1020901355431745,0.3600917360718755,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7601,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.65018355593387,0.9469482692148288,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7602,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0662328641972901,0.1314013820013896,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7603,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1144890203804328,0.1958391919447798,,,fallback,False,promo0_s99
7604,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1583676636988139,0.3268490077500476,,,fallback,False,promo0_s99
7605,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0306640184586575,0.0282531831149789,,,fallback,False,promo0_s99
7606,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2053795935338658,0.5106417756998234,,,fallback,False,promo0_s99
7607,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2263565866098186,0.7537024975060209,,,fallback,False,promo0_s99
7608,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0518412391252295,0.0432687442021975,,,fallback,False,promo0_s99
7609,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0890975745333149,0.1148211145947375,,,fallback,False,promo0_s99
7610,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2904557914331179,0.4597311650391619,,,fallback,False,promo0_s99
7611,promo0,0,promo0_s99,promo0_other_needs_review,99,0.1729689170026536,0.2633898378075407,,,fallback,False,promo0_s99
7612,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0651001852429348,0.1589692766388677,,,fallback,False,promo0_s99
7613,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1524522284999514,0.321530068481445,,,fallback,False,promo0_s99
7614,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3214188647712981,0.7178152992038662,,,fallback,False,promo0_s99
7615,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1001146570327715,0.0861436750661389,,,fallback,False,promo0_s99
7616,promo0,1,promo0_s99,promo0_other_needs_review,99,0.4044576492577975,0.7737796957736987,,,fallback,False,promo0_s99
7617,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7311727889634576,0.91668257463865,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7618,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5442706089954046,0.9242490730485812,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7619,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2836624724453984,0.5976436452730589,,,fallback,False,promo0_s99
7620,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4070786824030898,0.5864738993411651,,,fallback,False,promo0_s99
7621,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2723694218965097,0.5340273258321326,,,fallback,False,promo0_s99
7622,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0487605682324664,0.0520480410415358,,,fallback,False,promo0_s99
7623,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7850577141586148,0.9330482671781064,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7624,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0567950459173278,0.1840162502437956,,,fallback,False,promo0_s99
7625,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1726539708195147,0.2742907183149564,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7626,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3292266825257623,0.5484515296741709,,,fallback,False,promo0_s99
7627,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2866369804318311,0.5459152108803822,,,fallback,False,promo0_s99
7628,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0676901237633144,0.1562708407512253,,,fallback,False,promo0_s99
7629,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0682509557695093,0.0388863665862173,,,fallback,False,promo0_s99
7630,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0497564686726381,0.0436969688954901,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7631,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.021320576695434,0.0044204362476385,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7632,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7684329288882907,0.964233557676711,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7633,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0394812814943994,0.0222895188513241,,,fallback,False,promo0_s99
7634,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0685679735508169,0.1291781285911607,,,fallback,False,promo0_s99
7635,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0494794013586015,0.0466820875232443,,,fallback,False,promo0_s99
7636,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0409645990847522,0.0299389345581209,,,fallback,False,promo0_s99
7637,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0485736322686047,0.0254252700157846,,,fallback,False,promo0_s99
7638,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0943437096699768,0.1804672928108206,,,fallback,False,promo0_s99
7639,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0368791147449564,0.1484177730211922,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7640,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3386719525039723,0.6654277594779439,,,fallback,False,promo0_s99
7641,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3193538707529382,0.7362314257441238,,,fallback,False,promo0_s99
7642,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1557165396407536,0.2949826495475012,,,fallback,False,promo0_s99
7643,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0226493159103501,0.1039879031382075,,,fallback,False,promo0_s99
7644,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3422635864788866,0.8641791648803562,,,fallback,False,promo0_s99
7645,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0547873942738283,0.2075035433764106,,,fallback,False,promo0_s99
7646,promo0,1,promo0_s99,promo0_other_needs_review,99,0.06108578739637,0.0360987029145604,,,fallback,False,promo0_s99
7647,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0579869987397548,0.1535083595584396,,,fallback,False,promo0_s99
7648,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0251439999064199,0.1139307449022426,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7649,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5994601899335007,0.5796423745193764,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7650,promo0,0,promo0_s06,promo0_stable_usage_lower_risk,6,0.2334833096052213,0.6225439908774211,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7651,promo0,1,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.5191091060721968,0.644961004839095,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
7652,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0140822462427671,0.0942902101223399,,,fallback,False,promo0_s99
7653,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0654074941779419,0.109601862283543,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7654,promo0,1,promo0_s99,promo0_other_needs_review,99,0.052172300367674,0.0962402553168194,,,fallback,False,promo0_s99
7655,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1374484510533691,0.3075564291476433,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7656,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0627398748434074,0.0781461443845196,,,fallback,False,promo0_s99
7657,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5224777510159604,0.7642069490042003,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7658,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6672543600428208,0.871995286992497,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7659,promo0,1,promo0_s99,promo0_other_needs_review,99,0.057868745811266,0.2945852024824515,,,fallback,False,promo0_s99
7660,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0858472321275578,0.1650205650366697,,,fallback,False,promo0_s99
7661,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0817078891098541,0.3746304157947067,,,fallback,False,promo0_s99
7662,promo0,1,promo0_s99,promo0_other_needs_review,99,0.051271544449294,0.0475944058284956,,,fallback,False,promo0_s99
7663,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0588992949881609,0.3743164246368102,,,fallback,False,promo0_s99
7664,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0307059529621357,0.0446751878834956,,,fallback,False,promo0_s99
7665,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5643418607868136,0.5953100171065671,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7666,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.049317912647199,0.1598897430709814,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7667,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0112945992042754,0.0053174480304922,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7668,promo0,1,promo0_s99,promo0_other_needs_review,99,0.017046013310684,0.0306144169724534,,,fallback,False,promo0_s99
7669,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2406326124392969,0.1818237253487754,,,fallback,False,promo0_s99
7670,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1641290219378149,0.2480033400797978,,,fallback,False,promo0_s99
7671,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0480750236920147,0.1125599396531265,,,fallback,False,promo0_s99
7672,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.4385467790603756,0.7009098055933451,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7673,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0112654471165175,0.0094786320977815,,,fallback,False,promo0_s99
7674,promo0,0,promo0_s99,promo0_other_needs_review,99,0.358285684330984,0.5023664128563723,,,fallback,False,promo0_s99
7675,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1780154758204175,0.2200810431196211,,,fallback,False,promo0_s99
7676,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0323616804520368,0.0227829760563818,,,fallback,False,promo0_s99
7677,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0550341197516308,0.1055461127525189,,,fallback,False,promo0_s99
7678,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3275029603263218,0.4083003359340594,,,fallback,False,promo0_s99
7679,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1396469409845111,0.4006081443828062,,,fallback,False,promo0_s99
7680,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0572894625527017,0.1131384939526755,,,fallback,False,promo0_s99
7681,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6786794603541999,0.907402290419836,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7682,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1301856325583226,0.1636209420544399,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7683,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0487773175552577,0.1069364693272949,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7684,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0971537781950898,0.2168914425166151,,,fallback,False,promo0_s99
7685,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.8962375173986222,0.9833706500297248,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
7686,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1579293393953781,0.538977652354205,,,fallback,False,promo0_s99
7687,promo0,0,promo0_s06,promo0_stable_usage_lower_risk,6,0.1902565987479707,0.4341959445263409,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
7688,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.5847380737163366,0.9084596248072516,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7689,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0155673906772662,0.031621526810163,,,fallback,False,promo0_s99
7690,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2536669955485878,0.5354092196845048,,,fallback,False,promo0_s99
7691,promo0,1,promo0_s99,promo0_other_needs_review,99,0.087285522760472,0.1696614818343481,,,fallback,False,promo0_s99
7692,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1503241935354295,0.3515315056278387,,,fallback,False,promo0_s99
7693,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7021968921237394,0.8616236808220971,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7694,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.8243909574535346,0.9719206856932404,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
7695,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2926478581890976,0.5162721465113069,,,fallback,False,promo0_s99
