row_id,promo_scope,is_repurchase,previous_segment_id,revised_segment_family,revised_assignment_reason,gb_churn_risk_score_oof,lr_churn_risk_score_oof,key_flags,retained_subsignals,user_approval_required
1579,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3138493358555396,0.7746858399827505,week3_inactive;retention_decay;cold_start_weak;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1580,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1965893157234558,0.4233087608644428,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
1581,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.327287194699572,0.5725712117816883,week3_inactive;retention_decay;cold_start_weak;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1582,promo0,1,promo0_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.5528532559917101,0.6209116459757416,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1583,promo0,0,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3873394361854845,0.7381979241619896,week3_inactive;retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1584,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2691627203041286,0.5262478413910536,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1585,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0296074640041209,0.0812491238147508,stable_usage;content_preference_signal,content_context_marker,yes
1586,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.139401574883011,0.4151445468249262,week3_inactive;retention_decay;cold_start_weak;low_activity,retention_decay_subsignal;low_activity_subsignal,yes
1587,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1557506473808908,0.378727870491015,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1588,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1057817611761744,0.1667431414477569,stable_usage;content_preference_signal,content_context_marker,yes
1589,promo0,0,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3711753161183942,0.8405332956515907,week3_inactive;retention_decay;only_w1;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal,yes
1590,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0225799032958283,0.0252438038111026,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1591,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7709142342231294,0.98570503916974,week3_inactive;retention_decay;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal,yes
1592,promo0,0,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2723694218965097,0.5711344751455961,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1593,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.4597391030388791,0.5144725719278335,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1594,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1995379573902381,0.3441859653302744,stable_usage;content_preference_signal,content_context_marker,yes
1595,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.2925147218681839,0.7023728993121776,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1596,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0535802571885112,0.178585471337458,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1597,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.871446971466954,0.9893272926526058,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1598,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0519218746686114,0.1096784283652585,stable_usage;content_preference_signal,content_context_marker,yes
1599,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1357291131886246,0.2594082869660927,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1600,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0431852989578827,0.1850507733123012,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1601,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1499056687569095,0.2615425955770682,week3_inactive;retention_decay,retention_decay_subsignal,yes
1602,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2879656125153436,0.6054914624165342,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1603,promo0,0,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1006340430279891,0.1817513513595013,stable_usage;content_preference_signal,content_context_marker,yes
1604,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0364039406844033,0.4431028507619202,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1605,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0774605782439252,0.1709398542036727,content_preference_signal,content_context_marker,yes
1606,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0272126899457021,0.0641741004527186,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1607,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7564261875166245,0.9460391360402542,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1608,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0527799158938239,0.270876452827535,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1609,promo0,0,promo0_s06,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3309183296602195,0.4676252276375222,stable_usage;content_preference_signal,content_context_marker,yes
1610,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.6548985331526582,0.8036560051964194,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1611,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0094255749792724,0.0050441598697262,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
1612,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1339024706815917,0.5766630474451531,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1613,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3960523547700411,0.5704891426622689,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1614,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.021854043944871,0.0535362624490488,stable_usage;content_preference_signal,content_context_marker,yes
1615,promo0,0,promo0_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.6164562378282955,0.8739000658873737,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1616,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2699459910772461,0.6571750790941269,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1617,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0248808600021422,0.0056094033826106,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1618,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.2890103884504257,0.4018387906622928,week3_inactive;retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1619,promo0,0,promo0_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.6701155984760259,0.8750749320809544,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1620,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0326154458591081,0.034684625518455,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
1621,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0467075868997115,0.3149880269001455,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1622,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0164389170917134,0.0093208873440875,stable_usage;content_preference_signal,content_context_marker,yes
1623,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8220047797092324,0.9843645438691369,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1624,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.4310633495148516,0.8046894425914797,week3_inactive;retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1625,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.5271164891739228,0.7794464323637376,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1626,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0856093077163966,0.2251112309003432,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1627,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1164252541271094,0.2757166499130937,cold_start_weak;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker,yes
1628,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1145478020045895,0.1571914110770539,content_preference_signal,content_context_marker,yes
1629,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0285805791331866,0.0327315053079084,stable_usage;content_preference_signal,content_context_marker,yes
1630,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1806574153077803,0.5322196733574905,week3_inactive;retention_decay;cold_start_weak;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1631,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1152247723129717,0.3669752525608287,low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1632,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0677195934330687,0.2345455436206712,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1633,promo0,1,promo0_s02,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.4523490273554633,0.3708386993786244,retention_decay;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal,yes
1634,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.89017147559699,0.9800731827980254,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1635,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.5908324984031345,0.9424463009051148,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1636,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2258455950427299,0.6822609595912061,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1637,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1618953169428648,0.7121716832167975,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1638,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0573210367042836,0.2086008194299886,week3_inactive;retention_decay;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1639,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0316531550815032,0.0534944509689606,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1640,promo0,0,promo0_s02,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.4396886988568067,0.6781860390221426,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1641,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0253180263590019,0.0003236359733315,retention_decay,retention_decay_subsignal,yes
1642,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0751839704855503,0.305060769884508,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1643,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2730172734054623,0.5102142145936075,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1644,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1640657332319238,0.6192543374147259,week3_inactive;retention_decay,retention_decay_subsignal,yes
1645,promo0,1,promo0_s04,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.46396003614648,0.4426618074296319,low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1646,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2599901416456353,0.5336304113611046,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1647,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0379413781574813,0.1022553744970231,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1648,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0869267552357587,0.2506141711708826,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1649,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.4909517171362877,0.8657284277644899,week3_inactive;retention_decay;only_w1;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1650,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.043353579036842,0.1733515208394491,content_preference_signal,content_context_marker,yes
1651,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2821054070467108,0.8494722482088417,week3_inactive;retention_decay;cold_start_weak;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1652,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0211717434047689,0.0186161602827474,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1653,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2766591030886965,0.5235915205490016,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1654,promo0,0,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3094752409800101,0.5513380135103687,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1655,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0838757875158063,0.2328674390043871,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1656,promo0,0,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.2892456145546174,0.804938707513916,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1657,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.6455702366971324,0.7946976815969067,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1658,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.5223970853156236,0.6528409260964726,week3_inactive;retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1659,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.38602908326562,0.6009662491982094,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1660,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.350841722402079,0.5875598561441029,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1661,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0485643936661462,0.046208266793067,stable_usage;content_preference_signal,content_context_marker,yes
1662,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7729065498407254,0.9276227860276284,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1663,promo0,0,promo0_s02,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.434503762613917,0.6793208112356272,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1664,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0421926260428523,0.1878529152746419,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1665,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2836893841777435,0.5212878233784035,week3_inactive;retention_decay;only_w1;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal,yes
1666,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2286143615535267,0.3618654432994017,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1667,promo0,0,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2549594528258704,0.5306609325362472,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1668,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.023495555747579,0.0267777418874509,cold_start_weak;stable_usage;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker,yes
1669,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.267215850937321,0.7442384651558938,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1670,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0257671016429177,0.1099027802430836,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
1671,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.025959180195187,0.0374755964743031,retention_decay;cold_start_weak;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1672,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0334086924727651,0.0720376085992545,stable_usage;content_preference_signal,content_context_marker,yes
1673,promo0,0,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2149223051954413,0.5998392901497931,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1674,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.072963037972985,0.4145374529554595,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1675,promo0,0,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3008532921219075,0.3027451532314675,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1676,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.279608029249159,0.5515820166388248,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1677,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0562754466906397,0.2274426716672763,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1678,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.2913130218880668,0.6236160959124145,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1679,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0284911176012238,0.0363546658947435,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1680,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0342164001948569,0.0657226266707856,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1681,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2688428190935577,0.4965437275113369,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
1682,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7519204030559542,0.9440464679406688,week3_inactive;retention_decay;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1683,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0256396746576366,0.0498628890856776,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1684,promo0,0,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0452340032635458,0.2746974950572201,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1685,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0112898711639382,0.0049545053641518,stable_usage;content_preference_signal,content_context_marker,yes
1686,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0232159417527594,0.1026087605474457,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
1687,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8688696283394879,0.9816287848960836,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1688,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.011570254998431,0.024029781225443,stable_usage;content_preference_signal,content_context_marker,yes
1689,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0925674666223791,0.1599936388363906,retention_decay;cold_start_weak;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1690,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.3654954085830287,0.5658284625244467,week3_inactive;retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1691,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.2913960009220571,0.6074121713686349,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1692,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0435507561712837,0.2347249631251773,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1693,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2189111429205864,0.3934130014159402,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1694,promo0,0,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.5899733256440098,0.786575520012986,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1695,promo0,0,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0325455688094604,0.0424311425662899,stable_usage;content_preference_signal,content_context_marker,yes
1696,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0245408555139975,0.0653036872956112,cold_start_weak;content_preference_signal,content_context_marker,yes
1697,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0140801080467618,0.0310723558954356,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1698,promo0,1,promo0_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0065617313072616,0.0078781832553811,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
1699,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0725326209317994,0.0182587778183973,retention_decay,retention_decay_subsignal,yes
1700,promo0,1,promo0_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0766716534701893,0.1482647231495308,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
1701,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4296303798925969,0.7754084634203913,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1702,promo0,1,promo0_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.2996071110658983,0.5037751859614954,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
1703,promo0,1,promo0_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.5863509906225006,0.6868624207547365,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
