MOVIE_NUM,movie_title,ott_release_month,category
3558,어거스트에이트(2012),202002,SF/Fantasy
3561,중안조,201910,Thriller/Crime
3569,징기스칸의후예,202011,Action/Adventure
3571,파이어폭스,202010,Drama
3572,혼스,201910,SF/Fantasy
3574,오두막,201705,Drama
3575,킹덤,201612,Drama
3575,킹덤,201612,Drama
3576,청사:낙천결계,202006,SF/Fantasy
3588,검찰측의죄인,201911,Thriller/Crime
3594,백발마녀전1,202008,Action/Adventure
3595,결혼하지않아도괜찮을까,201810,Drama
3596,샤잠!,201904,Action/Adventure
3597,퍼스트리폼드,201904,Drama
3598,브레스트요새,201210,Historical/War
3604,종이꽃,202011,Drama
3608,어멍,201911,Drama
3619,벌지대전투:지옥의사수작전,201807,Historical/War
3620,천사의사랑,201612,Romance
3632,애나벨:인형의주인,201709,Horror
3634,워위드그랜파,202103,Comedy
3637,5X2,201603,Romance
3640,가문의영광4:가문의수난(2011),202011,Comedy
3642,펭귄:위대한모험2,201803,Animation/Family
3650,지상최대전투:갈리폴리,201804,Historical/War
3654,강변호텔,201904,Drama
3657,뜨거운녀석들,201612,Thriller/Crime
3667,저스트프렌드,201911,Romance
3667,저스트프렌드,201911,Romance
3673,50/50,201910,Comedy
3674,박화영,201810,Drama
3674,박화영,201810,Drama
3678,캐쉬백,201601,Comedy
3679,레전드(2015),201610,Animation/Family
3683,반도,202008,Drama
3688,북스마트[별도편성][예고편],202102,Comedy
3693,리턴투아나콘다,201805,Horror
3698,로맨틱레시피,201603,Romance
3707,사랑해도괜찮아(2018),201810,Romance
3710,형,201701,Action/Adventure
3716,프로즌그라운드,201402,Thriller/Crime
3719,비정규직특수요원,201703,Comedy
3720,백설공주와일곱난쟁이,201505,Animation/Family
3720,백설공주와일곱난쟁이,201505,Animation/Family
3720,백설공주와일곱난쟁이,201505,Animation/Family
3726,스타빙게임,201411,SF/Fantasy
3736,휴고,201205,Animation/Family
3738,오리지널씬(2001),201908,Historical/War
3742,적벽대전1부:거대한전쟁의시작,201901,Historical/War
3743,폭스캐처,201612,Drama
3744,시간의끝에서널기다려,202103,Romance
3748,눈의여왕2:트롤의마법거울,202004,SF/Fantasy
3751,3AMPart1,202005,Horror
3753,브레이킹더웨이브(1996),202006,Other
3754,풍운제일도,201905,Action/Adventure
3758,데드스노우2(2014),202005,Horror
3766,영주,201812,Drama
3767,회사원,202002,Drama
3770,좋은친구들(1990),202001,Other
3774,기생충:흑백판,202005,Comedy
3775,살아있는시체들의섬,202007,Horror
3778,더히어로,201310,Comedy
3786,겨울왕국이야기:디즈니애니메이션제작스토리,201905,Animation/Family
3796,비뚤어진집,201909,Thriller/Crime
3799,포화속으로(2010),201707,Historical/War
3801,마르셀의추억,201312,Drama
3802,데자뷰(2006),201708,Thriller/Crime
3802,데자뷰(2006),201708,Thriller/Crime
3807,인사이드르윈,201403,Drama
3811,내겐너무가벼운그녀,202012,Comedy
3814,실락원,201803,Drama
3816,봄(2014),201912,Drama
3822,앤트맨과와스프,201810,SF/Fantasy
3822,앤트맨과와스프,201810,SF/Fantasy
3824,로스트인더스트,201612,Thriller/Crime
3830,해피해피레스토랑,202005,Animation/Family
3831,어서오시게스트하우스,202008,Comedy
3842,채비,201711,Drama
3843,SF8:간호중,202007,SF/Fantasy
3844,투모로우랜드,201612,SF/Fantasy
3851,북클럽,201907,Comedy
3854,사도행자2:스파이전쟁,202009,Thriller/Crime
3855,천룡팔부-두전창궁,202103,Action/Adventure
3859,콜오브듀티:라스트워,201709,Action/Adventure
3861,댄저클로즈:롱탄대전투,202005,Historical/War
3864,크림슨리버2-요한계시록의천사들,201903,Thriller/Crime
3865,50가지그림자:해방,201803,Romance
3866,뮤지컬브로드웨이42번가,202007,Other
3882,내게주신두번째기회,202102,Animation/Family
3884,탈혼이진도:자객의기억,202011,Action/Adventure
3886,미스터리도굴단:사라진보물,201904,Thriller/Crime
3893,에이미,201511,Documentary
3894,인터스텔라,201808,SF/Fantasy
3900,그크신하나님의사랑,202101,Drama
3903,사탄의인형(2019),201910,Horror
3909,모스트원티드맨,202008,Drama
3911,보리밭을흔드는바람,201306,Drama
3912,나를구하지마세요,202009,Drama
3918,네이비씰:어둠의전쟁,201701,Historical/War
3919,열혈남아(1987),201601,Drama
3919,열혈남아(1987),201601,Drama
3928,타오르는여인의초상,202003,Drama
3929,포비든킹덤:전설의마스터를찾아서[리마스터링],201911,SF/Fantasy
3932,도살장,201701,Horror
3934,"안녕,나의소녀",201806,Documentary
3936,아델라인:멈춰진시간,201612,SF/Fantasy
3941,스티븐시걸의작전명고스트,201506,Action/Adventure
3944,멜라니:인류의마지막희망인소녀,201705,Horror
3946,블레이드러너2049,201711,SF/Fantasy
3950,떼시스:예고살인자VS최강변호사,201512,Thriller/Crime
3951,시라이,202007,Horror
3957,검신의제국1,202102,Other
3958,티끌모아로맨스,201112,Romance
3959,야간비행,202002,Drama
3967,뮬란(2020),202010,Action/Adventure
3967,뮬란(2020),202010,Animation/Family
3967,뮬란(2020),202010,Animation/Family
3967,뮬란(2020),202010,Animation/Family
3967,뮬란(2020),202010,Animation/Family
3980,파이널환타지,202003,SF/Fantasy
3984,일포스티노,201704,Comedy
3985,더록(1996),201711,Action/Adventure
3986,쥬만지:새로운세계,201802,Action/Adventure
3990,열혈형사,202006,Comedy
3993,위대한쇼맨,201801,Other
3998,매드맥스:분노의도로,201508,Action/Adventure
4003,세얼간이[감독판],201912,Comedy
4004,내일,201804,Drama
4008,바람의검심,202101,Action/Adventure
4009,위대한개츠비,201606,Romance
4014,루시,201410,SF/Fantasy
4016,삼국지:황건적의난,201811,SF/Fantasy
4021,테이큰,201805,Thriller/Crime
4023,아저씨,201906,Thriller/Crime
4025,앤트로포이드,201801,Historical/War
4026,버티고,201910,Romance
4028,호빗:다섯군대전투,201712,SF/Fantasy
4028,호빗:다섯군대전투,201712,SF/Fantasy
4031,은교,201206,Romance
4033,파이널포트레이트,201810,Drama
4039,우리가족:라멘샵,201906,Drama
4040,달마야놀자,201503,Comedy
4041,이스케이프언더워터,201712,Horror
4048,틴틴:유니콘호의비밀,201309,Animation/Family
4049,야반소두,202006,Horror
4059,미션임파서블:폴아웃,201809,Action/Adventure
4061,스캔들(2018),201808,Romance
4062,트리플엑스리턴즈,201703,Action/Adventure
4065,엑소더스:신들과왕들,201501,Drama
4067,미스프레지던트,201711,Documentary
4068,메가헤드샤크,201808,Horror
4072,화씨11/9:트럼프의시대,201812,Documentary
4077,삼총사[2D],201204,Action/Adventure
4080,랜드오브마인,201705,Historical/War
4088,뱅가드[별도편성][예고편],202101,Action/Adventure
4090,남쪽으로튀어,201810,Comedy
4090,남쪽으로튀어,201810,Comedy
4092,위풍당당질리홉킨스,201611,Animation/Family
4099,너무너무좋은거야,201211,Romance
4100,니나내나,201911,Drama
4102,좋아해줘(2016),201701,Romance
4104,나랏말싸미[가치봄],202010,Historical/War
4108,밀리언달러트러블,202102,Animation/Family
4112,분노의질주:더익스트림,201705,Thriller/Crime
4114,팀버튼의크리스마스악몽(1993),201708,SF/Fantasy
4119,살인매뉴얼,202103,Horror
4122,무림강호：영웅불패의신화,202008,Action/Adventure
4125,증인,201903,Drama
4126,오션스게임,202007,Drama
4130,"광해,왕이된남자",201301,Historical/War
4131,레드라이트,202003,Thriller/Crime
4132,로드킬,201511,Horror
4132,로드킬,201511,Horror
4133,생존:러스트크릭,202011,Horror
4134,톰과제리:잭과콩나무,202103,Animation/Family
4136,스포트라이트(2016),201701,Animation/Family
4141,옥타곤,202101,Action/Adventure
4146,스트라튼,201709,Action/Adventure
4150,작전명발키리(2008),201908,Historical/War
4151,스카이라인2,201812,SF/Fantasy
4155,지구:놀라운하루,201803,Animation/Family
4156,세터데이모닝,201902,Horror
4157,산이울다,201606,Romance
4158,인간중독,201406,Romance
4159,오싱,201312,Drama
4161,엽문3:최후의대결,201701,Drama
4162,다이하드3,201511,Action/Adventure
4163,드림빌더,202102,SF/Fantasy
4164,잘알지도못하면서,201411,Romance
4167,하워즈엔드(1993),202009,Romance
4171,마이리틀자이언트,201701,SF/Fantasy
4172,푸른소금,201205,Romance
4177,더울프오브월스트리트,201505,Thriller/Crime
4178,신데렐라(2015),201612,Other
4178,신데렐라(2015),201612,Other
4178,신데렐라(2015),201612,Other
4178,신데렐라(2015),201612,Other
4178,신데렐라(2015),201612,Other
4182,암고양이들,201708,Drama
4188,나는예수님이싫다,201908,Drama
4192,범죄의재구성,201812,Thriller/Crime
4195,창왕:스피드4초,201910,Documentary
4201,무뢰한,201506,Romance
4205,블랙호크다운,201112,Historical/War
4213,운디네,202101,Romance
4216,토미리스:전쟁의여신,202012,Historical/War
4217,프로젝트마스,202103,SF/Fantasy
4221,위플래쉬,201612,Drama
4223,미이라(1999),201605,Action/Adventure
4223,미이라(1999),201605,Action/Adventure
4228,판의미로:오필리아와세개의열쇠,201905,SF/Fantasy
4229,게임의법칙:인간사냥,202102,Thriller/Crime
4231,당신을오랫동안사랑했어요,202003,Drama
4233,스위니토드:어느잔혹한이발사이야기,201807,Other
4236,8마일(2002),201810,Drama
4240,화이트칙스(2004),201901,Comedy
4241,헌터스프레어,201810,Action/Adventure
4242,작은영웅데스페로[한글자막],201607,SF/Fantasy
4243,코마,202011,Other
4246,오퍼레이션메콩,201705,Thriller/Crime
4248,플라이트플랜,201707,Drama
4252,분노의질주:더맥시멈,201308,Action/Adventure
4254,대부2,201506,Thriller/Crime
4256,도술혈전,201912,Action/Adventure
4257,맨인블랙,201203,SF/Fantasy
4264,스파이게임(2017),201709,Action/Adventure
4266,무방비도시(1945),201808,Thriller/Crime
4269,페럴월드,202101,Drama
4274,스케치(2014),201403,Romance
4278,퓨리어스,201902,Action/Adventure
4282,녹정기,201909,Action/Adventure
4287,"사랑을부르는,파리",202009,Romance
4290,세일즈우먼,201303,Romance
4292,우리선희(2013),201906,Drama
4294,주식회사스페셜액터스,202008,Comedy
4297,음식남녀(1994),202008,Drama
4298,미씽:사라진여자,201702,Thriller/Crime
4309,기도의막이내릴때,202005,Thriller/Crime
4312,줄리앤줄리아,201303,Drama
4313,팅커벨3,201404,SF/Fantasy
4315,더탱크:KV-1vs팬저,201901,Historical/War
4317,아틱,201904,Drama
4318,연인들,202103,Romance
4318,연인들,202103,Romance
4321,모어댄블루,201906,Romance
4327,전설의라이타,201910,Action/Adventure
4328,바람의검심:전설의최후편,201911,Action/Adventure
4336,적인걸용의강림,202102,Thriller/Crime
4341,개구리왕국2,201703,Animation/Family
4343,파리의자살가게,201812,Animation/Family
4351,화양연화(2000)[리마스터링],202102,Romance
4353,아포칼립스:죽은자의주문,202010,Action/Adventure
4354,타이거하우스,201709,Thriller/Crime
4356,마다가스카3:이번엔서커스다!,201209,Animation/Family
4358,푸치니의여인,201112,Drama
4364,내가사랑했던모든여자들에게,202103,Romance
4365,겟머니,202102,Thriller/Crime
4367,너는내운명,201508,Romance
4368,사라의열쇠,201210,Drama
4369,식스티세컨즈(2000),201808,Thriller/Crime
4372,일진3,201902,Action/Adventure
4375,양귀비:왕조의여인,201701,Romance
4377,로마에서생긴일(2010),201904,Comedy
4384,리틀보이,201512,Historical/War
4385,판도라,201701,SF/Fantasy
4386,포제션오브한나그레이스,201902,Horror
4391,무비빅158회:씬난다-<잭스나이더의저스티스리그>,202103,Documentary
4392,거북이달린다(2009),202008,Thriller/Crime
4394,더넌:돌아온저주,202102,Horror
4396,제인의썸머,202006,Romance
4398,당신의부탁,201805,Drama
4401,랜드오브데드(2005),201903,Horror
4409,미이라(2017),201707,Action/Adventure
4409,미이라(2017),201707,Action/Adventure
4414,우는남자,201407,Drama
4418,치킨런,201601,Animation/Family
4419,에이전트오브디셉션,201905,Drama
4424,고지전(2011),201901,Historical/War
4425,엔터더팻드래곤,202007,Comedy
4429,쓰리:서바이벌아일랜드,201808,Horror
4430,길티오브마인드,201802,Thriller/Crime
4433,"안녕,형아",201408,Drama
4439,앤트맨,201903,SF/Fantasy
4439,앤트맨,201903,SF/Fantasy
4443,이스케이프플랜,201401,Action/Adventure
4446,마지막레슨,201806,Animation/Family
4449,해리포터와불사조기사단,201701,SF/Fantasy
4449,해리포터와불사조기사단,201701,SF/Fantasy
4453,라이즈오브워리어퀸:부디카,202012,Action/Adventure
4457,반지의제왕3:왕의귀환[확장판],201606,SF/Fantasy
4458,아직끝나지않았다,201807,Drama
4463,호텔아르테미스,201810,Thriller/Crime
4464,하트의전쟁,201909,Historical/War
4465,황산벌(2003),201605,Comedy
4470,레프트비하인드:남겨진시대,201912,Action/Adventure
4472,용서는없다,201310,Thriller/Crime
4473,범죄해결특수반,202006,Thriller/Crime
4476,런던시계탑밑에서사랑을찾을확률,201512,Romance
4482,안티갱스쿼드,201712,Thriller/Crime
4483,람보:라스트워,201912,Action/Adventure
4485,삼국지:명장관우(2011),201910,Historical/War
4489,볼케이노2017,201709,SF/Fantasy
4490,찬실이는복도많지,202004,SF/Fantasy
4504,사월의끝,201709,Thriller/Crime
4504,사월의끝,201709,Thriller/Crime
4505,레고저스티스리그:고담시티브레이크아웃,201608,Animation/Family
4506,파리로가는길,201709,Romance
4510,나는살을빼기로결심했다,202009,Animation/Family
4515,코러스(2004),202003,Drama
4517,나이트언데드,202101,Horror
4519,죠죠의기묘한모험-다이아몬드는부서지지않는다제1장,202007,Action/Adventure
4521,오!브라더스,201612,Comedy
4524,경호원,202004,Drama
4526,[OCEAN공개]커넥트(2020),202102,Horror
4527,아이엠마더,201904,Drama
4530,베놈,201811,SF/Fantasy
4536,대소비도,201301,Comedy
4537,죄와벌,201906,Drama
4542,더터닝,202004,Horror
4544,이브들의발칙한수다,201811,Comedy
4553,운동회(2018),201804,Animation/Family
4554,무협양축검접,201803,Romance
4556,눈의여왕[2D],201302,Animation/Family
4557,고질라(1954),201312,SF/Fantasy
4557,고질라(1954),201312,SF/Fantasy
4557,고질라(1954),201312,SF/Fantasy
4560,엘리제궁의요리사,201504,Comedy
4561,봉오동전투,201909,Historical/War
4565,죄많은소녀,201810,Thriller/Crime
4570,장난스런키스더무비1:하이스쿨편,201807,Romance
4572,공포의신생아실,201907,Horror
4573,도쿄트라이브,201912,Action/Adventure
4574,아메리칸울트라,201602,Comedy
4583,샤오린:3인의고수,201804,Historical/War
4585,크랙(2009),202003,Drama
4589,스페셜포스:블랙마운틴,202005,Historical/War
4590,메리포핀스[한글자막],201305,SF/Fantasy
4595,홈[2D],201506,SF/Fantasy
4597,로봇전쟁,201710,SF/Fantasy
4608,50가지욕망의그림자,201711,Drama
4610,더히어로(2019),202007,Comedy
4616,땡스포쉐어링,201407,Romance
4617,쓰리썸머나잇[무삭제판],201508,Comedy
4620,문트랩:타겟어스,201803,SF/Fantasy
4621,강시선생3:영환도사,201909,Horror
4630,프랑켄슈타인(1994),202004,Other
4648,아사코,201904,Drama
4651,레미제라블:25주년런던라이브공연,201301,Other
4652,분홍신,201301,Horror
4653,28주후,201505,Horror
4656,인터스텔라:우주전쟁,201606,Historical/War
4657,맨온렛지(2012),202005,Thriller/Crime
4660,원더풀라이프(1998),201801,Animation/Family
4664,페이스오프:더익스트림,202009,Action/Adventure
4668,크로닉,201605,Drama
4675,델마와루이스(1991),201908,Drama
4677,교실안의야크,202011,Drama
4682,명장,201508,Historical/War
4682,명장,201508,Historical/War
4685,일개인적무림,201504,Action/Adventure
4688,본콜렉터,201707,Thriller/Crime
4690,모데카이(2015),202012,Comedy
4693,잘못된만남,201403,Comedy
4701,훠궈전쟁,201706,Drama
4706,캐롤,201907,Drama
4707,히트맨:에이전트47,201510,Thriller/Crime
4713,진실금지구역,201710,Thriller/Crime
4716,캐리비안의해적:세상의끝에서,201907,SF/Fantasy
4721,아일라,201806,Historical/War
4725,배틀로얄2,202001,Action/Adventure
4727,28세미성년,201812,SF/Fantasy
4728,미드소마,201909,Horror
4728,미드소마,201909,Horror
4731,인비저블게스트,201710,Thriller/Crime
4737,블랑섹의기이한모험,202002,SF/Fantasy
4738,택시운전사,201709,Drama
4744,한밤의아이들,201507,Drama
4755,다이하드4.0,201511,Action/Adventure
4767,고양이집사,202006,Documentary
4770,밀정1930,202012,Historical/War
4772,반상회,202002,Comedy
4775,마터스:천국을보는눈,202006,Horror
4787,미션이스탄불,201708,Action/Adventure
4790,더시크릿하우스,201808,Horror
4791,나의특별한형제,201905,Comedy
4792,더테이블,201709,Romance
4793,영웅본색2,201804,Thriller/Crime
4795,"파리,사랑한날들(2010)",202103,Romance
4797,라라랜드[다국어자막],201802,Other
4800,언페이스풀,201904,Drama
4801,콰이어트플레이스,201805,Horror
4804,"굿바이,입술",202008,Drama
4806,그날이온다,202101,Comedy
4812,<소울>조가드너를만나다[별도편성],202103,Documentary
4813,로쿠로쿠요괴괴담,201811,Horror
4824,샤크프렌지,201907,Action/Adventure
4827,무림타이치-장삼풍,202011,Action/Adventure
4828,보통사람,201704,Drama
4831,콘스탄틴,201504,SF/Fantasy
4836,월-E,201305,SF/Fantasy
4836,월-E,201305,SF/Fantasy
4839,마녀를잡아라,202012,Animation/Family
4840,호텔타지마할,201807,Thriller/Crime
4842,황비홍3:사왕쟁패,201512,Historical/War
4843,독수인심,202004,Action/Adventure
4845,특수요원,202011,Action/Adventure
4846,오블리비언,201307,SF/Fantasy
4847,"지난여름,갑자기+남쪽으로간다",201301,Romance
4848,침묵의소리,202008,Animation/Family
4852,투캅스2,201301,Comedy
4854,에베레스트,201701,Action/Adventure
4854,에베레스트,201701,Action/Adventure
4858,하트비트라우드,201810,Comedy
4861,셰익스피어인러브(1998),202001,Romance
4863,미션(1986),201912,Historical/War
4865,인디아나존스-최후의성전,201402,Action/Adventure
4867,뫼비우스의악녀:붉은방,202012,Romance
4868,오살,202009,Thriller/Crime
4874,스타워즈:깨어난포스,201701,SF/Fantasy
4874,스타워즈:깨어난포스,201701,SF/Fantasy
4878,유열의음악앨범,201909,Romance
4884,뉴폴리스스토리[리마스터링],202006,Action/Adventure
4885,로데오카우보이,201807,Drama
4888,립반윙클의신부:스페셜에디션,201612,Romance
4891,당신이사랑하는동안에(2004),201907,Romance
4901,서바이벌리스트,201612,Action/Adventure
4911,더원아이러브,201907,SF/Fantasy
4912,곡성,201606,Thriller/Crime
4915,기담,201501,Horror
4916,언디스퓨티드(2002),201803,Drama
4919,양철북[무삭제감독판],201711,Historical/War
4922,28시간후:더비기닝,202007,Horror
4928,그레이의50가지그림자[무삭제],201612,Romance
4930,신기전,201904,Historical/War
4932,어벤져스오브저스티스,201911,Action/Adventure
4934,마션,201511,SF/Fantasy
4937,퍼스널쇼퍼,201704,Drama
4941,데드캠프:더파이널,202012,Horror
4943,샤오린2017:소림고수전,201710,Action/Adventure
4946,드래곤길들이기,201211,Animation/Family
4946,드래곤길들이기,201211,Animation/Family
4946,드래곤길들이기,201211,Action/Adventure
4955,캐리비안의해적:죽은자는말이없다,201806,SF/Fantasy
4956,비욘드라인,201911,Historical/War
4960,반칙왕,201603,Comedy
4965,라스트시프트,202102,Comedy
4971,가필드(2004),201903,Comedy
4976,타이탄,201504,SF/Fantasy
4978,우리는지금제네바로간다,202009,Historical/War
4982,이스케이프,201511,Thriller/Crime
4982,이스케이프,201511,Thriller/Crime
4982,이스케이프,201511,Thriller/Crime
4983,위스틸스틸더올드웨이,201901,Thriller/Crime
4987,염력,201803,Comedy
4994,"러브,비하인드",202003,Comedy
4998,떼시스,201611,Horror
4999,한니발(2001),201904,Thriller/Crime
5005,에일리언우주전쟁,202003,SF/Fantasy
5007,사라져버린,202101,Horror
5011,"오늘,우리2",202102,Drama
5012,크리스마스캐롤(2009),201811,SF/Fantasy
5016,나는전설이다,201505,SF/Fantasy
5017,무수단,201701,Thriller/Crime
5020,주먹왕랄프2:인터넷속으로,201902,Animation/Family
5020,주먹왕랄프2:인터넷속으로,201902,Animation/Family
5022,정상회담살인사건,201901,Drama
5026,오마이그랜파,201611,Comedy
5026,오마이그랜파,201611,Comedy
5029,소림사:인자무적,201909,Action/Adventure
5031,눈길(2017),201705,Drama
5036,첫사랑,202008,Other
5036,첫사랑,202008,Other
5038,오네긴,201304,Drama
5039,이클립스(2010),201812,SF/Fantasy
5042,발몽,201312,Romance
5049,라스트모히칸,202103,Historical/War
5050,더그레이(2011),201804,Drama
5051,스파이서바이버,201510,Action/Adventure
5051,스파이서바이버,201510,Action/Adventure
5058,화이트노이즈2,201507,Horror
5060,네버엔딩스토리(2012),202002,Romance
5063,근거리연애,201709,Romance
5076,킹덤(2019),202005,Drama
5076,킹덤(2019),202005,Drama
5081,아뉴스데이,201704,Animation/Family
5084,라스트특공대,202102,Historical/War
5085,코코,201802,Animation/Family
5085,코코,201802,Animation/Family
5087,보헤미안랩소디싱어롱추가팩,201901,Drama
5089,이동진의라이브톡-그린북,201902,Other
5096,왕의남자,201305,Drama
5098,스탠리의도시락,201612,Comedy
5099,셰임,201912,Drama
5104,아웃포스트(2020),202010,Historical/War
5104,아웃포스트(2020),202010,Historical/War
5107,테이크다운,201612,Action/Adventure
5110,무기여잘있거라,201508,Romance
5116,국가대표2,201609,Drama
5119,어글리돌,201907,Animation/Family
5121,레슬러,201805,Comedy
5122,태양을덮다,202103,Drama
5127,미키의환상의크리스마스,201712,Animation/Family
5131,나폴리:위험한유혹,201812,Thriller/Crime
5132,리바이어던,201504,Animation/Family
5134,포르투나의눈동자,201912,SF/Fantasy
5135,스파이더맨,200803,SF/Fantasy
5136,페어런트트랩,202004,Animation/Family
5142,스피닝맨,201904,Thriller/Crime
5144,로빈:살인자의유혹,201912,Thriller/Crime
5145,베리드(2010),201906,Drama
5153,아이엠(IAM),201210,Drama
5155,아슈라,202007,Horror
5157,천녀유혼3-도도도,202004,Horror
5165,레고DC코믹스:둠군단의공격,201508,Animation/Family
5167,메달리온[리마스터링],201401,Thriller/Crime
5168,비밀,201404,Romance
5168,비밀,201404,Romance
5168,비밀,201404,Romance
5168,비밀,201404,Romance
5170,빙봉협:시공행자,201904,SF/Fantasy
5178,위시어폰,201709,Horror
5181,사일런스,201703,Horror
5184,궁(2013),201903,Comedy
5188,하루(2017),201707,Drama
5188,하루(2017),201707,Drama
5188,하루(2017),201707,Drama
5188,하루(2017),201707,Drama
5189,듀데이트,201504,Comedy
5191,"[OCEAN공개]내어깨위고양이,밥2",202102,Animation/Family
5193,애나벨,201807,Horror
5194,드림랜드,202102,Animation/Family
5195,멀홀랜드드라이브,201710,Thriller/Crime
5197,오늘의연애,201502,Romance
5198,체포왕,201610,Comedy
5200,마음에부는바람,202011,Other
5202,헬릭스(2016),201612,Thriller/Crime
5203,레이디와트램프,201701,Animation/Family
5206,애프터:그후,202010,Romance
5214,레이디맥베스,201708,Drama
5218,어린왕자(2015),202102,SF/Fantasy
5220,원더우먼1984,202101,Action/Adventure
5221,리오,201505,Drama
5222,타타라사무라이,201807,Comedy
5228,경찰서를털어라(1999),202003,Thriller/Crime
5229,쥬라기공원3,201612,SF/Fantasy
5230,적인걸2:신도해왕의비밀[감독판],201901,Thriller/Crime
5231,인세인,202102,Thriller/Crime
5232,공작부인:세기의스캔들,201302,Historical/War
5234,K-19위도우메이커(2001),202002,Historical/War
5236,아가씨,201611,Romance
5237,크게될놈,201905,Drama
5240,하녀(2010),201612,Romance
5240,하녀(2010),201612,Romance
5241,두개의달,201208,Horror
5244,리틀프린세스소피아:진정한용기,201901,SF/Fantasy
5244,리틀프린세스소피아:진정한용기,201901,SF/Fantasy
5251,직쏘,201801,Horror
5253,글루미선데이(1999),201611,Drama
5262,핀란드메탈밴드,202004,Comedy
5263,미드웨이(2019),202001,Drama
5264,택시3,202004,Comedy
5266,인투더스톰,201504,Action/Adventure
5269,토이스토리4,201910,Animation/Family
5269,토이스토리4,201910,Animation/Family
5271,아이덴티티(2003),201707,Action/Adventure
5272,노벰버크리미널즈,201908,Thriller/Crime
5280,명당,201810,Historical/War
5282,더마우스,201907,Animation/Family
5283,연애의맛[무삭제판],201505,Romance
5284,밀애,201906,Romance
5284,밀애,201906,Romance
5287,명탐정피카츄,201906,Action/Adventure
5287,명탐정피카츄,201906,Action/Adventure
5290,바르게살자,201304,Comedy
5297,데스노트:더뉴월드,201704,Thriller/Crime
5298,해바라기,201301,Action/Adventure
5306,108영웅:전설의무공,201905,Action/Adventure
5308,아이스틸씨유,201901,SF/Fantasy
5312,갈리폴리:최악의상륙작전,201611,Historical/War
5316,소년들은쏘아올린불꽃을옆에서보고싶었다,201712,Documentary
5322,아쿠아맨,201901,Action/Adventure
5326,더블패티,202103,Drama
5329,식스틴블럭[특별판],201911,Thriller/Crime
5331,파라다이스힐스,202003,SF/Fantasy
5333,닌자어쌔신,201504,Drama
5336,퓨리,201412,Drama
5337,배심원들,201906,Drama
5344,셜록홈즈,201504,Thriller/Crime
5347,겟리치오어다이트라잉,201911,Thriller/Crime
5348,장교와스파이,202012,Drama
5351,에어포스원,201707,Drama
5352,맨오브스틸,201503,SF/Fantasy
5361,어메이징스파이더맨2,201503,SF/Fantasy
5370,파리의연인들,202102,Romance
5373,로드투로마,201712,Romance
5375,바베트의만찬(1996),201910,Drama
5377,해피해피브레드,201208,Drama
5385,덩케르크,201712,Historical/War
5388,침묵,201711,Thriller/Crime
5389,아버지를위한노래,201901,Thriller/Crime
5395,타잔(1999),201404,Animation/Family
5396,자헤드:그들만의전쟁,201606,Historical/War
5397,즐거운인생,201303,Drama
5398,데스위시(2018),201810,Thriller/Crime
5398,데스위시(2018),201810,Thriller/Crime
5400,데스레이스(2008),201405,Action/Adventure
5405,올드보이[리마스터링],201312,Action/Adventure
5406,엘♥디케이러브하우스,201911,Romance
5411,인턴형사오견식,201907,Thriller/Crime
5413,더크리미널마인드:공공의적,201808,Thriller/Crime
5414,다만악에서구하소서,202009,Thriller/Crime
5416,라이프(2017),202002,Action/Adventure
5419,아이필프리티,201807,Comedy
5422,해피댄싱,201811,Drama
5424,트윈스터즈,202002,Documentary
5427,챔피언프로그램,201604,Drama
5434,모비딕(2011),201901,Drama
5437,"열여덟,열아홉",201612,Romance
5438,제7기사단,202006,Action/Adventure
5441,콜로니,201402,Drama
5445,소드마스터:절대강호의죽음,201706,Action/Adventure
5447,악마의씨,202102,Horror
5451,다크아이리스,201810,SF/Fantasy
5460,비독:파리의황제,202009,Thriller/Crime
5463,리턴투센더,201701,Thriller/Crime
5464,그여자작사그남자작곡,201505,Romance
5466,샷콜러,201805,Thriller/Crime
5468,다이하드2,201510,Action/Adventure
5469,클린스킨,201401,Thriller/Crime
5470,고질라(2014),201610,SF/Fantasy
5470,고질라(2014),201610,SF/Fantasy
5470,고질라(2014),201610,SF/Fantasy
5474,러브레터(1995),202101,Romance
5475,도살자들:돌아온텍사스전기톱살인자,202102,Horror
5483,인간실격,202005,SF/Fantasy
5483,인간실격,202005,SF/Fantasy
5487,조(2019),201907,Drama
5487,조(2019),201907,Drama
5489,플라워쇼,201611,Animation/Family
5492,더컨덕터,201911,Drama
5493,뷰티인더글라스,202102,SF/Fantasy
5494,스파이게임,201304,Thriller/Crime
5496,포스카인드,201911,SF/Fantasy
5499,함정(2015),202102,Drama
5499,함정(2015),202102,Drama
5499,함정(2015),202102,Drama
5502,워킹위드더데드,201902,Horror
5508,마더!,201711,Thriller/Crime
5512,신밧드:7대양의전설,201811,SF/Fantasy
5514,고양이와할아버지,202004,Drama
5517,선생님과길고양이,202004,Comedy
5519,적인걸4-신탐천하,201908,Action/Adventure
5520,겟아웃,201706,Horror
5522,침입자들,201909,Other
5523,하늘에서음식이내린다면2,201312,Comedy
5532,투빅맨,202010,Comedy
5535,배틀로얄[무삭제판],201606,Drama
5536,에멜리,202012,Thriller/Crime
5537,퍼펙트게임(2011),201807,Drama
5540,더콘서트,201307,Comedy
5541,13구역:크로스파이어,201205,Thriller/Crime
5542,벽속에숨은마법시계,201812,Horror
