feature_set_name,safe_model_feature_name,AARRR_stage,feature_family,timing_family,caveat_flag,caveat_reason,needs_user_review,interpretation_guardrail,cohort_2x2_label,n,positive_count,positive_rate,missing_count
expanded_feature_set,reg_hour_morning,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",promotion_nonrepurchase,3867,550,0.1422291181794673,0
expanded_feature_set,reg_hour_morning,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",promotion_repurchase,8037,1184,0.14731865123802415,0
expanded_feature_set,reg_hour_night,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",nonpromotion_nonrepurchase,2655,504,0.18983050847457628,0
expanded_feature_set,reg_hour_night,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",nonpromotion_repurchase,8520,1592,0.18685446009389672,0
expanded_feature_set,reg_hour_night,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",promotion_nonrepurchase,3867,674,0.1742953193690199,0
expanded_feature_set,reg_hour_night,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",promotion_repurchase,8037,1417,0.17630956824685828,0
expanded_feature_set,reg_is_weekend,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",nonpromotion_nonrepurchase,2655,844,0.3178907721280603,0
expanded_feature_set,reg_is_weekend,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",nonpromotion_repurchase,8520,2968,0.3483568075117371,0
expanded_feature_set,reg_is_weekend,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",promotion_nonrepurchase,3867,1448,0.3744504784070339,0
expanded_feature_set,reg_is_weekend,Acquisition_context,membership_context,registration_or_payment_context,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",promotion_repurchase,8037,3043,0.37862386462610426,0
