no,column_name,presentation_label_ko,presentation_label_en,window,feature_family,interpretation_group,value_type,modeling_role,source_stage,source_table,used_in_any_feature_set,used_in_primary_model,used_in_stage07r_true_shap,shap_rank,mean_abs_shap,example_values_or_range,missing_rate,unique_count,calculation_logic,plain_interpretation,caution,target_adjacent_or_redundancy_flag,final_use_recommendation,do_not_claim
107,w1_4_max_daily_watch_time,1~4주 일 최대 시청 시간,w1 4 max daily watch time,w1_4,usage,session_intensity,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=119.0, max=1248.0",0.0,668,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
108,w1_4_max_day_share,1~4주 최대 시청일 집중도,w1 4 max day share,w1_4,usage,session_intensity,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.548117, max=1.0",0.0,12853,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
109,w1_4_one_minute_watch_count,1~4주 1분 시청 횟수,w1 4 one minute watch count,w1_4,usage,short_watch_behavior,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=41",0.0,35,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
110,w1_4_short_watch_count_le5,1~4주 5분 이하 짧은 시청 횟수,w1 4 short watch count le5,w1_4,usage,short_watch_behavior,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=57",0.0,40,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
111,w1_4_short_watch_time_le5,1~4주 5분 이하 짧은 시청 시간,w1 4 short watch time le5,w1_4,usage,short_watch_behavior,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=2.0, max=109.0",0.0,60,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
112,w1_4_week4_watch_time,1~4주 4주차 시청 시간,w1 4 week4 watch time,w1_4,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=3455.0",0.0,585,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
113,w1_4_week4_sessions,1~4주 4주차 세션 수,w1 4 week4 sessions,w1_4,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=44",0.0,30,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
114,w1_4_week4_ratio,1~4주 4주차 시청 비중,w1 4 week4 ratio,w1_4,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=1.0",0.0,4086,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
115,w1_4_w4_minus_w1_watch_time,1~4주 w4 minus w1 watch time,w1 4 w4 minus w1 watch time,w1_4,usage,week_to_week_delta,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=-4766.0, median=-12.0, max=3188.0",0.0,1377,두 주차의 시청 시간 차이입니다.,주차 간 시청량 증가 또는 감소 흐름입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
116,w1_4_w4_minus_w3_watch_time,1~4주 w4 minus w3 watch time,w1 4 w4 minus w3 watch time,w1_4,usage,week_to_week_delta,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=-2297.0, median=-11.0, max=2261.0",0.0,1304,두 주차의 시청 시간 차이입니다.,주차 간 시청량 증가 또는 감소 흐름입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
