MovieCd,movieNm(api),movieNmEn,showTm,prdtYear,openDt,typeNm,nationNm,genreNm,directors,actors,watchGrade,wavve_title
20081453,이스턴 프라미스,Eastern Promises,100.0,2007.0,20081211.0,장편,미국,드라마|범죄|스릴러,데이빗 크로넨버그,비고 모텐슨|나오미 왓츠,청소년관람불가,이스턴프라미스[리마스터링]
20040790,뉴 폴리스 스토리,New Police Story,121.0,2004.0,20050121.0,장편,홍콩,액션,진목승,성룡|사정봉,15세관람가,뉴폴리스스토리[리마스터링]
19968054,데이라잇,Daylight,114.0,1996.0,19961221.0,장편,미국,액션|어드벤처|드라마|스릴러,롭 코헨,실베스터 스탤론|에이미 브렌너먼|댄 헤다야|제이 O. 샌더스,중학생이상관람가,데이라잇(1996)
19418001,아기 코끼리 덤보,Dumbo,64.0,1941.0,,장편,미국,애니메이션,벤 샤프스틴,헤르만 빙|스털링 할러웨이,,아기코끼리덤보
20147688,로베르토의 특별한 일주일,Un Cuento Chino,93.0,2011.0,20160407.0,장편,아르헨티나,코미디,세바스챤 보렌스타인,리카도 다린|뮤리엘 산타 아나,12세이상관람가,로베르토의특별한일주일
20168742,아우토반,Autobahn,98.0,2016.0,20170322.0,장편,영국|독일,액션|스릴러,에란 크리비,니콜라스 홀트|펠리시티 존스|안소니 홉킨스|벤 킹슬리,15세이상관람가,아우토반(2017)
20187322,"힘을 내요, 미스터 리","CHEER UP, MR. LEE",110.0,2019.0,20190911.0,장편,한국,코미디|드라마,이계벽,차승원|엄채영|박해준|정원중|김혜옥,12세이상관람가,"힘을내요,미스터리"
20175943,주키퍼스 와이프,The Zookeeper's wife,126.0,2017.0,20171012.0,장편,미국|영국,드라마|전쟁,니키 카로,제시카 차스테인|다니엘 브륄|요한 헬덴베르그,12세이상관람가,주키퍼스와이프
20193859,사라진 시간,ME AND ME,104.0,2019.0,20200618.0,장편,한국,미스터리|드라마,정진영,조진웅|배수빈|정해균|차수연|장원영,15세이상관람가,[OCEAN공개]사라진시간(2019)
20251633,커넥트,Connected,12.0,2022.0,,단편,이탈리아,드라마,,,,[OCEAN공개]커넥트(2020)
20202368,"내 어깨 위 고양이, 밥 2",A Gift from Bob,91.0,2020.0,20201224.0,장편,영국,가족|드라마,찰스 마틴 스미스,루크 트레더웨이,전체관람가,"[OCEAN공개]내어깨위고양이,밥2"
20209021,런 보이 런,RUN BOY RUN,90.0,2020.0,20200528.0,장편,한국,드라마,오원재,장동윤|서벽준|신표|한이진|장명운,15세이상관람가,[OCEAN공개]런보이런
20197277,#아이엠히어,#iamhere,97.0,2019.0,20210114.0,장편,프랑스,멜로/로맨스|코미디,에릭 라티고,알랭 샤바|배두나|이명자|선종남|김자금,12세이상관람가,[OCEAN공개]#아이엠히어
20048945,침입자,The Intruder,130.0,2004.0,,장편,프랑스,드라마,클레르 드니,미셸 쉬보르|그레고리 콜린,,[OCEAN공개]침입자(2020)
20203689,마이 미씽 발렌타인,My Missing Valentine,119.0,2020.0,20210114.0,장편,기타,멜로/로맨스|코미디,진옥훈,유관정|이패유,12세이상관람가,[OCEAN공개]마이미씽발렌타인
20163164,본 투 비 블루,Born to Be Blue,97.0,2015.0,20160609.0,장편,캐나다|영국|미국,드라마,로버트 뷔드로,에단 호크|카르멘 에조고,청소년관람불가,본투비블루
20124399,반창꼬,Love 911,120.0,2012.0,20121219.0,장편,한국,멜로/로맨스,정기훈,고수|한효주|마동석|김성오|쥬니,15세이상관람가,반창꼬(2012)
20196293,파비안느에 관한 진실,The Truth,107.0,2019.0,20191205.0,장편,프랑스,드라마,고레에다 히로카즈,까뜨린느 드뇌브|줄리엣 비노쉬|에단 호크,12세이상관람가,파비안느에관한진실
20131246,엔더스 게임,Ender's Game,113.0,2013.0,20131231.0,장편,미국,SF|액션|어드벤처,개빈 후드,해리슨 포드|에이사 버터필드|헤일리 스테인펠드|비올라 데이비스|아비게일 브레스린,12세이상관람가,엔더스게임
20190826,해피 해피 레스토랑,Restaurant from the sky,125.0,2018.0,20200514.0,장편,일본,가족,후카가와 요시히로,오오이즈미 요|혼조 마나미|오카다 마사키,전체관람가,해피해피레스토랑
20215862,라스트 레터,Last Letter,120.0,2018.0,20210224.0,장편,일본,멜로/로맨스,이와이 슌지,마츠 다카코|히로세 스즈|안노 히데아키|모리 나나|토요카와 에츠시,전체관람가,라스트레터(2018)[별도편성][예고편]
20183401,봄이가도,After Spring,75.0,2017.0,20180913.0,장편,한국,드라마,전신환|진청하|장준엽,유재명|전미선|전석호|김혜준|정희태,12세이상관람가,봄이가도
20165802,바탈리온,Battalion,128.0,2015.0,20161019.0,장편,러시아,전쟁|액션,드미트리 메스히예프,마리아 아로노바,15세이상관람가,바탈리온
20192751,찬실이는 복도 많지,Lucky Chan-sil,95.0,2019.0,20200305.0,장편,한국,드라마|멜로/로맨스|판타지,김초희,강말금|윤여정|김영민|윤승아|배유람,전체관람가,찬실이는복도많지
20030096,컨페션,Confessions Of A Dangerous Mind,113.0,2002.0,20030725.0,장편,미국,드라마|범죄,조지 클루니,조지 클루니|줄리아 로버츠|드류 베리모어,18세관람가,컨페션
20130001,스티븐 시걸의 리벤지,true justice : vengeance is mine,90.0,2012.0,20130628.0,장편,미국,액션,키오니 왁스먼,스티븐 시걸|사라 린드,청소년관람불가,스티븐시걸의리벤지
20181925,다크 아이리스,Dark Iris,105.0,2018.0,20181108.0,장편,미국,SF|스릴러,,,청소년관람불가,다크아이리스
20154522,가슴 노출을 허하라!,Free the Nipple,78.0,2014.0,20150919.0,장편,미국,코미디|드라마,리나 에스코,리나 에스코|롤라 커크|모니크 콜만,15세이상관람가,가슴노출을허하라!
20081535,눈먼자들의 도시,Blindness,120.0,2008.0,20081120.0,장편,캐나다|일본|브라질,드라마|멜로/로맨스|스릴러|미스터리,페르난도 메이렐레스,줄리안 무어|마크 러팔로,청소년관람불가,눈먼자들의도시(2008)
20196774,바람의 언덕,The Hill of Wind,106.0,2019.0,20200423.0,장편,한국,드라마,박석영,정은경|장선|김태희|김준배|장해금,전체관람가,바람의언덕
20207492,봉쇄수도원 카르투시오,The Carthusian Cloistered Monastery,96.0,2020.0,20201119.0,장편,한국,다큐멘터리,김동일,,전체관람가,봉쇄수도원카르투시오
20070659,캔사스 시티,Kansas City,115.0,1996.0,,장편,미국|프랑스,범죄|기타|스릴러,로버트 알트만,제니퍼 제이슨 리|미란다 리차드슨|해리 벨라폰테,18세 미만인 자는 관람할 수 없는 등급,캔사스시티
20234684,그녀에게,Blesser,105.0,2023.0,20240911.0,장편,한국,드라마,이상철,김재화|성도현|빈주원|이하린|정지인,12세이상관람가,그녀에게[리마스터링]
20147687,러브 인 비즈니스클래스,Love is in the air,97.0,2013.0,20140320.0,장편,프랑스,멜로/로맨스,알렉상드르 카스타그네티,루디빈 사니에|니콜라스 베도스|조나단 코헨,청소년관람불가,러브인비즈니스클래스
20125343,캠퍼스 S 커플,Campus S Couple,108.0,2011.0,20140515.0,장편,한국,멜로/로맨스|드라마|코미디,송창용,최필립|문보령|서효명|박란|백재호,청소년관람불가,캠퍼스S커플
20148649,영주의 애인,Belle du seigneur,104.0,2012.0,20140417.0,장편,프랑스,드라마|멜로/로맨스,그레니오 봉데,조나단 리스 마이어스|나탈리아 보디아노바|에드 스토파드,청소년관람불가,영주의애인
20060111,스윙어스,Swingers,96.0,2002.0,20060511.0,장편,네덜란드,멜로/로맨스,스테판 브랜닝크메여,엘렌 반 데르 고흐|닝크 브링크하이스|데니 드 콕|욥 셀틴스,18세관람가,스윙어스
20134503,굿모닝 하트에이크,Good Morning Heartache,96.0,2008.0,20140109.0,장편,이탈리아,멜로/로맨스,안나 네그리,알바 로르와처|마르코 포쉬|발렌티나 로도비니|마시모 드 산티스,청소년관람불가,굿모닝하트에이크
20136291,여자가 사랑할때,Leaving,84.0,2009.0,20131205.0,장편,프랑스,드라마,까뜨린느 꼬르시니,크리스틴 스콧 토마스|세르지 로페즈,청소년관람불가,여자가사랑할때
20172702,세 번째 살인,The Third Murder,124.0,2017.0,20171214.0,장편,일본,스릴러,고레에다 히로카즈,후쿠야마 마사하루|야쿠쇼 코지|히로세 스즈,15세이상관람가,세번째살인
19960314,홍콩 레옹,Hong Kong Leon,86.0,1996.0,19961102.0,장편,홍콩,코미디,유진위,주성치|막문위|양가인,고등학생이상관람가,홍콩레옹
20160522,아기와 나,Baby Beside Me,113.0,2016.0,20171123.0,장편,한국,드라마,손태겸,이이경|정연주|조경창|오희준|류경수,15세이상관람가,아기와나(2017)
20181199,계절과 계절 사이,Between the Seasons,98.0,2018.0,20191003.0,장편,한국,드라마|멜로/로맨스,김준식,이영진|윤혜리|김영민|오하늬|양정원,15세이상관람가,계절과계절사이
20202703,뱅가드,Vanguard,107.0,2020.0,20201230.0,장편,중국,액션,당계례,성룡|양양,12세이상관람가,뱅가드[별도편성][예고편]
20164501,미스 페레그린과 이상한 아이들의 집,Miss Peregrine's Home For Peculiar Children,126.0,2016.0,20160928.0,장편,미국|벨기에|영국,미스터리|판타지,팀 버튼,에바 그린|사무엘 L. 잭슨|에이사 버터필드|앨리슨 제니|킴 디킨스,12세이상관람가,미스페레그린과이상한아이들의집
20120104,가시꽃,Fatal,103.0,2012.0,20130822.0,장편,한국,드라마,이돈구,남연우|양조아|홍정호|강기둥|김희성,청소년관람불가,가시꽃
19980017,실락원,Paradise Lost,100.0,1998.0,19980912.0,장편,한국,멜로/로맨스|드라마,장길수,김종철|이영하|심혜진|김기현|김일우,18세 미만인 자는 관람할 수 없는 등급,실락원
20202552,특공황비,Princess the Secret Service Part 1,93.0,2018.0,,장편,중국,액션,,장양,,특공황비
20030061,와일드 카드,Wild Card,114.0,2003.0,20030516.0,장편,한국,범죄,김유진,양동근|정진영|기주봉|이동규|한채영,18세관람가,와일드카드(2015)
20183666,미스터 앤 미스터 대디,Ideal Home,91.0,2018.0,20181122.0,장편,미국,코미디|드라마,앤드류 플레밍,폴 러드|스티브 쿠건|케이트 월쉬|알리슨 필,15세이상관람가,미스터앤미스터대디
20208241,하이큐!! 또 다른 도전,"Haikyu!! OVA1, Haikyu!! OVA2 and Haikyu!! OVA3",68.0,2019.0,20200514.0,장편,일본,애니메이션,미츠나카 스스무,,12세이상관람가,하이큐!!또다른도전
20215825,퍼펙트 건맨,Never Grow Old,100.0,2020.0,,장편,기타,드라마|서부극(웨스턴),이반 캐바나,에밀 허쉬|존 쿠삭|데보라 프랑수아,15세이상관람가,퍼펙트건맨
20166801,걸스 로스트,Girls Lost,105.0,2015.0,,장편,스웨덴,드라마,알렉산드라-테레세 케이닝,사이먼 세테그렌|조세핀 넬든|알렉산더 구스타브슨,청소년관람불가,걸스로스트
20205163,마틴 에덴,Martin Eden,128.0,2019.0,20201029.0,장편,이탈리아,드라마|멜로/로맨스,피에트로 마르첼로,루카 마리넬리,12세이상관람가,마틴에덴
20080703,아오이 유우의 편지,Letters From Nirai Kanai,109.0,2005.0,20080605.0,장편,일본,드라마,쿠마자와 나오토,아오이 유우|미나미 카호,전체관람가,아오이유우의편지
20147970,그레이트 뷰티,The Great Beauty,140.0,2013.0,20140612.0,장편,이탈리아|프랑스,드라마,파올로 소렌티노,토니 세르빌로,청소년관람불가,그레이트뷰티
20167906,마이펫 오지,RUN OZZY RUN,89.0,2016.0,20170216.0,장편,스페인|캐나다,애니메이션|어드벤처,알베르토 로드리게즈,,전체관람가,마이펫오지
20018890,리턴 투 아나콘다,Beneath Loch Ness,96.0,2001.0,,장편,미국,액션|공포(호러)|스릴러,척 코미스키,패트릭 버긴|리세트 안소니|브라이언 위머,15세관람가,리턴투아나콘다
20136968,제인 에어,Jane Eyre,98.0,1944.0,,장편,미국,드라마,로버트 스티븐슨,오손 웰즈|조안 폰테인,,제인에어(1944)
19578010,왕자와 무희,The Prince and the Showgirl,115.0,1957.0,,장편,미국|영국,코미디|드라마,로렌스 올리비에,리차드 와티스|데이빗 혼|제레미 스펜서|시빌 손다이크|로렌스 올리비에,,왕자와무희
19980089,굿 윌 헌팅,Good Will Hunting,126.0,1997.0,19980321.0,장편,미국,드라마,구스 반 산트,맷 데이먼|로빈 윌리엄스,15세 미만인 자는 관람할 수 없는 등급 ,굿윌헌팅
20232256,삼총사,THE THREE MUSKETEERS,98.0,2023.0,20230825.0,장편,영국,액션,,벤 프리먼,12세이상관람가,삼총사[2D]
20181623,벌새,Humming Bird,29.0,2017.0,,단편,한국,드라마,김재영,김영|정지소|차영남,,벌새
20145085,세인트 빈센트,St. Vincent,101.0,2014.0,20150305.0,장편,미국,코미디|드라마,데오도르 멜피,빌 머레이|나오미 왓츠|멜리사 맥카시|테렌스 하워드|제이든 리버허,12세이상관람가,세인트빈센트
20020142,소림축구,Shaolin Soccer,87.0,2001.0,20020516.0,장편,홍콩,코미디,주성치,오맹달|주성치|조미,전체관람가,소림축구
20205841,더 터닝,The Turning,94.0,2020.0,20200402.0,장편,미국,미스터리|공포(호러),플로리아 시지스몬디,맥켄지 데이비스|핀 울프하드,15세이상관람가,더터닝
20197461,엔젤 오브 마인,Angel of Mine,,2019.0,20191030.0,장편,미국,드라마|스릴러,킴 파란트,누미 라파스|이본 스트라호프스키|루크 에반스,15세이상관람가,엔젤오브마인
20119418,생텀,Sanctum,108.0,2010.0,20110210.0,장편,미국|호주,어드벤처|드라마|액션|스릴러,앨리스터 그리어슨,이안 그루퍼드|리차드 록스버그|라이스 웨이크필드|댄 와일리,15세이상관람가,생텀(2010)
19920241,인도차이나,Indochina,153.0,1992.0,19920711.0,장편,프랑스,드라마|멜로/로맨스,레지스 와그니어,까뜨린느 드뇌브|벵상 뻬레|장 이안,고등학생이상관람가,인도차이나
20078552,니 말을 믿으라는 거야?,,90.0,2007.0,,장편,한국,드라마,윤여창,한여름|이정우|김혜나|권민,청소년관람불가,니말을믿으라는거야?
20070056,스파이더맨 3,Spider-Man 3,139.0,,20070501.0,장편,미국,액션|SF,샘 레이미,토비 맥과이어|커스틴 던스트,12세이상관람가,스파이더맨3[확장판]
20207106,자금성 금의위,Battle of Huazhu,92.0,2018.0,,장편,중국,액션,류신의,,,자금성금의위
20214896,검신의 제국 1,Messy Inn,67.0,2020.0,,장편,홍콩,기타,오적,,,검신의제국1
19900261,소오강호,Swords Man,117.0,1990.0,19900804.0,장편,홍콩,SF|액션,서극,엽동|허관걸|장학우|장민,중학생이상관람가,소오강호[리마스터링]
20147856,주윤발의 도성풍운,From Vegas to Macau,93.0,2013.0,20140306.0,장편,홍콩,액션|코미디,왕정,주윤발|사정봉,15세이상관람가,주윤발의도성풍운
20164062,이터너티,Eternite,114.0,2016.0,20170518.0,장편,프랑스,멜로/로맨스,트란 안 홍,멜라니 로랑|오드리 토투|베레니스 베조|제레미 레니에|펠릭스 보쉬,12세이상관람가,이터너티
20148877,그레이스 오브 모나코,Grace of Monaco,102.0,2014.0,20140618.0,장편,프랑스|미국|벨기에|이탈리아,드라마,올리비에 다한,니콜 키드먼|팀 로스|프랭크 란젤라,12세이상관람가,그레이스오브모나코
20113916,러브픽션,Love Fiction,121.0,2011.0,20120229.0,장편,한국,멜로/로맨스|코미디,전계수,하정우|공효진|김재화|이병준|지진희,15세이상관람가,러브픽션
20191106,영화로운 나날,Film Adventure,86.0,2019.0,20191212.0,장편,한국,멜로/로맨스|드라마|판타지,이상덕,조현철|김아현|조현철|서현우|전석호,12세이상관람가,영화로운나날
20190002,롱 샷,LONG SHOT,124.0,2019.0,20190724.0,장편,미국,코미디,조나단 레빈,샤를리즈 테론|세스 로건,15세이상관람가,롱샷
20111353,뷰티풀 보이,Beautiful Boy,100.0,2010.0,,장편,미국,드라마,숀 쿠,마이클 쉰|마리아 벨로,,뷰티풀보이
20200162,소년시절의 너,Better Days,135.0,2019.0,20200709.0,장편,중국,멜로/로맨스|드라마|범죄|가족,증국상,주동우,15세이상관람가,소년시절의너
20183072,어멍,Eomung,95.0,2018.0,20191121.0,장편,한국,드라마,고훈,문희경|어성욱|김은주|염정훈|김민경,15세이상관람가,어멍
20141111,"님아, 그 강을 건너지 마오","My Love, Don't Cross That River",85.0,2014.0,20141127.0,장편,한국,다큐멘터리,진모영,조병만|강계열,전체관람가,"님아,그강을건너지마오"
20214962,검신의 제국 2,The Treasure of Sward,67.0,2020.0,,장편,홍콩,기타,오적,,,검신의제국2
20193942,요괴외전,Immortal & Demos,75.0,2018.0,,장편,중국,판타지,동위,,,요괴외전
20040784,시티 오브 갓,City Of God,129.0,2002.0,20051104.0,장편,미국,드라마|액션|스릴러|범죄,페르난도 메이렐레스|카티아 런드,알렉산드레 로드리게즈|레안드로 피르미노,18세관람가,시티오브갓(2002)
20048103,오션스 트웰브,Ocean's Twelve,125.0,2004.0,20050107.0,장편,호주|미국,범죄|코미디,스티븐 소더버그,맷 데이먼|조지 클루니|앤디 가르시아|브래드 피트,12세이상관람가,오션스트웰브
20060121,안소니 짐머,Anthony Zimmer,88.0,2005.0,20060511.0,장편,프랑스,스릴러,제롬 샬레,이반 아탈|소피 마르소,12세관람가,안소니짐머(2005)
20158483,오빠생각,A Melody to Remember,123.0,2015.0,20160121.0,장편,한국,드라마|전쟁,이한,임시완|고아성|이희준|김현빈|이준혁,12세이상관람가,오빠생각
20048977,미스테리어스 스킨,Mysterious Skin,105.0,2004.0,20171123.0,장편,미국|네덜란드,드라마,그렉 아라키,조셉 고든 레빗|브래디 코베|엘리자베스 슈,청소년관람불가,미스테리어스스킨
20161598,산이 울다,Mountain Cry,107.0,2015.0,20160525.0,장편,중국,드라마|멜로/로맨스,래리 양,량예팅|왕쯔이,15세이상관람가,산이울다
20204357,13구역 - 언리미티드,Defying Chase,86.0,2018.0,,장편,중국,액션,,데이빗 벨,,13구역-언리미티드
20204326,문신을 한 신부님,Corpus Christi,115.0,2019.0,20200213.0,장편,폴란드|프랑스,드라마,얀 코마사,바르토시 비엘레니아,15세이상관람가,문신을한신부님
20216622,은밀하고도 매혹적인 비밀수업:착한여자,Upon Further Reflections,80.0,2020.0,20210226.0,장편,미국,멜로/로맨스,,,청소년관람불가,은밀하고도매혹적인비밀수업:착한여자
20182890,인디펜던스 데이,Independence Day,26.0,2017.0,,단편,한국,드라마,김래원,기주봉,,인디펜던스데이[리마스터링]
20241489,상흔,Scar,5.0,1984.0,,단편,한국,애니메이션,,,,상흔
20050027,코러스,The Chorus,97.0,2004.0,20050303.0,장편,프랑스,드라마,크리스토퍼 파라티에,제라르 쥐노,전체관람가,코러스(2004)
20010130,빌리 엘리어트,Billy Elliot,110.0,2000.0,20010216.0,장편,영국|프랑스,가족|드라마,스티븐 달드리,제이미 벨|줄리 월터스,12세관람가,빌리엘리어트(2000)
20139674,더 아이덴티티,The Fifth Patient,95.0,2007.0,,장편,미국,드라마|스릴러,아미르 만,닉 친런드|이삭 드 번콜,,더아이덴티티
20170383,모놀리스,Monolith,84.0,2016.0,20170420.0,장편,이탈리아,드라마|스릴러,이반 실베스트리니,카트리나 보우든,12세이상관람가,모놀리스
20060173,패스트 앤 퓨리어스 도쿄 드리프트,The Fast And The Furious : Tokyo Drift,103.0,2006.0,20060720.0,장편,미국,액션|범죄,저스틴 린,루카스 블랙|성 강|브라이언 티,12세관람가,패스트앤퓨리어스-도쿄드리프트
20010237,기사 윌리엄,A Knight's Tale,131.0,2001.0,20010823.0,장편,미국,액션|어드벤처|코미디,브라이언 헬겔랜드,히스 레저|마크 애디,12세관람가,기사윌리엄(2001)
2022B538,미녀와 야수,Beauty and the Beast,,1997.0,,온라인전용,미국,기타,,,,미녀와야수(2017)[싱어롱]
20124726,스탠리의 도시락,Stanley's Tiffin Box,95.0,2011.0,20120308.0,장편,인도,드라마|코미디,아몰 굽트,파토르 A. 굽트,전체관람가,스탠리의도시락
20080857,음식남녀,"Eat, Drink, Man, Woman",124.0,1994.0,19941029.0,장편,대만|미국,드라마,이안,오천련|양귀매,고등학생이상관람가,음식남녀(1994)
20183842,시인 할매,Poet Mom,,2019.0,,장편,한국,코미디,노홍식,정송규|정용규|정태봉|정판용,,시인할매
20158885,이웃집에 신이 산다,The Brand New Testament,114.0,2015.0,20151224.0,장편,벨기에|프랑스|룩셈부르크,코미디,자코 반 도마엘,브누와 뽀엘부르드|욜랭드 모로|까뜨린느 드뇌브,청소년관람불가,이웃집에신이산다
20040695,이프 온리,If Only,95.0,2004.0,20041029.0,장편,미국,멜로/로맨스|판타지,길 정거,제니퍼 러브 휴잇|폴 니콜스,15세관람가,이프온리(2004)
20060056,원초적 본능 2,Basic Instinct 2: Risk Addiction,113.0,2006.0,20060330.0,장편,미국,스릴러,프레드 올렌 레이|마이클 카튼-존스,샤론 스톤|데이비드 모리시,18세관람가,원초적본능2[리마스터링]
20174742,사랑과 욕망의 짐노페디,Aroused by Gymnopedies,82.0,2016.0,20170706.0,장편,일본,드라마|멜로/로맨스,유키사다 이사오,이타오 이츠지|아시나 스미레,청소년관람불가,사랑과욕망의짐노페디
20190461,프랑스여자,A French Woman,88.0,2019.0,20200604.0,장편,한국,드라마,김희정,김호정|김지영|김영민|류아벨|김예은,15세이상관람가,프랑스여자
20113532,미쓰GO,Miss Conspirator,115.0,2012.0,20120621.0,장편,한국,액션|코미디|범죄,박철관,고현정|유해진|성동일|이문식|고창석,15세이상관람가,미쓰GO(2012)
20195483,에이브의 쿠킹 다이어리,Abe,86.0,2018.0,20200624.0,장편,브라질,드라마,,노아 슈나프|세우 조르지,전체관람가,에이브의쿠킹다이어리
20126027,버니드롭,Usagi doroppu,114.0,2011.0,20120510.0,장편,일본,드라마|코미디,사부,마츠야마 켄이치|아시다 마나|카리나,전체관람가,버니드롭(2011)
20098879,마인드 헌터,Die Unbesiegbaren,93.0,2000.0,,장편,독일,액션,제이콥 스카우펠렌,보탄 빌케 모링|실비아 크리스텔,,마인드헌터(2004)
20010013,봄날은 간다,One Fine Spring Day,113.0,2001.0,20010928.0,장편,한국,드라마,허진호,유지태|이영애|박인환|신신애|김태진,15세관람가,봄날은간다
20147728,포화속의 우정,Generation War,122.0,2013.0,20140227.0,장편,독일,전쟁|드라마,필립 카델바흐,톰 쉴링,15세이상관람가,포화속의우정
20038981,쉐이드,Shade,94.0,2003.0,,장편,미국,범죄|스릴러,데미안 니먼,실베스터 스탤론|멜라니 그리피스|가브리엘 번,15세관람가,쉐이드
2022A214,딜린저,Dillinger,,1973.0,,온라인전용,미국,드라마,,,,딜린저
20172244,치즈인더트랩,Cheese in the Trap,116.0,2017.0,20180314.0,장편,한국,멜로/로맨스|스릴러,김제영,박해진|오연서|박기웅|유인영|오종혁,15세이상관람가,치즈인더트랩(2018)
20127593,7번방의 선물,Miracle in Cell No.7,127.0,2012.0,20130123.0,장편,한국,코미디|드라마,이환경,류승룡|박신혜|갈소원|오달수|박원상,15세이상관람가,7번방의선물
20020287,트랩트,Trapped,105.0,2002.0,20021120.0,장편,미국,액션,루이스 만도키,코트니 러브|샤를리즈 테론,18세관람가,트랩트(2002)
20144121,폭스캐처,Foxcatcher,134.0,2014.0,20150205.0,장편,미국,드라마|스릴러,베넷 밀러,채닝 테이텀|스티브 카렐|마크 러팔로,청소년관람불가,폭스캐처
20191783,열두 번째 용의자,The 12th Suspect,101.0,2019.0,20191010.0,장편,한국,미스터리|스릴러,고명성,김상경|허성태|박선영|김동영|장원영,12세이상관람가,열두번째용의자
20190678,삽질,Rivercide: The Secret Six,93.0,2018.0,20191114.0,장편,한국,다큐멘터리,안정호|김병기,이명박|김병기|김종술|정수근|이향진,12세이상관람가,삽질
20136968,제인 에어,Jane Eyre,98.0,1944.0,,장편,미국,드라마,로버트 스티븐슨,오손 웰즈|조안 폰테인,,제인에어(1996)
20183798,"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다","When I Get Home, My Wife Pretends to Be Dead",115.0,2018.0,20200220.0,장편,일본,멜로/로맨스|코미디|드라마,리 토시오,에이쿠라 나나|야스다 켄|오타니 료헤이,12세이상관람가,"집에돌아오면,언제나아내가죽은척을하고있다"
20200361,"아무튼, 아담",Adam,100.0,2020.0,20200702.0,장편,미국,드라마,,아론 폴|레나 올린|섀넌 루치오,15세이상관람가,"아무튼,아담"
20204550,포르노 스캔들,Porndemic,92.0,2018.0,20200302.0,장편,미국,다큐멘터리,,,청소년관람불가,포르노스캔들
20188481,충격과 공포,SHOCK and AWE,90.0,2017.0,20180906.0,장편,미국,드라마,롭 라이너,밀라 요보비치|제시카 비엘|제임스 마스던|우디 해럴슨|토미 리 존스,12세이상관람가,충격과공포
19970099,잉글리쉬 페이션트,The English Patient,161.0,1996.0,19970315.0,장편,미국,멜로/로맨스|드라마|전쟁,안소니 밍겔라,랄프 파인즈|줄리엣 비노쉬|윌렘 데포,연소자관람불가,잉글리쉬페이션트
20050250,당신이 사랑하는 동안에,Wicker Park,114.0,2004.0,20051013.0,장편,미국,드라마|멜로/로맨스|스릴러,폴 맥기건,조쉬 하트넷|다이앤 크루거|로즈 번,15세관람가,당신이사랑하는동안에(2004)
20172141,나인스 라이프,The 9th Life of Louis Drax,107.0,2016.0,20170907.0,장편,영국,미스터리|스릴러,알렉산더 아야,제이미 도넌|사라 가돈|아론 폴,15세이상관람가,나인스라이프
20197397,나의 청춘은 너의 것,Love the Way You Are,91.0,2019.0,20200429.0,장편,대만,멜로/로맨스,주동|대몽영,송운화|송위룡,12세이상관람가,나의청춘은너의것
20150966,사랑하기 때문에,BECAUSE I LOVE YOU,110.0,2016.0,20170104.0,장편,한국,코미디|멜로/로맨스,주지홍,차태현|김유정|서현진|박근형|선우용녀,12세이상관람가,사랑하기때문에
20149668,백설공주 살인사건,The Snow White Murder Case,126.0,2014.0,20150212.0,장편,일본,미스터리,나카무라 요시히로,이노우에 마오|아야노 고,15세이상관람가,백설공주살인사건
20124722,피아니스트의 전설,The Legend Of 1900,120.0,1998.0,20200101.0,장편,이탈리아,드라마|판타지|뮤지컬,쥬세페 토르나토레,팀 로스|프루잇 테일러 빈스|멜라니 티에리,15세관람가,피아니스트의전설
20112776,사랑방 손님과 어머니,Mother And A Guest,103.0,1961.0,,장편,한국,드라마|멜로/로맨스,신상옥,최은희|전영선|김진규|도금봉,,사랑방손님과어머니
20149520,모스트 원티드 맨,A Most Wanted Man,121.0,2014.0,20140807.0,장편,영국|미국|독일,스릴러|드라마,안톤 코르빈,필립 세이모어 호프만|레이첼 맥아담스|윌렘 데포|로빈 라이트,청소년관람불가,모스트원티드맨
20185048,폴워커의 네고시에이터,THE DEATH AND LIFE OF BOBBY Z,97.0,2007.0,,장편,미국,액션|범죄,존 허즈펠드,폴 워커|로렌스 피쉬번,,폴워커의네고시에이터
20060118,세일즈우먼,Le Secret,107.0,2000.0,20060518.0,장편,프랑스,멜로/로맨스|드라마,비르지니 와공,토니 토드|안 코에상,18세관람가,세일즈우먼
20168486,데빌 데쓰,Where the Devil Dwells,81.0,2014.0,20161109.0,장편,미국,공포(호러)|범죄|스릴러,마크-안드레 샘손,월터 페냐|스콧 안소니 리트,청소년관람불가,데빌데쓰
20161801,소년 파르티잔,Partisan,97.0,2015.0,20160310.0,장편,호주,드라마|스릴러,아리엘 클레이만,뱅상 카셀|제레미 샤브리엘,15세이상관람가,소년파르티잔
20150967,애송이,,52.0,2014.0,,장편,한국,성인물(에로),이전,,청소년관람불가,애송이
20080289,비투스,Vitus,121.0,2006.0,20080409.0,장편,스위스,드라마|판타지,프레디 M 뮤러,테오 게오르규,전체관람가,비투스(2006)
20175221,킬링 디어,The Killing of a Sacred Deer,120.0,2017.0,20180712.0,장편,미국|영국,스릴러,요르고스 란티모스,콜린 파렐|니콜 키드먼|배리 키오건,청소년관람불가,킬링디어
20177834,통 메모리즈,,130.0,2016.0,,장편,한국,액션,최성은,이학주|허지원|이재윤|이수광,15세이상관람가,통메모리즈[확장판]
