membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,hierarchical_segment,hierarchical_rank,seg_top_decile_high_churn_risk,seg_low_or_no_early_engagement,seg_late_heavy_week3_intensive,seg_delayed_start,seg_early_routine_stable,seg_week2_surge_users,seg_genre_affinity_thriller_crime,seg_genre_affinity_animation_family,seg_genre_affinity_drama,seg_genre_affinity_action_adventure,seg_high_price_or_promotion_sensitive
7020,Y,1,0.4684944392913749,0.5315055607086251,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7021,Y,1,0.5600881536328094,0.4399118463671906,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
7022,Y,1,0.9751920666341317,0.024807933365868284,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
7023,N,0,0.9125144319432068,0.0874855680567932,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
7024,Y,1,0.9144498176520793,0.08555018234792067,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
7025,Y,1,0.7654340192054085,0.23456598079459146,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,0
7026,N,0,0.4078019642934873,0.5921980357065126,risk_10_30,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
7027,Y,1,0.9787920626196268,0.021207937380373187,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
7028,N,0,0.47281526424074694,0.5271847357592531,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
7029,Y,1,0.9744846757113506,0.025515324288649444,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
7030,Y,1,0.48363036413689686,0.5163696358631031,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
7031,N,0,0.6098422151483344,0.39015778485166563,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
7032,Y,1,0.979613959611666,0.020386040388334026,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
7033,N,0,0.2990057273653571,0.700994272634643,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
7034,Y,1,0.9109613564827092,0.08903864351729085,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,1,0,0,0
7035,Y,1,0.8873611599322286,0.11263884006777136,risk_30_60,delayed_start,4,0,0,0,1,0,1,0,0,1,1,1
7036,Y,1,0.974100655412451,0.025899344587548945,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,1,0,0,0
7037,Y,1,0.9177620847850961,0.08223791521490387,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
7038,Y,1,0.2597673436696128,0.7402326563303872,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,0
7039,N,0,0.23452605416514544,0.7654739458348545,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,1,0,1
7040,Y,1,0.6222853595886753,0.37771464041132474,risk_30_60,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
7041,Y,1,0.9254784616634215,0.07452153833657849,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,1,1
7042,N,0,0.4315032088614201,0.5684967911385799,risk_10_30,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,0
7043,N,0,0.3188358282753132,0.6811641717246868,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,1,1
7044,Y,1,0.9172665853514034,0.08273341464859663,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,1,1,0,0,1
7045,Y,1,0.9311128585506192,0.0688871414493808,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,0
7046,Y,1,0.7918040086465272,0.20819599135347278,risk_30_60,delayed_start,4,0,0,0,1,0,1,1,0,0,0,0
7047,Y,1,0.9142466730935471,0.08575332690645288,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
7048,Y,1,0.972738652827815,0.02726134717218498,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,1,1,0,0,0,0,1,0,0
7049,Y,1,0.8611488560559739,0.1388511439440261,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,1,1
7050,Y,1,0.9538397967002225,0.04616020329977755,bottom_40_lowest_risk,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
7051,N,0,0.3290155935298262,0.6709844064701738,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7052,Y,1,0.9474560901874535,0.05254390981254653,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,1,1
7053,Y,1,0.3896073941960679,0.6103926058039322,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,0
7054,N,0,0.30426530392586487,0.6957346960741351,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
7055,Y,1,0.7564528015385467,0.24354719846145334,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7056,Y,1,0.7150496924353572,0.2849503075646428,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7057,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7058,Y,1,0.8031100016508173,0.19688999834918275,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
7059,N,0,0.47842315980026134,0.5215768401997387,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7060,Y,1,0.8706176820133833,0.1293823179866167,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
7061,Y,1,0.892817766715018,0.107182233284982,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
7062,Y,1,0.9731861245684668,0.02681387543153324,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,1,0,1,1
7063,N,0,0.1695066490774875,0.8304933509225125,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,0,1
7064,Y,1,0.9444101388527143,0.0555898611472857,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
7065,Y,1,0.6932923126889411,0.3067076873110589,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
7066,Y,1,0.9349180218032581,0.06508197819674189,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,0,1
7067,Y,1,0.9828268526203826,0.017173147379617393,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,1,1,1
7068,N,0,0.38619971607102926,0.6138002839289707,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,0
7069,Y,1,0.9426166290379782,0.05738337096202184,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,0,1
7070,N,0,0.6717283945676933,0.3282716054323067,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
7071,N,0,0.5002465226073717,0.4997534773926283,risk_10_30,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,0,1,1
7072,Y,1,0.7407300458474071,0.2592699541525929,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,0,1,1
7073,Y,1,0.918876981987709,0.08112301801229105,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
7074,Y,1,0.3877102608164565,0.6122897391835436,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,0
7075,Y,1,0.5456530793564073,0.4543469206435927,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
7076,N,0,0.23198142483466808,0.7680185751653319,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,1,0
7077,Y,1,0.9491945366452265,0.05080546335477354,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
7078,Y,1,0.9747747266202332,0.025225273379766766,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,1,0,1
7079,Y,1,0.938973624564719,0.061026375435281,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,1,1
7080,Y,1,0.9733115062568577,0.026688493743142305,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,1
7081,Y,1,0.9333526109100971,0.06664738908990286,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
7082,Y,1,0.6587997782143872,0.3412002217856128,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,1,0
7083,Y,1,0.8176123455940941,0.18238765440590587,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
7084,Y,1,0.9322595929701365,0.0677404070298635,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
7085,Y,1,0.7611161871725893,0.23888381282741067,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,0,1
7086,Y,1,0.75212223323906,0.24787776676093998,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,1
7087,Y,1,0.9842748681074023,0.01572513189259772,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
7088,N,0,0.36731064816457976,0.6326893518354202,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,1,0,0,1
7089,N,0,0.46189600471917547,0.5381039952808245,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,1,0,1,1
7090,N,0,0.7150496924353572,0.2849503075646428,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7091,N,0,0.26189203801477184,0.7381079619852282,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,1,0
7092,Y,1,0.9513632118293172,0.04863678817068284,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,1,1,1
7093,N,0,0.6854321037665237,0.31456789623347625,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,0
7094,N,0,0.31740402089699304,0.682595979103007,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,1
7095,Y,1,0.9778735821703538,0.022126417829646194,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,0,1,1
7096,Y,1,0.9558047822749935,0.04419521772500645,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,0
7097,Y,1,0.9083245412887492,0.09167545871125082,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,0,0,1
7098,Y,1,0.948549893864046,0.05145010613595402,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,0,0,1
7099,N,0,0.6988155931699201,0.30118440683007985,risk_30_60,delayed_start,4,0,0,0,1,0,0,0,0,0,0,1
7100,Y,1,0.2630123974428881,0.7369876025571118,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,0
7101,N,0,0.5343080277761054,0.4656919722238946,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
7102,Y,1,0.928544456151641,0.07145554384835895,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,1,1,1
7103,N,0,0.268626893555984,0.731373106444016,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,0,0,1,0,0,1,1
7104,Y,1,0.9159248902125077,0.08407510978749233,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,0,0,0,0,0
7105,Y,1,0.9820675752753365,0.017932424724663498,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,0,1,0,0
7106,Y,1,0.22934544581287816,0.7706545541871218,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,1,0,0,1
7107,Y,1,0.9578491896871008,0.042150810312899245,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
7108,Y,1,0.39950954438283676,0.6004904556171633,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,0,1,1
7109,Y,1,0.9171518380470427,0.0828481619529573,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,1,0,1
7110,N,0,0.23326795083351776,0.7667320491664822,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
7111,Y,1,0.8111425579523275,0.18885744204767252,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
7112,Y,1,0.9817817190008523,0.018218280999147685,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
7113,Y,1,0.843749970404235,0.15625002959576495,risk_30_60,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
7114,Y,1,0.8954209699423048,0.1045790300576952,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,1,0,0
7115,Y,1,0.9302707099275547,0.06972929007244533,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,1,0,1,1
7116,N,0,0.4950086689706404,0.5049913310293597,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,1,0,1
7117,N,0,0.46677266077130314,0.5332273392286968,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,1
7118,Y,1,0.5407651931837144,0.4592348068162856,risk_10_30,delayed_start,4,0,0,0,1,0,1,1,0,0,0,1
7119,Y,1,0.38028664467118173,0.6197133553288183,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,1,0,0,0,1
7120,N,0,0.518905316730896,0.481094683269104,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,0
7121,Y,1,0.8871637025380531,0.1128362974619469,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,0
7122,Y,1,0.9334722836101319,0.0665277163898681,bottom_40_lowest_risk,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
7123,Y,1,0.9710172102633147,0.028982789736685333,bottom_40_lowest_risk,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
7124,Y,1,0.9659111564482373,0.03408884355176267,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
7125,Y,1,0.8948113293662412,0.10518867063375881,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
7126,N,0,0.43456744645660134,0.5654325535433986,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
7127,Y,1,0.878005274126968,0.12199472587303195,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,0
7128,N,0,0.16675155302684824,0.8332484469731518,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,1,0,0,0,0
7129,Y,1,0.6869788203423105,0.3130211796576895,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
7130,Y,1,0.9859946669464927,0.014005333053507263,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
7133,Y,1,0.9644397933981737,0.03556020660182635,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7134,Y,1,0.445954140416917,0.5540458595830831,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,0
7135,N,0,0.435997701328906,0.564002298671094,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,1,0,1,0,1
7136,Y,1,0.7326981034832822,0.26730189651671776,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7137,Y,1,0.9561830050973896,0.04381699490261037,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,1,1,1,1
7138,N,0,0.4439648602857195,0.5560351397142804,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,0
7139,N,0,0.5042396349672876,0.49576036503271237,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
7140,N,0,0.5948531961169173,0.40514680388308266,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
7141,Y,1,0.7493971528916741,0.2506028471083259,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7142,Y,1,0.9345739623559461,0.06542603764405386,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,0,1
7143,Y,1,0.6792296868725948,0.3207703131274052,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,0,1
7144,Y,1,0.6866817932244103,0.31331820677558975,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,1,0,1
7145,Y,1,0.9797160157664957,0.020283984233504304,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,0,0,1
7146,Y,1,0.9623213009625841,0.03767869903741594,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,0,1
7147,Y,1,0.9789711062990877,0.02102889370091232,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,1,1,0,0
7148,Y,1,0.9839863239671995,0.01601367603280046,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,0,1
7149,Y,1,0.9639021870795376,0.036097812920462435,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
7150,Y,1,0.6958777427528416,0.30412225724715836,risk_30_60,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
7151,Y,1,0.9337838485757821,0.06621615142421788,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,0,1
7152,Y,1,0.33637676511079195,0.663623234889208,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7153,Y,1,0.5352765207347976,0.4647234792652024,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,1,1
7154,N,0,0.42687874214807797,0.573121257851922,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7155,N,0,0.27311756772762763,0.7268824322723724,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,0,0,1,1
7156,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7157,Y,1,0.8541535922912548,0.14584640770874524,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,0
7158,Y,1,0.8705615905245206,0.12943840947547935,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,0
7159,Y,1,0.8661469080605794,0.13385309193942063,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,0,1
7160,Y,1,0.9795259759354406,0.02047402406455945,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,1
7161,N,0,0.348907683587144,0.6510923164128559,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,1,0,1
7162,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7163,Y,1,0.7217236544580635,0.2782763455419365,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
7164,N,0,0.14970902272681852,0.8502909772731815,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,1,1
7165,Y,1,0.9761045596640667,0.02389544033593327,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,1
7166,Y,1,0.950315563246989,0.04968443675301104,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
7167,Y,1,0.9469153452606918,0.053084654739308235,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,0
7168,Y,1,0.9542025095764061,0.045797490423593934,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,1
7169,N,0,0.6403718039208396,0.3596281960791604,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,1
7170,N,0,0.5734428013764044,0.42655719862359565,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7171,Y,1,0.7636535695106104,0.23634643048938964,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7172,N,0,0.5004744782895192,0.4995255217104808,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,1,1,0,1
7173,Y,1,0.9451553408145772,0.054844659185422806,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
7174,Y,1,0.9527292116403648,0.04727078835963516,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,1,1,1
7175,Y,1,0.9560470304437662,0.043952969556233845,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,1,0,1,1
7176,Y,1,0.677371239845242,0.32262876015475805,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
7177,N,0,0.6174880924015441,0.3825119075984559,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,1,0,1
7178,Y,1,0.9290461521720248,0.0709538478279752,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,1,0,1,1
7179,Y,1,0.30447704178280893,0.6955229582171911,risk_10_30,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
7180,Y,1,0.9599362514351057,0.04006374856489425,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
7181,N,0,0.14788992826318448,0.8521100717368155,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,0,1
7182,Y,1,0.9780089142892452,0.02199108571075481,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,1,1
7185,N,0,0.6134023720146686,0.38659762798533137,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
7186,Y,1,0.862330244321841,0.13766975567815898,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,0
7187,N,0,0.6098227056054214,0.3901772943945786,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,0
7188,Y,1,0.5811922726004278,0.41880772739957217,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7189,Y,1,0.9730409073796055,0.02695909262039453,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,0,1,0,0,1
7190,Y,1,0.9784545548319746,0.021545445168025368,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,0
7191,Y,1,0.9741768789961194,0.025823121003880622,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,0
7192,N,0,0.802715221965088,0.19728477803491196,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,1,1
7193,Y,1,0.9204165595498802,0.07958344045011978,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
7194,Y,1,0.9732698390854598,0.02673016091454017,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,0,1
7195,Y,1,0.9583323251837901,0.04166767481620992,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,1,0,0,1
7196,Y,1,0.2789958063381087,0.7210041936618913,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,0
7197,Y,1,0.42128091535434,0.57871908464566,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,1,1
7198,Y,1,0.9752158492493397,0.024784150750660316,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,1
7199,Y,1,0.7212830409927583,0.2787169590072417,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,1
7200,N,0,0.33862258127766076,0.6613774187223392,risk_10_30,delayed_start,4,0,0,0,1,0,1,0,0,0,1,1
7201,Y,1,0.5792553065345911,0.4207446934654089,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7202,Y,1,0.9603820411378736,0.03961795886212638,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
7203,Y,1,0.9097934939119161,0.0902065060880839,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
7204,N,0,0.848143443395715,0.151856556604285,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
7205,N,0,0.6125509503792963,0.3874490496207037,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,1,1
7208,N,0,0.2658466083158796,0.7341533916841204,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,0,0,1,1
7209,Y,1,0.5127846639986778,0.48721533600132216,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,1,1,1
7210,Y,1,0.713953250513681,0.28604674948631903,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,1,1
7211,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7212,Y,1,0.878696062280176,0.12130393771982395,risk_30_60,delayed_start,4,0,0,0,1,0,1,1,0,0,0,1
7213,Y,1,0.7985025738756497,0.2014974261243503,risk_30_60,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
7214,Y,1,0.7439779777306743,0.2560220222693257,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
7215,Y,1,0.7437848168309641,0.2562151831690359,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,1,0,0,1
7216,Y,1,0.9655890789108686,0.03441092108913135,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,0,0
7217,Y,1,0.9740241528336271,0.025975847166372912,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,1
7218,N,0,0.7230459915657376,0.27695400843426243,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
