column_name,why_human_review_needed,what_question_to_ask_user_or_team,possible_safe_interpretation,possible_leakage_interpretation,temporary_status_for_modeling
day_count_over_3times,"meaning not documented in this step. Evidence: timing not clear from name. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
watch_time(min)_w1,"explicit week1 behavior within observation window if construction matches name. Evidence: explicit week1. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
watch_time(min)_w2,"explicit week2 behavior/change within observation window if construction matches name. Evidence: explicit week2. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
watch_time(min)_w3,"explicit week3 behavior/change within observation window if construction matches name. Evidence: explicit week3. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
watch_session_w1,"explicit week1 behavior within observation window if construction matches name. Evidence: explicit week1. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
watch_session_w2,"explicit week2 behavior/change within observation window if construction matches name. Evidence: explicit week2. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
watch_session_w3,"explicit week3 behavior/change within observation window if construction matches name. Evidence: explicit week3. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
retention_w2_ratio,"genre/content ratio window unresolved. Evidence: explicit week2. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
retention_w3_ratio,"genre/content ratio window unresolved. Evidence: explicit week3. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
diff_between_w2_w1,"explicit week1 behavior within observation window if construction matches name. Evidence: week1-week2 change. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
diff_between_w3_w1,"explicit week1 behavior within observation window if construction matches name. Evidence: week1-week3 change. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
diff_between_w3_w2,"explicit week2 behavior/change within observation window if construction matches name. Evidence: week2-week3 change. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
is_w1_over_50pct,"explicit week1 behavior within observation window if construction matches name. Evidence: explicit week1. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
is_w2_over_50pct,"explicit week2 behavior/change within observation window if construction matches name. Evidence: explicit week2. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
is_w3_over_50pct,"explicit week3 behavior/change within observation window if construction matches name. Evidence: explicit week3. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
is_only_w1,"explicit week1 behavior within observation window if construction matches name. Evidence: explicit week1. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
is_only_w2,"explicit week2 behavior/change within observation window if construction matches name. Evidence: explicit week2. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
is_only_w3,"explicit week3 behavior/change within observation window if construction matches name. Evidence: explicit week3. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",eligible_under_current_name_based_policy
new_movie_in_90d_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
new_movie_in_180d_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
new_movie_in_365d_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
old_movie_ratio(5y),"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
avg_ott_release_year,"content-derived window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
genre_diversity_count,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
action_adventure_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
family_animation_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
drama_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
thriller_crime_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
sf_fantasy_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
comedy_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
romance_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
horror_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
documentary_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
historical_war_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
other_ratio,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.","이 컬럼은 정확히 어떤 원천 데이터와 어떤 기간(day 0~20, day21 이후, 전체 기간 등)으로 산출되었는가?",scoring day 21 이전에 알려졌고 day 0~20 관측창 또는 사전/정적 정보만 사용했다면 제한적으로 후보가 될 수 있다.,"day21 이후 반응, 사후 확정 종료, 재구매/이탈 결과, 전체 기간 사용량을 포함했다면 제외해야 한다.",review
