feature_set_name,model,transformed_feature,original_feature,feature_family,coefficient_for_repurchase_score,direction,coefficient_interpretation_caveat
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__gender_M,gender,membership_context,0.09127347182495704,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__max_screen,max_screen,other,0.08829732802551478,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_151,billing_method,other,0.08443902756572699,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_smarttv,payment_device,other,0.06308573283246992,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_121,billing_method,other,0.0615465032125192,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_mobile,payment_device,other,0.061316031759697284,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_134,billing_method,other,0.037970195762705196,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_160,billing_method,other,0.03553116219553261,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__age,age,membership_context,0.015236419809578862,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_131,billing_method,other,0.00994086304592902,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ott_cjhello,payment_device,other,0.004833773964577393,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week2_sessions,w1_3_week2_sessions,other,0.004101130763473121,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_lgchplus,payment_device,other,0.0027678401414474967,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_android,payment_device,other,-0.006478623518664177,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_170,billing_method,other,-0.007180634060543517,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_180,billing_method,other,-0.008309117635449883,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_unique_watch_days,w1_3_unique_watch_days,other,-0.00989351034560235,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_lgtv,payment_device,other,-0.015849550810911533,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_132,billing_method,other,-0.02316512454441859,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_190,billing_method,other,-0.09462589210939804,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week1_watch_time,w1_3_week1_watch_time,other,-0.16007508082224825,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week1_sessions,w1_3_week1_sessions,other,-0.21588253769654167,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_sstv,payment_device,other,-0.31593282476576806,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_week3_watch_time,w1_3_week3_watch_time,other,0.6273664462862709,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_week3_sessions,w1_3_week3_sessions,other,0.6236610888306228,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_avg_watch_time_per_session,w1_3_avg_watch_time_per_session,other,0.4441759109846691,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__is_promotion_O,is_promotion,other,0.441317605476399,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_unique_contents,w1_3_unique_contents,other,0.42285886827596514,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_ios,payment_device,other,0.354180749600142,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_140,billing_method,other,0.354180749600142,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__is_user_verified_N,is_user_verified,other,0.26031086545292687,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__price,price,membership_context,0.2514033977253965,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_week2_watch_time,w1_3_week2_watch_time,other,0.21993973127532335,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_pc,payment_device,other,0.1868411086426051,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__is_user_verified_Y,is_user_verified,other,0.18100674002347167,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__gender_F,gender,membership_context,0.17751072251064562,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__gender_N,gender,membership_context,0.16653507517767355,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_ott,payment_device,other,0.1580559026284037,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_entropy,w1_3_genre_entropy,other,0.12799187027729172,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__gender_M,gender,membership_context,0.0972718077880769,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__max_screen,max_screen,other,0.0948512469256539,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_151,billing_method,other,0.08269900853320945,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_week2_sessions,w1_3_week2_sessions,other,0.08043374680667084,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_mobile,payment_device,other,0.07324781257185002,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_121,billing_method,other,0.060875443735672594,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_smarttv,payment_device,other,0.05937661929151212,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_134,billing_method,other,0.05765462299195183,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_unique_watch_days,w1_3_unique_watch_days,other,0.04586483686445243,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_170,billing_method,other,0.038599541551943915,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_131,billing_method,other,0.03792320414608604,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_160,billing_method,other,0.024644592881069214,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__age,age,membership_context,0.02069741164448855,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_recent_content_watch_ratio,w1_3_recent_content_watch_ratio,other,0.02011864017785213,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_ott_cjhello,payment_device,other,0.0022995552195954863,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_android,payment_device,other,0.001701590372736438,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_132,billing_method,other,-0.023520527398780952,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_lgchplus,payment_device,other,-0.024810946913840344,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_180,billing_method,other,-0.047693702570834884,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_lgtv,payment_device,other,-0.05363075793374287,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_romance,w1_3_genre_ratio_romance,other,-0.059028096825842105,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_animation_family,w1_3_genre_ratio_animation_family,other,-0.10066233319517556,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_other,w1_3_genre_ratio_other,other,-0.10324982327379129,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_drama,w1_3_genre_ratio_drama,other,-0.12453653486009854,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__billing_method_190,billing_method,other,-0.14404532799407133,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_week1_sessions,w1_3_week1_sessions,other,-0.17439453679058908,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_historical_war,w1_3_genre_ratio_historical_war,other,-0.23779533107241524,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_comedy,w1_3_genre_ratio_comedy,other,-0.2712204351271485,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_week1_watch_time,w1_3_week1_watch_time,other,-0.2918919032389525,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,cat__payment_device_sstv,payment_device,other,-0.31594402800287,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_horror,w1_3_genre_ratio_horror,other,-0.335553822597115,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_sf_fantasy,w1_3_genre_ratio_sf_fantasy,other,-0.4126533120631888,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_action_adventure,w1_3_genre_ratio_action_adventure,other,-0.5361726891000912,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_timing_sensitive_all_weeks_reference,LogisticRegression,num__w1_3_genre_ratio_thriller_crime,w1_3_genre_ratio_thriller_crime,other,-0.6131703335309193,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_unique_contents,w1_4_unique_contents,other,0.5852688307411567,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week3_sessions,w1_4_week3_sessions,other,0.5505832536983164,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week3_watch_time,w1_4_week3_watch_time,other,0.5388801595249729,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_avg_watch_time_per_session,w1_4_avg_watch_time_per_session,other,0.5093838663011219,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__is_promotion_O,is_promotion,other,0.48738032634511613,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week4_watch_time,w1_4_week4_watch_time,other,0.48678421303164005,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week4_sessions,w1_4_week4_sessions,other,0.4155115322088978,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_ios,payment_device,other,0.39484561584999106,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_140,billing_method,other,0.39484561584999106,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__price,price,membership_context,0.28303971878963735,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__is_user_verified_N,is_user_verified,other,0.28009591158121067,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__gender_F,gender,membership_context,0.21040186718044934,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__is_user_verified_Y,is_user_verified,other,0.20728441476390347,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_pc,payment_device,other,0.19029779109752962,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_unique_watch_days,w1_4_unique_watch_days,other,0.16463509230376056,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_ott,payment_device,other,0.163723722742403,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__gender_N,gender,membership_context,0.16354479256308216,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week2_watch_time,w1_4_week2_watch_time,other,0.15793742773044847,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_animation_family,w1_4_genre_ratio_animation_family,other,0.14796433399974698,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_entropy,w1_4_genre_entropy,other,0.1430199433291209,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_drama,w1_4_genre_ratio_drama,other,0.11764668111371644,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__gender_M,gender,membership_context,0.11343366660157912,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_romance,w1_4_genre_ratio_romance,other,0.10538712372636203,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__max_screen,max_screen,other,0.09756915825428727,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_151,billing_method,other,0.08468584169223876,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_mobile,payment_device,other,0.07297416996057751,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_smarttv,payment_device,other,0.06985484223493822,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_121,billing_method,other,0.06962359198956278,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_170,billing_method,other,0.06263811576033679,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_134,billing_method,other,0.04889448389569307,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_131,billing_method,other,0.043113779099407036,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_recent_content_watch_ratio,w1_4_recent_content_watch_ratio,other,0.03905763726616497,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__age,age,membership_context,0.024489915587693645,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_160,billing_method,other,0.022376642734644736,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week2_sessions,w1_4_week2_sessions,other,0.022015289151337457,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_android,payment_device,other,0.014749492795253132,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_ott_cjhello,payment_device,other,0.0024342204620606774,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_other,w1_4_genre_ratio_other,other,-0.002036613696638721,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_lgchplus,payment_device,other,-0.02800603661719156,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_132,billing_method,other,-0.04203077779515775,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_180,billing_method,other,-0.05573048384344844,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_historical_war,w1_4_genre_ratio_historical_war,other,-0.10382514466365045,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_comedy,w1_4_genre_ratio_comedy,other,-0.11805803842571642,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_lgtv,payment_device,other,-0.11984223201290044,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__billing_method_190,billing_method,other,-0.14103648303816618,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_sf_fantasy,w1_4_genre_ratio_sf_fantasy,other,-0.20940901291370334,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_horror,w1_4_genre_ratio_horror,other,-0.26236357309510705,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week1_sessions,w1_4_week1_sessions,other,-0.26744621052118833,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,cat__payment_device_sstv,payment_device,other,-0.27365126016755387,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_week1_watch_time,w1_4_week1_watch_time,other,-0.3374939294974831,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_action_adventure,w1_4_genre_ratio_action_adventure,other,-0.3818517169286931,negative_to_churn_risk,unstable_family_level_only
pruned_w1_4_late_period_comparison,LogisticRegression,num__w1_4_genre_ratio_thriller_crime,w1_4_genre_ratio_thriller_crime,other,-0.4607285675312244,negative_to_churn_risk,unstable_family_level_only
