dataset,feature_set,model_name,risk_decile,n,avg_risk_score,avg_proba_repurchase,actual_repurchase_rate,actual_churn_rate,churn_count,churn_capture_rate
overall,promotion_plan_focused,gradient_boosting,7,373,0.25996884702952827,0.7400311529704717,0.7319034852546917,0.2680965147453083,100,0.08250825082508251
overall,promotion_plan_focused,gradient_boosting,8,373,0.23299399201556,0.7670060079844401,0.7721179624664879,0.22788203753351208,85,0.07013201320132013
overall,promotion_plan_focused,gradient_boosting,9,373,0.20622957577237921,0.7937704242276208,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,promotion_plan_focused,gradient_boosting,10,373,0.1592315021748123,0.8407684978251877,0.8150134048257373,0.18498659517426275,69,0.05693069306930693
overall,promotion_plan_focused,hist_gradient_boosting,1,374,0.5780399019452233,0.4219600980547767,0.4572192513368984,0.5427807486631016,203,0.1674917491749175
overall,promotion_plan_focused,hist_gradient_boosting,2,373,0.4685838518482706,0.5314161481517294,0.5227882037533512,0.4772117962466488,178,0.14686468646864687
overall,promotion_plan_focused,hist_gradient_boosting,3,373,0.40829888805049586,0.5917011119495041,0.6219839142091153,0.3780160857908847,141,0.11633663366336634
overall,promotion_plan_focused,hist_gradient_boosting,4,373,0.3620743887023638,0.6379256112976363,0.6595174262734584,0.34048257372654156,127,0.10478547854785479
overall,promotion_plan_focused,hist_gradient_boosting,5,373,0.3296979506884842,0.6703020493115158,0.6890080428954424,0.3109919571045576,116,0.09570957095709572
overall,promotion_plan_focused,hist_gradient_boosting,6,373,0.2955781965916304,0.7044218034083696,0.6916890080428955,0.30831099195710454,115,0.09488448844884488
overall,promotion_plan_focused,hist_gradient_boosting,7,373,0.2576935318685622,0.7423064681314377,0.7587131367292225,0.24128686327077747,90,0.07425742574257425
overall,promotion_plan_focused,hist_gradient_boosting,8,373,0.2241945676862403,0.7758054323137598,0.7533512064343163,0.24664879356568364,92,0.07590759075907591
overall,promotion_plan_focused,hist_gradient_boosting,9,373,0.19761510685118044,0.8023848931488196,0.7908847184986595,0.20911528150134048,78,0.06435643564356436
overall,promotion_plan_focused,hist_gradient_boosting,10,373,0.1526262633572374,0.8473737366427626,0.806970509383378,0.19302949061662197,72,0.0594059405940594
overall,promotion_plan_focused,lightgbm,1,374,0.6276129633801854,0.37238703661981465,0.44919786096256686,0.5508021390374331,206,0.16996699669966997
overall,promotion_plan_focused,lightgbm,2,373,0.49002777535796016,0.5099722246420398,0.5495978552278821,0.450402144772118,168,0.13861386138613863
overall,promotion_plan_focused,lightgbm,3,373,0.42069746500642363,0.5793025349935763,0.6193029490616622,0.3806970509383378,142,0.11716171617161716
overall,promotion_plan_focused,lightgbm,4,373,0.36918537313252486,0.6308146268674751,0.6273458445040214,0.3726541554959786,139,0.11468646864686469
overall,promotion_plan_focused,lightgbm,5,373,0.32623985484572204,0.673760145154278,0.6541554959785523,0.34584450402144773,129,0.10643564356435643
overall,promotion_plan_focused,lightgbm,6,373,0.28858181667154315,0.7114181833284569,0.7319034852546917,0.2680965147453083,100,0.08250825082508251
overall,promotion_plan_focused,lightgbm,7,373,0.2505420784081831,0.7494579215918169,0.7721179624664879,0.22788203753351208,85,0.07013201320132013
overall,promotion_plan_focused,lightgbm,8,373,0.2139845324256135,0.7860154675743865,0.774798927613941,0.225201072386059,84,0.06930693069306931
overall,promotion_plan_focused,lightgbm,9,373,0.17431369939015826,0.8256863006098418,0.7721179624664879,0.22788203753351208,85,0.07013201320132013
overall,promotion_plan_focused,lightgbm,10,373,0.11130899061636672,0.8886910093836332,0.8016085790884718,0.19839142091152814,74,0.06105610561056106
overall,promotion_plan_focused,logistic,1,374,0.7262028174197473,0.2737971825802527,0.4893048128342246,0.5106951871657754,191,0.15759075907590758
overall,promotion_plan_focused,logistic,2,373,0.6305225803865512,0.3694774196134489,0.5603217158176944,0.43967828418230565,164,0.1353135313531353
overall,promotion_plan_focused,logistic,3,373,0.5688134197949255,0.4311865802050744,0.6166219839142091,0.38337801608579086,143,0.11798679867986799
overall,promotion_plan_focused,logistic,4,373,0.5325982465541411,0.4674017534458589,0.6300268096514745,0.3699731903485255,138,0.11386138613861387
overall,promotion_plan_focused,logistic,5,373,0.5008459212839507,0.49915407871604933,0.6621983914209115,0.3378016085790885,126,0.10396039603960396
overall,promotion_plan_focused,logistic,6,373,0.4677331560446017,0.5322668439553983,0.7131367292225201,0.2868632707774799,107,0.08828382838283828
overall,promotion_plan_focused,logistic,7,373,0.43500525518666316,0.5649947448133368,0.7479892761394102,0.2520107238605898,94,0.07755775577557755
overall,promotion_plan_focused,logistic,8,373,0.4021162933710675,0.5978837066289324,0.7345844504021448,0.26541554959785524,99,0.08168316831683169
overall,promotion_plan_focused,logistic,9,373,0.36368363872991377,0.6363163612700863,0.7801608579088471,0.21983914209115282,82,0.06765676567656766
overall,promotion_plan_focused,logistic,10,373,0.2956500505811318,0.7043499494188682,0.8176943699731903,0.18230563002680966,68,0.056105610561056105
overall,promotion_plan_focused,random_forest,1,374,0.7086445378750302,0.2913554621249697,0.446524064171123,0.553475935828877,207,0.1707920792079208
overall,promotion_plan_focused,random_forest,2,373,0.6256893230627121,0.374310676937288,0.5201072386058981,0.47989276139410186,179,0.1476897689768977
overall,promotion_plan_focused,random_forest,3,373,0.5689240494684734,0.43107595053152653,0.6300268096514745,0.3699731903485255,138,0.11386138613861387
overall,promotion_plan_focused,random_forest,4,373,0.5222076439325426,0.4777923560674574,0.6327077747989276,0.3672922252010724,137,0.11303630363036303
overall,promotion_plan_focused,random_forest,5,373,0.4873978160050292,0.5126021839949708,0.6836461126005362,0.3163538873994638,118,0.09735973597359736
overall,promotion_plan_focused,random_forest,6,373,0.4490150071894766,0.5509849928105234,0.7238605898123325,0.2761394101876676,103,0.08498349834983498
overall,promotion_plan_focused,random_forest,7,373,0.4106752930424158,0.5893247069575842,0.7345844504021448,0.26541554959785524,99,0.08168316831683169
overall,promotion_plan_focused,random_forest,8,373,0.3743392998308004,0.6256607001691996,0.7426273458445041,0.257372654155496,96,0.07920792079207921
overall,promotion_plan_focused,random_forest,9,373,0.3403382895390525,0.6596617104609475,0.8176943699731903,0.18230563002680966,68,0.056105610561056105
overall,promotion_plan_focused,random_forest,10,373,0.288169247125702,0.711830752874298,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,promotion_plan_focused,xgboost,1,374,0.5925508141517639,0.40744921565055847,0.46524064171123,0.5347593582887701,200,0.16501650165016502
overall,promotion_plan_focused,xgboost,2,373,0.47363007068634033,0.5263699293136597,0.4879356568364611,0.5120643431635389,191,0.15759075907590758
overall,promotion_plan_focused,xgboost,3,373,0.401650607585907,0.598349392414093,0.6112600536193029,0.38873994638069703,145,0.11963696369636964
overall,promotion_plan_focused,xgboost,4,373,0.35691359639167786,0.6430864334106445,0.6836461126005362,0.3163538873994638,118,0.09735973597359736
overall,promotion_plan_focused,xgboost,5,373,0.3244645595550537,0.6755354404449463,0.6595174262734584,0.34048257372654156,127,0.10478547854785479
overall,promotion_plan_focused,xgboost,6,373,0.2929805815219879,0.7070193886756897,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,promotion_plan_focused,xgboost,7,373,0.26181939244270325,0.7381806373596191,0.7372654155495979,0.26273458445040215,98,0.08085808580858085
overall,promotion_plan_focused,xgboost,8,373,0.2317316085100174,0.7682684063911438,0.739946380697051,0.26005361930294907,97,0.08003300330033003
overall,promotion_plan_focused,xgboost,9,373,0.20152698457241058,0.798473060131073,0.8230563002680965,0.1769436997319035,66,0.054455445544554455
overall,promotion_plan_focused,xgboost,10,373,0.15193678438663483,0.8480632305145264,0.8176943699731903,0.18230563002680966,68,0.056105610561056105
overall,promotion_reduced_interpretable,catboost,1,374,0.5637501608221643,0.4362498391778357,0.46524064171123,0.5347593582887701,200,0.16501650165016502
overall,promotion_reduced_interpretable,catboost,2,373,0.45599487571808356,0.5440051242819164,0.5415549597855228,0.4584450402144772,171,0.14108910891089108
overall,promotion_reduced_interpretable,catboost,3,373,0.3969913252623291,0.6030086747376708,0.5710455764075067,0.4289544235924933,160,0.132013201320132
overall,promotion_reduced_interpretable,catboost,4,373,0.354130971289501,0.645869028710499,0.6809651474530831,0.3190348525469169,119,0.09818481848184818
overall,promotion_reduced_interpretable,catboost,5,373,0.31997615612814684,0.6800238438718532,0.6863270777479893,0.3136729222520107,117,0.09653465346534654
overall,promotion_reduced_interpretable,catboost,6,373,0.29177450413433337,0.7082254958656666,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,promotion_reduced_interpretable,catboost,7,373,0.2640020474202073,0.7359979525797927,0.707774798927614,0.29222520107238603,109,0.08993399339933994
overall,promotion_reduced_interpretable,catboost,8,373,0.23780283300917582,0.7621971669908242,0.7506702412868632,0.24932975871313673,93,0.07673267326732673
overall,promotion_reduced_interpretable,catboost,9,373,0.2090774233188972,0.7909225766811029,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,promotion_reduced_interpretable,catboost,10,373,0.16172812972678116,0.8382718702732189,0.8016085790884718,0.19839142091152814,74,0.06105610561056106
overall,promotion_reduced_interpretable,dummy,1,374,1.0,0.0,0.6684491978609626,0.3315508021390374,124,0.10231023102310231
overall,promotion_reduced_interpretable,dummy,2,373,1.0,0.0,0.6675603217158177,0.3324396782841823,124,0.10231023102310231
overall,promotion_reduced_interpretable,dummy,3,373,1.0,0.0,0.646112600536193,0.353887399463807,132,0.10891089108910891
overall,promotion_reduced_interpretable,dummy,4,373,0.22788203753351208,0.7721179624664879,0.6916890080428955,0.30831099195710454,115,0.09488448844884488
overall,promotion_reduced_interpretable,dummy,5,373,0.0,1.0,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,promotion_reduced_interpretable,dummy,6,373,0.0,1.0,0.6514745308310992,0.3485254691689008,130,0.10726072607260725
overall,promotion_reduced_interpretable,dummy,7,373,0.0,1.0,0.6970509383378016,0.30294906166219837,113,0.09323432343234324
overall,promotion_reduced_interpretable,dummy,8,373,0.0,1.0,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,promotion_reduced_interpretable,dummy,9,373,0.0,1.0,0.6300268096514745,0.3699731903485255,138,0.11386138613861387
overall,promotion_reduced_interpretable,dummy,10,373,0.0,1.0,0.6890080428954424,0.3109919571045576,116,0.09570957095709572
overall,promotion_reduced_interpretable,extra_trees,1,374,0.6838737487769191,0.31612625122308086,0.44385026737967914,0.5561497326203209,208,0.1716171617161716
overall,promotion_reduced_interpretable,extra_trees,2,373,0.6090902890891811,0.390909710910819,0.5630026809651475,0.43699731903485256,163,0.13448844884488448
overall,promotion_reduced_interpretable,extra_trees,3,373,0.5586344670585848,0.44136553294141523,0.6032171581769437,0.3967828418230563,148,0.12211221122112212
overall,promotion_reduced_interpretable,extra_trees,4,373,0.5185522836919548,0.48144771630804517,0.646112600536193,0.353887399463807,132,0.10891089108910891
overall,promotion_reduced_interpretable,extra_trees,5,373,0.48771066472795427,0.5122893352720457,0.6675603217158177,0.3324396782841823,124,0.10231023102310231
overall,promotion_reduced_interpretable,extra_trees,6,373,0.45737541414394495,0.5426245858560551,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,promotion_reduced_interpretable,extra_trees,7,373,0.42834689085458116,0.5716531091454188,0.7319034852546917,0.2680965147453083,100,0.08250825082508251
overall,promotion_reduced_interpretable,extra_trees,8,373,0.4041897949041695,0.5958102050958305,0.7533512064343163,0.24664879356568364,92,0.07590759075907591
overall,promotion_reduced_interpretable,extra_trees,9,373,0.3771376682917194,0.6228623317082805,0.7828418230563002,0.21715817694369974,81,0.06683168316831684
overall,promotion_reduced_interpretable,extra_trees,10,373,0.32553457631159805,0.6744654236884019,0.8337801608579088,0.16621983914209115,62,0.05115511551155116
overall,promotion_reduced_interpretable,gradient_boosting,1,374,0.5749019178032023,0.42509808219679773,0.4786096256684492,0.5213903743315508,195,0.1608910891089109
overall,promotion_reduced_interpretable,gradient_boosting,2,373,0.46578201765944,0.5342179823405601,0.5067024128686327,0.4932975871313673,184,0.15181518151815182
overall,promotion_reduced_interpretable,gradient_boosting,3,373,0.4027732522517041,0.597226747748296,0.6273458445040214,0.3726541554959786,139,0.11468646864686469
overall,promotion_reduced_interpretable,gradient_boosting,4,373,0.3532319204267195,0.6467680795732804,0.6380697050938338,0.36193029490616624,135,0.11138613861386139
overall,promotion_reduced_interpretable,gradient_boosting,5,373,0.3205197415578542,0.6794802584421459,0.6729222520107239,0.32707774798927614,122,0.10066006600660066
overall,promotion_reduced_interpretable,gradient_boosting,6,373,0.2910703026850522,0.7089296973149479,0.707774798927614,0.29222520107238603,109,0.08993399339933994
overall,promotion_reduced_interpretable,gradient_boosting,7,373,0.26356425506491377,0.7364357449350863,0.7453083109919572,0.2546916890080429,95,0.07838283828382839
overall,promotion_reduced_interpretable,gradient_boosting,8,373,0.23636547661520246,0.7636345233847976,0.7560321715817694,0.24396782841823056,91,0.07508250825082509
overall,promotion_reduced_interpretable,gradient_boosting,9,373,0.20849786876608656,0.7915021312339133,0.8016085790884718,0.19839142091152814,74,0.06105610561056106
overall,promotion_reduced_interpretable,gradient_boosting,10,373,0.1620918084280951,0.8379081915719049,0.8176943699731903,0.18230563002680966,68,0.056105610561056105
overall,promotion_reduced_interpretable,hist_gradient_boosting,1,374,0.5618182361667318,0.4381817638332683,0.4358288770053476,0.5641711229946524,211,0.1740924092409241
overall,promotion_reduced_interpretable,hist_gradient_boosting,2,373,0.46149300549700295,0.538506994502997,0.5281501340482574,0.4718498659517426,176,0.14521452145214522
overall,promotion_reduced_interpretable,hist_gradient_boosting,3,373,0.40343514045267165,0.5965648595473284,0.646112600536193,0.353887399463807,132,0.10891089108910891
overall,promotion_reduced_interpretable,hist_gradient_boosting,4,373,0.35832079550933266,0.6416792044906673,0.6273458445040214,0.3726541554959786,139,0.11468646864686469
overall,promotion_reduced_interpretable,hist_gradient_boosting,5,373,0.3239977404636333,0.6760022595363667,0.6648793565683646,0.3351206434316354,125,0.10313531353135313
overall,promotion_reduced_interpretable,hist_gradient_boosting,6,373,0.29337361499298936,0.7066263850070107,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,promotion_reduced_interpretable,hist_gradient_boosting,7,373,0.2603634921903891,0.7396365078096109,0.7426273458445041,0.257372654155496,96,0.07920792079207921
overall,promotion_reduced_interpretable,hist_gradient_boosting,8,373,0.23282190592760055,0.7671780940723995,0.7721179624664879,0.22788203753351208,85,0.07013201320132013
overall,promotion_reduced_interpretable,hist_gradient_boosting,9,373,0.2096621369441162,0.7903378630558837,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,promotion_reduced_interpretable,hist_gradient_boosting,10,373,0.16707423787096384,0.8329257621290362,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,promotion_reduced_interpretable,lightgbm,1,374,0.6168143406353932,0.38318565936460686,0.47593582887700536,0.5240641711229946,196,0.1617161716171617
overall,promotion_reduced_interpretable,lightgbm,2,373,0.4772915225760886,0.5227084774239114,0.5603217158176944,0.43967828418230565,164,0.1353135313531353
overall,promotion_reduced_interpretable,lightgbm,3,373,0.40617214359887166,0.5938278564011283,0.6380697050938338,0.36193029490616624,135,0.11138613861386139
overall,promotion_reduced_interpretable,lightgbm,4,373,0.35846065966079765,0.6415393403392023,0.6193029490616622,0.3806970509383378,142,0.11716171617161716
overall,promotion_reduced_interpretable,lightgbm,5,373,0.31977217777916805,0.680227822220832,0.6568364611260054,0.34316353887399464,128,0.10561056105610561
overall,promotion_reduced_interpretable,lightgbm,6,373,0.28255737857020524,0.7174426214297948,0.710455764075067,0.289544235924933,108,0.0891089108910891
overall,promotion_reduced_interpretable,lightgbm,7,373,0.2506010097150301,0.7493989902849699,0.7613941018766756,0.2386058981233244,89,0.07343234323432343
overall,promotion_reduced_interpretable,lightgbm,8,373,0.21784053829143069,0.7821594617085693,0.774798927613941,0.225201072386059,84,0.06930693069306931
overall,promotion_reduced_interpretable,lightgbm,9,373,0.1864155486917302,0.8135844513082698,0.7613941018766756,0.2386058981233244,89,0.07343234323432343
overall,promotion_reduced_interpretable,lightgbm,10,373,0.12193437818379811,0.878065621816202,0.7935656836461126,0.2064343163538874,77,0.06353135313531354
overall,promotion_reduced_interpretable,logistic,1,374,0.7082479642890361,0.2917520357109639,0.4786096256684492,0.5213903743315508,195,0.1608910891089109
overall,promotion_reduced_interpretable,logistic,2,373,0.6137145427850492,0.3862854572149508,0.5710455764075067,0.4289544235924933,160,0.132013201320132
overall,promotion_reduced_interpretable,logistic,3,373,0.5652578703586344,0.43474212964136566,0.6112600536193029,0.38873994638069703,145,0.11963696369636964
overall,promotion_reduced_interpretable,logistic,4,373,0.5313155379879294,0.46868446201207054,0.6648793565683646,0.3351206434316354,125,0.10313531353135313
overall,promotion_reduced_interpretable,logistic,5,373,0.5035805935501909,0.49641940644980903,0.7479892761394102,0.2520107238605898,94,0.07755775577557755
overall,promotion_reduced_interpretable,logistic,6,373,0.47283316827119415,0.5271668317288059,0.6675603217158177,0.3324396782841823,124,0.10231023102310231
overall,promotion_reduced_interpretable,logistic,7,373,0.4424904664660335,0.5575095335339665,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,promotion_reduced_interpretable,logistic,8,373,0.409833720069234,0.590166279930766,0.7345844504021448,0.26541554959785524,99,0.08168316831683169
overall,promotion_reduced_interpretable,logistic,9,373,0.36639386522568174,0.6336061347743183,0.774798927613941,0.225201072386059,84,0.06930693069306931
overall,promotion_reduced_interpretable,logistic,10,373,0.29306955424401915,0.706930445755981,0.7962466487935657,0.2037533512064343,76,0.0627062706270627
overall,promotion_reduced_interpretable,random_forest,1,374,0.6654877104975842,0.33451228950241574,0.4385026737967914,0.5614973262032086,210,0.17326732673267325
overall,promotion_reduced_interpretable,random_forest,2,373,0.5871131706875142,0.41288682931248577,0.5817694369973191,0.41823056300268097,156,0.12871287128712872
overall,promotion_reduced_interpretable,random_forest,3,373,0.539394546282774,0.46060545371722605,0.5710455764075067,0.4289544235924933,160,0.132013201320132
overall,promotion_reduced_interpretable,random_forest,4,373,0.5014606311488294,0.4985393688511706,0.6407506702412868,0.35924932975871315,134,0.11056105610561057
overall,promotion_reduced_interpretable,random_forest,5,373,0.47045080210262413,0.5295491978973759,0.6997319034852547,0.3002680965147453,112,0.0924092409240924
overall,promotion_reduced_interpretable,random_forest,6,373,0.4386662884583899,0.56133371154161,0.7184986595174263,0.28150134048257375,105,0.08663366336633663
overall,promotion_reduced_interpretable,random_forest,7,373,0.41126284523186546,0.5887371547681346,0.7506702412868632,0.24932975871313673,93,0.07673267326732673
overall,promotion_reduced_interpretable,random_forest,8,373,0.3837688156409009,0.6162311843590992,0.7533512064343163,0.24664879356568364,92,0.07590759075907591
overall,promotion_reduced_interpretable,random_forest,9,373,0.3546272051364268,0.6453727948635732,0.7962466487935657,0.2037533512064343,76,0.0627062706270627
overall,promotion_reduced_interpretable,random_forest,10,373,0.30454788305413827,0.6954521169458617,0.8016085790884718,0.19839142091152814,74,0.06105610561056106
overall,promotion_reduced_interpretable,xgboost,1,374,0.5747717022895813,0.4252282977104187,0.45187165775401067,0.5481283422459893,205,0.16914191419141913
overall,promotion_reduced_interpretable,xgboost,2,373,0.46721404790878296,0.532785952091217,0.5227882037533512,0.4772117962466488,178,0.14686468646864687
overall,promotion_reduced_interpretable,xgboost,3,373,0.40513545274734497,0.594864547252655,0.6300268096514745,0.3699731903485255,138,0.11386138613861387
overall,promotion_reduced_interpretable,xgboost,4,373,0.35656487941741943,0.6434351205825806,0.6541554959785523,0.34584450402144773,129,0.10643564356435643
overall,promotion_reduced_interpretable,xgboost,5,373,0.3229598104953766,0.677040159702301,0.6568364611260054,0.34316353887399464,128,0.10561056105610561
overall,promotion_reduced_interpretable,xgboost,6,373,0.2913874089717865,0.7086126208305359,0.7238605898123325,0.2761394101876676,103,0.08498349834983498
overall,promotion_reduced_interpretable,xgboost,7,373,0.2629871666431427,0.7370128631591797,0.7131367292225201,0.2868632707774799,107,0.08828382838283828
overall,promotion_reduced_interpretable,xgboost,8,373,0.23497962951660156,0.7650203704833984,0.7667560321715817,0.23324396782841822,87,0.07178217821782178
overall,promotion_reduced_interpretable,xgboost,9,373,0.20512236654758453,0.7948775887489319,0.7855227882037533,0.21447721179624665,80,0.066006600660066
overall,promotion_reduced_interpretable,xgboost,10,373,0.15749117732048035,0.842508852481842,0.8471849865951743,0.15281501340482573,57,0.04702970297029703
overall,tree_candidate,catboost,1,374,0.5782100495195125,0.42178995048048745,0.45187165775401067,0.5481283422459893,205,0.16914191419141913
overall,tree_candidate,catboost,2,373,0.45973504214525274,0.5402649578547473,0.5254691689008043,0.4745308310991957,177,0.14603960396039603
overall,tree_candidate,catboost,3,373,0.3989420351443145,0.6010579648556855,0.6193029490616622,0.3806970509383378,142,0.11716171617161716
overall,tree_candidate,catboost,4,373,0.3562567114461305,0.6437432885538694,0.6327077747989276,0.3672922252010724,137,0.11303630363036303
overall,tree_candidate,catboost,5,373,0.3240157772842146,0.6759842227157854,0.6648793565683646,0.3351206434316354,125,0.10313531353135313
overall,tree_candidate,catboost,6,373,0.29529983822352485,0.7047001617764752,0.7533512064343163,0.24664879356568364,92,0.07590759075907591
overall,tree_candidate,catboost,7,373,0.26453560705815654,0.7354643929418434,0.7131367292225201,0.2868632707774799,107,0.08828382838283828
overall,tree_candidate,catboost,8,373,0.2332360756903767,0.7667639243096234,0.7721179624664879,0.22788203753351208,85,0.07013201320132013
overall,tree_candidate,catboost,9,373,0.20341614867632368,0.7965838513236763,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,tree_candidate,catboost,10,373,0.15546025257304663,0.8445397474269534,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,tree_candidate,dummy,1,374,1.0,0.0,0.6684491978609626,0.3315508021390374,124,0.10231023102310231
overall,tree_candidate,dummy,2,373,1.0,0.0,0.6675603217158177,0.3324396782841823,124,0.10231023102310231
overall,tree_candidate,dummy,3,373,1.0,0.0,0.646112600536193,0.353887399463807,132,0.10891089108910891
overall,tree_candidate,dummy,4,373,0.22788203753351208,0.7721179624664879,0.6916890080428955,0.30831099195710454,115,0.09488448844884488
overall,tree_candidate,dummy,5,373,0.0,1.0,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,tree_candidate,dummy,6,373,0.0,1.0,0.6514745308310992,0.3485254691689008,130,0.10726072607260725
overall,tree_candidate,dummy,7,373,0.0,1.0,0.6970509383378016,0.30294906166219837,113,0.09323432343234324
overall,tree_candidate,dummy,8,373,0.0,1.0,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,tree_candidate,dummy,9,373,0.0,1.0,0.6300268096514745,0.3699731903485255,138,0.11386138613861387
overall,tree_candidate,dummy,10,373,0.0,1.0,0.6890080428954424,0.3109919571045576,116,0.09570957095709572
overall,tree_candidate,extra_trees,1,374,0.7132601169530554,0.2867398830469446,0.446524064171123,0.553475935828877,207,0.1707920792079208
overall,tree_candidate,extra_trees,2,373,0.6241597110207667,0.3758402889792333,0.5576407506702413,0.44235924932975873,165,0.13613861386138615
overall,tree_candidate,extra_trees,3,373,0.57047918624921,0.42952081375079,0.6085790884718498,0.3914209115281501,146,0.12046204620462046
overall,tree_candidate,extra_trees,4,373,0.5251647105761562,0.4748352894238438,0.6085790884718498,0.3914209115281501,146,0.12046204620462046
overall,tree_candidate,extra_trees,5,373,0.48819908252626387,0.5118009174737361,0.7131367292225201,0.2868632707774799,107,0.08828382838283828
overall,tree_candidate,extra_trees,6,373,0.45307630822576805,0.546923691774232,0.6943699731903485,0.30563002680965146,114,0.09405940594059406
overall,tree_candidate,extra_trees,7,373,0.419877895811735,0.580122104188265,0.7560321715817694,0.24396782841823056,91,0.07508250825082509
overall,tree_candidate,extra_trees,8,373,0.38935640788770853,0.6106435921122915,0.7667560321715817,0.23324396782841822,87,0.07178217821782178
overall,tree_candidate,extra_trees,9,373,0.355094484967902,0.644905515032098,0.7721179624664879,0.22788203753351208,85,0.07013201320132013
overall,tree_candidate,extra_trees,10,373,0.28782086054462847,0.7121791394553716,0.8284182305630027,0.17158176943699732,64,0.052805280528052806
overall,tree_candidate,gradient_boosting,1,374,0.5781454845183239,0.4218545154816761,0.45187165775401067,0.5481283422459893,205,0.16914191419141913
overall,tree_candidate,gradient_boosting,2,373,0.46723451929183196,0.532765480708168,0.5361930294906166,0.46380697050938335,173,0.14273927392739275
overall,tree_candidate,gradient_boosting,3,373,0.4038108019311508,0.5961891980688492,0.613941018766756,0.38605898123324395,144,0.1188118811881188
overall,tree_candidate,gradient_boosting,4,373,0.3566626237056476,0.6433373762943524,0.6514745308310992,0.3485254691689008,130,0.10726072607260725
overall,tree_candidate,gradient_boosting,5,373,0.32377066466051163,0.6762293353394883,0.6702412868632708,0.3297587131367292,123,0.10148514851485149
overall,tree_candidate,gradient_boosting,6,373,0.29339863695062346,0.7066013630493766,0.7184986595174263,0.28150134048257375,105,0.08663366336633663
overall,tree_candidate,gradient_boosting,7,373,0.2632372341803366,0.7367627658196634,0.7184986595174263,0.28150134048257375,105,0.08663366336633663
overall,tree_candidate,gradient_boosting,8,373,0.2355319191675981,0.7644680808324019,0.7506702412868632,0.24932975871313673,93,0.07673267326732673
overall,tree_candidate,gradient_boosting,9,373,0.20793507626155683,0.7920649237384432,0.8176943699731903,0.18230563002680966,68,0.056105610561056105
overall,tree_candidate,gradient_boosting,10,373,0.15864049761587284,0.8413595023841272,0.8230563002680965,0.1769436997319035,66,0.054455445544554455
overall,tree_candidate,hist_gradient_boosting,1,374,0.5692225547268296,0.43077744527317036,0.43315508021390375,0.5668449197860963,212,0.17491749174917492
overall,tree_candidate,hist_gradient_boosting,2,373,0.456443943841923,0.543556056158077,0.5924932975871313,0.4075067024128686,152,0.1254125412541254
overall,tree_candidate,hist_gradient_boosting,3,373,0.4041745987736287,0.5958254012263713,0.5871313672922251,0.4128686327077748,154,0.12706270627062707
overall,tree_candidate,hist_gradient_boosting,4,373,0.36037639813709965,0.6396236018629003,0.6353887399463807,0.3646112600536193,136,0.11221122112211221
overall,tree_candidate,hist_gradient_boosting,5,373,0.3265038466999535,0.6734961533000465,0.6621983914209115,0.3378016085790885,126,0.10396039603960396
overall,tree_candidate,hist_gradient_boosting,6,373,0.29227381705496475,0.7077261829450352,0.7158176943699732,0.28418230563002683,106,0.08745874587458746
overall,tree_candidate,hist_gradient_boosting,7,373,0.2603402918706255,0.7396597081293745,0.7479892761394102,0.2520107238605898,94,0.07755775577557755
overall,tree_candidate,hist_gradient_boosting,8,373,0.23219056613830433,0.7678094338616958,0.7613941018766756,0.2386058981233244,89,0.07343234323432343
overall,tree_candidate,hist_gradient_boosting,9,373,0.2066103297907713,0.7933896702092287,0.774798927613941,0.225201072386059,84,0.06930693069306931
overall,tree_candidate,hist_gradient_boosting,10,373,0.1639699458346827,0.8360300541653173,0.8418230563002681,0.1581769436997319,59,0.04867986798679868
overall,tree_candidate,lightgbm,1,374,0.616081968831965,0.38391803116803497,0.47593582887700536,0.5240641711229946,196,0.1617161716171617
overall,tree_candidate,lightgbm,2,373,0.4771517653287051,0.5228482346712948,0.5495978552278821,0.450402144772118,168,0.13861386138613863
overall,tree_candidate,lightgbm,3,373,0.41094998148210654,0.5890500185178935,0.613941018766756,0.38605898123324395,144,0.1188118811881188
overall,tree_candidate,lightgbm,4,373,0.3614268748589128,0.6385731251410872,0.6327077747989276,0.3672922252010724,137,0.11303630363036303
overall,tree_candidate,lightgbm,5,373,0.320688541346065,0.6793114586539349,0.710455764075067,0.289544235924933,108,0.0891089108910891
overall,tree_candidate,lightgbm,6,373,0.2838634923390676,0.7161365076609324,0.6970509383378016,0.30294906166219837,113,0.09323432343234324
