window,feature,family,action,reason,selected_feature_sets,product_code_policy,watch_presence_policy,timing_label
w1_4,w1_4_genre_ratio_romance,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_watch_time_romance,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_romance,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_ratio_comedy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_watch_time_comedy,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_comedy,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_ratio_historical_war,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_watch_time_historical_war,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_historical_war,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_ratio_horror,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_watch_time_horror,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_horror,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_ratio_other,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_watch_time_other,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_other,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_release_month_covered_watch_ratio,release_month_proxy,drop_feature,not_selected_by_final_pruned_policy,,,,
w1_4,w1_4_avg_ott_release_month_weighted,release_month_proxy,drop_feature,release_month_complex_or_complementary_dropped,,,,
w1_4,w1_4_recent_content_watch_ratio,release_month_proxy,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_old_content_watch_ratio,release_month_proxy,drop_feature,release_month_complex_or_complementary_dropped,,,,
