query_title,title,releasedate,originalreleaseyear,country,targetage,playtime,genre
그녀를보기만해도알수있는것,그녀를 보기만 해도 알수있는 것,20000527.0,2000.0,미국,18세관람가,109.0,드라마
환등회,환등회,,1914.0,미국,,,드라마
컷뱅크,컷뱅크,,2014.0,미국,15세이상관람가,93.0,스릴러
블루스톰(2005),블루스톰,20051117.0,2005.0,미국,15세관람가,109.0,액션
카핑베토벤(2006),카핑 베토벤,20071003.0,2006.0,독일,12세이상관람가,104.0,드라마|멜로/로맨스
특별수사:사형수의편지,특별수사: 사형수의 편지,20160616.0,2015.0,한국,15세이상관람가,120.0,범죄|드라마
더보이2:돌아온브람스,더 보이 2: 돌아온 브람스,20200305.0,2020.0,미국,15세이상관람가,86.0,공포(호러)|미스터리|스릴러
서핑업2:웨이브마니아,서핑업 2: 웨이브 마니아,,2017.0,미국,,,애니메이션
토스카나웨딩,토스카나 웨딩,20140430.0,2014.0,네덜란드,청소년관람불가,108.0,멜로/로맨스
레버넌트:죽음에서돌아온자,레버넌트: 죽음에서 돌아온 자,20160114.0,2015.0,미국,15세이상관람가,156.0,어드벤처|드라마
어퍼펙트데이,어 퍼펙트 데이,20170921.0,2016.0,스페인,15세이상관람가,105.0,드라마
직지코드,직지코드,20170628.0,2017.0,한국,전체관람가,102.0,다큐멘터리
알.이.씨3:제네시스,알.이.씨 3 : 제네시스,,2012.0,스페인,청소년관람불가,80.0,공포(호러)
일본대침몰:야쿠자대전쟁,일본대침몰: 야쿠자 대전쟁,20170206.0,2011.0,일본,청소년관람불가,92.0,액션|드라마
메이킹더룰,메이킹 더 룰,,2014.0,미국,,78.0,드라마|멜로/로맨스
그것:저주의시작,그것: 저주의 시작,,2017.0,미국,청소년관람불가,101.0,공포(호러)
흉가:유령의집,흉가 : 유령의 집,20160407.0,2011.0,미국,15세이상관람가,86.0,공포(호러)
믿음의증표,믿음의 증표,,2015.0,미국,,98.0,드라마
인시디어스:두번째집,인시디어스: 두번째 집,20131205.0,2013.0,미국,15세이상관람가,105.0,공포(호러)
블랙번:죽음의숲,블랙번: 죽음의 숲,20160411.0,2015.0,캐나다,청소년관람불가,84.0,공포(호러)
바시르와왈츠를,바시르와 왈츠를,20081120.0,2008.0,이스라엘|프랑스|독일,청소년관람불가,89.0,애니메이션|드라마|전쟁
블랙이글,블랙이글,19871001.0,1987.0,미국,고등학생이상관람가,83.0,액션
더스퀘어,더 스퀘어,20180802.0,2017.0,스웨덴|독일|프랑스|덴마크,15세이상관람가,151.0,코미디
모놀리스,모놀리스,20170420.0,2016.0,이탈리아,12세이상관람가,84.0,드라마|스릴러
무영자:군웅할거,무영자: 군웅할거,,2019.0,중국,,91.0,액션
네무덤에침을뱉어라3,네 무덤에 침을 뱉어라 3,,2015.0,미국,청소년관람불가,91.0,스릴러
루킹포그레이스,루킹 포 그레이스,,2015.0,호주,,100.0,드라마
크리스마스의황당한악몽,크리스마스의 황당한 악몽,20181206.0,2017.0,미국,청소년관람불가,83.0,공포(호러)|코미디|액션
마우스피스,마우스피스,,2015.0,미국,,,코미디
트리쉬나,트리쉬나,20140320.0,2011.0,영국,청소년관람불가,113.0,멜로/로맨스
5투7,5 투 7,20151119.0,2014.0,미국,15세이상관람가,96.0,코미디|멜로/로맨스
플러버,플러버,19971220.0,1997.0,미국,모든 관람객이 관람할 수 있는 등급,93.0,코미디|가족|판타지
브라이언뱅크스,브라이언 뱅크스,,2018.0,미국,,99.0,드라마
숏텀12,숏텀 12,20150702.0,2013.0,미국,15세이상관람가,96.0,드라마
메모리즈(2019),메모리즈,,2019.0,한국,전체관람가,36.0,판타지|드라마
벌레스크,벌레스크,,2019.0,체코,,83.0,
퍼펙트웨폰,퍼펙트 웨폰,20170209.0,2016.0,미국,청소년관람불가,87.0,액션|SF
다이버전트시리즈:얼리전트,다이버전트 시리즈: 얼리전트,20160512.0,2016.0,미국,12세이상관람가,120.0,액션|어드벤처|SF
말로는힘들어,말로는 힘들어,,2012.0,한국,12세이상관람가,25.0,드라마
더포저,더 포저,20150903.0,2015.0,미국,15세이상관람가,95.0,범죄|드라마|스릴러
울프SWAT,울프 SWAT,,2018.0,터키,,125.0,액션|스릴러|전쟁
도약선생,도약선생,20110630.0,2010.0,한국,12세이상관람가,68.0,멜로/로맨스|코미디
행오버2,행오버 2,20110825.0,2011.0,미국,청소년관람불가,102.0,코미디
캡틴파일럿,캡틴 파일럿,,2019.0,중국,,110.0,드라마
터미널(2016),터미널,20040827.0,2004.0,미국,전체관람가,128.0,드라마
정글,정글,,2021.0,한국,15세이상관람가,17.0,드라마
불편한진실,불편한 진실,20060914.0,2006.0,미국,전체관람가,100.0,다큐멘터리
싸이코킬러:잭더리퍼,싸이코 킬러: 잭 더 리퍼,,2016.0,미국,청소년관람불가,86.0,범죄|스릴러
아이오브비홀더,아이 오브 비홀더,19990828.0,1999.0,호주|영국|캐나다,18세관람가,109.0,스릴러|미스터리
호스텔,호스텔,20071206.0,2005.0,미국,18세관람가,95.0,공포(호러)
상류사회(2018),상류사회,20180829.0,2018.0,한국,청소년관람불가,119.0,드라마
인샬라(2012),인샬라,20140814.0,2012.0,캐나다|프랑스,청소년관람불가,101.0,드라마
골든타임(2019),골든타임,20200630.0,2018.0,미국,청소년관람불가,96.0,액션
소중한사람[나레이션],소중한 사람,20110921.0,2002.0,일본,전체관람가,111.0,드라마
데드트리거,데드 트리거,20181214.0,2017.0,미국,15세이상관람가,91.0,액션
벌이날다,벌이 날다,19991224.0,1999.0,한국,모든 관람객이 관람할 수 있는 등급,90.0,드라마
해피어게인,해피 어게인,20180328.0,2017.0,미국,15세이상관람가,99.0,드라마
그녀의비밀정원,그녀의 비밀정원,20200422.0,2019.0,한국,15세이상관람가,87.0,드라마|멜로/로맨스
권력:욕망의올가미,권력: 욕망의 올가미,,2017.0,미국,,90.0,스릴러
로봇사용설명서,로봇 사용설명서,20171002.0,2016.0,이스라엘,15세이상관람가,76.0,액션|코미디
에일리어네이트,에일리어네이트,20180508.0,2016.0,미국,15세이상관람가,85.0,SF|액션
남자의향기,남자의 향기,19980912.0,1998.0,한국,18세 미만인 자는 관람할 수 없는 등급,98.0,멜로/로맨스|액션
액시던트,액시던트,,2017.0,남아프리카공화국|프랑스,,91.0,액션|스릴러
와일드씽2,와일드 씽 2,,2000.0,미국,,85.0,범죄|드라마
다이노소어월드,다이노소어 월드,20190425.0,2018.0,미국,15세이상관람가,76.0,액션|어드벤처|SF
사랑과거짓말(2018),사랑과 거짓말,,2017.0,일본,12세이상관람가,106.0,멜로/로맨스
트루먼쇼,트루먼 쇼,19981024.0,1998.0,미국,15세 미만인 자는 관람할 수 없는 등급 ,102.0,드라마|코미디|판타지
네루다,네루다,20170525.0,2016.0,칠레|아르헨티나|프랑스,청소년관람불가,107.0,스릴러|드라마
중환영웅,중환영웅,19910518.0,1990.0,홍콩,중학생이상관람가,97.0,코미디|액션
13일의금요일:음모론의시작,13일의 금요일 : 음모론의 시작,,2019.0,한국,15세이상관람가,80.0,공포(호러)|미스터리|스릴러
콜걸,콜걸,,1995.0,미국,연소자관람불가,77.0,드라마
제네시스:새로운시대의서막,제네시스 : 새로운 시대의 서막,20170705.0,2016.0,미국,15세이상관람가,81.0,SF
암스타르담,암스타르담,,2016.0,영국,,105.0,코미디|드라마
사막에서연어낚시,사막에서 연어낚시,20141016.0,2012.0,영국,12세이상관람가,107.0,드라마
퀴어영화뷰티풀[감독판],퀴어영화 뷰티풀,20181006.0,2018.0,한국,청소년관람불가,73.0,멜로/로맨스|코미디
노르웨이의숲,노르웨이의 숲,20100930.0,2009.0,한국,청소년관람불가,86.0,코미디|공포(호러)
82년생김지영[가치봄],82년생 김지영,20191023.0,2019.0,한국,12세이상관람가,118.0,드라마
19곰테드2,19곰 테드 2,20150625.0,2015.0,미국,청소년관람불가,115.0,코미디
게이샤의추억,게이샤의 추억,20060202.0,2005.0,미국,15세관람가,144.0,드라마
지금은맞고그때는틀리다,지금은맞고그때는틀리다,20150924.0,2015.0,한국,청소년관람불가,120.0,드라마
신선조-낭인(2013),신선조-낭인,20141029.0,2013.0,일본,15세이상관람가,107.0,액션
행운초인,행운초인,,2002.0,홍콩,,98.0,코미디|멜로/로맨스
워터컬러포스트카드,워터컬러 포스트카드,,2013.0,미국,,113.0,드라마
보헤미안랩소디,보헤미안 랩소디,20181031.0,2018.0,미국,12세이상관람가,134.0,드라마
아이스브레이커,아이스브레이커,20190104.0,2016.0,러시아,12세이상관람가,123.0,액션|드라마
아이엠넘버포,아이 엠 넘버 포,20110224.0,2010.0,미국,12세이상관람가,103.0,액션|SF
삼국전쟁:전쟁의서막,삼국전쟁: 전쟁의 서막,20180719.0,2017.0,중국,15세이상관람가,88.0,액션|드라마
소년아메드,소년 아메드,20200730.0,2019.0,프랑스,12세이상관람가,84.0,드라마
스턱,스턱,,2020.0,미국,,14.0,기타
더베스트오브맨,더 베스트 오브 맨,,2012.0,영국,,89.0,드라마
아메리칸러브홀릭,아메리칸 러브홀릭,20040326.0,2002.0,미국,18세관람가,98.0,멜로/로맨스
더비스트(2016),더 비스트,20190805.0,2016.0,미국,청소년관람불가,92.0,범죄|스릴러
워랜드,워 랜드,20180828.0,2007.0,크로아티아,15세이상관람가,84.0,판타지|전쟁|공포(호러)
미녀삼총사3,미녀 삼총사 3,,2019.0,미국,,118.0,액션|어드벤처|코미디
악마의손,악마의 손,,2013.0,프랑스,,94.0,범죄|드라마|스릴러
회초리,회초리,20110519.0,2011.0,한국,12세이상관람가,104.0,드라마
귀여운빌리,귀여운 빌리,19940319.0,1992.0,미국,중학생이상관람가,100.0,코미디
알파:위대한여정,알파 : 위대한 여정,,2018.0,미국,,132.0,액션|드라마|스릴러
더위앤더아이,더 위 앤 더 아이,,2012.0,미국|영국,청소년관람불가,103.0,드라마
비비안마이어를찾아서,비비안 마이어를 찾아서,20150430.0,2013.0,미국,전체관람가,83.0,다큐멘터리
마음의행로,마음의 행로,,1942.0,미국,,125.0,드라마|멜로/로맨스
잠깐만회사좀관두고올게,잠깐만 회사 좀 관두고 올게,20171019.0,2017.0,일본,12세이상관람가,113.0,드라마
파이널리스트,파이널리스트,20190124.0,2017.0,벨기에,전체관람가,81.0,다큐멘터리
배신자(2019),배신자,20191121.0,2019.0,이탈리아,15세이상관람가,151.0,드라마
내게남은사랑을,내게 남은 사랑을,20171102.0,2017.0,한국,12세이상관람가,111.0,드라마
상록수,상록수,19610920.0,1961.0,한국,기타,110.0,드라마
모래의역습,모래의 역습,,2011.0,한국,전체관람가,77.0,다큐멘터리
라이크어보스,라이크 어 보스,,2020.0,미국,,83.0,코미디
대가리2:학교무림,대가리2-학교무림,20220624.0,2019.0,한국,15세이상관람가,83.0,액션
다크케이브,다크 케이브,,2019.0,미국,15세이상관람가,82.0,스릴러|드라마
공동정범,공동정범,20180125.0,2017.0,한국,15세이상관람가,106.0,다큐멘터리
스크램블,스크램블,20180314.0,2017.0,미국,청소년관람불가,102.0,액션|스릴러|범죄
앙드레마티유,앙드레 마티유,20110113.0,2010.0,캐나다,12세이상관람가,101.0,드라마
엘리미네이터,엘리미네이터,20170105.0,2015.0,영국|미국,청소년관람불가,94.0,액션
킬러인브뤼셀,킬러 인 브뤼셀,,2017.0,벨기에,15세이상관람가,86.0,스릴러
천하무쌍,천하무쌍,,2002.0,홍콩,,90.0,코미디|멜로/로맨스
씨울프,씨울프,,2001.0,미국|이탈리아,,90.0,기타
달콤한인생,달콤한 인생,20050401.0,2004.0,한국,18세관람가,120.0,액션
메탈리카스루더네버,메탈리카 스루 더 네버,20131114.0,2013.0,미국,15세이상관람가,92.0,뮤지컬|액션
롱리브더킹:목포영웅[가치봄],롱 리브 더 킹: 목포 영웅,20190619.0,2019.0,한국,15세이상관람가,117.0,액션|드라마
더헌팅게임즈,더 헌팅 게임즈,,2017.0,미국,,,드라마
너의새는노래할수있어,너의 새는 노래할 수 있어,20200416.0,2018.0,일본,15세이상관람가,106.0,멜로/로맨스|판타지
투가이즈,투가이즈,,2015.0,몽고,,84.0,기타
귀여워,귀여워,20041126.0,2004.0,한국,18세관람가,116.0,드라마|코미디
나의특별한사랑이야기,나의 특별한 사랑이야기,20080409.0,2007.0,미국,15세이상관람가,111.0,코미디|드라마|멜로/로맨스
킬미(2009),킬 미,20091105.0,2009.0,한국,청소년관람불가,107.0,멜로/로맨스|코미디
포제션익스페리먼트,포제션 익스페리먼트,,2016.0,미국,,84.0,공포(호러)|스릴러
사랑과욕망의짐노페디,사랑과 욕망의 짐노페디,20170706.0,2016.0,일본,청소년관람불가,82.0,드라마|멜로/로맨스
미스메도우,미스 메도우,20150507.0,2014.0,미국,15세이상관람가,87.0,드라마
샤레이드,샤레이드,,1963.0,,,114.0,
카인드오브머더,카인드 오브 머더,20171123.0,2016.0,미국,15세이상관람가,95.0,스릴러|드라마
제인에어(1996),제인 에어,19960120.0,1996.0,영국|프랑스|이탈리아|미국,중학생이상관람가,110.0,멜로/로맨스|드라마
파라다이스좀비,파라다이스 좀비,,2020.0,미국,15세이상관람가,80.0,액션|공포(호러)
아름다운파도와바다,아름다운 파도와 바다,,2000.0,한국,18세관람가,90.0,성인물(에로)
어댑테이션,어댑테이션,20210819.0,2020.0,한국,15세이상관람가,115.0,기타
서프러제트[다국어자막],서프러제트,20160623.0,2016.0,미국,12세이상관람가,106.0,드라마
나인볼,나인볼,,2012.0,미국,,82.0,드라마
엘리스헤지나,엘리스 헤지나,20171207.0,2016.0,브라질,15세이상관람가,113.0,드라마
플래시백,플래시백,20210610.0,2020.0,캐나다,15세이상관람가,97.0,드라마|스릴러
블러드골드,블러드 골드,20180424.0,2014.0,호주,15세이상관람가,90.0,액션|어드벤처|판타지
행복의알리바이:사진,행복의 알리바이: 사진,20180509.0,2016.0,일본,15세이상관람가,115.0,코미디|드라마
헬보이(2004),헬보이,20040820.0,2004.0,미국,15세관람가,122.0,SF
호랑이는겁이없지,호랑이는 겁이 없지,,2017.0,멕시코,15세이상관람가,83.0,판타지|공포(호러)
암살[가치봄],암살,,2021.0,한국,,,드라마
무서운집(2016),무서운 집,20150730.0,2014.0,한국,12세이상관람가,98.0,공포(호러)
레고DC슈퍼히어로:플래시[한글자막],레고 DC 슈퍼히어로: 플래시,,2018.0,미국,,,애니메이션
컨버세이션,컨버세이션,20230223.0,2021.0,한국,12세이상관람가,120.0,기타
터지기전에,터지기 전에,,2020.0,미국,,,코미디
앳퍼스트라이트,앳 퍼스트 라이트,20190925.0,2018.0,캐나다,12세이상관람가,90.0,드라마|SF|스릴러
엘리노어릭비:그남자그여자,엘리노어 릭비: 그 남자 그 여자,20150409.0,2014.0,미국,15세이상관람가,122.0,드라마
60일의썸머,60일의 썸머,20181025.0,2017.0,한국,15세이상관람가,93.0,드라마
대지진(2010),대지진,20101104.0,2010.0,중국,전체관람가,136.0,드라마
어린왕자(2015)[다국어자막],어린왕자,20151223.0,2015.0,프랑스,전체관람가,106.0,애니메이션|판타지|어드벤처
아라비아의로렌스,아라비아의 로렌스,19981024.0,1962.0,영국,12세 미만인 자는 관람할 수 없는 등급,214.0,드라마
테이큰3(2015),테이큰 3,20150101.0,2014.0,미국,15세이상관람가,111.0,액션|범죄|스릴러
리튼,리튼,20081226.0,2007.0,한국,15세이상관람가,87.0,드라마
신밧드와복수의여신들,신밧드와 복수의 여신들,20171221.0,2016.0,미국,15세이상관람가,90.0,판타지|액션
애정의조건,애정의 조건,19840331.0,1983.0,미국,연소자관람불가,132.0,가족|드라마|코미디
쾌락지구3,쾌락지구 3,20150724.0,2014.0,중국,청소년관람불가,93.0,멜로/로맨스
찰리컨트리맨,찰리 컨트리맨,20140828.0,2013.0,미국|루마니아,청소년관람불가,103.0,코미디|멜로/로맨스|액션
까시,까시,20161027.0,2015.0,한국,청소년관람불가,102.0,멜로/로맨스
첫번째화성인,첫 번째 화성인,,2016.0,미국,,,코미디
더로저스,더 로저스,20180720.0,2017.0,아일랜드,15세이상관람가,93.0,미스터리|스릴러
정직한후보,정직한 후보,20200212.0,2019.0,한국,12세이상관람가,104.0,코미디
더딥블루씨,더 딥 블루 씨,20150423.0,2012.0,영국|미국,청소년관람불가,98.0,멜로/로맨스|드라마
프리즌브레이커스,프리즌 브레이커스,,2020.0,기타,,137.0,어드벤처|스릴러
개와고양이를위한시간,개와 고양이를 위한 시간,,2019.0,한국,,83.0,다큐멘터리
캡쳐,캡쳐,,2017.0,미국,,81.0,스릴러
데이브미로만들다:판타스틱미로대탈출,데이브 미로 만들다: 판타스틱 미로 대탈출,,2017.0,미국,,81.0,공포(호러)|판타지|코미디|어드벤처
남산의부장들[가치봄],남산의 부장들,20200122.0,2019.0,한국,15세이상관람가,113.0,드라마
위아엑스,위 아 엑스,20170525.0,2016.0,영국,15세이상관람가,93.0,다큐멘터리
봉신연의:영웅의귀환,봉신연의: 영웅의 귀환,20160922.0,2015.0,홍콩,12세이상관람가,109.0,판타지|액션
비치온더비치,비치온더비치,20161208.0,2016.0,한국,청소년관람불가,99.0,멜로/로맨스
세인트로즈,세인트 로즈,,2010.0,캐나다,,79.0,코미디|가족
어디서무엇이되어다시만나리,어디서 무엇이 되어 다시 만나리,,1977.0,한국,,100.0,드라마
더와이프,더 와이프,20190227.0,2017.0,영국,15세이상관람가,100.0,드라마
로렌스애니웨이,로렌스 애니웨이,20131219.0,2012.0,캐나다|프랑스,15세이상관람가,168.0,멜로/로맨스|드라마
빈야드:레드와인의저주,빈야드: 레드 와인의 저주,20161012.0,2014.0,칠레,15세이상관람가,106.0,판타지|스릴러
순수의시대(2014)[무삭제판],순수의 시대,20150305.0,2015.0,한국,청소년관람불가,113.0,사극|드라마
부기나이트,부기나이트,20220428.0,2022.0,한국,15세이상관람가,88.0,코미디
솔트앤파이어,솔트 앤 파이어,,2016.0,미국|프랑스|독일|멕시코,15세이상관람가,97.0,스릴러
치심적아,치심적아,,1986.0,홍콩,,,코미디
"나는내일,어제의너와만난다","나는 내일, 어제의 너와 만난다",20171012.0,2016.0,일본,12세이상관람가,110.0,멜로/로맨스|판타지|SF
특경도룡(1988),특경도룡,19890301.0,1988.0,홍콩,고등학생이상관람가,92.0,액션
테라피,테라피,,2021.0,한국,,31.0,코미디|멜로/로맨스|드라마
자칼(1997),자칼,,2017.0,미국,,85.0,공포(호러)|스릴러
영광의대가,영광의 대가,,1952.0,미국,,111.0,코미디|드라마|뮤지컬|멜로/로맨스
트랩티드1,트랩티드 1,,2014.0,기타,,,드라마
7년의밤,7년의 밤,20180328.0,2018.0,한국,15세이상관람가,123.0,스릴러|드라마
천사VS좀비:세상의종말,천사 VS 좀비-세상의 종말,,2018.0,프랑스,15세이상관람가,99.0,SF|액션
브로드웨이경찰들,브로드웨이 경찰들,,2012.0,미국,,86.0,액션|코미디|드라마
블랙로즈,블랙 로즈,20161228.0,2014.0,러시아,청소년관람불가,83.0,액션|스릴러|드라마
13일의금요일6:제이슨살아있다,13일의 금요일 6 : 제이슨 살아있다,,1986.0,,,86.0,
봉자,봉자,20001125.0,2000.0,한국,18세관람가,92.0,드라마
무림:광혼도,무림: 광혼도,,2019.0,중국,15세이상관람가,87.0,액션
러스트앤본,러스트 앤 본,20130502.0,2012.0,프랑스,청소년관람불가,122.0,멜로/로맨스|드라마
사랑한다면이들처럼(2011),사랑한다면 이들처럼,19920926.0,1990.0,프랑스,연소자관람불가,81.0,드라마|멜로/로맨스
체크메이트캅,체크 메이트 캅,20190418.0,2019.0,미국,15세이상관람가,94.0,액션
행성탈출:최후의전쟁,행성탈출: 최후의 전쟁,20180308.0,2017.0,영국,15세이상관람가,107.0,SF
도즈오브해피니스,도즈 오브 해피니스,,2019.0,불가리아,,100.0,드라마
마리앙투아네트(2006),마리앙투아네트,20230102.0,2022.0,한국,12세이상관람가,158.0,뮤지컬|공연
앵그리버드2:독수리왕국의침공,앵그리 버드 2: 독수리 왕국의 침공,20190807.0,2019.0,미국,전체관람가,96.0,애니메이션|액션
애프터임팩트,애프터 임팩트,,2007.0,미국,,95.0,다큐멘터리|액션|어드벤처
400:제국의부활,400: 제국의 부활,20190704.0,2018.0,태국,15세이상관람가,121.0,액션
바람의파이터,바람의 파이터,20040812.0,2004.0,한국,12세관람가,120.0,액션
무림방주:절대고수의탄생,무림방주: 절대고수의 탄생,20200110.0,2018.0,중국,15세이상관람가,98.0,사극|액션
아메리칸메이드,아메리칸 메이드,20170914.0,2017.0,미국,15세이상관람가,114.0,범죄|액션
[OCEAN공개]집착,집착,,2021.0,프랑스|스위스,,2.0,애니메이션
응징자2,응징자2,,2019.0,한국,청소년관람불가,65.0,액션
키드냅,키드냅,20171122.0,2017.0,미국,15세이상관람가,94.0,액션|스릴러
호텔룸(2017),호텔룸,20170531.0,2015.0,싱가포르,청소년관람불가,104.0,멜로/로맨스
테이킹,테이킹,20171026.0,2014.0,미국,15세이상관람가,90.0,스릴러
카3:새로운도전[3D],카3: 새로운 도전,20170713.0,2017.0,미국,전체관람가,108.0,애니메이션|어드벤처|코미디|가족
탱크:무적의T34,탱크: 무적의 T34,20190328.0,2018.0,러시아,15세이상관람가,92.0,액션|전쟁
슈퍼스타감사용,슈퍼스타 감사용,20040917.0,2004.0,한국,전체관람가,115.0,드라마
주온:더파이널,주온: 더 파이널,20151001.0,2015.0,일본,15세이상관람가,90.0,공포(호러)
레아:더안드로이드,레아: 더 안드로이드,,2014.0,프랑스,12세이상관람가,84.0,SF|판타지|스릴러
인페르노,인페르노,20161019.0,2016.0,미국|일본|터키|헝가리,15세이상관람가,121.0,미스터리|스릴러
저스티스리그[다국어자막],저스티스 리그,20171115.0,2017.0,미국,12세이상관람가,119.0,액션|어드벤처|판타지|SF
시카리오:암살자의도시,시카리오: 암살자의 도시,20151203.0,2015.0,미국,청소년관람불가,121.0,범죄|미스터리|스릴러
피아니스트(2002),피아니스트,20030101.0,2002.0,프랑스,12세관람가,149.0,드라마
유투브라이브:영혼출몰지역,유투브 라이브 : 영혼 출몰 지역,,2018.0,미국,청소년관람불가,96.0,공포(호러)
라이크크레이지(2011),라이크 크레이지,20180530.0,2011.0,미국,15세이상관람가,90.0,드라마|멜로/로맨스
혐오스런마츠코의일생,혐오스런 마츠코의 일생,20070412.0,2006.0,일본,15세이상관람가,129.0,코미디|드라마|뮤지컬|미스터리
사라진아이:포로로카,사라진 아이: 포로로카,,2017.0,루마니아|프랑스,,152.0,드라마
싯앤고,싯 앤 고,,2014.0,한국,15세이상관람가,29.0,드라마
슈렉,슈렉,20010630.0,2001.0,미국,전체관람가,90.0,애니메이션|코미디|어드벤처
메탈헤드,메탈헤드,20150323.0,2013.0,아이슬란드,15세이상관람가,100.0,드라마
오션스트웰브,오션스 트웰브,20050107.0,2004.0,호주|미국,12세이상관람가,125.0,범죄|코미디
수상한그녀,수상한 그녀,20140122.0,2013.0,한국,15세이상관람가,124.0,드라마
몬스터호텔3,몬스터 호텔 3,20180808.0,2018.0,미국,전체관람가,97.0,애니메이션|코미디|가족|판타지
대사건,대사건,20160929.0,2004.0,홍콩,15세이상관람가,89.0,액션|스릴러
썸씽라이크썸씽라이크잇,썸씽 라이크 썸씽 라이크 잇,,2015.0,일본,전체관람가,96.0,코미디|드라마
마인드스톰,마인드스톰,20020114.0,2001.0,미국,15세관람가,97.0,SF|공포(호러)|미스터리|스릴러
결백[가치봄],결백,20200610.0,2019.0,한국,15세이상관람가,110.0,드라마
굿우먼,굿 우먼,20051208.0,2004.0,미국|스페인|룩셈부르크|영국,12세관람가,93.0,드라마
800블렛,800 블렛,20050325.0,2002.0,스페인,15세관람가,122.0,코미디
비밀결사:라이치히카리클럽,비밀결사: 라이치 히카리 클럽,,2015.0,일본,청소년관람불가,115.0,미스터리|공포(호러)
아이들...,아이들...,20110217.0,2010.0,한국,15세이상관람가,132.0,범죄|스릴러
"힘을내요,미스터리","힘을 내요, 미스터 리",20190911.0,2019.0,한국,12세이상관람가,110.0,코미디|드라마
콘플릭트:야쿠자의규율,콘플릭트:야쿠자의 규율,20171031.0,2017.0,일본,청소년관람불가,161.0,액션|드라마
토탈이클립스,토탈 이클립스,19951202.0,1995.0,영국|프랑스|벨기에,연소자관람불가,100.0,드라마
로스트인마운틴,로스트 인 마운틴,,2017.0,미국,,95.0,어드벤처|드라마|미스터리|스릴러
사이비,사이비,20131121.0,2013.0,한국,청소년관람불가,100.0,애니메이션|스릴러
스윙키즈,스윙키즈,20181219.0,2018.0,한국,12세이상관람가,133.0,드라마
택스콜렉터,택스 콜렉터,20201118.0,2020.0,미국,청소년관람불가,95.0,액션
클로버필드,클로버필드,20080124.0,2008.0,미국,15세이상관람가,85.0,SF|스릴러|액션
스펙타클워,스펙타클 워,,2019.0,스페인,,112.0,전쟁|스릴러|드라마
미스에이전트,미스 에이전트,20010331.0,2000.0,미국,12세관람가,109.0,액션|코미디
허니와클로버(2007),허니와 클로버,20070111.0,2006.0,일본,전체관람가,116.0,멜로/로맨스|드라마
원디렉션:디스이즈어스,원 디렉션: 디스 이즈 어스,,2013.0,미국,,92.0,다큐멘터리
범블비[다국어자막],범블비,20181225.0,2018.0,미국,12세이상관람가,113.0,액션|어드벤처|SF
예스터데이,예스터데이,20190918.0,2019.0,미국|영국,12세이상관람가,116.0,드라마
버스정류장(1956),버스정류장,,1956.0,미국,12세이상관람가,96.0,코미디|드라마|멜로/로맨스
사이몬과타카시,사이몬과 타카시,20190507.0,2018.0,일본,15세이상관람가,83.0,코미디
러브인클라우즈,러브 인 클라우즈,20081231.0,2004.0,호주,15세이상관람가,120.0,드라마
엑시트운즈,엑시트 운즈,20010505.0,2001.0,미국,18세관람가,117.0,미스터리|액션
어느여름날밤에,어느 여름날 밤에,20170406.0,2016.0,한국,청소년관람불가,97.0,드라마
카오산탱고,카오산 탱고,20200730.0,2020.0,한국,12세이상관람가,97.0,드라마|멜로/로맨스
마음이외치고싶어해(2018),마음이 외치고 싶어해,20171207.0,2017.0,일본,12세이상관람가,118.0,드라마
카마수트라:뱀의여인,카마수트라: 뱀의 여인,20160601.0,2015.0,태국,청소년관람불가,131.0,드라마
라스트데이즈,라스트 데이즈,20060427.0,2005.0,미국,15세관람가,96.0,드라마
폴리스,폴리스,20210210.0,2020.0,프랑스,15세이상관람가,98.0,드라마|범죄
필그리미지,필그리미지,20190411.0,2017.0,아일랜드|벨기에|미국,15세이상관람가,96.0,액션|어드벤처
OSS117로마작전,OSS 117 로마작전,,1968.0,이탈리아,,,드라마
크로우즈제로2,크로우즈 제로 2,,2009.0,일본,청소년관람불가,133.0,액션
디파이언스(2008),디파이언스,20090108.0,2008.0,미국,15세이상관람가,136.0,드라마|전쟁
데몬헌터(2017),데몬 헌터,20170727.0,2016.0,미국,15세이상관람가,89.0,액션|어드벤처|판타지
위험한정사(1987),위험한 정사,19880922.0,1987.0,미국,연소자관람불가,119.0,드라마|스릴러
우리에겐교황이있다,우리에겐 교황이 있다,20130502.0,2011.0,이탈리아|프랑스,전체관람가,104.0,드라마|코미디
서부전선,서부전선,20150924.0,2015.0,한국,12세이상관람가,111.0,전쟁|드라마
항거:유관순이야기,항거:유관순 이야기,20190227.0,2018.0,한국,12세이상관람가,105.0,드라마
콜보이,콜보이,20180829.0,2018.0,일본,청소년관람불가,118.0,드라마
라스트솔져,라스트솔져,20160906.0,2016.0,미국,15세이상관람가,106.0,액션|전쟁
100미터,100미터,20170720.0,2016.0,스페인,15세이상관람가,108.0,코미디|드라마
고통을못느끼는남자,고통을 못 느끼는 남자,,2018.0,인도,,136.0,액션|코미디
오멘666,오멘 666,20191227.0,2017.0,미국,15세이상관람가,105.0,공포(호러)
아이빌리브,아이 빌리브,20201105.0,2017.0,미국,전체관람가,89.0,드라마
여자라는이름으로,여자라는 이름으로,20181011.0,2018.0,프랑스,15세이상관람가,91.0,드라마
