source_row_number,USER_KEY,is_promotion,is_repurchase,reg_date,end_date,duration_days,flag_duration_lt_21,flag_duration_eq_0,flag_duration_21_30,flag_duration_ge_21,flag_invalid_reg_date,flag_invalid_end_date,flag_full_duplicate_all_columns,flag_full_duplicate_keep_first,flag_full_duplicate_to_exclude_from_main,flag_duplicated_USER_KEY,flag_cross_promotion_USER_KEY_overlap,primary_main_cohort_candidate_before_duplicate_policy,primary_main_cohort_final,exclusion_reason_for_primary_main_cohort,sensitivity_all_duration_candidate,anomaly_duration_lt21_reference
4125,03313b0a6c9f742898fd689657cad10027bb1305c92d0b0ca7f08bfc07e6c2a1f666310f44d164830497bf263938bf167041961a0edcc476a35d5c631ae70bad,0,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4126,6fdce9f949836e5369f5b564693dac1d921dd3e00657b94590502f95e9cd04be532b209c89f26404007d30e1b7867b3eb9fec5a4c97814cbbae2a53245b9514c,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4127,cbcd8d8ef810b91ebb5452cc71ceb5a1b713e34b94536f3fbdf1927f6780aa2f62e2cab126c1bf588f2aa37171a15fa0b4d3686063b5421c842f1f74ea42d950,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4128,b19129c173f4a77992d3f4fcd43ad112541a300d098be98e389f5700135cf230675f0bdf21b9be17ffd2127e879c428dab9964df702604491971510f54ea39b7,0,0,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4129,d020fe03af71f75f6db0c2c7f37223bfab00b1913e3a8cb3aa2506f2ea5786cb69b31cb3a3c8c52b82aa36fa9bf16f65250af1ebb1ce237bb11131e78c205224,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4130,d57463ed08f2edd951ab40e1723d148c38b8b4000fc4d4e36e94ce4418adca659ddc92c99b4eea5821487e22cac7e6e5b5300e146d8046b4a35dacdd24ce7b43,1,0,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4131,2d9deafce15b4fe019853981ddb90c113af840bcef7db07664af4d0645129a04a108f8147484f9cc5b8e0aa72ac039a24d2e9cfd00925a3f101c12037f0f6d83,0,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4132,154451405efcd5b4bd6922333a6b897768a81e3cd79fbbf6ef7b96709d9915ef2a339ec9361d46167b3f36fc7dea268b2a6adfb3189337f79da810a15075eb62,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4133,8e4b9626a936bdf545f5c51d74de87971a454906967fcc47c4ff05526db13565246be448f4a350907405a4b99b90b7be4777e6ee83260add72868309c67b298a,1,0,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4134,c7291dfd4931c7e06e23e6ad6f2ec30c97845c37858175157574cdab8adda7c2a560c23b36b1c9424b7ace6b1906fd90b3ab69650cec2328fad5cc523bb4d099,1,0,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4135,5af9e077da43c1c2d0bf22661be166824f2a7678aed16aebd2dc47394de505386a08f4425ba8c8a973c279fde3434f88e1d0bb1ddc87c35628d92ce64edcfd1b,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4136,53cc0a5ad6dce6e19a2a21f0f61b59bc8fe1db4cbbfa2b739aee1bbaebe62da4bca4f3b2492d6a16e3f34690e028358e98337d8ff2d1ece6191e49f54eb67ede,0,0,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4137,0e9c0fc6cb9a1a37cb00accb910957ad8ee6028c1797c171878c862971cc6d451dc3a5efdfcd08fdfe6768e61bd4e13f298decb783543df4444a727ec67d5c15,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4138,ee54b86197f27e9a7e48c5ca0e6e1697022b571e5bf81f6ebf768b9c8b3f9c055fdea7808acec6ccf5aaab9cb3d42cc087e254bcbf0c3fe56865946504710293,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4139,3109b201eb3259b6fa1b1ef118bdb12425a707efc00ecc3002172b1f7dc035e6d9ee45cebedf10f1d94fc070c528dfec6fc153817834aef08c200e6769c00c38,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4140,4568ec9a7005c8f13cec9b56e459ffc4e50c8cee3a0b02deadbc646756b942dfdd484a8eb892528d825765824e7de2f0cf8edca77c1eabfbc1c8034f69ddc4b7,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4141,6c47006e28b0a66bc6415987c1cd42ad3e8476e6811a23f78cbffe0bd707cecac9c2c0197c72790341b3b53b9ae766c2c39ef9877fe1349bd2ae769f6f984386,0,0,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4142,072e55704795e223362666fe20859c627f76a8de62fe90cd682d0f166475871046bb6a66399ddf23f445c4b58570138d9f3015451c4f078e09625a4626b542ae,1,0,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4143,c634666aa0a2e27da8909dd047f0a24825a069d0ee1d7ee31f8a3e087823d28305b5ec94767bf12cc2af00d6c4ee1c8410b5fb06943ae0a4c43292a0c1d71f79,1,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4144,7c7664764af07cb52ac46e4e54213a04b6389bf544207a0aaa0624fd1e822cd23bf22cbd39a6637c1a3a4868d63a7fa9538e7d47c8ab00a5638438516a53ec25,0,0,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4145,cfd8233755c3b44ea5fac3bb3a11c9f5f5ca91ba29c5e0520a901995178974bfc0a6e1541a55c4d79a2a9fa57dd5db1481aa3e950780ed9107aaaecc10481706,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4146,84fe1cba193992bce8521a589fe7385b400f96aefaba3a923d3fa86ddde213681f4e80f6db1a7b97274528292a856b855cac2467a06a02b7e8ef64c12639cfec,1,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4147,edd38a2ac176e52da1f71efc7da154dbff5a5413dbda70d26b83ba3aa38ea9fe1599d273d265d2dc5b947d61c9f8eaaff11a222c14c5c2a8bd6f6c5afc26fa40,0,1,2021-03-04,2021-04-05,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4148,59aa071040abdff0a25241ffefc3fd021825f1dc901116f2e7602210e8198256f0ec26cccc6d8aa0e23fe419ca381009b226b057e1185531d080d7d217cb2d53,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4149,beb9ecc22bc5946cef0116e3e4ca8187816c7b140ecc3626a3d2db7f49f66dc4d00b9c06401e239becb63a662700bed2a2daf012b378258f8ab14abd485ec015,0,0,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4150,077d6aa872c75d3935d2809a4a8cdc2542aaf6ec921a5d84d8ff7a563090a1139d25322fdaa1ff12df3c3410d37c4596bd010bf2c85bbcc915220987098d537f,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4151,777e75e1149328a8978775f87db4c8719daa92087e8d3c83f594677bb89bf348b049be4866e8eeb80b25df5dcd3efce06ee9ea138d610fb685075fca58b38cfe,1,0,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4152,518117870dc713ac415274cc8b73a1541265c84d7b0641f3c63c989e8c90e0e723deaf8ba35e7030077981571abb0aac962095e51dbbe10400627f68a7bcad11,1,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4153,293a0f92a023b3871c2e8cd41f3bd870cad18d4e7fcfb3d6df8e6655bdc02ee1af340812e67b9c399eed9f05256249fb8df5007227a23751590d6cd9e3d6e53e,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4154,0af392a4d8b580d31bdb301bdf5694300d263b27135faa9dd794baad9e4d692656a874618aab831be613b03f05347582e2261e1db0918770e99fef6ade3ef76d,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4155,2ef3d1ed38138a2427890ceb84a42195c71133a6a0d69d6c80bee80cf8a3ebe01ea971da4e68a0734a3b044eca48d90014e608031e734660326fa79bf1027f5b,1,1,2021-03-10,2021-04-10,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4156,bf79d959934cec118089a859946d8ad5d23144d103ae5cc9c2984573a969e191b6bdb71a62716881e561edd7d1a41d8a3a219b5f3ec9b09503f9b9e727f93a4f,0,1,2021-03-04,2021-04-05,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4157,e7038900362560da05a4aa5e3daf29aa10ec0a258ff8fffe43f244adee7e8cd18c9396b0b168f6a26a5fb5cc1e7158a5c1f2f22fc9c9440c461c19e837f00fde,1,0,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4158,d42ad150af127d68db823b322d95b882169d0183f5774d7f9396cc5ed76d3b8728ed1109561246c44a8c23baf2aa8c08fc659d6d4e41a6f7fdddee14a2ec7e27,1,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4159,184a31b8fc47a6bcf14ad5da7808b6ebb8f0ff1e95686c0972ea1ba3fa9b59d39abda7fb417ab133a750ee26911e79d91b36b8f234ad3c735858cb7204fefd7e,0,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4160,f9bceef787507f31f2fe1773c059d394eced2f87bf622098f313a48ff0c01a2e3904a51f559456ecca5965f73362c9ea6db4fec126df53928040df9584759281,1,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4161,c7286948a031a6c1e4c50a70fa68b0c834e762ba6d4a9b8fa7e1b2200c85ab2a0ff9d64bfb66ed83f915ba90e4f9aa4f77f067f5b8b273d069876646392fab17,1,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4162,2f2f3cdf70433bdb87a63627c462965b48a2a9ca110f8c0435d1b47de95a88eb7ec9bc8db65fd9a60dceaf4fadec0827ca3e90dfc796c19d09972b42ad51d52d,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4163,4ec69ea7a054bc17294bf92344c8e644052e508553f30b1438fd707da1e841badabcdc19c2aef59e48555474e7d9fac771d5fd4412269e49cc8f43d58de9b575,0,1,2021-03-02,2021-04-03,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4164,8887d65f071aada49db235926407091603cd1637308e73063df1b2b57efa796fe821ac10bbe6fc5e769c060dc6ed65fa03e5c132f92e0fa55e6bc4c2064e5668,0,0,2021-03-02,2021-04-03,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4165,0499dff278a4d992a320d769e4786b9d0604d82fbd8c5df31d0b9e2edf2ac549ced8153372089326bacc4e8ab6ecce8a37386db091cc7595ed38ce86c3a5f7e3,0,0,2021-03-02,2021-04-03,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4166,d7cffd6f515775a033c9091eecd256c01b84be48acfa0732b5dcb6c2136f062d0b94c55f324d60b992f07bf4cd6d65e047d4ea34a53d04cf02f32955adbd04fd,1,0,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4167,d196679ea7b7d7f104f8d7fd1d44c14b3b4d4bfbeca45ad8d976b5c7cfb95407fe210531c53311892a3b56bd1e8b1efccdfa675239ca898cdc03cf7ccfe8750f,1,0,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4168,89cb8b06346f442efbe066362f544822c68c47950a05df40a347619b37ee71f4913d994aab6021e60fdb6ce52126765ce4cef8f1dfd8872f48c5ce5388510223,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4169,535c81a2ca9122b40c087deaf63cf467ae88caaf573d370bcd4a8f0bc8543baef7de207a80d3cf48ae7b5600466a395cff2a288fc46ee7fcb8a7f1f030a48117,1,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4170,11affe8d5dda78ed274f2c6193bc62480bb15a93dd7c8df31bf61071a40978d53c0c201d5d1a2b78b73203ff9455b13f50040a1e95a1cc527ed436a6b7943273,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4171,0f02f163c5be5b8ce76c92ba7149a94533c1f0b04a09a3d78489ed5b57149227108fa3dda316d1617fc95ca592719bdbb19c13e086dca02e45af9b3325cf0588,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4172,6343a65a2e1bb629bd3525c9c04b43dd102b5a58fbca192d008a97359da9527a3d1eac507d6c856a5a0adcea981b41d7ae3d309fbe3f85c38f05c6b32d6d8fd2,0,1,2021-03-01,2021-04-02,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4173,5fa16ba594811c03047429a4c11e3f6e1e74b0edabfd15c7a406f3d457e1a62fbff27d825a54f1b2f29f8931ec5666f092431d5a7ccac78a5a215d959764127c,1,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4174,bc36a365cc54b6a36f4d95ff887b5b772be0a2af9729fc0cd2f7d1f758271641f0361d18e33717b94eecc33f25f9aa1fec5e6a06a43b67a088ad7d79420d14ec,0,0,2021-03-12,2021-04-13,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4175,2cf9b38e4152ea6d5082525fd64c811b9c483f72e2e2930ecc528b5bda062b47d7cafb6dd21b82065c59c6e09de31d2cd49a2f0d8d1be18323f675ba6e163413,1,0,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4176,3683d23bb39c46af178986146b5d77e4625b74a2af98fdf20b1fd43a7e426856378568452904f611dd0ab1457acef313d0c07b2b98d03f58af585cd6bd816d0f,1,1,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4177,7da3e515fe2fdb5e10090d454d483e84e87f9463d5841f9fc57e61e030f6bfe79140c72c75480f6f0f759c08df6740e5fd59080d99c3c954cce063a43937f820,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4178,eec9789d5a2f28eb21737713a18af8a5f7e1e78b771b403b1dbfc5cbafd55f0d37f8e2199c560996b7584a24cc71b083c07a86b86d31bdf2cb81778e454a81d5,0,1,2021-03-08,2021-04-09,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4179,2d91890c6ec07cf70d254c66f1183acaa1698564056059520eab847093eb0774068b729357c05ea80f789eb5e1db9cae69b44f89ba892c6da19fdfd0eebfb767,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4180,14b5eed2409c7793bd5af5bcb718adcf4f99977e6ab637b5797af4ce1b38fcfb4098b350bd94bce322e8e72ba38e228e7dbee96c9259285d8b6fb3dded6fccaa,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4181,5056e1852a734e6e076b2bf0fbcb074596b77fd4c5d88e147567f0059db07795298d011b2d834326c7912db8d8ccfcf739c52f545565ff7779c39fee188683ae,0,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4182,88850d2835f26572e6ce993831ba0783b13a830fb0b59d2cf3f562c194b9dce8e0bf8e380202596884bd0b53a80d5ef311d0a599b0c1ad5de2b7c365e5196c8d,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4183,f568df7b44494236e459b09a895cdf732a79826f61baec9c373512c870d9a96c67cadd196dc5cd039d7e6ff18ee3f6655d81235042064ccbbaf2cbe6c695f70e,0,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4184,e95f4bd424852b65689a72734c8a5b5bc0b064982939b26c7d8264fc4a8e37595276232a525e9140a646e0161d52848216c53fe1254508d0da0390b0ff20d229,0,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4185,66a9218834b37da02e1a871ca63a88216edca4a2a087be81629c5c96a149fa4ceb7230596068acda4a7d61b7d7479cc0934a60fac4aaaac442ca68c9fd86896e,1,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4186,eac902efea3279121f905d52f9b606f11eff15de9ce7d50c974cc47285c852c6609e5091d2d2e05cd27043ee2aa57d5a2b8dab3dcb73ad3164e0db2d760be031,1,0,2021-03-10,2021-04-10,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4187,0c6fa74e02c7890350e35e942a33cd7186af96585e5d8399cdce1d3cb4b403d4391a52fcc29476c273e11131d56f14f0a2ac95fbbb2b1a93cda2e7e35d8c76a3,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4188,6c6c7fc1161f646b82c23fd5facd9f78c5e71e72204bc66309b92070be78e0a481801109506e2f68fc78c95eac6ee928dbd0f4122088ff60340bb9781c254028,0,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4189,9832ab038e30f5d26879bb59d0421781d5c71b5a2d1a7c4d1a8a78593c2302ba99d0ab5e08cb3f87ef5af14695d7ecd2b5d594807c31be57d8d4bd8b648d158b,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4190,a4e77ec97f84e76e42779d3fb970007632e3c9d2a9c36f69288f76bed1d17f79e7010df7993dc641e638ba9429953d46e04b256a3d71826af903f645886a9844,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4191,d91714cf7ac4a5a51258076a14174347816f64d6510fb5caa886a25dbb4082cd786027a6d067dc16fc679260ea521bda9af9b5aa98844cc747a236f63c7e2977,0,1,2021-03-14,2021-04-15,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4192,74623c8d1baa492733a8439d2ce16cdc04145ef1121c318c3339873aa0b077c315454a0434564ea4b2580d863438dd9c6d15e9ac684b0df3e3d62091fc16e530,1,1,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4193,7edee2595add17468175cecaeaa2baa1ecdc32abebc665f0489d7e0bbdd037ac598a4630b72be62859e54bfc5ddf463d20a5c352395d7b23763ef287d6fc8777,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4194,8ec3b042f572a99b1145ec8cfafbca9650272e2813883fabca8f4020c685b0cb639ffe9c31f966d71ca0a8ae9250684bb77904064e7ccec282044cba9f1b5f70,0,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4195,9e1b767c6ee9243c9c7374d10674dff6aa4b9583f1f935d5d67f96bd34d74e7e0b5cc18a19689e20dbd0d4e78f1ebea3b65b32c2cdc9ad64858e020823ebb039,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4196,ef3e37a9a327e61e02101e72e238d71353aecb6881c437676bd16ad80e8c79ff9b4d2aefe27a1757277ee70520049352a82856e4fce3c29f119b158128edaf15,0,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4197,5a21b350245a56258465c0194eeaa027591a930e8ee12a3809059c6214b9b355e4cb00a21f11699b197f0f159676311872df9902185c054d74603229bdc68e20,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4198,593e977f69d8d9b578ecd2a167aea62a942bc5e4e374ca715a91289b81241fed21ab7c7ffa956ab4eadd18bc049afb7fd11792577e63ea3132eec37f489c418a,0,1,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4199,fb0bb8e742aedc02aa38625e83d210daacb8943dbb4b593aa0bbb5d893f9034622e497482a57be9c81fa1acb81d8113dc132fee48256e382e9998c03c89940ed,1,0,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4200,e63f1587d99ea8f2274495619a2387b30c50e0d4643cebc46feeae9f9cbb6d7360b94c0f7e2d61d690019530e0a2b5eede3be671cdc39a2c57c1b3d785b7e569,1,0,2021-03-11,2021-04-11,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4201,004c8f20c3025d7b885678abaf4999256184bbf7612a54eaf00fd9dccf0775cb3854a708f5dd035f52f19479caae6c9737cf94f89b6e00bb6c43765fadded513,0,1,2021-03-11,2021-04-12,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4202,a2c5be35cbc0235d63224863f31dfcf301cc00e80ee71a44ccd984ca9767ab2a5ac23bceb4618c2aa4d1f04ea6a5774cd03323445f3a856be3c8ad41c99dff97,0,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4203,a5b072ef335a1c792f66eff548e60e426a476a3d059b663d38cb9e6f5b2f0985d47ac2d86d3fa817230504d731bf4086efef5e48ec5df4de7ccdc64c64b2ba01,0,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4204,2e6ea941bdbba7aadcb788274ff5f33f1c1b00bcdc0468f0711463bea8665d5124742cfb04138341bf815cd5d523d28a9c40ac6674d9f8f856d0864a77343211,1,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4205,552f4816915fe927e146d12b06f5fd5222d7d3618806a8a1006688848bdc60afe4ae6ad98a7df2367ce2bd621bbafc3ade09a6c59dee6617bc2646cf5551a6e0,0,1,2021-03-01,2021-04-02,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4206,010a2860beaa7aea98737e7c30577853820e02a6e2d1af9114aaaef71d9fca3ae4a03fdff1c3fa1e34ce9d708ed534964fa4c281e4aaaf840598dbf05b0020e7,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4207,6c510394d32597200dd5d4f4f62fa82472bb746081fe92c77c1cc6375f28f03132bb541ca0d9f210710da6cf662743e636f5dfa804ed4e75f89736eb9ae59183,1,0,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4208,a7e1dde2e4707352237492981eae4a71ff8633d59141c64e78bdf18fdf3f99faa375acccb927d9de14437f29c0f8c5afe230f6a707c5acac64b5d4028680f392,0,0,2021-03-04,2021-04-05,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4209,c7122bc51d6c524d135fe0dce0f2ae9aff6274f916236c01ec6420a3c0fd2fa99ee62c40d0c5c1771ad2eb18d261b9fb55fbd5b7073b9d864d05091b8040c011,1,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4210,3f7ce11d72c402e0c5ff3bb7d95512bc1954a1a28c6084130f51930dc6bd1816bbfbdeaaddf435c332768a6e51bb5ee1bb4d41c3c772cd34746162620fd0324a,0,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4211,c334cad1bf1f9d12136b17e964569b2520d29d1ca52e176c695d28edc01992ec43936b1e4c8c0ddd4161b069829f1f1ac378a61fd4dab95edbef02eae0b8e657,0,1,2021-03-14,2021-04-15,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4212,a9bd6a93856a2ec0261a401643f0148e30ad8adf28018f279b8e8c120363f56302838dda0bf92f19250ffc5db82f7f87dab0eb4bb1636651b7f066929bdea71e,0,1,2021-03-14,2021-04-15,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4213,7d6aa29f23a7e4e4f4729d93939d785c25413255e08e33a06f067995de94e3d51abcffab90b14a12c0d1ee5f4f28d6fabb323870f1ef22b4cac9a9312e7115fb,0,1,2021-03-04,2021-04-05,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4214,5e010c2c13ae2b1db39a9bc8b3766187f9a3658f902cf3876055e31d961d74a4bfc67d63f8ca5aa065babbb13c1ab77d4c0b967ea2a225e0258fdbc890b73e47,0,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4215,edb1262a3a07a9892e8ce495b33f053d7c57abe0b447dce6c8a93a4690ca76f2075e0cb33928a25f70894df066ae2ca71900dd96883eab7e854b06f86e065927,0,1,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4216,96b4260ae07f7f2f248ca8c753421cd4404179896ef384eca6a8ea2e030db1400ca593099391f674266f538e8a1e4101c52aefb7e85a3f93462dfd43e1d60932,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4217,03ef2906851e683af2c9c1713b1d97ae8810763c6b36d570b6a3c575cfc4b5ae40b35802a9ad6706b37522dadb78f39977b5112429bb885970f6b88764a79813,1,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4218,1398787921852722fbe600ca676d847c5798d4f228ce05773ab8bda45476af8a2f54ad25a02a095198ba08029bf80c9a0d5f21031ec1358d2be46c5965d11115,1,1,2021-03-10,2021-04-10,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4219,035244b0330974bf8b06010ed267a54d02fb01115a0accd6902e2654e10c26d408fd91e96375e41f1da965e81c643740fe578a62cd25dfafada536d6f60a77e7,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4220,e72f775ae12ab59b11b39e0d4dbc013e6d9955345d25652be68eee1067b479d754a33f6f5b95dc77d00c44b251da1f91ebd75e9ea70fe7e9a24fe5a0bbc0f4a8,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4221,95bc768daf9f76f6df1bc6c6fce099600ef303ebe616c6482996e9a31948e73095881818f80bbecb30645237c90e9630b90fe034b5d57620cc2702669392b24f,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
4222,c527adac14ad35e040a93f544548aa56cb098fa309e9d5173736d4667fc6be384bd8ebef8571f1b57b4573737dcf0bf8bf6ee93e1309a2a4f31adeb69e846464,1,0,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
