membership_row_id,w1_3_has_watch_obs,w1_3_no_watch_obs_flag,w1_3_total_watch_time,w1_3_total_sessions,w1_3_unique_contents,w1_3_unique_watch_days,w1_3_avg_watch_time_per_session,w1_3_sessions_per_active_day,w1_3_active_span_days,w1_3_first_watch_rel_day,w1_3_last_watch_rel_day,w1_3_week1_watch_time,w1_3_week2_watch_time,w1_3_week3_watch_time,w1_3_week1_sessions,w1_3_week2_sessions,w1_3_week3_sessions,w1_3_week1_ratio,w1_3_week2_ratio,w1_3_week3_ratio,w1_3_w2_minus_w1_watch_time,w1_3_w3_minus_w1_watch_time,w1_3_max_daily_watch_time,w1_3_max_day_share,w1_3_one_minute_watch_count,w1_3_short_watch_count_le5,w1_3_short_watch_time_le5
6547,1,0,425.0,8,7,3,53.125,2.666667,9,6,14,79.0,90.0,256.0,1,1,6,0.185882,0.211765,0.602353,11.0,177.0,256.0,0.602353,0,1,5.0
6548,1,0,460.0,7,4,4,65.714286,1.75,11,0,10,314.0,146.0,0.0,6,1,0,0.682609,0.317391,0.0,-168.0,-314.0,172.0,0.373913,1,1,1.0
6549,1,0,640.0,18,15,1,35.555556,18.0,1,13,13,0.0,640.0,0.0,0,18,0,0.0,1.0,0.0,640.0,0.0,640.0,1.0,6,12,18.0
6550,1,0,159.0,8,7,6,19.875,1.333333,17,0,16,3.0,70.0,86.0,3,3,2,0.018868,0.440252,0.540881,67.0,83.0,86.0,0.540881,6,6,6.0
6551,1,0,1.0,1,1,1,1.0,1.0,1,14,14,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0
6552,1,0,134.0,8,8,4,16.75,2.0,16,1,16,97.0,3.0,34.0,6,1,1,0.723881,0.022388,0.253731,-94.0,-63.0,96.0,0.716418,3,5,9.0
6553,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6554,1,0,15.0,2,2,1,7.5,2.0,1,19,19,0.0,0.0,15.0,0,0,2,0.0,0.0,1.0,0.0,15.0,15.0,1.0,0,0,0.0
6555,1,0,328.0,7,6,4,46.857143,1.75,17,3,19,223.0,102.0,3.0,4,1,2,0.679878,0.310976,0.009146,-121.0,-220.0,152.0,0.463415,1,2,3.0
6556,1,0,2.0,2,2,2,1.0,1.0,12,4,15,1.0,0.0,1.0,1,0,1,0.5,0.0,0.5,-1.0,0.0,1.0,0.5,2,2,2.0
6557,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6558,1,0,133.0,8,7,3,16.625,2.666667,8,9,16,0.0,130.0,3.0,0,6,2,0.0,0.977444,0.022556,130.0,3.0,118.0,0.887218,4,7,15.0
6559,1,0,218.0,6,5,3,36.333333,2.0,9,6,14,96.0,103.0,19.0,3,1,2,0.440367,0.472477,0.087156,7.0,-77.0,103.0,0.472477,1,2,6.0
6560,1,0,321.0,8,5,3,40.125,2.666667,16,5,20,58.0,0.0,263.0,1,0,7,0.180685,0.0,0.819315,-58.0,205.0,154.0,0.479751,0,0,0.0
6561,1,0,80.0,1,1,1,80.0,1.0,1,1,1,80.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-80.0,-80.0,80.0,1.0,0,0,0.0
6562,1,0,4.0,2,2,2,2.0,1.0,13,1,13,1.0,3.0,0.0,1,1,0,0.25,0.75,0.0,2.0,-1.0,3.0,0.75,1,2,4.0
6563,1,0,174.0,2,2,1,87.0,2.0,1,18,18,0.0,0.0,174.0,0,0,2,0.0,0.0,1.0,0.0,174.0,174.0,1.0,0,1,4.0
6564,1,0,176.0,9,7,4,19.555556,2.25,15,0,14,29.0,40.0,107.0,4,1,4,0.164773,0.227273,0.607955,11.0,78.0,107.0,0.607955,1,4,8.0
6565,1,0,46.0,3,2,2,15.333333,1.5,2,3,4,46.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-46.0,-46.0,40.0,0.869565,0,0,0.0
6566,1,0,925.0,17,10,6,54.411765,2.833333,18,0,17,217.0,82.0,626.0,5,5,7,0.234595,0.088649,0.676757,-135.0,409.0,420.0,0.454054,6,6,6.0
6567,1,0,498.0,13,11,9,38.307692,1.444444,20,0,19,204.0,290.0,4.0,7,4,2,0.409639,0.582329,0.008032,86.0,-200.0,222.0,0.445783,5,6,8.0
6568,1,0,483.0,8,7,5,60.375,1.6,7,12,18,0.0,344.0,139.0,0,5,3,0.0,0.712215,0.287785,344.0,139.0,172.0,0.356108,0,2,4.0
6569,1,0,196.0,2,1,1,98.0,2.0,1,14,14,0.0,0.0,196.0,0,0,2,0.0,0.0,1.0,0.0,196.0,196.0,1.0,0,0,0.0
6570,1,0,105.0,4,2,3,26.25,1.333333,18,3,20,25.0,0.0,80.0,2,0,2,0.238095,0.0,0.761905,-25.0,55.0,80.0,0.761905,0,0,0.0
6571,1,0,274.0,3,3,3,91.333333,1.0,13,6,18,85.0,105.0,84.0,1,1,1,0.310219,0.383212,0.306569,20.0,-1.0,105.0,0.383212,0,0,0.0
6572,1,0,461.0,7,6,3,65.857143,2.333333,15,2,16,1.0,110.0,350.0,1,2,4,0.002169,0.238612,0.759219,109.0,349.0,350.0,0.759219,1,1,1.0
6573,1,0,412.0,8,1,2,51.5,4.0,6,9,14,0.0,8.0,404.0,0,4,4,0.0,0.019417,0.980583,8.0,404.0,404.0,0.980583,0,4,8.0
6574,1,0,969.0,14,10,7,69.214286,2.0,14,7,20,0.0,531.0,438.0,0,9,5,0.0,0.547988,0.452012,531.0,438.0,335.0,0.345717,1,2,3.0
6575,1,0,332.0,5,2,2,66.4,2.5,2,3,4,332.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-332.0,-332.0,219.0,0.659639,2,2,2.0
6576,1,0,160.0,5,5,3,32.0,1.666667,17,3,19,93.0,0.0,67.0,1,0,4,0.58125,0.0,0.41875,-93.0,-26.0,93.0,0.58125,1,1,1.0
6577,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6578,1,0,219.0,6,6,3,36.5,2.0,15,3,17,46.0,33.0,140.0,2,1,3,0.210046,0.150685,0.639269,-13.0,94.0,140.0,0.639269,1,1,1.0
6579,1,0,379.0,8,5,4,47.375,2.0,16,2,17,37.0,229.0,113.0,2,5,1,0.097625,0.604222,0.298153,192.0,76.0,115.0,0.30343,2,4,12.0
6580,1,0,172.0,3,2,3,57.333333,1.0,4,8,11,0.0,172.0,0.0,0,3,0,0.0,1.0,0.0,172.0,0.0,78.0,0.453488,0,0,0.0
6581,1,0,93.0,5,5,3,18.6,1.666667,19,0,18,61.0,2.0,30.0,3,1,1,0.655914,0.021505,0.322581,-59.0,-31.0,61.0,0.655914,2,3,4.0
6582,1,0,18.0,7,7,2,2.571429,3.5,2,8,9,0.0,18.0,0.0,0,7,0,0.0,1.0,0.0,18.0,0.0,12.0,0.666667,5,6,7.0
6583,1,0,195.0,2,2,2,97.5,1.0,2,19,20,0.0,0.0,195.0,0,0,2,0.0,0.0,1.0,0.0,195.0,100.0,0.512821,0,0,0.0
6584,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6585,1,0,83.0,1,1,1,83.0,1.0,1,12,12,0.0,83.0,0.0,0,1,0,0.0,1.0,0.0,83.0,0.0,83.0,1.0,0,0,0.0
6586,1,0,900.0,18,16,6,50.0,3.0,18,1,18,469.0,252.0,179.0,10,4,4,0.521111,0.28,0.198889,-217.0,-290.0,286.0,0.317778,1,2,5.0
6587,1,0,225.0,8,6,4,28.125,2.0,18,1,18,7.0,81.0,137.0,1,2,5,0.031111,0.36,0.608889,74.0,130.0,126.0,0.56,0,3,7.0
6588,1,0,1262.0,12,10,10,105.166667,1.2,21,0,20,580.0,334.0,348.0,5,3,4,0.459588,0.264659,0.275753,-246.0,-232.0,171.0,0.135499,0,0,0.0
6589,1,0,218.0,5,4,3,43.6,1.666667,3,7,9,0.0,218.0,0.0,0,5,0,0.0,1.0,0.0,218.0,0.0,213.0,0.977064,1,2,5.0
6590,1,0,354.0,9,4,6,39.333333,1.5,11,4,14,141.0,109.0,104.0,3,4,2,0.398305,0.30791,0.293785,-32.0,-37.0,104.0,0.293785,1,1,1.0
6591,1,0,621.0,16,16,4,38.8125,4.0,14,5,18,263.0,121.0,237.0,3,1,12,0.42351,0.194847,0.381643,-142.0,-26.0,263.0,0.42351,0,10,21.0
6592,1,0,171.0,9,8,7,19.0,1.285714,20,0,19,31.0,2.0,138.0,3,1,5,0.181287,0.011696,0.807018,-29.0,107.0,111.0,0.649123,4,6,8.0
6593,1,0,80.0,8,2,4,10.0,2.0,9,6,14,1.0,28.0,51.0,1,5,2,0.0125,0.35,0.6375,27.0,50.0,51.0,0.6375,6,6,6.0
6594,1,0,21.0,1,1,1,21.0,1.0,1,7,7,0.0,21.0,0.0,0,1,0,0.0,1.0,0.0,21.0,0.0,21.0,1.0,0,0,0.0
6595,1,0,1606.0,23,16,14,69.826087,1.642857,21,0,20,725.0,236.0,645.0,7,6,10,0.451432,0.146949,0.401619,-489.0,-80.0,484.0,0.30137,3,5,9.0
6596,1,0,710.0,20,12,10,35.5,2.0,17,4,20,94.0,490.0,126.0,6,10,4,0.132394,0.690141,0.177465,396.0,32.0,139.0,0.195775,3,4,5.0
6597,1,0,404.0,7,4,5,57.714286,1.4,14,3,16,184.0,114.0,106.0,2,4,1,0.455446,0.282178,0.262376,-70.0,-78.0,112.0,0.277228,0,1,2.0
6598,1,0,190.0,3,2,2,63.333333,1.5,2,1,2,190.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-190.0,-190.0,96.0,0.505263,0,0,0.0
6599,1,0,1046.0,18,15,9,58.111111,2.0,14,2,15,492.0,303.0,251.0,8,4,6,0.470363,0.289675,0.239962,-189.0,-241.0,310.0,0.296367,2,2,2.0
6600,1,0,183.0,7,6,4,26.142857,1.75,12,1,12,88.0,95.0,0.0,2,5,0,0.480874,0.519126,0.0,7.0,-88.0,88.0,0.480874,0,4,16.0
6601,1,0,118.0,4,3,3,29.5,1.333333,15,0,14,6.0,82.0,30.0,1,1,2,0.050847,0.694915,0.254237,76.0,24.0,82.0,0.694915,1,1,1.0
6602,1,0,234.0,6,5,5,39.0,1.2,11,10,20,0.0,70.0,164.0,0,2,4,0.0,0.299145,0.700855,70.0,164.0,123.0,0.525641,1,2,3.0
6603,1,0,525.0,9,6,7,58.333333,1.285714,16,5,20,86.0,2.0,437.0,2,1,6,0.16381,0.00381,0.832381,-84.0,351.0,156.0,0.297143,1,2,3.0
6605,1,0,78.0,5,5,4,15.6,1.25,7,5,11,28.0,50.0,0.0,2,3,0,0.358974,0.641026,0.0,22.0,-28.0,37.0,0.474359,1,2,3.0
6606,1,0,303.0,8,6,5,37.875,1.6,18,0,17,98.0,201.0,4.0,3,2,3,0.323432,0.663366,0.013201,103.0,-94.0,200.0,0.660066,4,5,6.0
6607,1,0,467.0,12,7,7,38.916667,1.714286,15,4,18,147.0,319.0,1.0,6,5,1,0.314775,0.683084,0.002141,172.0,-146.0,113.0,0.24197,3,5,10.0
6608,1,0,2.0,2,2,2,1.0,1.0,15,6,20,1.0,0.0,1.0,1,0,1,0.5,0.0,0.5,-1.0,0.0,1.0,0.5,2,2,2.0
6609,1,0,73.0,3,2,3,24.333333,1.0,15,1,15,4.0,0.0,69.0,1,0,2,0.054795,0.0,0.945205,-4.0,65.0,66.0,0.90411,0,2,7.0
6610,1,0,628.0,17,7,9,36.941176,1.888889,16,5,20,150.0,204.0,274.0,4,4,9,0.238854,0.324841,0.436306,54.0,124.0,126.0,0.200637,5,6,7.0
6611,1,0,76.0,5,5,5,15.2,1.0,19,2,20,11.0,53.0,12.0,1,2,2,0.144737,0.697368,0.157895,42.0,1.0,27.0,0.355263,0,1,4.0
6612,1,0,715.0,12,10,10,59.583333,1.2,19,2,20,302.0,156.0,257.0,5,3,4,0.422378,0.218182,0.359441,-146.0,-45.0,120.0,0.167832,0,0,0.0
6613,1,0,177.0,8,4,7,22.125,1.142857,15,6,20,40.0,80.0,57.0,1,4,3,0.225989,0.451977,0.322034,40.0,17.0,41.0,0.231638,0,1,3.0
6614,1,0,705.0,16,14,4,44.0625,4.0,6,1,6,705.0,0.0,0.0,16,0,0,1.0,0.0,0.0,-705.0,-705.0,442.0,0.62695,0,1,2.0
6615,1,0,681.0,8,8,2,85.125,4.0,3,0,2,681.0,0.0,0.0,8,0,0,1.0,0.0,0.0,-681.0,-681.0,364.0,0.534508,0,0,0.0
6616,1,0,82.0,6,5,2,13.666667,3.0,4,5,8,63.0,19.0,0.0,5,1,0,0.768293,0.231707,0.0,-44.0,-63.0,63.0,0.768293,2,3,5.0
6617,1,0,817.0,8,6,5,102.125,1.6,16,1,16,288.0,183.0,346.0,2,3,3,0.352509,0.22399,0.423501,-105.0,58.0,346.0,0.423501,0,0,0.0
6618,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6619,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6620,1,0,154.0,3,2,3,51.333333,1.0,8,12,19,0.0,74.0,80.0,0,1,2,0.0,0.480519,0.519481,74.0,80.0,74.0,0.480519,0,0,0.0
6621,1,0,836.0,14,13,3,59.714286,4.666667,15,0,14,710.0,0.0,126.0,11,0,3,0.849282,0.0,0.150718,-710.0,-584.0,491.0,0.587321,4,4,4.0
6622,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6623,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6624,1,0,327.0,16,11,7,20.4375,2.285714,20,0,19,48.0,65.0,214.0,3,2,11,0.146789,0.198777,0.654434,17.0,166.0,136.0,0.415902,6,7,8.0
6625,1,0,499.0,25,12,11,19.96,2.272727,20,1,20,50.0,226.0,223.0,6,7,12,0.1002,0.452906,0.446894,176.0,173.0,158.0,0.316633,9,12,17.0
6626,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6627,1,0,200.0,4,3,4,50.0,1.0,5,12,16,0.0,113.0,87.0,0,2,2,0.0,0.565,0.435,113.0,87.0,76.0,0.38,0,0,0.0
6628,1,0,331.0,14,10,7,23.642857,2.0,19,2,20,129.0,68.0,134.0,3,5,6,0.389728,0.205438,0.404834,-61.0,5.0,90.0,0.271903,1,3,6.0
6629,1,0,167.0,11,9,4,15.181818,2.75,8,9,16,0.0,1.0,166.0,0,1,10,0.0,0.005988,0.994012,1.0,166.0,68.0,0.407186,8,8,8.0
6630,1,0,94.0,6,3,3,15.666667,2.0,11,10,20,0.0,23.0,71.0,0,2,4,0.0,0.244681,0.755319,23.0,71.0,57.0,0.606383,2,2,2.0
6631,1,0,357.0,3,3,1,119.0,3.0,1,14,14,0.0,0.0,357.0,0,0,3,0.0,0.0,1.0,0.0,357.0,357.0,1.0,0,0,0.0
6632,1,0,141.0,3,3,2,47.0,1.5,13,1,13,13.0,128.0,0.0,2,1,0,0.092199,0.907801,0.0,115.0,-13.0,128.0,0.907801,1,1,1.0
6633,1,0,210.0,2,1,1,105.0,2.0,1,4,4,210.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-210.0,-210.0,210.0,1.0,0,0,0.0
6634,1,0,4.0,2,2,2,2.0,1.0,19,2,20,2.0,0.0,2.0,1,0,1,0.5,0.0,0.5,-2.0,0.0,2.0,0.5,0,2,4.0
6635,1,0,190.0,4,3,2,47.5,2.0,3,10,12,0.0,190.0,0.0,0,4,0,0.0,1.0,0.0,190.0,0.0,110.0,0.578947,1,1,1.0
6636,1,0,851.0,10,8,7,85.1,1.428571,16,5,20,386.0,367.0,98.0,4,5,1,0.453584,0.431257,0.115159,-19.0,-288.0,281.0,0.3302,2,2,2.0
6637,1,0,435.0,8,5,6,54.375,1.333333,12,8,19,0.0,216.0,219.0,0,2,6,0.0,0.496552,0.503448,216.0,219.0,152.0,0.349425,2,2,2.0
6638,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6639,1,0,1287.0,23,14,10,55.956522,2.3,16,5,20,240.0,655.0,392.0,4,10,9,0.18648,0.508936,0.304584,415.0,152.0,243.0,0.188811,4,4,4.0
6640,1,0,861.0,12,8,7,71.75,1.714286,19,0,18,29.0,357.0,475.0,2,6,4,0.033682,0.414634,0.551684,328.0,446.0,292.0,0.339141,0,0,0.0
6641,1,0,1260.0,17,9,8,74.117647,2.125,21,0,20,369.0,636.0,255.0,5,8,4,0.292857,0.504762,0.202381,267.0,-114.0,280.0,0.222222,3,3,3.0
6642,1,0,1062.0,15,9,7,70.8,2.142857,17,0,16,669.0,72.0,321.0,8,2,5,0.629944,0.067797,0.30226,-597.0,-348.0,345.0,0.324859,0,1,2.0
6643,1,0,862.0,9,9,6,95.777778,1.5,12,9,20,0.0,273.0,589.0,0,2,7,0.0,0.316705,0.683295,273.0,589.0,273.0,0.316705,0,0,0.0
6644,1,0,150.0,2,2,2,75.0,1.0,14,3,16,126.0,0.0,24.0,1,0,1,0.84,0.0,0.16,-126.0,-102.0,126.0,0.84,0,0,0.0
6645,1,0,214.0,7,5,4,30.571429,1.75,21,0,20,82.0,72.0,60.0,2,2,3,0.383178,0.336449,0.280374,-10.0,-22.0,82.0,0.383178,2,3,5.0
6646,1,0,510.0,8,8,5,63.75,1.6,13,4,16,127.0,277.0,106.0,2,4,2,0.24902,0.543137,0.207843,150.0,-21.0,127.0,0.24902,1,1,1.0
6647,1,0,413.0,12,7,5,34.416667,2.4,11,5,15,100.0,189.0,124.0,2,6,4,0.242131,0.457627,0.300242,89.0,24.0,182.0,0.440678,4,7,16.0
6648,1,0,1226.0,19,3,10,64.526316,1.9,20,0,19,485.0,519.0,222.0,13,4,2,0.395595,0.423328,0.181077,34.0,-263.0,189.0,0.15416,7,7,7.0
6649,1,0,263.0,3,3,3,87.666667,1.0,9,4,12,91.0,172.0,0.0,1,2,0,0.346008,0.653992,0.0,81.0,-91.0,119.0,0.452471,0,0,0.0
6650,1,0,1.0,1,1,1,1.0,1.0,1,6,6,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0
6651,1,0,318.0,4,4,3,79.5,1.333333,14,4,17,1.0,0.0,317.0,1,0,3,0.003145,0.0,0.996855,-1.0,316.0,193.0,0.606918,1,2,3.0
6652,1,0,6.0,6,3,2,1.0,3.0,3,15,17,0.0,0.0,6.0,0,0,6,0.0,0.0,1.0,0.0,6.0,5.0,0.833333,6,6,6.0
6653,1,0,189.0,10,7,4,18.9,2.5,19,2,20,94.0,0.0,95.0,9,0,1,0.497354,0.0,0.502646,-94.0,1.0,95.0,0.502646,5,6,8.0
6654,1,0,525.0,8,5,7,65.625,1.142857,15,3,17,22.0,356.0,147.0,1,5,2,0.041905,0.678095,0.28,334.0,125.0,144.0,0.274286,0,1,2.0
6655,1,0,278.0,7,6,5,39.714286,1.4,17,3,19,202.0,70.0,6.0,3,3,1,0.726619,0.251799,0.021583,-132.0,-196.0,148.0,0.532374,1,1,1.0
6656,1,0,867.0,15,9,5,57.8,3.0,15,1,15,614.0,205.0,48.0,8,3,4,0.708189,0.236448,0.055363,-409.0,-566.0,503.0,0.580161,0,1,5.0
6657,1,0,5.0,1,1,1,5.0,1.0,1,17,17,0.0,0.0,5.0,0,0,1,0.0,0.0,1.0,0.0,5.0,5.0,1.0,0,1,5.0
6658,1,0,678.0,14,11,3,48.428571,4.666667,14,0,13,370.0,308.0,0.0,8,6,0,0.545723,0.454277,0.0,-62.0,-370.0,308.0,0.454277,3,3,3.0
6659,1,0,1361.0,20,8,7,68.05,2.857143,20,0,19,86.0,521.0,754.0,2,6,12,0.063189,0.382807,0.554004,435.0,668.0,456.0,0.335048,0,4,14.0
6660,1,0,208.0,4,3,3,52.0,1.333333,4,2,5,208.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-208.0,-208.0,112.0,0.538462,2,2,2.0
6661,1,0,94.0,1,1,1,94.0,1.0,1,0,0,94.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-94.0,-94.0,94.0,1.0,0,0,0.0
6662,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
6663,1,0,424.0,22,3,8,19.272727,2.75,8,11,18,0.0,116.0,308.0,0,6,16,0.0,0.273585,0.726415,116.0,308.0,142.0,0.334906,6,7,10.0
6664,1,0,242.0,3,3,2,80.666667,1.5,3,1,3,242.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-242.0,-242.0,147.0,0.607438,0,0,0.0
6665,1,0,3.0,1,1,1,3.0,1.0,1,2,2,3.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-3.0,-3.0,3.0,1.0,0,1,3.0
6666,1,0,629.0,9,5,7,69.888889,1.285714,14,7,20,0.0,297.0,332.0,0,4,5,0.0,0.472178,0.527822,297.0,332.0,115.0,0.18283,0,1,4.0
6667,1,0,247.0,9,6,4,27.444444,2.25,10,6,15,60.0,133.0,54.0,2,5,2,0.242915,0.538462,0.218623,73.0,-6.0,94.0,0.380567,1,1,1.0
6668,1,0,764.0,11,7,7,69.454545,1.571429,16,2,17,399.0,315.0,50.0,5,5,1,0.522251,0.412304,0.065445,-84.0,-349.0,262.0,0.342932,1,3,7.0
6669,1,0,326.0,15,12,4,21.733333,3.75,16,2,17,1.0,204.0,121.0,1,13,1,0.003067,0.625767,0.371166,203.0,120.0,203.0,0.622699,10,10,10.0
6670,1,0,163.0,6,4,5,27.166667,1.2,12,4,15,45.0,97.0,21.0,3,2,1,0.276074,0.595092,0.128834,52.0,-24.0,97.0,0.595092,1,1,1.0
6671,1,0,23.0,2,1,2,11.5,1.0,10,7,16,0.0,2.0,21.0,0,1,1,0.0,0.086957,0.913043,2.0,21.0,21.0,0.913043,0,1,2.0
6672,1,0,184.0,3,2,2,61.333333,1.5,2,19,20,0.0,0.0,184.0,0,0,3,0.0,0.0,1.0,0.0,184.0,122.0,0.663043,0,0,0.0
6673,1,0,544.0,17,3,12,32.0,1.416667,21,0,20,301.0,0.0,243.0,11,0,6,0.553309,0.0,0.446691,-301.0,-58.0,107.0,0.196691,0,1,4.0
6674,1,0,459.0,12,9,6,38.25,2.0,10,1,10,280.0,179.0,0.0,7,5,0,0.610022,0.389978,0.0,-101.0,-280.0,173.0,0.376906,0,1,2.0
6675,1,0,36.0,2,2,2,18.0,1.0,2,19,20,0.0,0.0,36.0,0,0,2,0.0,0.0,1.0,0.0,36.0,29.0,0.805556,0,0,0.0
6676,1,0,749.0,17,8,5,44.058824,3.4,21,0,20,37.0,271.0,441.0,1,3,13,0.049399,0.361816,0.588785,234.0,404.0,235.0,0.313752,8,9,10.0
6677,1,0,234.0,6,1,6,39.0,1.0,8,0,7,224.0,10.0,0.0,5,1,0,0.957265,0.042735,0.0,-214.0,-224.0,56.0,0.239316,0,0,0.0
6678,1,0,247.0,3,2,3,82.333333,1.0,6,11,16,0.0,229.0,18.0,0,2,1,0.0,0.927126,0.072874,229.0,18.0,137.0,0.554656,0,0,0.0
6679,1,0,2.0,2,1,1,1.0,2.0,1,18,18,0.0,0.0,2.0,0,0,2,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2,2,2.0
6680,1,0,116.0,4,4,3,29.0,1.333333,16,4,19,106.0,0.0,10.0,3,0,1,0.913793,0.0,0.086207,-106.0,-96.0,97.0,0.836207,1,1,1.0
6681,1,0,279.0,5,5,4,55.8,1.25,18,1,18,97.0,0.0,182.0,2,0,3,0.34767,0.0,0.65233,-97.0,85.0,112.0,0.401434,1,1,1.0
6682,1,0,249.0,5,4,5,49.8,1.0,13,3,15,146.0,100.0,3.0,1,3,1,0.586345,0.401606,0.012048,-46.0,-143.0,146.0,0.586345,0,1,3.0
6683,1,0,613.0,8,5,5,76.625,1.6,15,1,15,287.0,223.0,103.0,3,4,1,0.468189,0.363785,0.168026,-64.0,-184.0,186.0,0.303426,0,1,3.0
6684,1,0,186.0,7,3,4,26.571429,1.75,9,11,19,0.0,34.0,152.0,0,1,6,0.0,0.182796,0.817204,34.0,152.0,108.0,0.580645,2,2,2.0
6685,1,0,90.0,1,1,1,90.0,1.0,1,2,2,90.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-90.0,-90.0,90.0,1.0,0,0,0.0
6686,1,0,612.0,9,7,6,68.0,1.5,18,0,17,194.0,206.0,212.0,4,2,3,0.316993,0.336601,0.346405,12.0,18.0,206.0,0.336601,1,2,5.0
6687,1,0,12.0,10,9,3,1.2,3.333333,4,17,20,0.0,0.0,12.0,0,0,10,0.0,0.0,1.0,0.0,12.0,7.0,0.583333,9,10,12.0
6688,1,0,130.0,3,3,2,43.333333,1.5,10,10,19,0.0,67.0,63.0,0,1,2,0.0,0.515385,0.484615,67.0,63.0,67.0,0.515385,1,1,1.0
6689,1,0,199.0,6,4,2,33.166667,3.0,5,3,7,36.0,163.0,0.0,3,3,0,0.180905,0.819095,0.0,127.0,-36.0,163.0,0.819095,2,2,2.0
6690,1,0,220.0,5,4,2,44.0,2.5,2,4,5,220.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-220.0,-220.0,132.0,0.6,3,3,3.0
6691,1,0,193.0,3,3,2,64.333333,1.5,16,2,17,190.0,0.0,3.0,2,0,1,0.984456,0.0,0.015544,-190.0,-187.0,190.0,0.984456,0,1,3.0
6692,1,0,82.0,4,3,2,20.5,2.0,11,6,16,71.0,0.0,11.0,1,0,3,0.865854,0.0,0.134146,-71.0,-60.0,71.0,0.865854,2,2,2.0
6693,1,0,217.0,4,2,3,54.25,1.333333,17,3,19,8.0,0.0,209.0,1,0,3,0.036866,0.0,0.963134,-8.0,201.0,118.0,0.543779,0,0,0.0
6694,1,0,301.0,7,6,3,43.0,2.333333,9,1,9,144.0,157.0,0.0,4,3,0,0.478405,0.521595,0.0,13.0,-144.0,157.0,0.521595,1,1,1.0
6695,1,0,377.0,6,5,5,62.833333,1.2,19,0,18,51.0,153.0,173.0,1,3,2,0.135279,0.405836,0.458886,102.0,122.0,94.0,0.249337,1,1,1.0
6696,1,0,211.0,3,2,1,70.333333,3.0,1,18,18,0.0,0.0,211.0,0,0,3,0.0,0.0,1.0,0.0,211.0,211.0,1.0,1,1,1.0
6697,1,0,135.0,7,5,3,19.285714,2.333333,8,4,11,104.0,31.0,0.0,2,5,0,0.77037,0.22963,0.0,-73.0,-104.0,104.0,0.77037,3,3,3.0
6698,1,0,488.0,11,7,7,44.363636,1.571429,12,6,17,169.0,167.0,152.0,2,6,3,0.346311,0.342213,0.311475,-2.0,-17.0,169.0,0.346311,3,3,3.0
6699,1,0,1410.0,20,19,8,70.5,2.5,14,5,18,620.0,631.0,159.0,7,11,2,0.439716,0.447518,0.112766,11.0,-461.0,573.0,0.406383,1,1,1.0
6700,1,0,859.0,24,14,7,35.791667,3.428571,17,0,16,403.0,455.0,1.0,9,14,1,0.46915,0.529686,0.001164,52.0,-402.0,250.0,0.291036,13,14,16.0
6701,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
