membership_row_id,w1_4_has_watch_obs,w1_4_no_watch_obs_flag,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_sessions_per_active_day,w1_4_active_span_days,w1_4_first_watch_rel_day,w1_4_last_watch_rel_day,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week3_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w1_watch_time,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week4_ratio,w1_4_w4_minus_w1_watch_time,w1_4_w4_minus_w3_watch_time
3643,1,0,99.0,6,3,3,16.5,2.0,7,14,20,0.0,0.0,99.0,0,0,6,0.0,0.0,1.0,0.0,99.0,95.0,0.959596,4,5,7.0,0.0,0,0.0,0.0,-99.0
3644,1,0,24.0,2,2,1,12.0,2.0,1,7,7,0.0,24.0,0.0,0,2,0,0.0,1.0,0.0,24.0,0.0,24.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3645,1,0,471.0,7,5,4,67.285714,1.75,17,0,16,407.0,0.0,64.0,6,0,1,0.864119,0.0,0.135881,-407.0,-343.0,198.0,0.420382,1,1,1.0,0.0,0,0.0,-407.0,-64.0
3646,1,0,373.0,13,9,5,28.692308,2.6,22,0,21,2.0,340.0,30.0,2,5,5,0.005362,0.911528,0.080429,338.0,28.0,225.0,0.603217,9,9,9.0,1.0,1,0.002681,-1.0,-29.0
3647,1,0,6.0,2,2,2,3.0,1.0,16,6,21,1.0,0.0,0.0,1,0,0,0.166667,0.0,0.0,-1.0,-1.0,5.0,0.833333,1,2,6.0,5.0,1,0.833333,4.0,5.0
3648,1,0,461.0,6,6,5,76.833333,1.2,15,1,15,236.0,108.0,117.0,3,1,2,0.511931,0.234273,0.253796,-128.0,-119.0,124.0,0.26898,0,1,2.0,0.0,0,0.0,-236.0,-117.0
3649,1,0,9.0,3,2,2,3.0,1.5,7,8,14,0.0,7.0,2.0,0,2,1,0.0,0.777778,0.222222,7.0,2.0,7.0,0.777778,1,2,3.0,0.0,0,0.0,0.0,-2.0
3650,1,0,393.0,10,6,7,39.3,1.428571,22,0,21,282.0,93.0,0.0,7,2,0,0.717557,0.236641,0.0,-189.0,-282.0,147.0,0.374046,5,5,5.0,18.0,1,0.045802,-264.0,18.0
3651,1,0,155.0,7,5,4,22.142857,1.75,5,3,7,4.0,151.0,0.0,4,3,0,0.025806,0.974194,0.0,147.0,-4.0,151.0,0.974194,5,5,5.0,0.0,0,0.0,-4.0,0.0
3652,1,0,254.0,5,3,3,50.8,1.666667,21,0,20,168.0,0.0,86.0,4,0,1,0.661417,0.0,0.338583,-168.0,-82.0,115.0,0.452756,2,2,2.0,0.0,0,0.0,-168.0,-86.0
3653,1,0,39.0,3,3,3,13.0,1.0,15,4,18,9.0,13.0,17.0,1,1,1,0.230769,0.333333,0.435897,4.0,8.0,17.0,0.435897,0,0,0.0,0.0,0,0.0,-9.0,-17.0
3654,1,0,133.0,6,3,3,22.166667,2.0,3,25,27,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,114.0,0.857143,3,4,5.0,133.0,6,1.0,133.0,133.0
3655,1,0,381.0,8,6,3,47.625,2.666667,10,1,10,162.0,219.0,0.0,3,5,0,0.425197,0.574803,0.0,57.0,-162.0,218.0,0.572178,3,3,3.0,0.0,0,0.0,-162.0,0.0
3656,1,0,82.0,17,16,5,4.823529,3.4,20,0,19,1.0,12.0,69.0,1,12,4,0.012195,0.146341,0.841463,11.0,68.0,67.0,0.817073,15,15,15.0,0.0,0,0.0,-1.0,-69.0
3657,1,0,114.0,2,2,2,57.0,1.0,15,7,21,0.0,14.0,0.0,0,1,0,0.0,0.122807,0.0,14.0,0.0,100.0,0.877193,0,0,0.0,100.0,1,0.877193,100.0,100.0
3658,1,0,2.0,2,1,1,1.0,2.0,1,25,25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,2,2.0,2.0,2,1.0,2.0,2.0
3659,1,0,1170.0,18,13,13,65.0,1.384615,24,1,24,366.0,317.0,298.0,4,3,5,0.312821,0.27094,0.254701,-49.0,-68.0,142.0,0.121368,3,4,8.0,189.0,6,0.161538,-177.0,-109.0
3660,1,0,210.0,4,3,3,52.5,1.333333,5,10,14,0.0,209.0,1.0,0,3,1,0.0,0.995238,0.004762,209.0,1.0,189.0,0.9,1,1,1.0,0.0,0,0.0,0.0,-1.0
3661,1,0,111.0,1,1,1,111.0,1.0,1,1,1,111.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-111.0,-111.0,111.0,1.0,0,0,0.0,0.0,0,0.0,-111.0,0.0
3662,1,0,1037.0,18,16,8,57.611111,2.25,18,0,17,556.0,323.0,158.0,12,4,2,0.536162,0.311475,0.152363,-233.0,-398.0,248.0,0.239151,7,7,7.0,0.0,0,0.0,-556.0,-158.0
3663,1,0,112.0,1,1,1,112.0,1.0,1,18,18,0.0,0.0,112.0,0,0,1,0.0,0.0,1.0,0.0,112.0,112.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-112.0
3664,1,0,199.0,3,2,3,66.333333,1.0,8,13,20,0.0,44.0,155.0,0,1,2,0.0,0.221106,0.778894,44.0,155.0,84.0,0.422111,0,0,0.0,0.0,0,0.0,0.0,-155.0
3665,1,0,272.0,8,7,5,34.0,1.6,22,6,27,101.0,3.0,45.0,3,1,1,0.371324,0.011029,0.165441,-98.0,-56.0,117.0,0.430147,1,2,4.0,123.0,3,0.452206,22.0,78.0
3666,1,0,92.0,3,3,3,30.666667,1.0,7,13,19,0.0,49.0,43.0,0,1,2,0.0,0.532609,0.467391,49.0,43.0,49.0,0.532609,0,0,0.0,0.0,0,0.0,0.0,-43.0
3667,1,0,30.0,3,3,3,10.0,1.0,17,5,21,25.0,4.0,0.0,1,1,0,0.833333,0.133333,0.0,-21.0,-25.0,25.0,0.833333,1,2,5.0,1.0,1,0.033333,-24.0,1.0
3668,1,0,212.0,2,2,2,106.0,1.0,7,0,6,212.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-212.0,-212.0,124.0,0.584906,0,0,0.0,0.0,0,0.0,-212.0,0.0
3669,1,0,485.0,17,13,7,28.529412,2.428571,22,0,21,274.0,83.0,122.0,10,4,2,0.564948,0.171134,0.251546,-191.0,-152.0,268.0,0.552577,9,10,11.0,6.0,1,0.012371,-268.0,-116.0
3670,1,0,148.0,3,3,2,49.333333,1.5,16,6,21,54.0,0.0,0.0,2,0,0,0.364865,0.0,0.0,-54.0,-54.0,94.0,0.635135,0,0,0.0,94.0,1,0.635135,40.0,94.0
3671,1,0,656.0,12,9,5,54.666667,2.4,20,0,19,285.0,146.0,225.0,4,6,2,0.434451,0.222561,0.342988,-139.0,-60.0,225.0,0.342988,2,2,2.0,0.0,0,0.0,-285.0,-225.0
3672,1,0,134.0,5,4,3,26.8,1.666667,16,5,20,16.0,0.0,118.0,2,0,3,0.119403,0.0,0.880597,-16.0,102.0,118.0,0.880597,0,0,0.0,0.0,0,0.0,-16.0,-118.0
3673,1,0,297.0,9,3,3,33.0,3.0,3,22,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,288.0,0.969697,4,4,4.0,297.0,9,1.0,297.0,297.0
3674,1,0,29.0,4,3,3,7.25,1.333333,7,6,12,1.0,28.0,0.0,1,3,0,0.034483,0.965517,0.0,27.0,-1.0,27.0,0.931034,3,3,3.0,0.0,0,0.0,-1.0,0.0
3675,1,0,548.0,15,8,5,36.533333,3.0,12,14,25,0.0,0.0,103.0,0,0,2,0.0,0.0,0.187956,0.0,103.0,340.0,0.620438,1,2,6.0,445.0,13,0.812044,445.0,342.0
3676,1,0,4.0,4,4,1,1.0,4.0,1,11,11,0.0,4.0,0.0,0,4,0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,4,4,4.0,0.0,0,0.0,0.0,0.0
3677,1,0,954.0,13,9,9,73.384615,1.444444,22,0,21,382.0,171.0,400.0,5,3,4,0.400419,0.179245,0.419287,-211.0,18.0,170.0,0.178197,5,5,5.0,1.0,1,0.001048,-381.0,-399.0
3678,1,0,418.0,8,2,2,52.25,4.0,7,16,22,0.0,0.0,202.0,0,0,4,0.0,0.0,0.483254,0.0,202.0,216.0,0.516746,4,4,4.0,216.0,4,0.516746,216.0,14.0
3679,1,0,103.0,3,3,3,34.333333,1.0,21,0,20,7.0,0.0,96.0,1,0,2,0.067961,0.0,0.932039,-7.0,89.0,93.0,0.902913,0,1,3.0,0.0,0,0.0,-7.0,-96.0
3680,1,0,520.0,9,8,5,57.777778,1.8,16,4,19,165.0,250.0,105.0,3,5,1,0.317308,0.480769,0.201923,85.0,-60.0,165.0,0.317308,1,1,1.0,0.0,0,0.0,-165.0,-105.0
3681,1,0,611.0,12,9,6,50.916667,2.0,21,2,22,10.0,339.0,148.0,1,5,5,0.016367,0.554828,0.242226,329.0,138.0,186.0,0.304419,2,2,2.0,114.0,1,0.186579,104.0,-34.0
3682,1,0,929.0,14,8,9,66.357143,1.555556,22,0,21,310.0,86.0,315.0,5,1,4,0.333692,0.092573,0.339074,-224.0,5.0,218.0,0.234661,1,1,1.0,218.0,4,0.234661,-92.0,-97.0
3683,1,0,3.0,2,2,1,1.5,2.0,1,10,10,0.0,3.0,0.0,0,2,0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1,2,3.0,0.0,0,0.0,0.0,0.0
3684,1,0,297.0,15,10,5,19.8,3.0,13,9,21,0.0,119.0,119.0,0,3,11,0.0,0.400673,0.400673,119.0,119.0,119.0,0.400673,7,11,17.0,59.0,1,0.198653,59.0,-60.0
3685,1,0,651.0,19,11,7,34.263158,2.714286,17,3,19,211.0,8.0,432.0,6,2,11,0.324117,0.012289,0.663594,-203.0,221.0,219.0,0.336406,3,6,13.0,0.0,0,0.0,-211.0,-432.0
3686,1,0,242.0,10,7,4,24.2,2.5,16,3,18,1.0,22.0,219.0,1,3,6,0.004132,0.090909,0.904959,21.0,218.0,216.0,0.892562,3,6,11.0,0.0,0,0.0,-1.0,-219.0
3687,1,0,66.0,2,1,2,33.0,1.0,2,18,19,0.0,0.0,66.0,0,0,2,0.0,0.0,1.0,0.0,66.0,39.0,0.590909,0,0,0.0,0.0,0,0.0,0.0,-66.0
3688,1,0,22.0,2,1,2,11.0,1.0,2,15,16,0.0,0.0,22.0,0,0,2,0.0,0.0,1.0,0.0,22.0,15.0,0.681818,0,0,0.0,0.0,0,0.0,0.0,-22.0
3689,1,0,983.0,17,12,7,57.823529,2.428571,18,0,17,402.0,276.0,305.0,8,5,4,0.408952,0.280773,0.310275,-126.0,-97.0,298.0,0.303154,3,4,5.0,0.0,0,0.0,-402.0,-305.0
3690,1,0,1704.0,25,22,8,68.16,3.125,14,13,26,0.0,119.0,196.0,0,1,3,0.0,0.069836,0.115023,119.0,196.0,394.0,0.231221,2,2,2.0,1389.0,21,0.815141,1389.0,1193.0
3691,1,0,89.0,2,1,1,44.5,2.0,1,10,10,0.0,89.0,0.0,0,2,0,0.0,1.0,0.0,89.0,0.0,89.0,1.0,1,1,1.0,0.0,0,0.0,0.0,0.0
3692,1,0,320.0,17,14,9,18.823529,1.888889,21,1,21,115.0,182.0,3.0,10,5,1,0.359375,0.56875,0.009375,67.0,-112.0,123.0,0.384375,0,2,6.0,20.0,1,0.0625,-95.0,17.0
3693,1,0,420.0,15,10,7,28.0,2.142857,24,0,23,226.0,98.0,8.0,6,3,3,0.538095,0.233333,0.019048,-128.0,-218.0,126.0,0.3,4,8,15.0,88.0,3,0.209524,-138.0,80.0
3694,1,0,108.0,1,1,1,108.0,1.0,1,9,9,0.0,108.0,0.0,0,1,0,0.0,1.0,0.0,108.0,0.0,108.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3695,1,0,201.0,3,3,3,67.0,1.0,13,9,21,0.0,8.0,108.0,0,1,1,0.0,0.039801,0.537313,8.0,108.0,108.0,0.537313,0,0,0.0,85.0,1,0.422886,85.0,-23.0
3696,1,0,231.0,2,2,2,115.5,1.0,15,1,15,107.0,0.0,124.0,1,0,1,0.463203,0.0,0.536797,-107.0,17.0,124.0,0.536797,0,0,0.0,0.0,0,0.0,-107.0,-124.0
3697,1,0,3.0,1,1,1,3.0,1.0,1,0,0,3.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-3.0,-3.0,3.0,1.0,0,1,3.0,0.0,0,0.0,-3.0,0.0
3698,1,0,467.0,13,9,8,35.923077,1.625,10,12,21,0.0,83.0,337.0,0,1,11,0.0,0.17773,0.721627,83.0,337.0,93.0,0.199143,1,4,9.0,47.0,1,0.100642,47.0,-290.0
3699,1,0,752.0,8,8,5,94.0,1.6,15,5,19,179.0,101.0,472.0,3,1,4,0.238032,0.134309,0.62766,-78.0,293.0,248.0,0.329787,0,0,0.0,0.0,0,0.0,-179.0,-472.0
3700,1,0,164.0,6,5,2,27.333333,3.0,15,6,20,92.0,0.0,72.0,4,0,2,0.560976,0.0,0.439024,-92.0,-20.0,92.0,0.560976,2,2,2.0,0.0,0,0.0,-92.0,-72.0
3701,1,0,488.0,13,5,5,37.538462,2.6,22,0,21,125.0,110.0,148.0,3,2,5,0.256148,0.22541,0.303279,-15.0,23.0,148.0,0.303279,5,7,11.0,105.0,3,0.215164,-20.0,-43.0
3702,1,0,66.0,6,5,3,11.0,2.0,17,2,18,3.0,13.0,50.0,3,1,2,0.045455,0.19697,0.757576,10.0,47.0,50.0,0.757576,4,4,4.0,0.0,0,0.0,-3.0,-50.0
3703,1,0,116.0,6,6,2,19.333333,3.0,2,11,12,0.0,116.0,0.0,0,6,0,0.0,1.0,0.0,116.0,0.0,110.0,0.948276,4,5,6.0,0.0,0,0.0,0.0,0.0
3704,1,0,186.0,7,5,3,26.571429,2.333333,20,0,19,1.0,1.0,184.0,1,1,5,0.005376,0.005376,0.989247,0.0,183.0,184.0,0.989247,5,5,5.0,0.0,0,0.0,-1.0,-184.0
3705,1,0,88.0,3,2,1,29.333333,3.0,1,4,4,88.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-88.0,-88.0,88.0,1.0,1,1,1.0,0.0,0,0.0,-88.0,0.0
3706,1,0,2.0,2,2,1,1.0,2.0,1,5,5,2.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,2,2,2.0,0.0,0,0.0,-2.0,0.0
3707,1,0,138.0,21,15,3,6.571429,7.0,16,2,17,12.0,0.0,126.0,12,0,9,0.086957,0.0,0.913043,-12.0,114.0,88.0,0.637681,18,18,18.0,0.0,0,0.0,-12.0,-126.0
3708,1,0,79.0,2,2,2,39.5,1.0,4,17,20,0.0,0.0,79.0,0,0,2,0.0,0.0,1.0,0.0,79.0,78.0,0.987342,1,1,1.0,0.0,0,0.0,0.0,-79.0
3709,1,0,60.0,2,1,1,30.0,2.0,1,5,5,60.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-60.0,-60.0,60.0,1.0,1,1,1.0,0.0,0,0.0,-60.0,0.0
3710,1,0,1.0,1,1,1,1.0,1.0,1,1,1,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
3711,1,0,218.0,19,16,5,11.473684,3.8,19,3,21,3.0,132.0,0.0,3,10,0,0.013761,0.605505,0.0,129.0,-3.0,127.0,0.582569,13,15,18.0,83.0,6,0.380734,80.0,83.0
3712,1,0,432.0,7,7,7,61.714286,1.0,21,1,21,21.0,118.0,143.0,2,2,2,0.048611,0.273148,0.331019,97.0,122.0,150.0,0.347222,0,1,4.0,150.0,1,0.347222,129.0,7.0
3713,1,0,678.0,12,2,4,56.5,3.0,15,1,15,344.0,172.0,162.0,4,4,4,0.507375,0.253687,0.238938,-172.0,-182.0,344.0,0.507375,0,0,0.0,0.0,0,0.0,-344.0,-162.0
3714,1,0,8.0,2,2,2,4.0,1.0,10,9,18,0.0,1.0,7.0,0,1,1,0.0,0.125,0.875,1.0,7.0,7.0,0.875,1,1,1.0,0.0,0,0.0,0.0,-7.0
3715,1,0,2.0,2,2,2,1.0,1.0,11,5,15,1.0,0.0,1.0,1,0,1,0.5,0.0,0.5,-1.0,0.0,1.0,0.5,2,2,2.0,0.0,0,0.0,-1.0,-1.0
3716,1,0,674.0,14,9,4,48.142857,3.5,5,16,20,0.0,0.0,674.0,0,0,14,0.0,0.0,1.0,0.0,674.0,347.0,0.514837,5,5,5.0,0.0,0,0.0,0.0,-674.0
3717,1,0,184.0,4,4,3,46.0,1.333333,4,16,19,0.0,0.0,184.0,0,0,4,0.0,0.0,1.0,0.0,184.0,99.0,0.538043,0,0,0.0,0.0,0,0.0,0.0,-184.0
3718,1,0,125.0,9,6,4,13.888889,2.25,9,6,14,77.0,38.0,10.0,3,5,1,0.616,0.304,0.08,-39.0,-67.0,77.0,0.616,5,6,8.0,0.0,0,0.0,-77.0,-10.0
3719,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0
3720,1,0,227.0,5,3,3,45.4,1.666667,11,6,16,101.0,125.0,1.0,2,2,1,0.444934,0.550661,0.004405,24.0,-100.0,125.0,0.550661,2,2,2.0,0.0,0,0.0,-101.0,-1.0
3721,1,0,230.0,3,2,2,76.666667,1.5,2,18,19,0.0,0.0,230.0,0,0,3,0.0,0.0,1.0,0.0,230.0,122.0,0.530435,1,1,1.0,0.0,0,0.0,0.0,-230.0
3722,1,0,126.0,1,1,1,126.0,1.0,1,10,10,0.0,126.0,0.0,0,1,0,0.0,1.0,0.0,126.0,0.0,126.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3723,1,0,31.0,3,3,2,10.333333,1.5,20,0,19,6.0,0.0,25.0,2,0,1,0.193548,0.0,0.806452,-6.0,19.0,25.0,0.806452,1,2,6.0,0.0,0,0.0,-6.0,-25.0
3724,1,0,1.0,1,1,1,1.0,1.0,1,10,10,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,0.0
3725,1,0,1298.0,26,21,9,49.923077,2.888889,18,1,18,802.0,55.0,441.0,18,2,6,0.617874,0.042373,0.339753,-747.0,-361.0,259.0,0.199538,2,5,11.0,0.0,0,0.0,-802.0,-441.0
3726,1,0,97.0,3,2,2,32.333333,1.5,21,1,21,1.0,0.0,0.0,1,0,0,0.010309,0.0,0.0,-1.0,-1.0,96.0,0.989691,2,2,2.0,96.0,2,0.989691,95.0,96.0
3727,1,0,298.0,3,3,2,99.333333,1.5,22,0,21,207.0,0.0,0.0,2,0,0,0.694631,0.0,0.0,-207.0,-207.0,207.0,0.694631,0,0,0.0,91.0,1,0.305369,-116.0,91.0
3728,1,0,1216.0,14,12,5,86.857143,2.8,6,13,18,0.0,187.0,1029.0,0,2,12,0.0,0.153783,0.846217,187.0,1029.0,446.0,0.366776,0,0,0.0,0.0,0,0.0,0.0,-1029.0
3729,1,0,322.0,12,9,6,26.833333,2.0,18,3,20,23.0,0.0,299.0,2,0,10,0.071429,0.0,0.928571,-23.0,276.0,256.0,0.795031,6,6,6.0,0.0,0,0.0,-23.0,-299.0
3730,1,0,147.0,2,2,2,73.5,1.0,2,13,14,0.0,38.0,109.0,0,1,1,0.0,0.258503,0.741497,38.0,109.0,109.0,0.741497,0,0,0.0,0.0,0,0.0,0.0,-109.0
3731,1,0,173.0,2,2,2,86.5,1.0,16,4,19,83.0,0.0,90.0,1,0,1,0.479769,0.0,0.520231,-83.0,7.0,90.0,0.520231,0,0,0.0,0.0,0,0.0,-83.0,-90.0
3732,1,0,2.0,1,1,1,2.0,1.0,1,3,3,2.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,-2.0,0.0
3733,1,0,1001.0,11,10,9,91.0,1.222222,21,0,20,209.0,409.0,383.0,2,5,4,0.208791,0.408591,0.382617,200.0,174.0,148.0,0.147852,1,1,1.0,0.0,0,0.0,-209.0,-383.0
3734,1,0,86.0,2,2,2,43.0,1.0,13,0,12,84.0,2.0,0.0,1,1,0,0.976744,0.023256,0.0,-82.0,-84.0,84.0,0.976744,0,1,2.0,0.0,0,0.0,-84.0,0.0
3735,1,0,813.0,14,11,7,58.071429,2.0,19,0,18,149.0,30.0,634.0,4,2,8,0.183272,0.0369,0.779828,-119.0,485.0,376.0,0.462485,1,2,6.0,0.0,0,0.0,-149.0,-634.0
3736,1,0,1.0,1,1,1,1.0,1.0,1,4,4,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
3737,1,0,100.0,3,2,3,33.333333,1.0,10,2,11,39.0,61.0,0.0,1,2,0,0.39,0.61,0.0,22.0,-39.0,51.0,0.51,0,0,0.0,0.0,0,0.0,-39.0,0.0
3738,1,0,404.0,8,6,4,50.5,2.0,16,4,19,247.0,144.0,13.0,5,2,1,0.611386,0.356436,0.032178,-103.0,-234.0,150.0,0.371287,1,2,4.0,0.0,0,0.0,-247.0,-13.0
3739,1,0,466.0,13,9,5,35.846154,2.6,7,13,19,0.0,2.0,464.0,0,2,11,0.0,0.004292,0.995708,2.0,464.0,248.0,0.532189,7,8,9.0,0.0,0,0.0,0.0,-464.0
3740,1,0,70.0,2,1,1,35.0,2.0,1,7,7,0.0,70.0,0.0,0,2,0,0.0,1.0,0.0,70.0,0.0,70.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3741,1,0,445.0,16,5,10,27.8125,1.6,12,0,11,258.0,187.0,0.0,13,3,0,0.579775,0.420225,0.0,-71.0,-258.0,114.0,0.25618,4,7,15.0,0.0,0,0.0,-258.0,0.0
3742,1,0,725.0,10,9,6,72.5,1.666667,13,2,14,168.0,378.0,179.0,5,3,2,0.231724,0.521379,0.246897,210.0,11.0,179.0,0.246897,1,2,4.0,0.0,0,0.0,-168.0,-179.0
3743,1,0,10.0,2,2,1,5.0,2.0,1,6,6,10.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-10.0,-10.0,10.0,1.0,0,1,4.0,0.0,0,0.0,-10.0,0.0
3744,1,0,3.0,1,1,1,3.0,1.0,1,20,20,0.0,0.0,3.0,0,0,1,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0,1,3.0,0.0,0,0.0,0.0,-3.0
3745,1,0,1821.0,29,12,11,62.793103,2.636364,28,0,27,498.0,322.0,702.0,5,8,7,0.273476,0.176826,0.385502,-176.0,204.0,248.0,0.136189,6,10,15.0,299.0,9,0.164195,-199.0,-403.0
3746,1,0,148.0,2,1,2,74.0,1.0,3,6,8,102.0,46.0,0.0,1,1,0,0.689189,0.310811,0.0,-56.0,-102.0,102.0,0.689189,0,0,0.0,0.0,0,0.0,-102.0,0.0
3747,1,0,102.0,8,8,6,12.75,1.333333,25,3,27,1.0,98.0,1.0,1,4,1,0.009804,0.960784,0.009804,97.0,0.0,95.0,0.931373,7,7,7.0,2.0,2,0.019608,1.0,1.0
3748,1,0,318.0,3,3,1,106.0,3.0,1,18,18,0.0,0.0,318.0,0,0,3,0.0,0.0,1.0,0.0,318.0,318.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-318.0
3749,1,0,1795.0,27,16,14,66.481481,1.928571,15,0,14,898.0,771.0,126.0,12,14,1,0.500279,0.429526,0.070195,-127.0,-772.0,274.0,0.152646,6,8,11.0,0.0,0,0.0,-898.0,-126.0
3750,1,0,444.0,9,8,2,49.333333,4.5,13,8,20,0.0,128.0,316.0,0,4,5,0.0,0.288288,0.711712,128.0,316.0,316.0,0.711712,2,3,6.0,0.0,0,0.0,0.0,-316.0
3751,1,0,788.0,10,5,6,78.8,1.666667,14,13,26,0.0,159.0,0.0,0,1,0,0.0,0.201777,0.0,159.0,0.0,281.0,0.356599,2,4,8.0,629.0,9,0.798223,629.0,629.0
3752,1,0,55.0,6,5,2,9.166667,3.0,5,13,17,0.0,1.0,54.0,0,1,5,0.0,0.018182,0.981818,1.0,54.0,54.0,0.981818,5,5,5.0,0.0,0,0.0,0.0,-54.0
3753,1,0,261.0,7,5,4,37.285714,1.75,13,2,14,114.0,145.0,2.0,3,2,2,0.436782,0.555556,0.007663,31.0,-112.0,145.0,0.555556,3,4,5.0,0.0,0,0.0,-114.0,-2.0
3754,1,0,333.0,9,7,5,37.0,1.8,9,13,21,0.0,9.0,319.0,0,1,7,0.0,0.027027,0.957958,9.0,319.0,199.0,0.597598,0,3,11.0,5.0,1,0.015015,5.0,-314.0
3755,1,0,471.0,13,9,6,36.230769,2.166667,21,0,20,172.0,253.0,46.0,7,4,2,0.36518,0.537155,0.097665,81.0,-126.0,194.0,0.41189,3,5,13.0,0.0,0,0.0,-172.0,-46.0
3756,1,0,9.0,4,4,1,2.25,4.0,1,3,3,9.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-9.0,-9.0,9.0,1.0,0,4,9.0,0.0,0,0.0,-9.0,0.0
3757,1,0,6.0,3,3,2,2.0,1.5,12,10,21,0.0,1.0,0.0,0,1,0,0.0,0.166667,0.0,1.0,0.0,5.0,0.833333,2,3,6.0,5.0,2,0.833333,5.0,5.0
3758,1,0,50.0,2,2,2,25.0,1.0,24,0,23,49.0,0.0,0.0,1,0,0,0.98,0.0,0.0,-49.0,-49.0,49.0,0.98,1,1,1.0,1.0,1,0.02,-48.0,1.0
3759,1,0,339.0,7,4,5,48.428571,1.4,20,1,20,61.0,94.0,184.0,1,2,4,0.179941,0.277286,0.542773,33.0,123.0,97.0,0.286136,2,3,4.0,0.0,0,0.0,-61.0,-184.0
3760,1,0,211.0,2,2,2,105.5,1.0,13,1,13,95.0,116.0,0.0,1,1,0,0.450237,0.549763,0.0,21.0,-95.0,116.0,0.549763,0,0,0.0,0.0,0,0.0,-95.0,0.0
3761,1,0,678.0,8,7,8,84.75,1.0,21,1,21,272.0,241.0,8.0,3,3,1,0.40118,0.355457,0.011799,-31.0,-264.0,170.0,0.250737,1,1,1.0,157.0,1,0.231563,-115.0,149.0
3762,1,0,630.0,8,8,7,78.75,1.142857,20,0,19,138.0,387.0,105.0,3,3,2,0.219048,0.614286,0.166667,249.0,-33.0,136.0,0.215873,3,3,3.0,0.0,0,0.0,-138.0,-105.0
3763,1,0,134.0,4,3,2,33.5,2.0,13,9,21,0.0,110.0,0.0,0,3,0,0.0,0.820896,0.0,110.0,0.0,110.0,0.820896,0,0,0.0,24.0,1,0.179104,24.0,24.0
3764,1,0,178.0,5,1,5,35.6,1.0,15,7,21,0.0,98.0,30.0,0,2,2,0.0,0.550562,0.168539,98.0,30.0,68.0,0.382022,0,1,3.0,50.0,1,0.280899,50.0,20.0
3765,1,0,276.0,4,3,1,69.0,4.0,1,12,12,0.0,276.0,0.0,0,4,0,0.0,1.0,0.0,276.0,0.0,276.0,1.0,1,1,1.0,0.0,0,0.0,0.0,0.0
3766,1,0,230.0,6,3,3,38.333333,2.0,12,11,22,0.0,135.0,94.0,0,2,3,0.0,0.586957,0.408696,135.0,94.0,135.0,0.586957,4,4,4.0,1.0,1,0.004348,1.0,-93.0
3767,1,0,4.0,2,2,1,2.0,2.0,1,8,8,0.0,4.0,0.0,0,2,0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,0,2,4.0,0.0,0,0.0,0.0,0.0
