variable,candidate_formula_id,candidate_formula_description,source_files_used,source_columns_used,join_key,date_basis,observation_window,denominator,zero_denominator_policy,missing_policy,compared_rows,matched_rows,mismatched_rows,match_rate,max_abs_diff,mean_abs_diff,sample_mismatch_1,sample_mismatch_2,sample_mismatch_3,sample_matches,sample_mismatches,selected_candidate,selected_as_best_candidate,confidence_level,null_match_handling,reason,note
avg_gap_w3_watch_days,avg_gap_w3_watch_days_reg_day0_to_day21_unique_day_gap_mean,mean gap between sorted distinct watch days inside w3,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,23230,113,0.9951591483528253,6.0,0.01018149623727313,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=0.0, candidate=1.0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=0.0, candidate=1.0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0",False,False,,both_nan_match,,
total_watch_count,total_watch_count_reg_day0_to_day21_row_count,view row count in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,19317,4026,0.8275285952962345,38.0,0.3940367562010024,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=22.0, candidate=26.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=1.0, candidate=2.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=4.0, candidate=20.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=13.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=3.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=22.0, candidate=26.0 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=1.0, candidate=2.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=4.0, candidate=20.0",False,False,,both_nan_match,,
unique_movie,unique_movie_reg_day0_to_day21_distinct_movie,distinct MOVIE_NUM count in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,20120,3223,0.8619286295677505,28.0,0.25776464036327806,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=20.0, candidate=24.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=4.0, candidate=15.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=11.0, candidate=15.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=10.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=3.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=20.0, candidate=24.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=4.0, candidate=15.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=11.0, candidate=15.0",False,False,,both_nan_match,,
watch_days,watch_days_reg_day0_to_day21_distinct_watch_day,distinct watch_day count in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,19322,4021,0.8277427922717732,11.0,0.20764254808722102,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=8.0, candidate=9.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=1.0, candidate=2.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=4.0, candidate=10.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=9.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=2.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=8.0, candidate=9.0 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=1.0, candidate=2.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=4.0, candidate=10.0",False,False,,both_nan_match,,
total_watch_time,total_watch_time_reg_day0_to_day21_watch_time_sum,sum of watch_time(min) in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,19317,4026,0.8275285952962345,2202.0,17.42136829027974,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=276.0, candidate=282.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=105.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=341.0, candidate=844.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=518.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=4.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=129.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=276.0, candidate=282.0 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=105.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=341.0, candidate=844.0",False,False,,both_nan_match,,
avg_watch_time,avg_watch_time_reg_day0_to_day21_row_mean_watch_time,mean watch_time(min) per view row,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,19365,3978,0.829584886261406,200.0,2.0612549621351293,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=12.545454545454543, candidate=10.846153846153847","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=52.5","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=85.25, candidate=42.2","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=39.84615384615385 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.3333333333333333 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=64.5","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=12.545454545454543, candidate=10.846153846153847 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=52.5 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=85.25, candidate=42.2",False,False,,both_nan_match,,
median_watch_time,median_watch_time_reg_day0_to_day21_row_median_watch_time,median watch_time(min) per view row,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,20094,3249,0.8608148052949492,200.0,2.3125133873109713,"USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=52.5","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=81.0, candidate=31.5","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=30.5, candidate=31.5","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=13.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=64.5","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=52.5 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=81.0, candidate=31.5 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=30.5, candidate=31.5",False,False,,both_nan_match,,
std_watch_time,std_watch_time_reg_day0_to_day21_row_std_ddof0,"std watch_time(min), ddof=0",View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,19541,3802,0.8371246198003685,99.5,1.3066198712256916,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=24.278174397308288, candidate=22.68630950712906","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=0.0, candidate=10.5","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=59.66311674728366, candidate=42.059006169903725","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=55.66361351747194 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.4714045207910317 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=63.5","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=24.278174397308288, candidate=22.68630950712906 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=0.0, candidate=10.5 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=59.66311674728366, candidate=42.059006169903725",False,False,,both_nan_match,,
std_watch_time,std_watch_time_reg_day0_to_day21_row_std_ddof1,"std watch_time(min), ddof=1",View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,4002,19341,0.17144325922117978,140.71424945612296,4.421640450188044,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=55.66361351747194, candidate=57.93652583337238","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.4714045207910317, candidate=0.5773502691896257","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=63.5, candidate=89.80256121069154","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0 | USER_KEY=f4fbd206eb9c6bee476a2d25b16a18eaaa05690b48a6de8d06670744f..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=55.66361351747194, candidate=57.93652583337238 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.4714045207910317, candidate=0.5773502691896257 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=63.5, candidate=89.80256121069154",False,False,,both_nan_match,,
max_watch_time,max_watch_time_reg_day0_to_day21_max_row_watch_time,maximum watch_time(min) for a single view row,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,22076,1267,0.9457224863984921,200.0,2.838024247097631,"USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=98.0, candidate=171.0","USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., master=0.0, candidate=102.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=200.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=2.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=128.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=98.0, candidate=171.0 | USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., master=0.0, candidate=102.0",False,False,,both_nan_match,,
max_daily_watch_time,max_daily_watch_time_reg_day0_to_day21_max_daily_watch_time,maximum daily sum of watch_time(min),View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,22047,1296,0.9444801439403676,690.0,4.3813991346442185,"USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=171.0, candidate=210.0","USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., master=0.0, candidate=102.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=201.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=3.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=129.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=171.0, candidate=210.0 | USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., master=0.0, candidate=102.0",False,False,,both_nan_match,,
max_daily_sessions,max_daily_sessions_reg_day0_to_day21_max_daily_view_rows,maximum daily view row count,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,22374,969,0.9584886261405989,17.0,0.09343272072998329,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=7.0","USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., master=0.0, candidate=1.0","USER_KEY=f24031228fe56757d75c6c8ef8990aabcddec282a837720a5717c1f3d..., master=2.0, candidate=6.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=2.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=2.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=7.0 | USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., master=0.0, candidate=1.0 | USER_KEY=f24031228fe56757d75c6c8ef8990aabcddec282a837720a5717c1f3d..., master=2.0, candidate=6.0",False,False,,both_nan_match,,
recency,recency_reg_day0_to_day21_window_end_minus_last_rel_day,observation-window end relative day minus last watch relative day,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,window end,,both NaN treated as match,23343,1422,21921,0.060917619843207815,22.0,2.50957460480658,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=4.0, candidate=5.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=13.0, candidate=14.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=10.0, candidate=11.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., value=0.0 | USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., value=0.0 | USER_KEY=69d2bf8e8eeaf6841830a7463d812e7b4004b31bdb8268b89c5330490..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=4.0, candidate=5.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=13.0, candidate=14.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=10.0, candidate=11.0",False,False,,both_nan_match,,
recency,recency_reg_day0_to_day21_last_relative_watch_day,last watch relative day,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,562,22781,0.024075740050550486,21.0,12.685344642933641,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=4.0, candidate=16.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=13.0, candidate=7.0","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., master=0.0, candidate=-1.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=10.0 | USER_KEY=482a8174f937ec686cfed3dd029604b33df40d4d7616a7e9c985fb6b1..., value=10.0 | USER_KEY=8a9217ad1f2e18ba77d15d1eb0f73c4ea0c3105df50ccb8511122376f..., value=10.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=4.0, candidate=16.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=13.0, candidate=7.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., master=0.0, candidate=-1.0",False,False,,both_nan_match,,
avg_gap_between_watch_days,avg_gap_between_watch_days_reg_day0_to_day21_unique_watch_day_gap_mean,mean gap between sorted distinct watch days,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,19753,3590,0.8462065715632096,21.0,0.34991713612366326,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=2.2857142857142856, candidate=2.625","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=0.0, candidate=1.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=3.0, candidate=1.7777777777777777","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=2.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=2.2857142857142856, candidate=2.625 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=0.0, candidate=1.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=3.0, candidate=1.7777777777777777",False,False,,both_nan_match,,
max_inactive_gap_days,max_inactive_gap_days_reg_day0_to_day21_max_gap_between_watch_days,maximum difference between consecutive active watch days,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,22059,1284,0.9449942166816605,21.0,0.37578717388510474,"USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=0.0, candidate=1.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=3.0, candidate=6.0","USER_KEY=f24031228fe56757d75c6c8ef8990aabcddec282a837720a5717c1f3d..., master=1.0, candidate=13.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=5.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=0.0, candidate=1.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=3.0, candidate=6.0 | USER_KEY=f24031228fe56757d75c6c8ef8990aabcddec282a837720a5717c1f3d..., master=1.0, candidate=13.0",False,False,,both_nan_match,,
max_inactive_gap_days,max_inactive_gap_days_reg_day0_to_day21_max_inactive_between_active_days,maximum inactive days between active watch days,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,5356,17987,0.2294478001970612,20.0,1.046823458852761,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=5.0, candidate=4.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.0, candidate=0.0","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=6.0, candidate=5.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=5.0, candidate=4.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.0, candidate=0.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=6.0, candidate=5.0",False,False,,both_nan_match,,
max_inactive_gap_days,max_inactive_gap_days_reg_day0_to_day21_max_inactive_including_edges,maximum inactive gap including observation-window start and end,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day21,,,both NaN treated as match,23343,2079,21264,0.0890631024289937,21.0,5.948121492524526,"USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.0, candidate=14.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=11.0","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=6.0, candidate=7.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=5.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.0, candidate=14.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=11.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=6.0, candidate=7.0",False,False,,both_nan_match,,
