feature_set,feature,forbidden
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,is_user_verified_bin,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,age_num,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,gender_clean,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,payment_device_clean,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,billing_method_clean,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week1_watch_time,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week2_watch_time,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week3_watch_time,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week1_sessions,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week2_sessions,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week3_sessions,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_unique_contents,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_unique_watch_days,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_avg_watch_time_per_session,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week4_watch_time,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_week4_sessions,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_action_adventure,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_animation_family,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_comedy,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_documentary,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_drama,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_historical_war,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_horror,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_other,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_romance,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_sf_fantasy,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_ratio_thriller_crime,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_genre_entropy,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4_recent_content_watch_ratio,0
