relative_path,item_type,size_bytes,modified_time,guessed_stage_from_name,current_location,proposed_action,proposed_new_location,reason,status
results/_06_model_rerun_260520/lr_promo1,directory,,2026-05-20T14:56:55,not_guessed_from_name,results/_06_model_rerun_260520/lr_promo1,move_to_archive_reference,results/_archive/misnumbered_06_model_outputs_260520/_06_model_rerun_260520/lr_promo1,"guessed 06 result folder contains model rerun artifacts and must be archive/reference, not canonical 06",moved
results/_06_model_rerun_260520/lr_promo1/feature_manifest_used.csv,file,1818,2026-05-20T14:56:55,not_guessed_from_name,results/_06_model_rerun_260520/lr_promo1/feature_manifest_used.csv,move_to_archive_reference,results/_archive/misnumbered_06_model_outputs_260520/_06_model_rerun_260520/lr_promo1/feature_manifest_used.csv,"guessed 06 result folder contains model rerun artifacts and must be archive/reference, not canonical 06",moved
results/_06_model_rerun_260520/lr_promo1/final_result.csv,file,950,2026-05-20T14:56:55,not_guessed_from_name,results/_06_model_rerun_260520/lr_promo1/final_result.csv,move_to_archive_reference,results/_archive/misnumbered_06_model_outputs_260520/_06_model_rerun_260520/lr_promo1/final_result.csv,"guessed 06 result folder contains model rerun artifacts and must be archive/reference, not canonical 06",moved
results/_06_model_rerun_260520/lr_promo1/trials_all.csv,file,11675,2026-05-20T14:56:55,not_guessed_from_name,results/_06_model_rerun_260520/lr_promo1/trials_all.csv,move_to_archive_reference,results/_archive/misnumbered_06_model_outputs_260520/_06_model_rerun_260520/lr_promo1/trials_all.csv,"guessed 06 result folder contains model rerun artifacts and must be archive/reference, not canonical 06",moved
results/model,directory,,2026-05-20T13:30:36,not_guessed_from_name,results/model,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/01_catboost_promo0,directory,,2026-05-20T09:41:20,not_guessed_from_name,results/model/01_catboost_promo0,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/01_catboost_promo0/final_result.csv,file,447,2026-05-20T09:41:20,not_guessed_from_name,results/model/01_catboost_promo0/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/01_catboost_promo0/trials_all.csv,file,23390,2026-05-20T09:41:20,not_guessed_from_name,results/model/01_catboost_promo0/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/01_catboost_promo0_conservative,directory,,2026-05-20T11:11:38,not_guessed_from_name,results/model/01_catboost_promo0_conservative,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/01_catboost_promo0_conservative/final_result.csv,file,2180,2026-05-20T11:11:38,not_guessed_from_name,results/model/01_catboost_promo0_conservative/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/01_catboost_promo0_conservative/trials_all.csv,file,17789,2026-05-20T11:11:36,not_guessed_from_name,results/model/01_catboost_promo0_conservative/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/02_catboost_promo1,directory,,2026-05-20T09:41:20,not_guessed_from_name,results/model/02_catboost_promo1,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/02_catboost_promo1/final_result.csv,file,454,2026-05-20T09:41:20,not_guessed_from_name,results/model/02_catboost_promo1/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/02_catboost_promo1/trials_all.csv,file,23255,2026-05-20T09:41:20,not_guessed_from_name,results/model/02_catboost_promo1/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/02_catboost_promo1_conservative,directory,,2026-05-20T11:47:07,not_guessed_from_name,results/model/02_catboost_promo1_conservative,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/02_catboost_promo1_conservative/final_result.csv,file,2175,2026-05-20T11:47:07,not_guessed_from_name,results/model/02_catboost_promo1_conservative/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/02_catboost_promo1_conservative/trials_all.csv,file,17830,2026-05-20T11:47:07,not_guessed_from_name,results/model/02_catboost_promo1_conservative/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/03_svm_promo0,directory,,2026-05-20T09:31:23,not_guessed_from_name,results/model/03_svm_promo0,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/03_svm_promo0/final_result.csv,file,407,2026-05-20T09:31:23,not_guessed_from_name,results/model/03_svm_promo0/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/03_svm_promo0/trials_all.csv,file,22869,2026-05-20T09:31:23,not_guessed_from_name,results/model/03_svm_promo0/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/04_svm_promo1,directory,,2026-05-20T09:31:23,not_guessed_from_name,results/model/04_svm_promo1,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/04_svm_promo1/final_result.csv,file,408,2026-05-20T09:31:23,not_guessed_from_name,results/model/04_svm_promo1/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/04_svm_promo1/trials_all.csv,file,22833,2026-05-20T09:31:23,not_guessed_from_name,results/model/04_svm_promo1/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/05_rf_promo0,directory,,2026-05-19T22:05:21,not_guessed_from_name,results/model/05_rf_promo0,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/05_rf_promo0/final_result.csv,file,1915,2026-05-19T22:05:21,not_guessed_from_name,results/model/05_rf_promo0/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/05_rf_promo0/trials_all.csv,file,17901,2026-05-19T22:05:15,not_guessed_from_name,results/model/05_rf_promo0/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/06_rf_promo1,directory,,2026-05-19T23:34:36,not_guessed_from_name,results/model/06_rf_promo1,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/06_rf_promo1/final_result.csv,file,1907,2026-05-19T23:34:36,not_guessed_from_name,results/model/06_rf_promo1/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/06_rf_promo1/trials_all.csv,file,17854,2026-05-20T09:04:37,not_guessed_from_name,results/model/06_rf_promo1/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/07_lr_promo0,directory,,2026-05-20T09:41:20,not_guessed_from_name,results/model/07_lr_promo0,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/07_lr_promo0/final_result.csv,file,376,2026-05-20T09:41:20,not_guessed_from_name,results/model/07_lr_promo0/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/07_lr_promo0/trials_all.csv,file,18331,2026-05-20T09:41:20,not_guessed_from_name,results/model/07_lr_promo0/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/08_lr_promo1,directory,,2026-05-20T09:05:10,not_guessed_from_name,results/model/08_lr_promo1,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/08_lr_promo1/final_result.csv,file,377,2026-05-20T09:05:10,not_guessed_from_name,results/model/08_lr_promo1/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/08_lr_promo1/trials_all.csv,file,18493,2026-05-20T09:05:10,not_guessed_from_name,results/model/08_lr_promo1/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/09_gradientboosting_promo0,directory,,2026-05-20T11:59:34,not_guessed_from_name,results/model/09_gradientboosting_promo0,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/09_gradientboosting_promo0/final_result.csv,file,2144,2026-05-20T11:59:34,not_guessed_from_name,results/model/09_gradientboosting_promo0/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/09_gradientboosting_promo0/trials_all.csv,file,14327,2026-05-20T11:59:34,not_guessed_from_name,results/model/09_gradientboosting_promo0/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/10_gradientboosting_promo1,directory,,2026-05-20T11:59:34,not_guessed_from_name,results/model/10_gradientboosting_promo1,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/10_gradientboosting_promo1/final_result.csv,file,2140,2026-05-20T11:59:34,not_guessed_from_name,results/model/10_gradientboosting_promo1/final_result.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model/10_gradientboosting_promo1/trials_all.csv,file,14318,2026-05-20T11:59:34,not_guessed_from_name,results/model/10_gradientboosting_promo1/trials_all.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520,directory,,2026-05-20T10:27:53,not_guessed_from_name,results/model_selection_overfit_260520,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/note_tail_PUBLIC_model_selection_overfit_260520.md,file,3985,2026-05-20T10:28:33,not_guessed_from_name,results/model_selection_overfit_260520/note_tail_PUBLIC_model_selection_overfit_260520.md,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_final_result_metrics_reparsed.csv,file,10081,2026-05-20T10:28:33,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_final_result_metrics_reparsed.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_model_selection_input_inventory.csv,file,2201,2026-05-20T10:28:33,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_model_selection_input_inventory.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_model_selection_overfit_final_checks.csv,file,1990,2026-05-20T10:28:34,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_model_selection_overfit_final_checks.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_model_selection_overfit_review_zip_inventory.csv,file,1590,2026-05-20T10:28:34,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_model_selection_overfit_review_zip_inventory.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_overfit_adjusted_model_selection.csv,file,4826,2026-05-20T10:28:33,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_overfit_adjusted_model_selection.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_overfit_adjusted_model_selection_memo.md,file,8074,2026-05-20T10:28:33,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_overfit_adjusted_model_selection_memo.md,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/PUBLIC_trial_level_overfit_summary.csv,file,5301,2026-05-20T10:28:33,not_guessed_from_name,results/model_selection_overfit_260520/PUBLIC_trial_level_overfit_summary.csv,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
results/model_selection_overfit_260520/select_model_with_overfit_260520.py,file,50952,2026-05-20T10:28:29,not_guessed_from_name,results/model_selection_overfit_260520/select_model_with_overfit_260520.py,leave_unmodified_needs_user_review,,existing model-related artifact is outside explicit 06 archive rule and needs user review before migration,not_moved
zip,directory,,2026-05-20T14:39:51,not_guessed_from_name,zip,keep_in_place,zip,existing item kept in place,not_moved
zip/_06x_dataset_generation_260515_review_package.zip,file,6831724,2026-05-20T13:33:50,guessed_from_name:06x_noncanonical_predecessor,zip/_06x_dataset_generation_260515_review_package.zip,keep_in_place,zip/_06x_dataset_generation_260515_review_package.zip,existing item kept in place,not_moved
zip/_06y_promo_split_260520_review_package.zip,file,4425907,2026-05-20T13:34:10,guessed_from_name:06y_noncanonical_predecessor,zip/_06y_promo_split_260520_review_package.zip,keep_in_place,zip/_06y_promo_split_260520_review_package.zip,existing item kept in place,not_moved
zip/PUBLIC_model_notebook_prep_260520_review_package.zip,file,4632824,2026-05-20T14:39:51,not_guessed_from_name,zip/PUBLIC_model_notebook_prep_260520_review_package.zip,keep_in_place,zip/PUBLIC_model_notebook_prep_260520_review_package.zip,existing item kept in place,not_moved
notebooks/06_dataset_260520,directory,,created_during_realignment,guessed_from_name:06,notebooks/06_dataset_260520,create_placeholder_only,notebooks/06_dataset_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/07_feature_mapping_AARRR_260520,directory,,created_during_realignment,guessed_from_name:07,notebooks/07_feature_mapping_AARRR_260520,create_placeholder_only,notebooks/07_feature_mapping_AARRR_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/08_promotion_nonpromotion_EDA_260520,directory,,created_during_realignment,guessed_from_name:08,notebooks/08_promotion_nonpromotion_EDA_260520,create_placeholder_only,notebooks/08_promotion_nonpromotion_EDA_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/09_promotion_repurchase_2x2_EDA_260520,directory,,created_during_realignment,guessed_from_name:09,notebooks/09_promotion_repurchase_2x2_EDA_260520,create_placeholder_only,notebooks/09_promotion_repurchase_2x2_EDA_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/10_feature_distribution_redundancy_pre_audit_260520,directory,,created_during_realignment,guessed_from_name:10,notebooks/10_feature_distribution_redundancy_pre_audit_260520,create_placeholder_only,notebooks/10_feature_distribution_redundancy_pre_audit_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/11_baseline_growth_comparison_260520,directory,,created_during_realignment,guessed_from_name:11,notebooks/11_baseline_growth_comparison_260520,create_placeholder_only,notebooks/11_baseline_growth_comparison_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/12_model_family_comparison_260520,directory,,created_during_realignment,guessed_from_name:12,notebooks/12_model_family_comparison_260520,create_placeholder_only,notebooks/12_model_family_comparison_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/14_candidate_tuning_260520,directory,,created_during_realignment,guessed_from_name:14,notebooks/14_candidate_tuning_260520,create_placeholder_only,notebooks/14_candidate_tuning_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/15_oof_score_or_sensitivity_260520,directory,,created_during_realignment,guessed_from_name:15,notebooks/15_oof_score_or_sensitivity_260520,create_placeholder_only,notebooks/15_oof_score_or_sensitivity_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/16_SHAP_candidate_interpretation_260520,directory,,created_during_realignment,guessed_from_name:16,notebooks/16_SHAP_candidate_interpretation_260520,create_placeholder_only,notebooks/16_SHAP_candidate_interpretation_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/17_segmentation_design_260520,directory,,created_during_realignment,guessed_from_name:17,notebooks/17_segmentation_design_260520,create_placeholder_only,notebooks/17_segmentation_design_260520,canonical placeholder folder required to preserve original pipeline sequence,created
notebooks/18_business_recommendation_storyline_260520,directory,,created_during_realignment,guessed_from_name:18,notebooks/18_business_recommendation_storyline_260520,create_placeholder_only,notebooks/18_business_recommendation_storyline_260520,canonical placeholder folder required to preserve original pipeline sequence,created
