membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,final_segment_key,final_segment_name_ko,use_in_stage09_simulation,modifier_low_or_no_early_engagement,modifier_delayed_start,modifier_late_week3_intensity,modifier_genre_affinity_any,modifier_price_promotion_context,modifier_week2_surge_small_sample,modifier_early_routine_review
4767,Y,1,0.9253517136542746,0.0746482863457254,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
4768,N,0,0.364966168250818,0.6350338317491819,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,0,1,0,0
4769,Y,1,0.8402020422494458,0.1597979577505541,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
4770,N,0,0.8999170175924144,0.1000829824075856,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
4771,Y,1,0.980513134754528,0.0194868652454719,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,1
4772,Y,1,0.9668133432336616,0.0331866567663383,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,1,0,0
4773,Y,1,0.9839579247950264,0.0160420752049735,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
4774,N,0,0.1898056243044069,0.810194375695593,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,0
4775,N,0,0.2828606879415296,0.7171393120584704,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,0,1,0,1
4776,Y,1,0.8948849688111546,0.1051150311888453,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
4777,Y,1,0.8856035315992202,0.1143964684007797,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,0,0,0
4778,Y,1,0.9481391001506286,0.0518608998493713,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,1
4779,Y,1,0.9230205006019082,0.0769794993980917,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4780,Y,1,0.9368001366492588,0.0631998633507412,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
4781,Y,1,0.9611155146209318,0.0388844853790681,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,1,1,0
4782,N,0,0.7160768204486488,0.2839231795513511,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,0
4783,N,0,0.6746798669072359,0.3253201330927641,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4784,N,0,0.6742938955353307,0.3257061044646693,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4785,Y,1,0.9088645160236812,0.0911354839763188,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
4786,Y,1,0.97934909513407,0.0206509048659301,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
4787,Y,1,0.8699617941559127,0.1300382058440873,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4788,Y,1,0.8118790417710234,0.1881209582289765,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,0
4789,Y,1,0.7511543598969498,0.2488456401030502,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4790,N,0,0.6879248169383883,0.3120751830616117,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
4791,Y,1,0.9745388622381632,0.0254611377618368,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4792,Y,1,0.8898585486074837,0.1101414513925163,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4793,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
4794,Y,1,0.7385389990192373,0.2614610009807627,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4795,Y,1,0.9374293348663244,0.0625706651336756,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4796,N,0,0.4751747631981048,0.5248252368018952,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
4797,N,0,0.52812833698818,0.47187166301182,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,0,1
4798,N,0,0.7482259689377504,0.2517740310622496,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,1,0
4799,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4800,N,0,0.2434566026289027,0.7565433973710973,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
4801,Y,1,0.9177845038953648,0.0822154961046353,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,1,1,1,0,1,0,0
4802,Y,1,0.9834042029342752,0.0165957970657247,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
4803,Y,1,0.7248233343010362,0.2751766656989638,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
4804,Y,1,0.470254514097758,0.5297454859022419,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
4805,Y,1,0.970147736451286,0.029852263548714,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4806,Y,1,0.7230459915657376,0.2769540084342624,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4807,Y,1,0.9338700782072564,0.0661299217927434,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,0,1,0,0
4808,Y,1,0.7993868645225425,0.2006131354774575,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
4809,Y,1,0.9752775163078916,0.0247224836921083,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4810,Y,1,0.8673274508561793,0.1326725491438206,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4811,Y,1,0.95730007351529,0.0426999264847098,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,1,0
4812,Y,1,0.9674498853142466,0.0325501146857534,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,0,0
4813,Y,1,0.9292854666019,0.0707145333980998,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,1
4814,Y,1,0.9582824032479504,0.0417175967520495,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
4815,N,0,0.5997694475661896,0.4002305524338104,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,0,0,1
4816,N,0,0.7230459915657376,0.2769540084342624,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4817,Y,1,0.5629652345879882,0.4370347654120118,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
4818,Y,1,0.9296720727150168,0.0703279272849831,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,0
4819,Y,1,0.8699181473159705,0.1300818526840295,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
4820,N,0,0.1928885612409918,0.8071114387590081,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
4821,Y,1,0.794504336237028,0.205495663762972,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4822,Y,1,0.6444099628468373,0.3555900371531627,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
4823,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4824,N,0,0.8242350261161113,0.1757649738838886,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4825,N,0,0.4471614677987062,0.5528385322012939,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,1,0,0
4826,Y,1,0.8960158360730992,0.1039841639269008,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4827,Y,1,0.927945385502502,0.0720546144974979,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,1
4828,Y,1,0.981943189517601,0.018056810482399,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,0,1,0
4829,Y,1,0.9170181124693266,0.0829818875306733,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,0
4830,Y,1,0.9595364509147728,0.0404635490852272,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4831,N,0,0.887502337300159,0.1124976626998409,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
4832,Y,1,0.8707934242731291,0.1292065757268709,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
4833,N,0,0.2900009530195268,0.7099990469804732,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,0,0,1
4834,Y,1,0.9604935167748826,0.0395064832251174,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
4835,Y,1,0.77463427395393,0.2253657260460699,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
4836,Y,1,0.9620263613217032,0.0379736386782967,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
4837,Y,1,0.8581955849373804,0.1418044150626196,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,0,0
4838,Y,1,0.9190461444516852,0.0809538555483148,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4839,Y,1,0.5152985206184347,0.4847014793815652,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
4840,N,0,0.7213051530318093,0.2786948469681907,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4841,Y,1,0.968204524323456,0.0317954756765439,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
4842,Y,1,0.4328678647178353,0.5671321352821648,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,1,0,0
4843,N,0,0.6467075258418663,0.3532924741581337,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
4844,Y,1,0.9880422917117072,0.0119577082882929,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
4845,Y,1,0.8475065348914759,0.1524934651085241,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
4846,N,0,0.2089535263926802,0.7910464736073197,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,1,0
4847,N,0,0.2371182794638249,0.7628817205361751,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
4848,Y,1,0.6882530115506375,0.3117469884493625,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
4849,Y,1,0.9305955677343188,0.0694044322656811,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
4850,N,0,0.4252978398530422,0.5747021601469577,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,1,0,0
4851,N,0,0.156462184539782,0.843537815460218,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,0
4852,Y,1,0.8149990977477111,0.1850009022522889,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4853,Y,1,0.8519197925598986,0.1480802074401014,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
4854,Y,1,0.9702933873544446,0.0297066126455554,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4855,Y,1,0.9427416217010026,0.0572583782989973,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,1
4856,Y,1,0.8347924164128265,0.1652075835871734,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
4857,N,0,0.1568061235833732,0.8431938764166268,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
4858,Y,1,0.9726592155202736,0.0273407844797265,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4859,Y,1,0.7150496924353572,0.2849503075646428,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4860,N,0,0.7326981034832822,0.2673018965167177,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4861,Y,1,0.901740927200582,0.098259072799418,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4862,Y,1,0.9592805139828584,0.0407194860171415,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4863,N,0,0.2565834478574462,0.7434165521425538,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
4864,Y,1,0.9268272456080454,0.0731727543919545,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
4865,N,0,0.5285188777626391,0.4714811222373609,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,1,0
4866,Y,1,0.9312546771655869,0.0687453228344132,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
4867,N,0,0.6955433539960869,0.3044566460039131,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4868,N,0,0.7802217295818266,0.2197782704181734,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4869,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
4870,N,0,0.200360538260568,0.799639461739432,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
4871,Y,1,0.9144876388483134,0.0855123611516865,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,0,0,0
4872,N,0,0.705016872294749,0.294983127705251,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4873,Y,1,0.9667825965562687,0.0332174034437311,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4874,N,0,0.2349853273715198,0.7650146726284801,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,0
4875,Y,1,0.9759048074286558,0.0240951925713441,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4876,Y,1,0.9658394296090856,0.0341605703909144,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,0,0
4877,Y,1,0.9849257587088708,0.0150742412911293,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,1,1,0
4878,N,0,0.4960061691675128,0.5039938308324872,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,0,1
4879,Y,1,0.9498543935588104,0.0501456064411897,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
4880,Y,1,0.9803503344408409,0.0196496655591591,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
4882,Y,1,0.760151821521051,0.239848178478949,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4883,Y,1,0.985983655886166,0.0140163441138339,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
4884,Y,1,0.9871782460394238,0.0128217539605761,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,1,0
4885,Y,1,0.9216723568399996,0.0783276431600004,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,0,1,0,0
4886,N,0,0.1869596494227889,0.813040350577211,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
4887,Y,1,0.8960014267832499,0.1039985732167501,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,0
4888,Y,1,0.958802778099764,0.0411972219002358,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,0
4889,Y,1,0.9443812100332069,0.0556187899667932,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,1,0
4890,Y,1,0.9722788236228564,0.0277211763771435,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4891,Y,1,0.7282407154620013,0.2717592845379987,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
4892,Y,1,0.9078546635491818,0.0921453364508182,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4893,Y,1,0.7501542787292426,0.2498457212707574,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4894,N,0,0.9485749004638744,0.0514250995361255,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4895,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4896,N,0,0.3018495204894909,0.6981504795105091,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,0,0,1
4897,Y,1,0.9302051565706918,0.0697948434293082,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,0,0,0
4898,N,0,0.4646191754861696,0.5353808245138303,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
4899,Y,1,0.7897019517588889,0.2102980482411111,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,1,0
4900,N,0,0.8281126030292024,0.1718873969707975,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,0,1,0,0
4901,Y,1,0.961441272788708,0.0385587272112919,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,0
4902,N,0,0.1833510961774692,0.8166489038225307,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,0,1,0,1
4903,Y,1,0.9593811222129988,0.0406188777870011,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,0
4904,Y,1,0.9836293894027895,0.0163706105972104,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,0,1,1,0
4905,Y,1,0.5310521755874136,0.4689478244125864,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
4906,N,0,0.5522057999190298,0.4477942000809701,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,0
4907,Y,1,0.987386622933064,0.0126133770669359,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
4908,Y,1,0.9823209370244048,0.0176790629755952,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4909,N,0,0.2056292446640887,0.7943707553359113,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
4910,Y,1,0.8634105813044587,0.1365894186955413,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
4911,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
4912,N,0,0.5734428013764044,0.4265571986235956,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
4913,Y,1,0.8457978254431006,0.1542021745568994,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4914,Y,1,0.9582936902943956,0.0417063097056045,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4915,Y,1,0.9287740624992606,0.0712259375007393,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
4916,Y,1,0.8388377364577421,0.1611622635422579,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4917,N,0,0.2850032433859655,0.7149967566140345,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
4918,N,0,0.7282407154620013,0.2717592845379987,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
4919,Y,1,0.9439948832021025,0.0560051167978975,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
4920,Y,1,0.9638926879076064,0.0361073120923935,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4921,N,0,0.7325402237627643,0.2674597762372357,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4922,Y,1,0.9663703283251932,0.0336296716748066,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
4923,Y,1,0.9631034150164622,0.0368965849835377,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
4924,Y,1,0.9432448740316556,0.0567551259683445,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,1,0
4925,N,0,0.2319322032659493,0.7680677967340507,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,0,1,0,1
4926,N,0,0.8890832690006855,0.1109167309993145,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
4927,Y,1,0.6769807276461808,0.3230192723538192,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,0,0,0
4928,N,0,0.3241424113201855,0.6758575886798144,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,0
4929,Y,1,0.8438760306904679,0.1561239693095321,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,0,0,0
4930,Y,1,0.8863102274207272,0.1136897725792728,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
4931,Y,1,0.863215918421565,0.136784081578435,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
