dataset_scope,model_name,score_type,decile,row_count,mean_score,observed_event_rate,event_definition,caution
overall_without_promotion,LogisticRegression,repurchase_score,1,2308,0.9818904107628492,0.9601386481802426,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,8,2308,0.5553058553969119,0.58578856152513,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,9,2308,0.40502070848102056,0.39601386481802425,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,10,2308,0.26591420719541836,0.24913344887348354,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,1,2308,0.7340857928045816,0.7508665511265165,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,2,2308,0.5949792915189794,0.6039861351819757,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,3,2308,0.44469414460308815,0.41421143847487,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,4,2308,0.3411644246166834,0.3379549393414211,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,5,2308,0.26079746743154736,0.2647313691507799,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,6,2307,0.18499940446084798,0.1824880797572605,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,7,2308,0.12414240124657522,0.13388214904679377,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,8,2308,0.07449208002360826,0.07279029462738301,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,9,2308,0.04331420977943759,0.04462738301559792,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,churn_risk,10,2308,0.02061335227449345,0.020363951473136917,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,1,2308,0.9548125879065028,0.9766031195840554,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,2,2308,0.9202950653796469,0.9532062391681109,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,3,2308,0.8846862183016734,0.9116117850953206,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,4,2308,0.8484763621014075,0.8700173310225303,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,5,2308,0.8042578497875662,0.8054592720970537,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,6,2307,0.7334651068945607,0.7373211963589077,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,7,2308,0.6514744891266642,0.6559792027729636,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,8,2308,0.5995456879277395,0.5888214904679376,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,9,2308,0.45831298487254146,0.39168110918544197,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,repurchase_score,10,2308,0.3167857153715643,0.2833622183708839,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,1,2308,0.6832142846284357,0.7166377816291161,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,2,2308,0.5416870151274585,0.608318890814558,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,3,2308,0.40045431207226045,0.40814558058925476,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,4,2308,0.3485255108733358,0.34705372616984403,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,5,2308,0.2665162002461597,0.26256499133448874,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,6,2307,0.19573016511331137,0.19462505418292153,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,7,2308,0.15152363789859258,0.12998266897746968,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,8,2308,0.11531378169832672,0.08838821490467938,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,9,2308,0.07970493462035311,0.04679376083188908,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,RandomForest,churn_risk,10,2308,0.04518741209349717,0.02339688041594454,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,1,2308,0.9707161588317774,0.9774696707105719,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,2,2308,0.9427919968566841,0.9597053726169844,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,3,2308,0.9107611890713245,0.9280762564991335,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,4,2308,0.8693412012290255,0.8596187175043327,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,5,2308,0.8157168525433646,0.8175909878682842,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,6,2307,0.7427146325090593,0.7325530992631123,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,7,2308,0.6674613229422243,0.6702772963604853,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,8,2308,0.5633134420092757,0.5675909878682842,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,9,2308,0.42071578248263003,0.4150779896013865,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,repurchase_score,10,2308,0.2707377567683879,0.24610051993067592,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,1,2308,0.729262243231612,0.7538994800693241,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,2,2308,0.5792842175173699,0.5849220103986135,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,3,2308,0.4366865579907243,0.4324090121317158,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,4,2308,0.33253867705777573,0.3297227036395147,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,5,2308,0.2572689634689274,0.26776429809358754,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,6,2307,0.18426791480070662,0.18205461638491546,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,7,2308,0.1306587987709745,0.14038128249566725,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,8,2308,0.08923881092867553,0.07192374350086655,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,9,2308,0.05720800314331598,0.0402946273830156,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,GradientBoosting,churn_risk,10,2308,0.02928384116822255,0.022530329289428077,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,1,2308,0.9016877231398976,0.9744367417677643,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,2,2308,0.8514928465298623,0.9493067590987868,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,3,2308,0.8167133075039164,0.8851819757365684,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,4,2308,0.7872264574380649,0.8318890814558059,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,5,2308,0.7610074091286861,0.7803292894280762,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,6,2307,0.7318010517935137,0.7377546597312528,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,7,2308,0.7006231677969357,0.682842287694974,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,8,2308,0.6547097213114578,0.6039861351819757,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,9,2308,0.6016342868304452,0.41984402079722705,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,repurchase_score,10,2308,0.3662507058908005,0.30849220103986136,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,1,2308,0.6337492941091994,0.6915077989601387,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,2,2308,0.3983657131695548,0.580155979202773,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,3,2308,0.34529027868854223,0.3964471403812825,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,4,2308,0.2993768322030643,0.31802426343154244,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,5,2308,0.2681921778316537,0.2608318890814558,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,6,2307,0.23898670429471136,0.21976592977893367,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,7,2308,0.21277354256193523,0.1681109185441941,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,8,2308,0.18328669249608373,0.11481802426343155,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,9,2308,0.1485071534701376,0.050693240901213174,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,ExtraTrees,churn_risk,10,2308,0.09831227686010215,0.0255632582322357,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,1,2308,0.9897599575871735,0.9766031195840554,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,2,2308,0.9694048852282919,0.9592720970537262,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,3,2308,0.9376619140240019,0.9302426343154246,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,4,2308,0.8887310374422093,0.8726169844020797,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,5,2308,0.8210193247749029,0.7980935875216638,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,6,2307,0.742283893613769,0.753359341135674,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,7,2308,0.6582988471575217,0.6733102253032929,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,8,2308,0.5572783506268488,0.5662911611785095,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,9,2308,0.39590215756394476,0.39471403812824957,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,repurchase_score,10,2308,0.2404822439047027,0.24956672443674177,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,1,2308,0.7595177560952973,0.7504332755632582,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,2,2308,0.6040978424360552,0.6052859618717504,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,3,2308,0.44272164937315117,0.43327556325823224,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,4,2308,0.3417011528424782,0.3275563258232236,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,5,2308,0.2576996291997248,0.24610051993067592,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,6,2307,0.17896303062834598,0.20199393151278716,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,7,2308,0.11126896255779077,0.12738301559792028,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,8,2308,0.062338085975998,0.06975736568457538,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,9,2308,0.03059511477170822,0.04072790294627383,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LightGBM,churn_risk,10,2308,0.010240042412826472,0.02339688041594454,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,1,2308,0.9841555972136492,0.9774696707105719,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,2,2308,0.9595861962546096,0.9640381282495667,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,3,2308,0.9252029037816479,0.9276429809358753,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,4,2308,0.8767813542015218,0.8674176776429809,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,5,2308,0.8138272486226811,0.8119584055459272,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,6,2307,0.7363441708184033,0.7394885132206328,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,7,2308,0.6582654090130143,0.6746100519930676,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,8,2308,0.5616022367901984,0.5489601386481803,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,9,2308,0.41096365839191284,0.4168110918544194,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,repurchase_score,10,2308,0.25284604097440505,0.2456672443674177,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,1,2308,0.747153959025595,0.7543327556325823,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,2,2308,0.5890363416080872,0.5831889081455806,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,3,2308,0.4383977632098016,0.4510398613518198,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,4,2308,0.34173459098698566,0.3292894280762565,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,5,2308,0.26363955910738873,0.2564991334488735,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,6,2307,0.18615544242780344,0.18812310359774598,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,7,2308,0.12321864579847822,0.13258232235701906,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,8,2308,0.0747970962183521,0.07235701906412478,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,9,2308,0.04041380374539043,0.03596187175043328,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,XGBoost,churn_risk,10,2308,0.015844402786350745,0.022530329289428077,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,1,1191,0.9697779474909982,0.9513014273719563,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,2,1190,0.9040334724051206,0.8991596638655462,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,3,1190,0.8450530161995395,0.8605042016806723,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,4,1191,0.7866710368187182,0.7959697732997482,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,5,1190,0.7289907212429169,0.7285714285714285,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,6,1190,0.6614818224422092,0.6941176470588235,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,7,1191,0.5851869926700962,0.5902602854743912,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,8,1190,0.5441573799485147,0.5529411764705883,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,9,1190,0.4489566152794263,0.40336134453781514,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,repurchase_score,10,1191,0.276928860686775,0.2753988245172124,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,1,1191,0.7230711393132249,0.7246011754827876,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,2,1190,0.5510433847205737,0.5966386554621849,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,3,1190,0.4558426200514853,0.4470588235294118,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,4,1191,0.4148130073299038,0.40973971452560876,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,5,1190,0.33851817755779073,0.3058823529411765,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,6,1190,0.27100927875708325,0.2714285714285714,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,7,1191,0.21332896318128186,0.2040302267002519,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,8,1190,0.1549469838004604,0.13949579831932774,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,9,1190,0.0959665275948794,0.10084033613445378,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,LogisticRegression,churn_risk,10,1191,0.03022205250900172,0.04869857262804366,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,1,1191,0.9861400922591743,0.9706129303106633,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,2,1190,0.952107484045258,0.9302521008403362,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,3,1190,0.8994319953014014,0.853781512605042,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,4,1191,0.8315680961165548,0.8136020151133502,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,5,1190,0.761167696957684,0.7571428571428571,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,6,1190,0.6689850309703235,0.6899159663865546,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,7,1191,0.5973724628173542,0.6162888329135181,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,8,1190,0.5011121491434372,0.5134453781512605,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,9,1190,0.35990409948575564,0.36470588235294116,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,repurchase_score,10,1191,0.22404642715866407,0.24181360201511334,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,1,1191,0.775953572841336,0.7581863979848866,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,2,1190,0.6400959005142444,0.634453781512605,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,3,1190,0.4988878508565627,0.48739495798319327,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,4,1191,0.4026275371826457,0.37699412258606213,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,5,1190,0.33101496902967664,0.3168067226890756,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,6,1190,0.2388323030423158,0.24285714285714285,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,7,1191,0.1684319038834453,0.18639798488664988,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,8,1190,0.10056800469859854,0.146218487394958,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,9,1190,0.04789251595474209,0.06974789915966387,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,HistGradientBoosting,churn_risk,10,1191,0.013859907740825751,0.02938706968933669,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,1,1191,0.9456566700736778,0.9722921914357683,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,2,1190,0.8963785004900218,0.9176470588235294,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,3,1190,0.8458592079177579,0.8596638655462185,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,4,1191,0.8051123091153303,0.8085642317380353,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,5,1190,0.75505172836959,0.7764705882352941,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,6,1190,0.6699235347792742,0.6647058823529411,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,7,1191,0.5905528664908914,0.5827036104114189,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,8,1190,0.5384950209748625,0.5512605042016807,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,9,1190,0.41612503952854113,0.35126050420168065,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,repurchase_score,10,1191,0.2872286865070074,0.26700251889168763,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,1,1191,0.7127713134929926,0.7329974811083123,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,2,1190,0.5838749604714589,0.6487394957983194,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,3,1190,0.4615049790251375,0.44873949579831934,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,4,1191,0.4094471335091086,0.417296389588581,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,5,1190,0.3300764652207258,0.3352941176470588,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,6,1190,0.24494827163040997,0.2235294117647059,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
promotion_only,RandomForest,churn_risk,7,1191,0.19488769088466976,0.19143576826196473,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
