promo_scope,representative_segment_id,provisional_label,demographic_group_type,demographic_group_value,feature_name,feature_family,row_count,mean,median,q25,q75,segment_overall_mean,difference_vs_segment_overall,actual_repurchase_rate,mean_gb_churn_risk,evidence_strength,interpretation,caveat
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,watch_time_min_w3,weekly_usage,7,3.142857,1.0,1.0,2.5,17.53913,-14.396273,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on watch_time_min_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,watch_session_w1,weekly_usage,7,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on watch_session_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,watch_session_w2,weekly_usage,7,0.0,0.0,0.0,0.0,0.243478,-0.243478,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on watch_session_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,watch_session_w3,weekly_usage,7,1.0,1.0,1.0,1.0,1.356522,-0.356522,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on watch_session_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,total_watch_time_min,weekly_usage,7,3.142857,1.0,1.0,2.5,20.526087,-17.38323,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on total_watch_time_min versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,total_watch_count,weekly_usage,7,1.0,1.0,1.0,1.0,1.6,-0.6,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on total_watch_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,watch_days,weekly_usage,7,1.0,1.0,1.0,1.0,1.208696,-0.208696,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on watch_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,log_retention_w2_ratio,retention_decay,7,0.0,0.0,0.0,0.0,0.284228,-0.284228,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on log_retention_w2_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,log_retention_w3_ratio,retention_decay,7,1.102033,0.693147,0.693147,1.151293,1.489001,-0.386968,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on log_retention_w3_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,active_ratio,usage_concentration,7,0.047619,0.047619,0.047619,0.047619,0.057557,-0.009938,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on active_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,recency,inactivity_recency,7,3.285714,4.0,1.5,4.5,2.913043,0.372671,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on recency versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,max_inactive_gap_days,inactivity_recency,7,0.0,0.0,0.0,0.0,0.908696,-0.908696,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on max_inactive_gap_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,is_only_w1,week_specific_usage_pattern,7,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on is_only_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,is_only_w2,week_specific_usage_pattern,7,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on is_only_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,is_only_w3,week_specific_usage_pattern,7,1.0,1.0,1.0,1.0,0.86087,0.13913,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on is_only_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,genre_diversity_count,genre_preference,7,1.0,1.0,1.0,1.0,1.230435,-0.230435,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on genre_diversity_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,action_adventure_ratio,genre_preference,7,0.285714,0.0,0.0,0.5,0.201509,0.084205,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on action_adventure_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,family_animation_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.04234,-0.04234,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on family_animation_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,drama_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.087319,-0.087319,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on drama_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,thriller_crime_ratio,genre_preference,7,0.285714,0.0,0.0,0.5,0.253611,0.032104,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on thriller_crime_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,sf_fantasy_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.088986,-0.088986,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on sf_fantasy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,comedy_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.099224,-0.099224,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on comedy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,romance_ratio,genre_preference,7,0.142857,0.0,0.0,0.0,0.029884,0.112973,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on romance_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,horror_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.048295,-0.048295,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on horror_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,documentary_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.030435,-0.030435,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on documentary_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,historical_war_ratio,genre_preference,7,0.0,0.0,0.0,0.0,0.044756,-0.044756,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on historical_war_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,50,other_ratio,genre_preference,7,0.285714,0.0,0.0,0.5,0.073643,0.212071,0.142857,0.716342,weak,"Within this segment, age_group=50 differs on other_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_time_min_w1,weekly_usage,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_time_min_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_time_min_w2,weekly_usage,4,0.25,0.0,0.0,0.25,2.986957,-2.736957,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_time_min_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_time_min_w3,weekly_usage,4,23.75,1.0,1.0,23.75,17.53913,6.21087,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_time_min_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_session_w1,weekly_usage,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_session_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_session_w2,weekly_usage,4,0.25,0.0,0.0,0.25,0.243478,0.006522,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_session_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_session_w3,weekly_usage,4,1.25,1.0,1.0,1.25,1.356522,-0.106522,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_session_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,total_watch_time_min,weekly_usage,4,24.0,1.0,1.0,24.0,20.526087,3.473913,0.0,0.628891,weak,"Within this segment, age_group=60 differs on total_watch_time_min versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,total_watch_count,weekly_usage,4,1.5,1.0,1.0,1.5,1.6,-0.1,0.0,0.628891,weak,"Within this segment, age_group=60 differs on total_watch_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,watch_days,weekly_usage,4,1.25,1.0,1.0,1.25,1.208696,0.041304,0.0,0.628891,weak,"Within this segment, age_group=60 differs on watch_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,log_retention_w2_ratio,retention_decay,4,0.173287,0.0,0.0,0.173287,0.284228,-0.110941,0.0,0.628891,weak,"Within this segment, age_group=60 differs on log_retention_w2_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,log_retention_w3_ratio,retention_decay,4,1.479723,0.693147,0.693147,1.479723,1.489001,-0.009277,0.0,0.628891,weak,"Within this segment, age_group=60 differs on log_retention_w3_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,active_ratio,usage_concentration,4,0.059524,0.047619,0.047619,0.059524,0.057557,0.001967,0.0,0.628891,weak,"Within this segment, age_group=60 differs on active_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,recency,inactivity_recency,4,3.0,3.0,1.75,4.25,2.913043,0.086957,0.0,0.628891,weak,"Within this segment, age_group=60 differs on recency versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,max_inactive_gap_days,inactivity_recency,4,2.0,0.0,0.0,2.0,0.908696,1.091304,0.0,0.628891,weak,"Within this segment, age_group=60 differs on max_inactive_gap_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,is_only_w1,week_specific_usage_pattern,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628891,weak,"Within this segment, age_group=60 differs on is_only_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,is_only_w2,week_specific_usage_pattern,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628891,weak,"Within this segment, age_group=60 differs on is_only_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,is_only_w3,week_specific_usage_pattern,4,0.75,1.0,0.75,1.0,0.86087,-0.11087,0.0,0.628891,weak,"Within this segment, age_group=60 differs on is_only_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,genre_diversity_count,genre_preference,4,1.0,1.0,1.0,1.0,1.230435,-0.230435,0.0,0.628891,weak,"Within this segment, age_group=60 differs on genre_diversity_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,action_adventure_ratio,genre_preference,4,0.25,0.0,0.0,0.25,0.201509,0.048491,0.0,0.628891,weak,"Within this segment, age_group=60 differs on action_adventure_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,family_animation_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.04234,-0.04234,0.0,0.628891,weak,"Within this segment, age_group=60 differs on family_animation_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,drama_ratio,genre_preference,4,0.25,0.0,0.0,0.25,0.087319,0.162681,0.0,0.628891,weak,"Within this segment, age_group=60 differs on drama_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,thriller_crime_ratio,genre_preference,4,0.25,0.0,0.0,0.25,0.253611,-0.003611,0.0,0.628891,weak,"Within this segment, age_group=60 differs on thriller_crime_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,sf_fantasy_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.088986,-0.088986,0.0,0.628891,weak,"Within this segment, age_group=60 differs on sf_fantasy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,comedy_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.099224,-0.099224,0.0,0.628891,weak,"Within this segment, age_group=60 differs on comedy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,romance_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.029884,-0.029884,0.0,0.628891,weak,"Within this segment, age_group=60 differs on romance_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,horror_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.048295,-0.048295,0.0,0.628891,weak,"Within this segment, age_group=60 differs on horror_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,documentary_ratio,genre_preference,4,0.25,0.0,0.0,0.25,0.030435,0.219565,0.0,0.628891,weak,"Within this segment, age_group=60 differs on documentary_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,historical_war_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.044756,-0.044756,0.0,0.628891,weak,"Within this segment, age_group=60 differs on historical_war_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,60,other_ratio,genre_preference,4,0.0,0.0,0.0,0.0,0.073643,-0.073643,0.0,0.628891,weak,"Within this segment, age_group=60 differs on other_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_time_min_w1,weekly_usage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_time_min_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_time_min_w2,weekly_usage,1,0.0,0.0,0.0,0.0,2.986957,-2.986957,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_time_min_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_time_min_w3,weekly_usage,1,20.0,20.0,20.0,20.0,17.53913,2.46087,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_time_min_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_session_w1,weekly_usage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_session_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_session_w2,weekly_usage,1,0.0,0.0,0.0,0.0,0.243478,-0.243478,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_session_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_session_w3,weekly_usage,1,1.0,1.0,1.0,1.0,1.356522,-0.356522,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_session_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,total_watch_time_min,weekly_usage,1,20.0,20.0,20.0,20.0,20.526087,-0.526087,0.0,0.616456,weak,"Within this segment, age_group=70 differs on total_watch_time_min versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,total_watch_count,weekly_usage,1,1.0,1.0,1.0,1.0,1.6,-0.6,0.0,0.616456,weak,"Within this segment, age_group=70 differs on total_watch_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,watch_days,weekly_usage,1,1.0,1.0,1.0,1.0,1.208696,-0.208696,0.0,0.616456,weak,"Within this segment, age_group=70 differs on watch_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,log_retention_w2_ratio,retention_decay,1,0.0,0.0,0.0,0.0,0.284228,-0.284228,0.0,0.616456,weak,"Within this segment, age_group=70 differs on log_retention_w2_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,log_retention_w3_ratio,retention_decay,1,3.044522,3.044522,3.044522,3.044522,1.489001,1.555522,0.0,0.616456,weak,"Within this segment, age_group=70 differs on log_retention_w3_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,active_ratio,usage_concentration,1,0.047619,0.047619,0.047619,0.047619,0.057557,-0.009938,0.0,0.616456,weak,"Within this segment, age_group=70 differs on active_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,recency,inactivity_recency,1,3.0,3.0,3.0,3.0,2.913043,0.086957,0.0,0.616456,weak,"Within this segment, age_group=70 differs on recency versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,max_inactive_gap_days,inactivity_recency,1,0.0,0.0,0.0,0.0,0.908696,-0.908696,0.0,0.616456,weak,"Within this segment, age_group=70 differs on max_inactive_gap_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,is_only_w1,week_specific_usage_pattern,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616456,weak,"Within this segment, age_group=70 differs on is_only_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,is_only_w2,week_specific_usage_pattern,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616456,weak,"Within this segment, age_group=70 differs on is_only_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,is_only_w3,week_specific_usage_pattern,1,1.0,1.0,1.0,1.0,0.86087,0.13913,0.0,0.616456,weak,"Within this segment, age_group=70 differs on is_only_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,genre_diversity_count,genre_preference,1,1.0,1.0,1.0,1.0,1.230435,-0.230435,0.0,0.616456,weak,"Within this segment, age_group=70 differs on genre_diversity_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,action_adventure_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.201509,-0.201509,0.0,0.616456,weak,"Within this segment, age_group=70 differs on action_adventure_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,family_animation_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.04234,-0.04234,0.0,0.616456,weak,"Within this segment, age_group=70 differs on family_animation_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,drama_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.087319,-0.087319,0.0,0.616456,weak,"Within this segment, age_group=70 differs on drama_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,thriller_crime_ratio,genre_preference,1,1.0,1.0,1.0,1.0,0.253611,0.746389,0.0,0.616456,weak,"Within this segment, age_group=70 differs on thriller_crime_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,sf_fantasy_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.088986,-0.088986,0.0,0.616456,weak,"Within this segment, age_group=70 differs on sf_fantasy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,comedy_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.099224,-0.099224,0.0,0.616456,weak,"Within this segment, age_group=70 differs on comedy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,romance_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.029884,-0.029884,0.0,0.616456,weak,"Within this segment, age_group=70 differs on romance_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,horror_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.048295,-0.048295,0.0,0.616456,weak,"Within this segment, age_group=70 differs on horror_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,documentary_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.030435,-0.030435,0.0,0.616456,weak,"Within this segment, age_group=70 differs on documentary_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,historical_war_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.044756,-0.044756,0.0,0.616456,weak,"Within this segment, age_group=70 differs on historical_war_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,age_group,70,other_ratio,genre_preference,1,0.0,0.0,0.0,0.0,0.073643,-0.073643,0.0,0.616456,weak,"Within this segment, age_group=70 differs on other_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,gender_derived,female,watch_time_min_w1,weekly_usage,109,0.0,0.0,0.0,0.0,0.0,0.0,0.238532,0.625933,weak,"Within this segment, gender_derived=female differs on watch_time_min_w1 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,gender_derived,female,watch_time_min_w2,weekly_usage,109,2.807339,0.0,0.0,0.0,2.986957,-0.179617,0.238532,0.625933,weak,"Within this segment, gender_derived=female differs on watch_time_min_w2 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,gender_derived,female,watch_time_min_w3,weekly_usage,109,21.908257,1.0,1.0,36.0,17.53913,4.369126,0.238532,0.625933,moderate,"Within this segment, gender_derived=female differs on watch_time_min_w3 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,gender_derived,female,watch_session_w1,weekly_usage,109,0.0,0.0,0.0,0.0,0.0,0.0,0.238532,0.625933,weak,"Within this segment, gender_derived=female differs on watch_session_w1 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
