source_row_number,USER_KEY,is_promotion,is_repurchase,reg_date,end_date,duration_days,flag_duration_lt_21,flag_duration_eq_0,flag_duration_21_30,flag_duration_ge_21,flag_invalid_reg_date,flag_invalid_end_date,flag_full_duplicate_all_columns,flag_full_duplicate_keep_first,flag_full_duplicate_to_exclude_from_main,flag_duplicated_USER_KEY,flag_cross_promotion_USER_KEY_overlap,primary_main_cohort_candidate_before_duplicate_policy,primary_main_cohort_final,exclusion_reason_for_primary_main_cohort
8244,fefe0c2cabf2dca46a691be2063c575e6d45e76308d1f0c57b8bbd6b0277f76961171cdad79e25ebd30d50f9f3950e12e5bcd57e685143d16f7123560855dde4,0,0,2021-03-01,2021-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
8376,4461dcfb60ac493a0dd7a79d26366e218f4ecff2e335a2587f182831faf6a10b59e0da6132d64e867a219264fb4834fd9d878ec1320c4867f88c7e5ee92e2e16,1,1,2021-03-02,2021-03-03,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
8510,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,0,1,2021-03-01,2021-03-09,8,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
8511,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,0,1,2021-03-01,2021-03-09,8,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
8789,1795f04c96ee531b2aeb0f37f27536fcb0ff13f6db919996677b3a0879aa3a868167a2a871b9839b8f883d5cfbe0c54f4ed542b1e855edf21f4b6b507f0f8063,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
8843,be323cc1e592e43bce6f0d76b31c410dd3933628522ef65831344c8a3e49e3013cd576896d4aaa6ffc3670be8b86014a12b1f0a6b0686af4bc79e3df9389eca0,1,0,2021-03-09,2021-03-09,0,1,1,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
8946,6cd5d011ce41af012a1b1b7d6a45a88aa5aaadaedf3f5e5040de7a6cfadb2c98aa056b2a0ebad6b5810d7861900fb46d7785f3b940890ab4f6b1de8c946d0296,0,1,2021-03-01,2021-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
9154,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-02,2021-03-04,2,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
9155,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-02,2021-03-04,2,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
9235,0e98095e9b725273dee9cfac9077c19956f76f417122c1981172e75c0bb07a56e20c2acba7c585183a88a98474f5f9da28bec1c1aa3623b4cadf9c5699157fe2,0,0,2021-03-09,2021-03-09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
9286,8dc401ea3496c6bf27463bdcc40874b665f14cf25ea769a12e6649615791d0b54bad943cace2556bcdce796b6201bc3f360b092fb3dda4f4e858d942cb1d2980,1,1,2021-03-03,2021-03-23,20,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
9302,ee80856135ea2b70a0cdaaeb7c3fe859bb92798e66547a6036f36210691ba5d2d2350ff54eacc3a9828702ad8142f19bb7e1ca30ed6366825f665d44b03c2584,0,0,2021-03-02,2021-03-02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
9752,69f39384085d30b54e29f93bdda6cbcfcd676ab546780b6afc824764f27312d872de1411a2904076447c812260251d6648f587ea45c805f6da9f26f42be9843e,0,0,2021-03-03,2021-03-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
9782,4332670f2900cda685e3dcdd233b0f12851158b955f2a873ae6f54024e6224ff555b88c6413116609cca911f5b98c8012daf26504549f9af0d1dcd364d82217b,0,0,2021-03-02,2021-03-18,16,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
9893,072c0b5986c11d3c3e14fcd4f213a2cba2e973e41e635c1d51af7282689df42cb2d43ab52af8869a7780f26cd86e2f5ea384d3fbadca5ca2a72f04f77909084c,0,0,2021-03-09,2021-03-09,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
10211,8dd6e9d9b0a01948e8249846d0ef56accd885cbf6c788442492cda4662a501ec1bdbb465f980fe5c6593150156250111715db70b982b7c6c8c5de1b648bfbc15,0,1,2021-03-05,2021-03-07,2,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
10268,a88acbd450e10564ac6ae9cf8ce866efb90cc6b0faff635e658f3ed1a29d4cc494a37442989c8c67da41ca8466824b765fc75af5448a7fd57bf191f04852529d,0,1,2021-03-14,2021-03-17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
10404,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-07,2021-03-10,3,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
10405,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-07,2021-03-10,3,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
10406,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-07,2021-03-10,3,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
10451,ebe95033c75e7c1dfa3968296cbea4a1560fb53d1e06ac126a8204c6fd77dcb5bd2a4d8a850ade4436420b14c11abbd1233337ab63c06871ab68fc35384c54f1,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
10537,e946dae44dc49498f41a9d6763dfe8b72a9fa74ba0f55e468168d08c1663ec94cae53a045f009b4fd6039ad8d77719581b59cda01c5bb3584457e9b9e3f41a09,0,1,2021-03-03,2021-03-05,2,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
10545,152a355ca0be05633d3bd7b34b7f90f99ffc705f27211fee1c94d80ecbb5c13c9e4b92c7c893d14c5d0e34802587b2581df5d50a6d5d2916c2c385fb3b1aead1,0,1,2021-03-15,2021-03-16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
10667,01b73db46b0b3f6c24ca22dc4629ed41ed0d6ac4beccf86c2832489b59f95d13769eb6b22590f386e43b25ab771db9bc2d77d6db82a3e53c783a9a55b4f2f523,1,0,2021-03-14,2021-03-14,0,1,1,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
10704,9bf24101d983e9c14adad37cbda033b912de46e55b369f5b26182523d8fff1d770c3eafdd2d6b1a10298cab9028343fcf330106c36880094abc88633b7003b26,1,0,2021-03-05,2021-03-06,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
10730,f9cc8eb1f520646fb66a0fd50b254d97cbfa5d5447eb8515ddd156d2503d62aea1477946f70f7a75d7ba11e77becdec6ba6cde7a5c28731537bed3a8d85e78ea,1,0,2021-03-10,2021-03-20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
10898,2954e092f1374e9f8f1ecbe65118d756d0710ccd759b00ca9c23f4cae185bbab132c6026e5110797296b3e1ea4bdd21df0ddb2c2507a2f5e8a1854cdcafa1b56,0,1,2021-03-06,2021-03-07,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
11093,b31c10e7354a7eb3b6316780993a1eaf6c4da9023af8462e9583cdc25dffea5aac33f0c47832c6095cff6515748df4b0502d4c048db479b72391d5f64b3b77ba,0,1,2021-03-05,2021-03-07,2,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
11208,eca95ca0b5b944a5832ac7c4ed4155ffd1cef680bae1775e32d381b32d9313e14a029a30cc2d723090af89e161d69536042c84e3bc8a2f078def4c740aec694f,0,1,2021-03-01,2021-03-09,8,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
11353,eaf9e72909dba48bc455e4f9049b2e48ed772c3aae238cb1abf74112c5a11545a913a5d39e8e2f2ce28a1b420f5308e96c550e1ff19aac56498ae7775ac6dd36,1,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
11581,d4d464cd923317d305aeb9f1e591dc144832b54bc44fe7a8c32d54b351d5f92a454812316fd229cf1ef3f34625495e29ee484712df7bbdc2ba37d9cd73233e69,1,0,2021-03-09,2021-03-10,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
11682,0fb656fcb99e9ae39c733b14a64c37043b83e8c220b0bbb46e39d6bb4f0f875a50332e87c9a5c8e98ba9ad3486f4d619f391761a7c12ea6d7363fab37843f706,1,1,2021-03-12,2021-03-13,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
11745,84fd26787ae6a4e02b616ccbc35891cab28f13b1ffd4207b92646e802f451ef641e38b5558abba229fc9bb6b822b6db03f3a1660fdfda8afd14b8d4c59da5968,0,0,2021-03-04,2021-03-04,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
11985,e00dd36eba498ae4030bb518b7fb1bf7f28e879756b46c343e82587b1dfe1300dcc8c4eb62a036f015d9ab71725d3b483bc874c85303fd11d8b8b60f154bb086,0,1,2021-03-13,2021-03-14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
12029,1aa63129628d64f3c8aabb427b62e6f9e11bafef6d0d4b547e87847685831ea4a5422532fd05edc43844b763f2d8d7a4384fe329a3449acc5fdf82e1ca54aa9f,0,0,2021-03-08,2021-03-08,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
12142,6a66ddde66361935bf866d6d1ccd8c3a1186f958dc147ad5cd264b37bb18d74853e4ba4eb9f45710a9c30e7675764c7ad1d210349bbe2939d5c3f1aceaccb7e1,1,1,2021-03-01,2021-03-06,5,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
12143,6a66ddde66361935bf866d6d1ccd8c3a1186f958dc147ad5cd264b37bb18d74853e4ba4eb9f45710a9c30e7675764c7ad1d210349bbe2939d5c3f1aceaccb7e1,1,0,2021-03-01,2021-03-06,5,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
12159,d95e6654e95497faf2d107a6ff347f0aec557b6aba15061c9966b47f8e020132dfb6e6162f8f963a8fe6916b605f13387f5d38d24ec25d9b21a92f58ec2c7713,1,1,2021-03-13,2021-03-14,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
12240,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-07,2021-03-08,1,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
12241,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-07,2021-03-08,1,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
12411,637297b81d11f076809e4a4e167898177f9d5b8291ed155641336c239c7e4cb4439e72dde7f2db6df512780664064641e0feb63dbc2577f5404868097b3de53a,0,0,2021-03-11,2021-03-11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
12594,b428c84e39080f3d45a613e33738f00eb9edf139aa0044fa52ba41c334eb246142b9c2c07d8351cb3892b11b133c2152c040787ad4173cdda213d22f5ddc2cce,0,0,2021-03-05,2021-03-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
12724,c092fbf7d9ddfdd4edf930525c8278c09dcf83ec79879774c8a65173c4b93e548a96ccc93248b76be381cdbba9ffa5a68462db004cbf5b901d26be73510a7296,0,0,2021-03-12,2021-03-12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
12835,e140de111da84797a2d15d88a72b43aa4a2eff54a58e0ad8ee122ec2fad9994e489738087b1bc2c8f08eb9dd5f2fae6a09c2e3efbcc2706fb4ff3cfc4943ddf6,1,0,2021-03-01,2021-03-01,0,1,1,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
12930,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-10,2021-03-14,4,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
12931,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-10,2021-03-14,4,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
12932,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-10,2021-03-14,4,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
12988,c6e08c70efaaa8fbc8a7bdc82caa8ffd5331b03c99a6a67860324e400cd449e039ee38ba2f872267a53fbbbc05b5a9c7ade64e058a718f07733107636d66d355,1,1,2021-03-06,2021-03-20,14,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
13229,79f581f3d785a6f2c65089fe60e64e86709323e05595344c155bfbbcd438083059f97cdd4120e8f0bffde88ab4b05a16249252ec13e79d18d366afe718c6004b,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13249,1cfffdc076b368b33daf1d174ecf31446c8c30aca6caa654ebf2d3724469b5e76bc99f49c64a5b7eee28035c40dade1d6267745d1cf706118a6cb95d5dd85404,0,1,2021-03-01,2021-03-03,2,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13262,e2be0f2d4df340107cf20036e0422359885dd1027437d346fd15eaeae0a8d5a07f7af360168596073093338f58382d5870a2fa69d01030251c8dc37098338c5c,0,0,2021-03-01,2021-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
13272,a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee26f98deca7a33e5a3f56218df401f2763754e1ede70abac7e3dc74b49244a80854017dd,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
13274,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-03,2021-03-04,1,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
13275,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,0,2021-03-03,2021-03-04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13276,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-03,2021-03-04,1,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
13315,9abf8d2b6beec988fe416c81965fc2699dec74628220aeacf73e858099cd3adb49d625a774df82a1b4b9d2993fc05568ae254db51793f88a96c7e9df6e6d7e21,1,0,2021-03-11,2021-03-11,0,1,1,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
13360,9005c2c9003a4bd070369939f2395b036522477c1d93becf3a7527c14159eb40b432b08a2719ae7eef7ec772f96cfc16882afea09210166e5a2b58a8558c00ab,0,0,2021-03-11,2021-03-11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
13373,103ba40b65d0f0529dfa9b66e1a1fbb7df86de198a9ed6c5d6eef1b15f2f89e140204a5c4aae334f1ae2b91008af49729948346962e4d6a7330c54782f54a3a3,0,0,2021-03-08,2021-03-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
13468,c640fbfba61b65dc87d61bedfdb3ad86c8352d02b52135a50e7f3adf02e3e92c15f5cd05e169542410ac640eaae14dc549b6a02ae7da67d75753d4c50e42ec38,1,0,2021-03-07,2021-03-07,0,1,1,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
13579,f2a83e1251239860e793fe15c0e5bec01cea7cd6a1ad2bc23eb6f6388f2684a4bf7035ea33fcf99668145681f86395beb84c47466f16451b78890e6870759a05,0,0,2021-03-12,2021-03-12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13582,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-06,2021-03-07,1,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
13583,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,0,2021-03-06,2021-03-07,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13584,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-06,2021-03-07,1,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
13603,61d395651909beea4dd44ef3afcaabcdff65f2fe52a333b260195c76177514ad5ec536316f93a5d858c4270d0d2f83105e5d115ac669f4ab623ec3c8e60c8920,0,1,2021-03-05,2021-03-08,3,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13752,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-04,2021-03-05,1,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
13753,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-04,2021-03-05,1,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
13929,d5180f99ee51cdc54af6ebbe4b4bb2fe3f4fc35b25cd4e85e64b1d8a2907eea6c1689d75c87d3c48f71d934d70bb56b046063aa936b6fa8721af387911bff634,0,1,2021-03-10,2021-03-21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
13987,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-02,2021-03-03,1,1,0,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
13988,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,0,2021-03-02,2021-03-03,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
13989,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-02,2021-03-03,1,1,0,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
14177,a66e697ec72b69588b3a0a21b65d1d6ce78b3b42aae14b65cca008f3d27e6796aa53965a831f680d70b31473641279b2187aca3ae3538690443a38686fcf99f5,0,1,2021-03-12,2021-03-13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14192,cf73553ce197b044bf935875acab972582133dd800c39a20401122ee93ec992ddf71d8c62e7c73344da0d2c729b46185ff85e0440d66a8e3ec79c60ab3d7cf8f,0,1,2021-03-01,2021-03-02,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14217,2bda4220900b3271f38f99f106c9a6d4ae967a8720d4866791fd1ac3a915ebfdf17e0afff24dfdd04fc7e31f852d5eb2e1c40e7671c74fcbe7ec072a4643af5a,0,1,2021-03-09,2021-03-13,4,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14313,7b61f08b827df54be0d28f4acbddca45a9aa439ac9bb52d10c818209c970da9c2f014faadda66013d0ef7bb731687772b6867c3fe8b5b85ab0161e94b97085e6,1,0,2021-03-15,2021-03-18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
14491,d80f28568671beace372f100b9d036d6cf12ceb5a06edea3f9da1169d0895abcc3d9113408cebdc8d406b2382dceb7c0045fb125bc0d28404d13ace47370d2ac,0,1,2021-03-03,2021-03-14,11,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14516,efb1cf3f20a87cdc2b7843bbc9d779009eb5738b6866f9dea7260db4306d41d1321d8b075a6291014d21691845f50b4377271afe5a3730b417707f5a957edbab,0,1,2021-03-01,2021-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
14541,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,0,0,2021-03-07,2021-03-08,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14542,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,0,1,2021-03-07,2021-03-08,1,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14704,7ffc028fa19c456db98a3fd23c0fbd63b98a9b7222f96ec04fec8811acb4284dc1755dc57c415decee4b006d5b7f1b254fa5ed95ca4aa4a41d78bf12c2fd1480,0,0,2021-03-05,2021-03-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
14717,2e9030e4daf8c4479ea04335371c9fc0f71a3cc829991abb56f47c3542ac0451217bc150ad774ee4ac766f653f7b85586be253e8c38f3fb624d7c0285098fd60,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
14830,461bac373fe1bf354c61d3abcee8a2a1b007dc36f9b44fdb8234cb95ab9f45ec09deface54602f6a976fa3024c0334f170cbb3bd938988dda4d49c431f418fc7,0,0,2021-03-15,2021-03-16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
14835,812434336f61d736c44d8ddde8ed95264d721e689074c8546aab242085febaaaa9ecebc78dd352724c3af285e04599513488575853e5e26fd3f28a18c3c63478,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
14854,73c0d3d4cfac0536297efa129bbf1eb5d14a75b8b5f88b7dac433a24cf73d3ead49f0a096b01202105d0cc2d9c910e99b99790f7a675d229a6bc2d39cf486756,1,1,2021-03-12,2021-03-13,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
14890,2b294c78be13745d10ab57e0424618cf5d530d4d32448ce27642826c8b4b02ee9a520773c447b831b3e2cfb7a3528c6fb3feb686ec900e9f6eabb1f27c767e46,0,0,2021-03-07,2021-03-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
14971,f58ae2bc1299c3af44a424e0693f74f71aeb508d4e70e639d96076896ed245a8078b0dad900e113cbae320ed23898490499cd1d1bb4418ab1e3f05efe6716fbb,0,1,2021-03-04,2021-03-06,2,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
15141,51f0da418083182aecd6c8cc756185dbd3abaad11f242eadc01b5a5735806bf6d2e609d613c051ec30ae44c7ce54d87a5b50d24bbc922c38aa8a5bca70955ff2,0,1,2021-03-03,2021-03-07,4,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
15202,95c06ac068be9b5d5c22b5721259f9a72447a8f79b4f070d343f7e1f44db33bba6706a255a25e4c42cbfe8439601511f55c58b231e4d4c04c4a923a7bf581afd,0,0,2021-03-09,2021-03-09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
15331,ff52e7d9bd09eca0ece2cc3b66f6170964a28a1c2aef83596b889ab2ad6c020ac1a85b3f45f646697ca72d4dcfb877429375aeb934e21e02f86f5e8d562f8dad,0,1,2021-03-13,2021-03-15,2,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
15374,f4e37532258354a06ffa53131bb680f86620a97b0601dcd15edbb310c58f731da117a12858263223d97ec374a772808fd7551641e2eb14cca98aed4a39418a15,0,1,2021-03-01,2021-03-14,13,1,0,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
15408,8aac75b0618cd9d3d9ac0270b4ce8dbd897d983eb5c8fa8af31d6b75845c87ae6f23424f47d911986e6ac88247010a790f373030c4cf4f5410ea32c655203a86,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,1,0,0,0,duration_lt_21
15480,f06951ff35605cfa7796e238a35482c0593a7dc566ef4900f39cc8251af904d3c22625d56f44c54ca62e150dd2e1923ce626347b08c91b7b288a65e5e85c5535,1,1,2021-03-13,2021-03-14,1,1,0,0,0,0,0,0,0,0,1,1,0,0,duration_lt_21
15543,d29a0cc3f733e2b4bb3ec8408d83ac7ecbfad33b4b18c8e8d2b2ff13784f4bb0c305535c91302f5c0f464892996e15c5fd6acc082d10f9cb9da4f9e746b782ca,0,0,2021-03-12,2021-03-12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
15700,d5abae158525c13f425955699c89338eb12e6404cbd870348473b4bff2482f6cd7a921e17f6e728570a84a6af9ed2e14a8949e380baf2547aa4cb4f0f32f3957,0,1,2021-03-03,2021-03-06,3,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16210,5326fbd080f8093eea33878c1b851821594b2064613a523eb86b08d9ea90580618b72d3d3eee06979f2029de426d2e76bf36c70bba371628be458fdcde664885,0,1,2021-03-04,2021-03-07,3,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16653,f3a5f44d4fafd48f3f4c8f8f4e0c8c83a8e9d92c645d750f6ce0c0ee035c555899ff02b5e3df64d624af383237143e770623ccfebe42ca25657a58b7bec56643,0,0,2021-03-03,2021-03-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16702,be0db3dfc4e9e29a5d314fd9e9ef8408e3d4d8ce273d013574d7f70c11cb6be5361d7cc7d2ddbce1eec3e1c4f5145a3654fe037fd7388671731e1fdbc7f4d563,0,1,2021-03-11,2021-03-20,9,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
