model_family,feature_or_family,comparison_level,promo1_importance,promo0_importance,delta_promo1_minus_promo0,stronger_in,interpretation,caveat,notes
LogisticRegression,reg_hour_morning,feature,0.00800216058522,0.0221129850609577,-0.014110824475737698,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,reg_hour_night,feature,0.0031472182850529,0.0082926780599634,-0.0051454597749105,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,reg_is_weekend,feature,0.0029706083483258,0.0358180092953075,-0.0328474009469817,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,romance_ratio,feature,0.1387880875048406,0.1297019838958222,0.009086103609018403,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,sf_fantasy_ratio,feature,0.1309991863303877,0.1444577661459508,-0.013458579815563088,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,std_watch_time_min,feature,0.0516816750172195,0.0996490833372455,-0.047967408320025995,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,thriller_crime_ratio,feature,0.368308691037455,0.3314652813700293,0.03684340966742572,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,total_watch_count,feature,0.0739252230116281,0.1074187938171807,-0.0334935708055526,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,total_watch_time_min,feature,0.0133276727158361,0.0149524316954335,-0.0016247589795974002,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,unique_movie,feature,0.0488253396791033,0.0864458085783411,-0.0376204688992378,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_days,feature,0.1663512513634928,0.1534063032792549,0.012944948084237906,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_per_day,feature,0.0824531635625479,0.0027888088634865,0.0796643546990614,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_ratio_under_1m,feature,0.0990336448963142,0.2296711316838913,-0.1306374867875771,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_ratio_under_5m,feature,0.0074490192746781,0.0835057753632183,-0.07605675608854019,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_session_w1,feature,0.1085081322963376,0.0235751028146915,0.0849330294816461,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_session_w2,feature,0.0908883467119451,0.039647622046219,0.051240724665726094,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_session_w3,feature,0.0630122498858375,0.2210774763789824,-0.1580652264931449,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_time_min_w1,feature,0.0225105342581634,0.0088742548011049,0.0136362794570585,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_time_min_w2,feature,0.0341446420456098,0.0309624928968251,0.003182149148784695,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,watch_time_min_w3,feature,0.0175063817120097,0.0484034052774635,-0.0308970235654538,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,weekend_watch_ratio,feature,0.0289949555399001,0.0347224360527426,-0.005727480512842498,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,content_preference,family_hotfix,0.0788110301104359,0.0186109058323862,0.0602001242780497,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,demographic_context,family_hotfix,0.0230906183240937,0.0440784042948923,-0.0209877859707986,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,genre_preference,family_hotfix,1.34462531693964,1.1514309430942005,0.19319437384543958,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,historical_churn_prevention_context,family_hotfix,0.0703260672789878,0.0581674155004773,0.012158651778510499,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,inactivity_recency,family_hotfix,0.0555700181967172,0.014944887710824799,0.0406251304858924,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,membership_context,family_hotfix,0.1311474780597214,0.0278777663834184,0.103269711676303,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,onboarding_activation,family_hotfix,0.1755691321829313,0.0500236933924705,0.1255454387904608,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,registration_timing_context,family_hotfix,0.0025621330344322,0.0077517250385885006,-0.0051895920041563,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,retention_decay,family_hotfix,0.5663888408155987,0.4568113300419129,0.10957751077368583,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,usage_concentration,family_hotfix,0.081475167270565,0.1117107748217988,-0.030235607551233792,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,week_specific_usage_pattern,family_hotfix,0.041002316531936,0.1023168296453725,-0.061314513113436504,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
GradientBoosting,weekly_usage,family_hotfix,1.22934786505636,1.3809966019692443,-0.15164873691288427,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,content_preference,family_hotfix,0.5835439028931303,0.5280776827615026,0.05546622013162772,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,demographic_context,family_hotfix,0.0937884941593008,0.1606887165918216,-0.0669002224325208,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,genre_preference,family_hotfix,1.9704612434008373,1.9583466317211347,0.012114611679702625,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,historical_churn_prevention_context,family_hotfix,0.1454498453768016,0.1319064603315363,0.01354338504526531,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,inactivity_recency,family_hotfix,0.42148328389560974,0.852082356678325,-0.43059907278271525,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,membership_context,family_hotfix,0.23878857412016719,0.187172479516725,0.051616094603442186,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,onboarding_activation,family_hotfix,0.2865258115457797,0.1134963380152082,0.17302947353057152,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,registration_timing_context,family_hotfix,0.0500965650174901,0.1216915605855628,-0.0715949955680727,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,retention_decay,family_hotfix,0.8840242033822658,1.2764475739853807,-0.39242337060311483,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,usage_concentration,family_hotfix,0.45206669390920773,0.5029188439773065,-0.050852150068098734,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,week_specific_usage_pattern,family_hotfix,0.2824438220005679,0.2216679532880548,0.06077586871251309,promo1,model uses this hotfixed family more strongly in promo1,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
LogisticRegression,weekly_usage,family_hotfix,2.791775533446065,3.3718068866733053,-0.5800313532272403,promo0,model uses this hotfixed family more strongly in promo0,Promo1 strength is not a causal claim about the 100won promotion.,Family-level comparison uses 16b hotfix family mapping.
