query_title,movieid,title,grouptitle,origintitle,releasedate,originalreleaseyear,country,targetage,playtime_sec,genre,tags,directors,actors,issubtitle,subtitles,audios,ismultiaudiotrack,isatmos,qualities,downloadable,drms,moviemarks,previewstarttime,previewendtime,creditstarttime,creditendtime,kmrbcode,image,synopsis,price
범죄도시(2017),MV_CX01_CX0000011644,범죄도시 (2009),범죄도시,,2014-10-23,2014,미국,18,6021,범죄|드라마,범죄|드라마,브라이언 굿맨,마크 러팔로|에단 호크|아만다 피트|윌 라이먼|브라이언 굿맨|도니 월버그,Y,ko,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,33.0,13612.0,14021.0,2014-MF00975,image.wavve.com/movieImg/MovieGroup/2023/GMV_CX01_CX0000011644-Vertical_LogoY.jpg,"'브라이언'과 '폴리'는 어린 시절부터 뒷골목 세계에서 거칠게 성장하며 추운 보스턴의 겨울을 버텨낸다. 시간이 흘러 어느덧 가정을 이루고 두 아들을 둔 브라이언은 계속되는 불안정한 생활에서 벗어나고 싶어 하면서도 폴리와 함께 점점 더 큰 돈이 걸린 위험한 범죄에 뛰어들게 된다. 결국 화물트럭을 털다 수감생활을 하게 되는 두 사람. 출소 후 조직 내 입지에 대해 불안함과 생활고를 견디다 못해 현금 수송 차량을 털어 크게 한 방 터뜨리기로 결심하지만, 마지막 순간의 선택은 이들의 운명을 정반대로 바꾸어놓는데...",
범죄도시(2017),MV_C3001_C300000012580,범죄도시 (2017),범죄도시,,2017-10-03,2017,대한민국,18,7272,액션,액션,강윤성,마동석|윤계상|조재윤|최귀화|진선규,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,5.0,47.0,15921.0,20112.0,2017-MF01584,image.wavve.com/movieImg/MovieGroup/2023/GMV_C3001_C300000012580-Vertical_LogoY-re.jpg,"""오늘 밤, 다 쓸어버린다!""   2004년 서울, 하얼빈에서 넘어와 단숨에 기존 조직들을 장악하고 가장 강력한 세력인 춘식이파 보스 '황사장'까지 위협하며 도시 일대의 최강자로 급부상한 신흥 범죄조직의 악랄한 보스 '장첸'.   대한민국을 뒤흔든 '장첸' 일당을 잡기 위해 오직 주먹 한방으로 도시의 평화를 유지해 온 괴물 형사 '마석도'와 인간미 넘치는 든든한 리더 '전일만' 반장이 이끄는 강력반은 나쁜 놈들을 한방에 쓸어버릴 끝. 짱. 나. 는. 작전을 세우는데...   통쾌하고! 화끈하고! 살벌하게! 나쁜 놈들 때려잡는 강력반 형사들의 '조폭 소탕 작전'이 시작된다!",
동감,MV_C901_SG0000150932,동감 (2022),동감,,2022-11-16,2022,대한민국,12,6868,로맨스,로맨스,서은영,여진구|조이현|김혜윤|나인우|배인혁,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,39.0,15030.0,15428.0,2022-MF02540,image.wavve.com/meta/image/202311/1698821556291603663.jpg,"1999년, '용'은 첫눈에 반하게 된 '한솔'을 사로잡기 위해 친구에게 HAM 무전기를 빌린다.  2022년, '무늬'는 인터뷰 과제를 위해 오래된 HAM 무전기를 작동시킨다.  ""씨큐... 씨큐... 제 목소리 들리세요?""  개기 월식이 일어난 날, 시간을 뛰어넘어 기적처럼 연결된 용과 무늬는 서로의 사랑과 우정을 이야기하며 특별한 감정을 쌓아가는데...  1999 - 2022. 마음을 수신합니다.",
피끓는청춘,MV_CI01_LE0000011120,피 끓는 청춘,피 끓는 청춘,,2014-01-22,2014,대한민국,15,7298,로맨스|코미디,로맨스|코미디,이연우,박보영|이종석|이세영|김영광,N,,ko,N,n,1080p|720p|480p|360p,y,,svod,5.0,111.0,15830.0,20138.0,2013-MF00985,image.wavve.com/movieImg/MovieGroup/2023/GMV_CI01_LE0000011120-Vertical_LogoY.jpg,"""요즘 연애는 연애도 아니여!!"" 청춘은 원래 뜨겁고 힘이 남아돈다! 1982년 충청도를 뒤흔든 전설의 대박 사건!  ‘영숙’은 충청도를 접수한 여자 일진이지만, 홍성농고 전설의 카사노바 ‘중길’을 바라보며 애만 태운다. 한편 홍성공고 싸움짱 ‘광식’은 좀처럼 마음을 열지 않는 영숙이 야속하기만 한데, 서울 전학생 ‘소희’의 등장이 이들 관계에 일대 파란을 일으킨다. 소희 꼬시기에 여념 없는 중길 때문에 속상한 영숙의 마음을 알아챈 광식은 급기야 소희에게 손길을 뻗친다. 이를 저지하기 위해 나선 중길을 지키기 위해 영숙은 눈 하나 꿈쩍 안하고 자신을 던지는 중대한 결심을 하는데...  1982년 충청도를 뒤흔든 불타는 농촌로맨스! 청춘의 운명을 뒤바꾼 뜨거운 드라마가 지금 시작된다!",
펠리니를찾아서,MV_ST01_ST000000232,펠리니를 찾아서,펠리니를 찾아서,,2018-07-12,2018,미국,15,6193,로맨스|드라마|모험,로맨스|드라마|모험,태런 렉스턴,세니아 솔로|마리아 벨로|메리 린 라즈스쿠브|베스 리스그래프|안드레아 오스바트,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,5.0,105.0,13708.0,14312.0,2018-MF01098,image.wavve.com/movieImg/MovieGroup/2023/GMV_ST01_ST000000232-Vertical_LogoY.jpg,"고전 영화 속 세상이 전부였던 '루시'에게 운명처럼 찾아온 '펠리니'. 그를 찾아 홀로 환상의 도시 이탈리아로 떠나게 되는데... 처음으로 세상 밖으로 나온 '루시'. 과연, 꿈과 사랑의 답을 얻을 수 있을까? 나를 찾아 떠난 낯선 곳에서 운명적 이야기가 시작된다!",
조선명탐정:흡혈괴마의비밀,MV_SB01_SB0000000049,조선명탐정: 흡혈괴마의 비밀,조선명탐정: 흡혈괴마의 비밀,,2018-02-08,2018,대한민국,12,7189,모험|코미디,모험|코미디,김석윤,김명민|오달수|김지원|김범|박근형,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,5.0,107.0,15635.0,15949.0,2018-MF00137,image.wavve.com/meta/image/202403/1709863375800595550.jpg,"목에 난 두 개의 이빨 자국, 심장을 관통한 화살촉에 새겨진 글자. ""범인은 뭔가 말하고 싶어한다. 그렇다면 이것은... 예고살인?!"" 기이한 불에 사람들이 타 죽는 미스터리한 사건이 계속되자 명탐정 김민과 파트너 서필이 다시 뭉친다. 그러던 중 사건 현장에서 자꾸 의문의 여인과 마주치게 되고, 직감적으로 그녀와 사건이 관련되어 있음을 느낀 명탐정 콤비는 의문의 여인과 함께 사건을 쫓기 시작한다. 범인이 남긴 단서들로 다음 목표물을 찾아낸 세 사람, 하지만 정체를 알 수 없는 남자 흑도포와 의문의 자객들이 세 사람의 수사를 방해하기 시작하는데... 모든 귀(鬼)들의 힘이 가장 세지는 보름! 만월에 열리는 달맞이 연회에 일어날 다섯 번째 살인을 막아라!",
마이걸(1991),MV_CF01_SY0000011318,마이 걸,마이 걸,,1992-09-10,1992,미국,12,6135,코미디|로맨스|드라마,코미디|로맨스|드라마,하워드 지프,댄 애크로이드|제이미 리 커티스|맥컬리 컬킨|안나 클럼스키,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,2.0,54.0,13845.0,14215.0,92-159,image.wavve.com/movieImg/MovieGroup/2023/GMV_CF01_SY0000011318-Vertical_LogoY.jpg,"난 태어날 때 황달에 걸렸었다. 언젠간, 기사 식당의 화장실 변기에 앉았다가 치질에 걸린 적도 있다. 3년 전에 목에 걸린 닭뼈도 여태 있다. 최근의 내 고민거리가 뭔지 알게 되면 아빠는 망연자실할 거다. ""아빠? 당황하지 말고 들으세요. 내 왼쪽 가슴이 오른쪽보다 확실히 빨리 자라요. 암인가 봐요. 난 죽을거예요."", ""그래... 아가, 냉장고에 마요네즈 좀 꺼내다오"" 1972년 여름의 펜실베니아주 메디슨, 장의사인 아빠 해리와 삼촌 필, 정신이 혼미한 할머니와 함께 살고 있는 베이다는 늘 외롭다. 베이다에게 친구는 어리숙하고 수줍은 토마스 뿐. 아빠 해리는 베이다의 출산으로 아내를 잃은 후 가족들에게 조차 감정적으로 격리된 채 어린 딸이 소녀로 성장해가는 과정을 느끼지 못한다. 사춘기에 접어든 베이다는 국어 선생님에게 연정을 품기도 하는데, 이런 베이다에게 또다른 일이 생긴다. 아빠 해리가 미용사 셀리에게 관심을 보이기 시작한 것. 베이다는 셀리에게 질투를 느끼고 아빠를 잃은 것같은 마음에 외로움은 점점 더해 간다. 게다가 토마스마저 벌에 쏘여 알레르기로 죽자 큰 충격을 받는다. 그제서야 마음으로 한층 더 어른이 된 베이다는 자신에게 연인이 필요하듯이 아버지에게도 연인이 필요하다는 생각을 하게 된다. 그리고 엄마를 잃은 어린 소녀에게 아빠의 사랑이 얼마나 필요했던가를 깨닫고, 그간의 오해를 이해시킨다. 베이다는 72년 여름의 토마스와의 풋사랑이야말로 평생 잊을 수 없는 사랑인 것이다. 요즘은 좀 더 나은 나날들이다. 난 마침내 닭뼈를 삼켰다. 쥬디와 난 같은 특활반에 들기로 했다. 그리고 공화당에서는 닉슨을 재지명했다.",
아기배달부스토크,MV_CD01_WR0000011516,(자막) 아기배달부 스토크,아기배달부 스토크,,2016-12-07,2016,미국,0,5216,코미디|애니메이션,코미디|애니메이션,니콜라스 스톨러|더그 스윗랜드,앤디 샘버그|케이티 크라운|켈시 그래머,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,3.0,20.0,12257.0,12656.0,2016-MF01555,image.wavve.com/movieImg/MovieGroup/2023/GMV_CD01_WR0000011516-Vertical_LogoY_RTC.jpg,"아기를 원한다면 주문하세요!행복을 배달하는 베이비 애니 블록버스터! 옛날옛날 아기를 배달하던 황새들, 지금은 글로벌 인터넷 쇼핑 회사의 택배를 배달하고 있다. 회사의 가장 유능한 배달 스토크 ‘주니어’는 차기 사장으로의 승진을 눈 앞에 두고 있다. 실수만 없다면! 하지만 닌자 기술을 가진 동생이 갖고 싶었던 ‘네이트’가 아기를 주문하면서 폐쇄되었던 아기 공장이 다시 가동되고 치명적으로 귀여운 ‘베이비’가 태어난다. 사장이 이 사실을 알아차리기 전에 문제를 해결하기 위해 주니어와 그의 친구인 인간 배달부 ‘튤립’은 생애 처음 아기 배달을 나서게 되는데...",
아기배달부스토크,MV_CD01_WR0000011517,(더빙) 아기배달부 스토크,아기배달부 스토크,,2016-12-07,2016,미국,0,5216,코미디|애니메이션,코미디|애니메이션,니콜라스 스톨러|더그 스윗랜드,앤디 샘버그|케이티 크라운|켈시 그래머,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,3.0,20.0,12257.0,12656.0,2016-MF01555,image.wavve.com/movieImg/MovieGroup/2023/GMV_CD01_WR0000011516-Vertical_LogoY_RTC.jpg,"아기를 원한다면 주문하세요!행복을 배달하는 베이비 애니 블록버스터! 옛날옛날 아기를 배달하던 황새들, 지금은 글로벌 인터넷 쇼핑 회사의 택배를 배달하고 있다. 회사의 가장 유능한 배달 스토크 ‘주니어’는 차기 사장으로의 승진을 눈 앞에 두고 있다. 실수만 없다면! 하지만 닌자 기술을 가진 동생이 갖고 싶었던 ‘네이트’가 아기를 주문하면서 폐쇄되었던 아기 공장이 다시 가동되고 치명적으로 귀여운 ‘베이비’가 태어난다. 사장이 이 사실을 알아차리기 전에 문제를 해결하기 위해 주니어와 그의 친구인 인간 배달부 ‘튤립’은 생애 처음 아기 배달을 나서게 되는데...",
슈퍼배드,MV_CG01_NU0000011206,슈퍼배드,슈퍼배드,,2010-09-16,2010,미국,0,5688,애니메이션|모험,애니메이션|모험,피에르 꼬팽|크리스 리노드,스티브 카렐|미란다 코스그로브|다나 가이어|제이슨 세걸|러셀 브랜드,Y,ko,en|en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,1.0,52.0,13044.0,13448.0,2010-F262,image.wavve.com/movieImg/MovieGroup/2023/GMV_CG01_NU0000011206-Vertical_LogoY-re.jpg,각 나라를 대표하는 명소들을 한 번에 훔쳐버린 기상천외한 주인공 ‘그루’. 그는 세계 최고의 악당이 되기 위하여 다른 사람이 절대 훔칠 수 없는 것을 하나 훔치기로 마음 먹는다. 그것은 바로 달! 달을 훔치기 위한 최신식 장비를 구하기 위해 어쩔 수 없이 고아원의 세 소녀들을 맡게 된 그루는 세 소녀들과 함께 살게 되면서 세상에서 가장 어려운 일은 악당이 되는 것이 아니라 바로 이 소녀들을 키우는 일임을 알게 된다. 소녀들에 의해 점차 사랑을 배우고 변화되어 가는 그루. 과연 그는 달을 훔칠 수 있을 것인가? 소녀들과 그루는 어떻게 될 것인가?,
슈퍼배드2,MV_CG01_NU0000011183,슈퍼배드 2,슈퍼배드 2,,2013-09-12,2013,미국,0,5882,코미디|애니메이션,코미디|애니메이션,피에르 꼬팽|크리스 리노드,스티브 카렐|미란다 코스그로브|크리스틴 위그|모이세스 아리아스|다나 가이어,Y,ko,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,1.0,51.0,13355.0,13802.0,2013-MF00373,image.wavve.com/movieImg/MovieGroup/2023/GMV_CG01_NU0000011183-Vertical_LogoY-re.jpg,"슈퍼 악당에서 딸바보 슈퍼 대디로 180도 변신한 ‘그루’는 수다스럽고 사랑스러운 세 딸, ‘마고’, ‘에디스’, ‘아그네스’와 함께 행복한 삶을 살고 있다. 하지만 세상을 지배하려는 최강 악당 군단이 나타나자, 이들을 상대할 유일한 슈퍼 악당, 그루가 비밀 요원으로 ‘악당 소탕 작전’에 투입된다. 매력적인 파트너 ‘루시’와 함께 스펙타클한 임무를 수행하던 중, ‘미니언’ 군단까지 공격을 받아 ‘보라 미니언’으로 변하고 마는데...!",
플립(2010),MV_CD01_WR0000011528,플립,플립,,2017-07-12,2017,미국,12,5381,드라마|로맨스,드라마|로맨스,로브 라이너,매들린 캐롤|캘런 맥오리피|존 마호니,Y,ko,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,1.0,35.0,12457.0,12941.0,2017-MF01154,image.wavve.com/meta/image/202601/1768377373672054853.jpg,"누구나 일생에 한번은 만난다는 무지개빛 첫사랑! 옆집 소년소녀의 귀엽고 설레는 반전 로맨스! 새로 이사 온 미소년 브라이스를 보고 첫눈에 사랑을 직감한 7살 소녀 줄리. 솔직하고 용감한 줄리는 자신의 마음을 적극적으로 표현하지만 브라이스는 그런 줄리가 마냥 부담스럽다. 줄리의 러브빔을 요리조리 피해 다니기를 6년! 브라이스는 줄리에게 받은 달걀을 쓰레기통에 버리다 들키고,화가 난 줄리는 그날부터 브라이스를 피하기 시작한다. 하지만 성가신 그녀가 사라지자 브라이스는 오히려 전 같지 않게 줄리가 신경 쓰이기 시작하는데...",
애프터:그후,MV_C901_SG0000202010,애프터: 그 후,애프터: 그 후,,2020-10-07,2020,미국,15,6314,로맨스|드라마,로맨스|드라마,로저 컴블,히어로 파인즈 티핀|조세핀 랭포드|딜란 스프로즈|루이스 롬바드|찰리 웨버,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,33.0,14033.0,14514.0,2020-MF02186,image.wavve.com/meta/image/202601/1768888670535808010.jpg,"""너만의 테사는 더 이상 없어!"" 첫사랑 '하딘'이 자신과의 연애를 내기에 걸었다는 비밀을 알게 된 '테사'. 둘은 헤어지지만, 서로의 살결과 숨결을 끊지 못하며 아슬아슬한 썸을 이어간다. 이후 대학 졸업을 앞둔 취준생 테사는 대형 출판사의 인턴십에 합격하고 거친 하딘과는 180도 다른 젠틀한 직장 남사친 '트레버'를 만나게 된다. ""테사의 두 번째 남자를 만났다."" 런던으로 떠나기 전에 테사를 향한 진심을 전하고 싶었던 하딘. 테사의 용서를 기다리며 과거의 잘못을 하나씩 고쳐나간다. 워크숍 파티에서 취한 테사의 연락에 하딘은 기대 반, 걱정 반 마음으로 결국 테사의 호텔 룸에 찾아가고, 샤워실에서 그 녀석 트레버와 마주치는데...",
남매의여름밤,MV_EN01_EN000000798,남매의 여름밤,남매의 여름밤,,2020-08-20,2020,대한민국,0,6252,드라마,드라마,윤단비,최정운|양흥주|박현영|박승준,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,5.0,29.0,14219.0,14412.0,2020-MF01909,image.wavve.com/meta/image/202401/1705388876378172922.jpg,"방학 동안, 아빠와 함께 할아버지 집에서 지내게 된 남매 옥주와 동주, 그렇게 오래된 2층 양옥집에서의 여름이 시작되고 한동안 못 만났던 고모까지 합세하면서 기억에 남을 온 가족의 이야기가 펼쳐진다.",
까미유끌로델,MV_VW01_VW000000047,까미유 끌로델,까미유 끌로델,,2013-10-24,2013,프랑스,15,5704,드라마,드라마,브루노 뒤몽,줄리엣 비노쉬|장 뤽 뱅상|로베르 르로이|엠마누엘 카우프만|마리온 켈러,N,,fr,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,113.0,13224.0,13503.0,2013-MF00685,image.wavve.com/movieImg/MovieGroup/2022/GMV_VW01_VW000000047-Vertical_LogoY.jpg,"사랑에 갇힌 예술가, 까미유 끌로델의 열정 그리고 파멸까지!  프랑스 남부의 한 정신병원에 수감된 '까미유 끌로델'. 그곳에서 그녀는 친구와 편지를 주고받지도, 다시는 조각을 할 수도 없는 고립 상태에 놓여있다. 메마르고 적막한 풍경과 병원 환자들의 절규가 하루하루 숨을 조여오는 가운데 남동생 '폴 끌로델'의 방문 소식은 그녀의 유일한 희망이다. 하지만 그토록 기다려왔던 동생과의 만남도 합의점을 찾지 못한 채 서로 어긋나기만 하는데... 세상으로부터 버림받은 비운의 예술가 까미유 끌로델, 유난히 쓸쓸했던 1915년 겨울의 기억이 펼쳐진다.",
피노키오(2019),MV_CL01_JY0000012734,피노키오,피노키오,,2021-03-18,2021,"프랑스, 영국, 이탈리아",12,7500,드라마|SF/판타지,드라마|판타지,마테오 가로네,페데리코 예라피|로베르토 베니니|마린 백트|로코 파팔레오|마시모 세체리니,N,,it,N,n,1080p|720p|480p|360p,n,,svod,5.0,26.0,15952.0,20500.0,2021-VF00450,image.wavve.com/movieImg/MovieGroup/2023/GMV_CL01_JY0000012734-Vertical_LogoY.jpg,"가난하게 살아가던 목공 '제페토 할아버지'는 멋진 꼭두각시를 만들어 돈을 벌 계획을 세운다. 나무를 구해 꼭두각시를 만들던 할아버지는 깜짝 놀란다. 나무 인형에게서 심장이 뛰는 소리가 들리고, 움직이기 시작한 것이다. 제페토 할아버지는 '피노키오'라는 이름을 지어주고, 아들로 삼기로 한다. 하지만 호기심이 많은 피노키오는 말썽만 부리며 할아버지를 걱정만 하게 만들고, 심지어 학교 책을 팔아 인형극 구경을 가게 되는데...!",
피노키오(2019),MV_CA01_DY0000011206,(더빙) 피노키오,피노키오,,1963-08-09,1963,미국,0,4852,애니메이션|가족,애니메이션|가족,벤 샤프스틴|해밀턴 러스크|노먼 퍼거슨,김선우|장승길|탁원제,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,2.0,133.0,12031.0,12052.0,95-99,image.wavve.com/movieImg/MovieGroup/2022/GMV_CA01_DY0000011206-Vertical_LogoY.jpg,"이야기는 작은 조용한 마을의 위를 날아 인형 제작자인 제페토의 집에 다달음으로서 시작된다. 재페토는 소원 별을 바라보면서 남자 아이 인형인 피토키오가 정말 사람이 되었으면 하고 기원한다. 그 날 밤 푸른 요정이 제페토의 작업장에 나타나 피노키오에게 아직은 인형 모습 그대로이지만 살아서 움직이게 만든다. 요정은 피노키오에게 그가 용감하고 비이기적이고 진실함을 증명할 수 있다면 그가 진짜 소년이 될 것이라 예기한다. 요정은 또한 지미니 크리켓에게 피노키오의 양심이 되도록 명령한다. 이제 이야기의 주요 설정이 이루어졌으므로 피노키오가 자신을 증명하기 위해 세상을 탐험하도록 전개된다. 첫번째 시련은 제패토가 피노키오를 학교에 보내면서 닥친다. 학교로 가는 도중 피노키오는 J. 워딩톤 파울펠로라는 이름의 교활한 여우를 만난다. 지미니의 반대에도 불구하고 그와 그의 동료인 기데온은 피노키오가 학교를 떼려치우고 연극계로 진출토록 설득한다. 그들은 이 인형을 스톰볼리라는 악독한 인형극단 주인에게 소개한다. 피노키오는 ""나는 줄이 없어요""라는 노래로 무데에 데뷔하며 쉽게 성공한다. 지미니는 피노키오의 미래가 이제 확실해졌다고 믿고 스톰볼리에게 그를 맡기고 떠난다. 그러나 스톰볼리는 자신의 투자를 보호하기위해 피노키오를 철장에 가둔다. 그때 요정이 나타나 피노키오에게 어쩌다가 이런 곤경에 처했는지 물어본다. 이때부터 전개되는 상황은 에니메이트 환타지에서 진정한 고전으로 여겨지는 장면이다. 피노키오가 곤경에서 벗어나기위해 거짓말을 하려하자 그의 코가 자라기 시작한다. 거짓말을 더할 수록 그의 코는 조금씩 길어져 마침내 가지까지 생겨나고 새들이 날아와 둥지까지 튼다. 그의 행동에도 불구하고 요정은 피노키오에게 한번 더 기회를 주기로 하고 그를 자유롭게 풀어준다. 지미니와 함께 피노키오는 다시 한번 세상 구경을 떠난다. 곧 둘은 다시 파울펠로와 기데온을 만단다. 다시 한번 이 교활한 여우는 그를 설득하여 '환락의 섬'으로 떠나는 아이들에게 합류토록 한다. 그곳에서 피노키오는 다른 아이들과 함께 마음내키는 대로 살고 당나귀처럼 행동해도 좋다고 격려받는다. 환락의 섬에서의 목적은 바로 아이들을 당나귀로 만드는 것이었다. 피노키오가 거의 당나귀로 변할 무렵 지미니가 그를 구출하여 섬에서 탈출한다. 피노키오와 지미니가 목공소로 돌아왔을때 제페트는 사라져있었다. 푸른요정은 피노키오에게 제패트가 바다로 나갔다가 몬스트로라는 이름의 고래에 의해 삼켜졌음을 알려준다. 그녀는 제페토가 아직 살아 있으며 고래의 뱃속에서 살고있다 말한다. 주저하지 않고 피노키오와 지미니는 제페토를 구하기 위해 떠나지만 언제나처럼 실수 연발 결국 그도 몬스트로에 의해 삼켜진다. 재페토를 만난 피노키오는 탈출 계획을 세운다. 그는 몬스트로의 뱃속에서 불을 피워서 그가 재채기를 하도록 만들고는 뗏못을 타고 탈출한다. 하지만 화가 난 몬스트로는 그들을 추적하고 따라잡아 뗏목을 부숴버린다. 바다속에서 허우적거리며 제페토는 피노키오에게 도망가라고 예기하지만 피노키오는 자신을 아끼지않고 늙은 목수를 바다에서 끌어낸다. 제페토가 정신을 차렸을 때 그는 피노키오가 죽은 체로 해변에 누워있는 것을 발견한다. 제페토와 지미니는 그의 죽음에 슬퍼하며 목공소로 돌아오는데 이때 요정의 목소리가 들려온다. 그녀는 피노키오가 진정한 소년이 될 자격이 있음을 증명하였다고 말하고 마법에 의해 피노키오는 인형이 아니라 진짜 소년으로서 깨어난다. 이것을 보고난 지미니는 이제 자신은 물러날 때가 되었다고 말하며 합창단이 다시 ""별에게 소원을 빌어요""를 노래하면서 영화는 끝난다.",
암모나이트,MV_CF01_SY0000011686,암모나이트,암모나이트,,2021-03-11,2021,미국,18,7070,로맨스,로맨스,프란시스 리,시얼샤 로넌|케이트 윈슬렛,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,5.0,121.0,15233.0,15750.0,2021-MF00419,image.wavve.com/movieImg/MovieGroup/2022/GMV_CF01_SY0000011686-Vertical_LogoY_RTC.jpg,"“긴 시간의 끝, 그곳에 네가 있었다” 1840년대 영국 남부 해변 마을, 생계를 위해 화석을 발굴하는 고생물학자 ‘메리’는 그곳으로 요양을 위해 내려온 상류층 부인 ‘샬럿’을 만난다. 너무도 다른 삶을 살아온 두 사람은 거친 해안에서 화석을 찾으며, 그렇게 기적처럼 서로를 발견하고 걷잡을 수 없는 사랑에 빠지게 된다. 당신의 마음에 각인될 강렬한 러브 스토리가 시작된다!",
멀리가지마라,MV_CX01_CX0000011530,멀리가지마라,멀리가지마라,,2021-03-04,2021,대한민국,15,4541,코미디|범죄,코미디|범죄,박현용,손병호|손진환,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,,,11342.0,11525.0,2021-MF00181,image.wavve.com/meta/image/202407/1721712056647070643.jpg,"아버지의 20억 유산 상속을 위해 모인 가족. 저마다 상속액에 불만을 터트리고 있을 무렵, 아이를 살리고 싶으면 20억을 준비하라는 유괴범의 협박전화가 걸려오는데...  점잖은 가족의 민낯을 까발리는 K-가족 막장극",
그것,MV_CD01_WR0000011532,그것,그것,,2017-09-06,2017,미국,15,8083,공포|드라마,공포|드라마,안드레스 무시에티,빌 스카스가드|제이든 리버허|하비에르 보텟|핀 울프하드|소피아 릴리스,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,5.0,42.0,20910.0,21443.0,2017-MF01433,image.wavve.com/movieImg/MovieGroup/2023/GMV_CD01_WR0000011532-Vertical_LogoY-re.jpg,"아이들이 사라지는 마을, ‘그것’이 나타났다! 살인과 실종사건이 이상하게 많이 생기는 데리라는 마을, 비 오는 어느 날 종이배를 들고 나간 동생이 사라졌다. 형 빌은 ‘루저 클럽’ 친구들과 함께 동생을 찾아 나서고, 27년마다 가장 무서워하는 것의 모습을 한 채 아이들을 잡아먹는다는 ‘그것’이 빨간 풍선을 든 삐에로의 모습으로 그들 앞에 나타나는데...빌과 친구들은 공포를 이겨내고 ‘그것’에 맞서 동생과 사라진 아이들을 찾을 수 있을까?",
엑스맨:다크피닉스,MV_CH01_FX0000011566,엑스맨: 다크 피닉스,엑스맨: 다크 피닉스,,2019-06-05,2019,미국,12,6839,SF/판타지|액션|모험,SF|액션|모험,사이먼 킨버그,제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스|니콜라스 홀트|소피 터너|타이 쉐리던,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,5.0,52.0,14506.0,15359.0,2019-MF00911,image.wavve.com/movieImg/MovieGroup/2023/GMV_CH01_FX0000011566-Vertical_LogoY-re.jpg,"두려워하라! 영원한 히어로는 없다! 어린 시절 비극적 교통사고로 자신의 능력을 알게 된 진 그레이는 자비에 영재학교에서 새로운 가족을 맞이하게 된다. 엄청난 잠재적 능력을 지닌 그녀는 엑스맨으로 성장해 우주에서 구조 임무를 수행하던 중 목숨을 잃을 뻔한 사고를 겪는다. 예기치 못한 사고 이후 폭주하는 힘과 억눌려왔던 어둠에 눈을 뜨게 된 진 그레이는 엑스맨의 가장 강력하고 파괴적인 적, 다크 피닉스로 변하게 된다. 프로페서 X는 물론 매그니토까지 능가하는 두려운 존재가 된 그녀 앞에 힘을 이용하려는 미스터리한 외계 존재가 나타나 그녀를 뒤흔들고, 지금까지 엑스맨이 이뤄온 모든 것들이 무너지는 가운데 엑스맨은 사랑하는 친구이자 가장 강력한 적이 된 다크 피닉스와 맞서야 하는데...",
