section,metric,value,count,rate,note
duplicate_detail,duplicated_MOVIE_NUM,10508,2,,conflict_columns=genre; source_rows=10455|10456
duplicate_detail,duplicated_MOVIE_NUM,10523,2,,conflict_columns=none; source_rows=10471|10472
duplicate_detail,duplicated_MOVIE_NUM,10532,3,,conflict_columns=none; source_rows=10481|10482|10483
duplicate_detail,duplicated_MOVIE_NUM,10663,2,,conflict_columns=none; source_rows=10611|10612
duplicate_detail,duplicated_MOVIE_NUM,10780,2,,conflict_columns=none; source_rows=10723|10724
duplicate_detail,duplicated_MOVIE_NUM,10838,2,,conflict_columns=none; source_rows=10781|10782
duplicate_detail,duplicated_MOVIE_NUM,10860,2,,conflict_columns=none; source_rows=10803|10804
duplicate_detail,duplicated_MOVIE_NUM,10938,2,,conflict_columns=none; source_rows=10877|10878
duplicate_detail,duplicated_MOVIE_NUM,10953,2,,conflict_columns=none; source_rows=10892|10893
duplicate_detail,duplicated_MOVIE_NUM,10961,2,,conflict_columns=none; source_rows=10901|10902
duplicate_detail,duplicated_MOVIE_NUM,10994,2,,conflict_columns=none; source_rows=10933|10934
duplicate_detail,duplicated_MOVIE_NUM,11022,2,,conflict_columns=none; source_rows=10960|10961
duplicate_detail,duplicated_MOVIE_NUM,11037,2,,conflict_columns=none; source_rows=10976|10977
duplicate_detail,duplicated_MOVIE_NUM,11047,2,,conflict_columns=none; source_rows=10987|10988
duplicate_detail,duplicated_MOVIE_NUM,11062,2,,conflict_columns=none; source_rows=11001|11002
duplicate_detail,duplicated_MOVIE_NUM,11087,2,,conflict_columns=none; source_rows=11026|11027
duplicate_detail,duplicated_MOVIE_NUM,11110,2,,conflict_columns=none; source_rows=11048|11049
duplicate_detail,duplicated_MOVIE_NUM,11135,2,,conflict_columns=none; source_rows=11072|11073
duplicate_detail,duplicated_MOVIE_NUM,11193,2,,conflict_columns=none; source_rows=11128|11129
duplicate_detail,duplicated_MOVIE_NUM,11264,2,,conflict_columns=none; source_rows=11197|11198
duplicate_detail,duplicated_MOVIE_NUM,11339,2,,conflict_columns=none; source_rows=11271|11272
duplicate_detail,duplicated_MOVIE_NUM,11363,2,,conflict_columns=none; source_rows=11294|11295
duplicate_detail,duplicated_MOVIE_NUM,11446,2,,conflict_columns=none; source_rows=11375|11376
duplicate_detail,duplicated_MOVIE_NUM,11473,2,,conflict_columns=none; source_rows=11401|11402
duplicate_detail,duplicated_MOVIE_NUM,11519,2,,conflict_columns=none; source_rows=11447|11448
duplicate_detail,duplicated_MOVIE_NUM,11667,2,,conflict_columns=none; source_rows=11591|11592
duplicate_detail,duplicated_MOVIE_NUM,11674,2,,conflict_columns=none; source_rows=11599|11600
duplicate_detail,duplicated_MOVIE_NUM,11709,4,,conflict_columns=none; source_rows=11633|11634|11635|11636
duplicate_detail,duplicated_MOVIE_NUM,11727,3,,conflict_columns=none; source_rows=11652|11653|11654
duplicate_detail,duplicated_MOVIE_NUM,11736,2,,conflict_columns=none; source_rows=11662|11663
duplicate_detail,duplicated_MOVIE_NUM,11739,3,,conflict_columns=none; source_rows=11665|11666|11667
duplicate_detail,duplicated_MOVIE_NUM,11768,3,,conflict_columns=none; source_rows=11696|11697|11698
duplicate_detail,duplicated_MOVIE_NUM,11769,3,,conflict_columns=none; source_rows=11699|11700|11701
duplicate_detail,duplicated_MOVIE_NUM,11797,2,,conflict_columns=none; source_rows=11728|11729
duplicate_detail,duplicated_MOVIE_NUM,11860,2,,conflict_columns=none; source_rows=11790|11791
duplicate_detail,duplicated_MOVIE_NUM,11933,2,,conflict_columns=none; source_rows=11863|11864
duplicate_detail,duplicated_MOVIE_NUM,11935,3,,conflict_columns=none; source_rows=11866|11867|11868
duplicate_detail,duplicated_MOVIE_NUM,11957,2,,conflict_columns=none; source_rows=11887|11888
duplicate_detail,duplicated_MOVIE_NUM,11978,3,,conflict_columns=none; source_rows=11909|11910|11911
duplicate_detail,duplicated_MOVIE_NUM,11993,2,,conflict_columns=none; source_rows=11925|11926
duplicate_detail,duplicated_MOVIE_NUM,12006,2,,conflict_columns=none; source_rows=11939|11940
duplicate_detail,duplicated_MOVIE_NUM,12078,2,,conflict_columns=none; source_rows=12010|12011
duplicate_detail,duplicated_MOVIE_NUM,12113,2,,conflict_columns=none; source_rows=12043|12044
duplicate_detail,duplicated_MOVIE_NUM,12132,4,,conflict_columns=none; source_rows=12063|12064|12065|12066
duplicate_detail,duplicated_MOVIE_NUM,12135,2,,conflict_columns=genre; source_rows=12069|12070
duplicate_detail,duplicated_MOVIE_NUM,12159,3,,conflict_columns=none; source_rows=12093|12094|12095
duplicate_detail,duplicated_MOVIE_NUM,12174,2,,conflict_columns=none; source_rows=12109|12110
duplicate_detail,duplicated_MOVIE_NUM,12260,2,,conflict_columns=none; source_rows=12195|12196
duplicate_detail,duplicated_MOVIE_NUM,12276,2,,conflict_columns=none; source_rows=12212|12213
duplicate_detail,duplicated_MOVIE_NUM,12298,3,,conflict_columns=none; source_rows=12235|12236|12237
duplicate_detail,duplicated_MOVIE_NUM,12300,2,,conflict_columns=none; source_rows=12239|12240
duplicate_detail,duplicated_MOVIE_NUM,12320,3,,conflict_columns=none; source_rows=12258|12259|12260
duplicate_detail,duplicated_MOVIE_NUM,12333,3,,conflict_columns=none; source_rows=12273|12274|12275
duplicate_detail,duplicated_MOVIE_NUM,12382,2,,conflict_columns=none; source_rows=12323|12324
duplicate_detail,duplicated_MOVIE_NUM,12504,2,,conflict_columns=none; source_rows=12438|12439
duplicate_detail,duplicated_MOVIE_NUM,12648,2,,conflict_columns=none; source_rows=12576|12577
duplicate_detail,duplicated_MOVIE_NUM,12651,2,,conflict_columns=none; source_rows=12580|12581
duplicate_detail,duplicated_MOVIE_NUM,12683,5,,conflict_columns=none; source_rows=12611|12612|12613|12614|12615
duplicate_detail,duplicated_MOVIE_NUM,12751,2,,conflict_columns=none; source_rows=12679|12680
duplicate_detail,duplicated_MOVIE_NUM,12759,2,,conflict_columns=none; source_rows=12687|12688
duplicate_detail,duplicated_MOVIE_NUM,12769,3,,conflict_columns=none; source_rows=12698|12699|12700
duplicate_detail,duplicated_MOVIE_NUM,12795,2,,conflict_columns=none; source_rows=12725|12726
duplicate_detail,duplicated_MOVIE_NUM,12800,2,,conflict_columns=none; source_rows=12731|12732
duplicate_detail,duplicated_MOVIE_NUM,12828,2,,conflict_columns=none; source_rows=12760|12761
duplicate_detail,duplicated_MOVIE_NUM,12880,2,,conflict_columns=none; source_rows=12813|12814
duplicate_detail,duplicated_MOVIE_NUM,12885,2,,conflict_columns=none; source_rows=12819|12820
duplicate_detail,duplicated_MOVIE_NUM,12948,2,,conflict_columns=none; source_rows=12878|12879
duplicate_detail,duplicated_MOVIE_NUM,13035,2,,conflict_columns=none; source_rows=12959|12960
duplicate_detail,duplicated_MOVIE_NUM,13065,3,,conflict_columns=none; source_rows=12988|12989|12990
duplicate_detail,duplicated_MOVIE_NUM,13069,2,,conflict_columns=none; source_rows=12994|12995
duplicate_detail,duplicated_MOVIE_NUM,13077,2,,conflict_columns=none; source_rows=13002|13003
duplicate_detail,duplicated_MOVIE_NUM,13085,2,,conflict_columns=none; source_rows=13010|13011
duplicate_detail,duplicated_MOVIE_NUM,13102,2,,conflict_columns=none; source_rows=13028|13029
duplicate_detail,duplicated_MOVIE_NUM,13111,2,,conflict_columns=none; source_rows=13038|13039
duplicate_detail,duplicated_MOVIE_NUM,13124,2,,conflict_columns=none; source_rows=13051|13052
duplicate_detail,duplicated_MOVIE_NUM,13138,2,,conflict_columns=none; source_rows=13066|13067
duplicate_detail,duplicated_MOVIE_NUM,13176,4,,conflict_columns=none; source_rows=13103|13104|13105|13106
duplicate_detail,duplicated_MOVIE_NUM,13237,3,,conflict_columns=none; source_rows=13164|13165|13166
duplicate_detail,duplicated_MOVIE_NUM,13278,2,,conflict_columns=none; source_rows=13205|13206
duplicate_detail,duplicated_MOVIE_NUM,13282,2,,conflict_columns=none; source_rows=13210|13211
duplicate_detail,duplicated_MOVIE_NUM,13298,2,,conflict_columns=none; source_rows=13227|13228
duplicate_detail,duplicated_MOVIE_NUM,13326,2,,conflict_columns=none; source_rows=13253|13254
duplicate_detail,duplicated_MOVIE_NUM,13327,2,,conflict_columns=none; source_rows=13255|13256
duplicate_detail,duplicated_MOVIE_NUM,13336,2,,conflict_columns=none; source_rows=13264|13265
duplicate_detail,duplicated_MOVIE_NUM,13370,2,,conflict_columns=none; source_rows=13298|13299
duplicate_detail,duplicated_MOVIE_NUM,13397,2,,conflict_columns=none; source_rows=13325|13326
duplicate_detail,duplicated_MOVIE_NUM,13557,2,,conflict_columns=none; source_rows=13479|13480
duplicate_detail,duplicated_MOVIE_NUM,13604,3,,conflict_columns=none; source_rows=13523|13524|13525
duplicate_detail,duplicated_MOVIE_NUM,13608,2,,conflict_columns=none; source_rows=13529|13530
duplicate_detail,duplicated_MOVIE_NUM,13808,2,,conflict_columns=none; source_rows=13725|13726
duplicate_detail,duplicated_MOVIE_NUM,13897,2,,conflict_columns=none; source_rows=13810|13811
duplicate_detail,duplicated_MOVIE_NUM,13909,2,,conflict_columns=none; source_rows=13822|13823
duplicate_detail,duplicated_MOVIE_NUM,13945,2,,conflict_columns=none; source_rows=13858|13859
duplicate_detail,duplicated_MOVIE_NUM,14033,2,,conflict_columns=none; source_rows=13946|13947
duplicate_detail,duplicated_MOVIE_NUM,14059,3,,conflict_columns=none; source_rows=13973|13974|13975
duplicate_detail,duplicated_MOVIE_NUM,14119,2,,conflict_columns=none; source_rows=14033|14034
duplicate_detail,duplicated_MOVIE_NUM,14126,2,,conflict_columns=none; source_rows=14041|14042
duplicate_detail,duplicated_MOVIE_NUM,14287,3,,conflict_columns=none; source_rows=14190|14191|14192
duplicate_detail,duplicated_MOVIE_NUM,14295,2,,conflict_columns=none; source_rows=14199|14200
duplicate_detail,duplicated_MOVIE_NUM,14308,3,,conflict_columns=none; source_rows=14212|14213|14214
duplicate_detail,duplicated_MOVIE_NUM,14366,2,,conflict_columns=none; source_rows=14269|14270
duplicate_detail,duplicated_MOVIE_NUM,14380,4,,conflict_columns=none; source_rows=14283|14284|14285|14286
duplicate_detail,duplicated_MOVIE_NUM,14407,2,,conflict_columns=none; source_rows=14313|14314
duplicate_detail,duplicated_MOVIE_NUM,14452,2,,conflict_columns=none; source_rows=14357|14358
duplicate_detail,duplicated_MOVIE_NUM,14500,2,,conflict_columns=none; source_rows=14405|14406
duplicate_detail,duplicated_MOVIE_NUM,14582,3,,conflict_columns=none; source_rows=14486|14487|14488
conflict_summary,conflict_groups_for_MOVIE_NUM,,0,,Count among duplicated MOVIE_NUM groups
conflict_summary,conflict_groups_for_movie_title,,0,,Count among duplicated MOVIE_NUM groups
conflict_summary,conflict_groups_for_ott_release_month,,0,,Count among duplicated MOVIE_NUM groups
conflict_summary,conflict_groups_for_genre,,9,,Count among duplicated MOVIE_NUM groups
conflict_summary,nonidentical_duplicate_groups,,9,,
coverage,View_History_MOVIE_NUM_cardinality,,5411,,
coverage,Movie_Master_MOVIE_NUM_cardinality,,14018,,
coverage,View_MOVIE_NUM_not_in_Movie_Master_count,,0,0.0,
coverage,View_rows_not_covered_by_Movie_Master,,0,0.0,
coverage,View_rows_covered_by_Movie_Master,,175301,1.0,
coverage,Movie_Master_MOVIE_NUM_not_in_View_History_count,,8607,0.613996,
join_multiplication,raw_View_History_rows,,175301,,
join_multiplication,expected_rows_if_join_raw_duplicated_Movie_Master,,223744,1.276342,Raw Movie_Master duplicates would multiply View_History rows
join_multiplication,expected_extra_rows_from_raw_join,,48443,,
feature_feasibility,genre,"genre watch-time/session ratios, top genre, genre entropy",,possible_after_MOVIE_NUM_deduplication,genre has no missing values but duplicate MOVIE_NUM genre conflicts exist
feature_feasibility,ott_release_month,content release recency relative to watch month or subscription month,,possible_with_temporal_caution,"Would use release month metadata, but avoid raw calendar dates as model features and define leakage-safe transformations later"
feature_feasibility,movie_title,title-derived flags such as year-in-title extraction or title normalization diagnostics,,weak_or_defer,Title text is available but feature meaning is less defensible without stronger content metadata
feature_feasibility,MOVIE_NUM,identifier only for joining and aggregation,,not_model_feature,Must not be used directly as a model feature
