row_id,USER_KEY,is_repurchase,is_promotion,repurchase_score,churn_risk,risk_rank_desc,risk_percentile_desc,representative_segment,segment_priority,flag_high_risk_top10,flag_high_risk_top20,flag_low_risk_stable,flag_cold_start_weak,flag_strong_early_activation,flag_week3_inactive,flag_only_w1,flag_week3_drop,flag_retention_decay,flag_retention_stable,flag_heavy_user,flag_low_activity,flag_genre_focused,flag_new_movie_oriented,flag_old_movie_oriented,flag_age40_unverified_ios,total_watch_count,total_watch_time_min,watch_days,active_ratio,recency,watch_time_min_w1,watch_time_min_w2,watch_time_min_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w2,watch_ratio_under_1m,watch_ratio_under_5m,is_cold_start_3d_fixed,is_cold_start_7d_fixed,genre_diversity_count,old_movie_ratio_5y,new_movie_in_365d_ratio,max_genre_ratio,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,is_user_verified,age_group,is_female,is_male,dominant_genre_proxy
3418,0dadf110e1c6dc4831bf774426e23823987db82af6e159f1d538f5e35a088fdeb4fbe6d6526ef8ac156266ab916733073d3fb68c3655e80d83b506c2f33d1733,1,0,0.7240963531795559,0.2759036468204441,9132,39.56843884050436,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,20,0,1,action_adventure
3421,93f8f6d1fd56635189ac5b958593df284d2d9574d05f20b233c8573a5a2700cf9d6f8d6aaf309d2af8c7362e6505e5e89578e325fe3f44cded93d76369cc1d22,1,0,0.730058404563107,0.269941595436893,9270,40.16638502534772,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,30,1,0,action_adventure
3434,f62d6775cc98d75fe41eed3c244e9149d9dd2420115ae8bf1422e8e64e996d841bba3f6e4114474dc1545e68635aef438deb1da2b8adfdc8e48026705f66b655,1,1,0.5188972983055442,0.4811027016944558,5749,24.910091425105072,general_observation,7,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,88,1,0.047619,15,88,0,0,1,0,0,0.011236,1.0,-88,0,0.0,0.0,0,1,1,0.0,0.0,1.0,0,0,1,0,1,40,1,0,drama
3442,b736a2ca54824ef983b29bd94888abf007dfb1e469a3f6ccc5c1ca336c1f51edd9d8ea0834c95b6441f830568fad930b8e81941a961bb97134a9bfc33cce91f3,1,1,0.9024159390978932,0.0975840609021068,13696,59.34399237401967,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,209,1,0.047619,1,0,0,209,0,0,2,1.0,210.0,0,209,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,1,0,1,20,1,0,other
3446,61a7a19a7d2f5f3c3296c8f9ae4cb09f75b9eedf4448044c1b394c7801cc06f37b875ba7a6d90ed9c3460de814cea70b558643395882423afc5087161f7abb02,1,1,0.8898137839847938,0.1101862160152061,13235,57.34650548117336,general_observation,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,10,321,6,0.285714,0,61,87,173,1,3,6,1.419355,1.977273,26,86,0.3,0.4,0,1,3,0.2,0.1,0.831776,0,1,0,0,1,20,0,1,documentary
3447,e4f28c86134d305a5d041ec1ae0c30ceb13e3f1c1a5ba05882c31c8ffae6913ef4f401b7a321015c0ebb13e209847060891ca35eed6f5900ff42cead1ee71c75,1,0,0.8515827927633524,0.1484172072366476,12139,52.59759954937388,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,15,2,0.095238,2,11,0,4,1,0,1,0.083333,5.0,-11,4,0.0,0.5,0,1,2,0.5,0.0,0.733333,0,0,0,1,1,40,1,0,drama
3455,224daa7f93d63660c0f1a137c88d522a4ff76d84797fa1ac9ff18b4b6abf6cee0a6831254f0cf8c9830f55c566a54da1eb16f217bcdb32565d5c65f0eadf526a,1,1,0.7943135051766098,0.2056864948233902,10899,47.22474977252048,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,85,1,0.047619,1,0,0,85,0,0,1,1.0,86.0,0,85,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,1,0,1,40,1,0,sf_fantasy
3459,3a333be1bfd8cffeb3378948cd79f8983387415c1a31555d0d45c296b199c5045611fd6abcdd66b4226bb7e75849a1e701685bb9398c3bb8682d3368890b632f,0,1,0.5808788898439872,0.4191211101560128,6570,28.467437930586247,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,30,1,0,action_adventure
3460,5b023312dc99c617dcf4608be10c01c5e6aa93eca6f1e8ebc60484b5b6c6972f78009b97bf4667dff6a9c8ced7de6a8dfa99b55a9ef90755334d69ce18226635,1,1,0.9601625194920932,0.0398374805079067,17323,75.05957797131592,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,113,1,0.047619,13,0,113,0,0,1,0,114.0,0.008772,113,-113,0.0,0.0,0,0,1,0.0,0.0,1.0,0,1,0,0,1,30,0,1,drama
3461,eb0cbf8587c586cae27de32a95777e19841a7b8c45ec65a64833231b03d502b3d2ead37aedb0ea5ee46a534d4c22e35bc399c1274e697b4ce2a354ed1c112085,1,0,0.994240694467162,0.0057593055328379,22899,99.22007019368256,general_observation,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,795,6,0.285714,2,0,270,525,0,2,6,271.0,1.940959,270,255,0.0,0.0,0,0,4,0.0,0.0,0.431447,1,0,0,0,1,40,1,0,drama
3462,01ade5bc9eabdcc030e54751ccb320d0ccb0858cbb221243b17357b7d50edeb860f29f717c615e5c286e4c0fc2bdf857453c3bf6b40865f595653556e8d83d89,1,1,0.6857282838197447,0.3142717161802553,8496,36.812686858182765,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,40,1,0,action_adventure
3464,c1894147caf90a8399c527226921f500d92a21a1b3511139f47856ea74999236a43d0599619f52ad40c95310bdc891ef0aae871bd4e1793b4127b1b1f8763b03,1,0,0.9635062978927222,0.0364937021072777,17688,76.64110230079292,general_observation,7,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,39,1185,12,0.571429,6,667,466,52,18,15,6,0.699102,0.11349,-201,-414,0.307692,0.435897,1,1,8,0.179487,0.230769,0.394937,0,0,0,1,0,40,0,0,drama
3465,2754987571e1d5bf6d209e5b6372eb481cc288eb2855539799500b7d02882010fe6f52e70f46e3f448cf7ac63bb5d28dd2644cc93f76f3588d0b89d470ebd063,0,1,0.6110693254337276,0.3889306745662724,7272,31.50916417522423,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,40,1,0,action_adventure
3475,3abb440b6593e0ad37cf5dcac69ba7fce6dd10aaf4fe4026a8dc311208f0a7bb29667016ae934caba4fecb89de9d941a7db619f6b3c70a58c7f6a35716ef738e,1,1,0.9062721665041124,0.0937278334958875,13867,60.08492569002123,general_observation,7,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,6,621,5,0.238095,7,195,426,0,3,3,0,2.178571,0.002342,231,-426,0.0,0.0,1,1,4,0.0,0.0,0.322061,1,0,0,0,1,30,1,0,comedy
3478,d2e1b02ff3d90430bdb2c430c30f937461d830ceab76edeaf3bd4331ccde9d5f4b4f623e1b2849d4cec4f539748ed206c869ff2cb28fb84a3464f9bde1fdbb07,1,1,0.8964769617224566,0.1035230382775433,13484,58.42540837991247,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,2,24,1,0.047619,13,0,24,0,0,2,0,25.0,0.04,24,-24,0.0,0.0,0,0,1,0.5,0.0,1.0,0,0,1,0,1,30,0,1,drama
3480,a7329de1ab6dd736f5fe4674f8eacee62dad2e166c2bad6f264d25644cb3bfc95a840584cfe7ed525b9bc4b6ab0f1f94e1c72e8fd08665a5a5e6aaf74ec0225e,1,1,0.9864013966129774,0.0135986033870225,21437,92.88530698903766,general_observation,7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,12,372,4,0.190476,5,2,340,30,2,5,5,113.666667,0.090909,338,-310,0.666667,0.666667,1,1,2,0.0,0.333333,0.916667,1,0,0,0,1,30,1,0,romance
3485,42285b6c3c03d1d115d409b3a6bf51d26b5bf68550b64b95c699ea17adf82626016cb3dd76acaaaecf0f1cade171048fbd0a905fdfd011945cfaed82aa7a67ff,1,1,0.9601161444788304,0.0398838555211695,17316,75.0292473677369,general_observation,7,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,7,155,4,0.190476,13,4,151,0,4,3,0,30.4,0.006579,147,-151,0.714286,0.714286,0,1,3,0.142857,0.285714,0.806452,0,1,0,0,1,30,1,0,comedy
3486,e32874da3a260d60f42f2ca4ec5ea6ba187cf3fe51de301bb2bdbace910ab9cbf31f5f2afc5d41ad14b3b8c69cbf1abcbf849d80c198e70981de19ff83be4e44,0,1,0.942114480106379,0.057885519893621,15794,68.43450756098618,general_observation,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,254,3,0.142857,0,168,0,86,4,0,1,0.005917,87.0,-168,86,0.4,0.4,1,1,2,0.2,0.0,0.661417,0,0,1,0,1,50,1,0,action_adventure
3488,3e7ccb2bee2694cad7993e656017b8d55f381ddbbf7c5f2cb74e393a444ac40129b880a9d558f06f7dc4d24f2684f4b3aca8f29afd626f7acbee2e37c37549f0,0,1,0.6072397993795475,0.3927602006204524,7195,31.175527535855107,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,20,0,1,action_adventure
3491,a3eb0f26e24c2a1cb70b3e5d2b1a35d8655094c07de7b4511396e4c4e28c9e9f612d3644d6168ee730cf37283952da576e66f409bfae4f4d1d15c8b6f193b95e,1,0,0.8949464105798696,0.1050535894201304,13429,58.18709649464881,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,14,1,0.047619,13,0,14,0,0,1,0,15.0,0.066667,14,-14,0.0,0.0,0,0,1,0.0,1.0,1.0,0,0,0,1,0,40,0,0,drama
3492,10c950897cec928f7f7851d03e039f141c3e3ce40aa248570a8def5dcdbbce51efb4ace5033d01ccdaa5f9ffedffe0099e1a3b15d4bad1d9bfa2b9f279fc7742,0,0,0.6161324670162047,0.3838675329837953,7361,31.894796135014516,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,30,1,0,action_adventure
3494,9466e058f270fc31ef25ee5311924c8a6e420673104e762483eb2aa69f2cb398ea3899efaba6449f6e312f42bedffaa288ee7c0fb666ad1b9225c63f1bbf3af5,1,1,0.8769811685803252,0.1230188314196748,12828,55.58299753022228,general_observation,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,210,3,0.142857,6,0,209,1,0,3,1,210.0,0.009524,209,-208,0.25,0.25,0,0,2,0.0,0.0,0.904762,0,1,0,0,1,40,0,1,comedy
3495,d0df26c25d998a42e2e8bceb815d2051d6ecd0f18b07cc0ddb9da125cb994aa999104d29de35f5685ecdd5e4ef8c1759ea08f1d8c2d53925b452a107a7d79737,1,0,0.7877925103811181,0.2122074896188819,10770,46.66580007799298,general_observation,7,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,111,1,0.047619,19,111,0,0,1,0,0,0.008929,1.0,-111,0,0.0,0.0,1,1,1,0.0,0.0,1.0,0,0,0,1,0,40,1,0,family_animation
3496,ebe4645d0a85ad226be49a6fb4ff9753652409b303bab17c38871d13ba6a4406012a0bd076fb08c7e891d5c42c552238db30a932110bbe149088128669da3cd5,1,1,0.8698368408569018,0.1301631591430981,12637,54.75540534685212,general_observation,7,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,18,1037,8,0.380952,3,556,323,158,12,4,2,0.581688,0.490741,-233,-165,0.388889,0.388889,1,1,5,0.111111,0.055556,0.399229,0,0,1,0,1,20,0,1,drama
3497,2c50d9ffdc8aea52905f2c897399c57f25727da169de0649a66d694b156b7615f071dbf60e8f7c1ea31a7a0c6bcbb6756855391b73828f8c3597ade90acbdb48,1,0,0.6711088933455347,0.3288911066544653,8130,35.22682958533732,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,112,1,0.047619,2,0,0,112,0,0,1,1.0,113.0,0,112,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,1,0,1,20,1,0,action_adventure
3502,76e263f9acf49f05f5bb029c0d6436cf1405abc86be0a8b8a7f2b22ebe3cf3ddedd01dd0c9768f560b43365bd3efb060b92811215e184edb91aeb6d4a1f9c271,0,1,0.7265980603815363,0.2734019396184637,9180,39.776420122189,general_observation,7,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,2,212,2,0.095238,14,212,0,0,2,0,0,0.004695,1.0,-212,0,0.0,0.0,1,1,2,0.0,0.5,0.584906,0,0,1,0,1,30,0,1,family_animation
3503,4a1c70323a84998b208d1f789f0b0817e7670c9699f46a8bc739d8120fddb38ac1a2972b67b12fb8467352aef1857577d68e8f45d88c12e8b1c973aa783b60c4,1,0,0.8885503074638508,0.1114496925361492,13197,57.18185363317302,general_observation,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,16,479,6,0.285714,5,274,83,122,10,4,2,0.305455,1.464286,-191,39,0.5625,0.625,1,1,7,0.0,0.4375,0.36952,0,0,0,1,0,40,0,0,sf_fantasy
3506,67a5849dadb17b6f6519a39f8a1661e9016e3823202cb504e5dd0ddc5490e3665c7e16f8d81cec5c6b0b04d2b33e5b96fb57bedf1d92465d664bf285ce35bec2,1,1,0.9553057297520364,0.0446942702479635,16848,73.00142987131159,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,134,3,0.142857,0,16,0,118,2,0,3,0.058824,119.0,-16,118,0.0,0.0,0,1,3,0.2,0.0,0.880597,0,1,0,0,1,30,1,0,romance
3507,51c9bd0893bf9049ea0e61867466009fbb6502eee435d5e0fd1c5e6a0a8c1837f5086a1733e1f9bc5358a7154511f36b13c55158e410b4f0c9265facd48b8932,1,0,0.7461991192903955,0.2538008807096045,9737,42.18986957840461,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,40,0,0,action_adventure
3509,23b71f46229a34f4772aca37699415f54f76eb88e22ba687de7a2f05f77322c1d7316f500b8d9f73d6c0365e021808bed477d6257f9bc8e1db7f50dbcd62ff9f,1,1,0.4992665635935501,0.50073343640645,5536,23.98717448762945,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,103,2,0.095238,5,0,0,103,0,0,2,1.0,104.0,0,103,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,1,0,1,50,0,1,comedy
3513,88af13f55a37baf9c6d28e5ed788adcaad5815b58124e06604d36211853a57f26979d82e6e66fb52799cccf8a23310074f8a9255972efbe82ef8acd022380359,1,0,0.9639545025416728,0.0360454974583271,17748,76.90107890289873,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,103,3,0.142857,0,7,0,96,1,0,2,0.125,97.0,-7,96,0.0,0.333333,1,1,3,0.0,0.0,0.902913,0,0,0,1,0,40,0,0,comedy
3519,5289e9163e993b7f85a4c1c5b8dbaf764448db334ff9a5326a93d32f7edd9bc27895bf5d82ac1e02becdf12a915ac6318b66a56d8de5bb35044f322120e29851,1,1,0.6945873387471813,0.3054126612528187,8665,37.54495428744746,general_observation,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,19,651,7,0.333333,1,211,8,432,6,2,11,0.042453,48.111111,-203,424,0.157895,0.315789,0,1,3,0.210526,0.473684,0.491551,1,0,0,0,1,40,1,0,thriller_crime
3522,d9fef1cad4bb1037ce51665be99d8363d1d7956ba1417d1954bbb7278a1432ab673e599ca7f54ca9d9b2f61744a6ed73c4d5a2b6de872e54c292aa15646d5bae,1,0,0.9543223039618168,0.0456776960381832,16766,72.6461285151003,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,22,2,0.095238,4,0,0,22,0,0,2,1.0,23.0,0,22,0.0,0.0,0,0,1,1.0,0.0,1.0,0,0,1,0,0,40,0,0,drama
3525,d51932f056f57474f2f48f97b22f2e19f0c9fe288538c61f5305614820b882f2f90454046dd09beb1e2f831e5dc2b80f05aaad80fa7dbdcf09a7313aa9478def,1,0,0.985179455088664,0.0148205449113361,21163,91.6980805060878,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,2,89,1,0.047619,10,0,89,0,0,2,0,90.0,0.011111,89,-89,0.5,0.5,0,0,1,0.0,0.0,1.0,0,0,1,0,0,40,0,0,family_animation
3528,d69d86f447105d7c6b46ca880fd5aa9d6370cf23424ee2f402d5cd89a05b260f5ff385e20dc99c2ebf6619eae9bc4da1298835bd4ab80038465fc9124706c537,0,0,0.981670724517526,0.0183292754824738,20434,88.53936479050219,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,108,1,0.047619,11,0,108,0,0,1,0,109.0,0.009174,108,-108,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,0,1,1,30,1,0,drama
3529,5faceb7da5384a559da8565f57cefcdb46aa9a507a69b4afc1a059b70f696cc387a85b3ce9f92efc6ca3991c4304b59cdc37c88b70a8444c122ef7911cff51c0,1,1,0.9433282279064852,0.0566717720935149,15878,68.79847480393431,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,116,2,0.095238,5,0,8,108,0,1,1,9.0,12.111111,8,100,0.0,0.0,0,0,2,0.0,0.0,0.931034,0,1,0,0,1,20,1,0,sf_fantasy
3530,081bd949e2a1ae46f05b9f254219cf0fe0251f8c2b38382bd32d012f571c3b2d8965108304374f7d2bb27f49b7805b21e719d8bae1946c1126812f44cfcaca9f,1,1,0.9620535717240304,0.0379464282759695,17516,75.89583604142294,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,2,231,2,0.095238,5,107,0,124,1,0,1,0.009259,125.0,-107,124,0.0,0.0,1,1,2,0.5,0.5,0.536797,0,1,0,0,1,20,1,0,historical_war
3534,a1ca216f93474e8f631b0df17b6a4f938329cfd8c8ffdc60fc86dbe93f8cec18a5551db68d42b47994ff7ad22462b835c6d2fc14efff5d8586c98fd55efb46b1,0,1,0.7305770590985985,0.2694229409014015,9296,40.279041552926905,general_observation,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,10,383,4,0.190476,5,125,110,148,3,2,5,0.880952,1.342342,-15,38,0.4,0.5,1,1,4,0.0,0.4,0.383812,1,0,0,0,1,20,1,0,sf_fantasy
3535,5fd6a3c91ad11a45a6291543f90aac0eaca9129ce4a45c325a4afb8f9a2553b3cdbbd2193878b9a08b2eae851d148c50610587245b26dc1bc020533759928b20,1,0,0.9656099435272608,0.0343900564727392,17941,77.73733697300577,general_observation,7,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,6,66,3,0.142857,2,3,13,50,3,1,2,3.5,3.642857,10,37,0.666667,0.666667,1,1,5,0.0,0.5,0.757576,0,0,1,0,1,40,1,0,drama
3536,f6df78c5fc5260a16d9e942eda2c1c6e95e32a7f6feba110dde99fcacdf5e5a0faf14a72fda08a14a48d34100d6f672fbd12f50518d1e3c0f436324c7c6704ed,1,0,0.959314809585046,0.040685190414954,17242,74.70860955847307,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,116,2,0.095238,8,0,116,0,0,6,0,117.0,0.008547,116,-116,0.666667,0.833333,0,0,4,0.0,0.333333,0.965517,1,0,0,0,1,30,1,0,drama
3543,15a5ee76e99b5e64fa1e4826d3802b06f0591bf68848dfb04a2de119d40c7157fafd7bcd917232c06c1e956e5cc33780826fe3a0d9735569b299f124f3a5b2f9,1,1,0.9738917182477576,0.0261082817522424,19091,82.72022184670045,general_observation,7,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,13,135,4,0.190476,8,3,132,0,3,10,0,33.25,0.007519,129,-132,0.846154,0.846154,0,1,7,0.230769,0.076923,0.918519,1,0,0,0,1,50,1,0,romance
3546,7e633d1d274c7ee06995ed2e8d63ccc8e969c3146a10f156d231326ed2c790c5946e7774a39658e517dbb48c987fbf18778e7cd5d0bb50d9b4baf09299f9de3b,0,0,0.9005615531158698,0.0994384468841301,13625,59.03635339486113,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,8,2,0.095238,2,0,1,7,0,1,1,2.0,4.0,1,6,0.5,0.5,0,0,2,0.0,1.0,0.875,0,0,0,1,0,40,0,0,romance
3551,ec338e8df7264ce89f9c997e0c316b56d8a16744dd5718ea1c38e466b9429283c590148c098752b67d0b3813f10e7d9ec68a6fa5112fce1689f54ea2d25c5d18,0,1,0.6036193294117328,0.3963806705882672,7028,30.451925993327265,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,20,1,0,action_adventure
3553,20eee4a7b787c110e3be6c8b7417f4efbc75dcfab4744661c8a38752742f4be1cfcc3b0dbef6c9af6776640b638a9c54361ba05536273ef0d906c7c44cb60203,1,1,0.9013971836070508,0.0986028163929493,13660,59.18800641275619,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,230,2,0.095238,1,0,0,230,0,0,3,1.0,231.0,0,230,0.333333,0.333333,0,0,2,0.0,0.0,0.530435,0,0,1,0,1,20,1,0,comedy
3554,fed282ff1d3d844bf4a6d40b3ce3eed861f245ef80c8f4aacf69f29deedcd6d9b5faa94055042490576c90fa76cfa8c810993889179dbcbd32e4f2ceb714e12f,1,1,0.9326679009584667,0.0673320990415331,15170,65.73075089908575,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,126,1,0.047619,10,0,126,0,0,1,0,127.0,0.007874,126,-126,0.0,0.0,0,0,1,0.0,0.0,1.0,0,1,0,0,1,20,1,0,historical_war
3555,3794b0a531cdc84d79aff7c8ebbb5dfa26c35579538e9fd452f57cfa18d800d544215b2bf567ee86cb696e00d373b956e99ef7c5d716f04539a1cefa0e1e9916,1,1,0.8631100080297879,0.1368899919702121,12430,53.85848606958707,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3,31,2,0.095238,1,6,0,25,2,0,1,0.142857,26.0,-6,25,0.333333,0.666667,1,1,3,0.333333,0.0,0.806452,1,0,0,0,1,50,0,1,historical_war
3559,acbcefd301ecda75cb05124bf0c50fb04e98c7f29367f6670b5d2992730ab9bc7a5f128e34049cc0d568f4a11e7279815794a685a12565d42c571e06f48d3b3e,1,1,0.6308963111595766,0.3691036888404234,7571,32.804714242384854,general_observation,7,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,2,207,1,0.047619,20,207,0,0,2,0,0,0.004808,1.0,-207,0,0.0,0.0,1,1,1,0.0,0.0,1.0,1,0,0,0,1,20,0,1,family_animation
3560,9b205cb401adfa22b94d55d8aa0fa242e48e6c32a5a290723bfb567ff9e2bd724c7acc706167aedb80293fc6f4444ee3ff440df2a0cca5083217abe1132856a0,1,1,0.9866837161517958,0.0133162838482041,21481,93.07595649724858,general_observation,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,1216,5,0.238095,2,0,187,1029,0,2,12,188.0,5.478723,187,842,0.0,0.0,0,0,4,0.0,0.0,0.615954,0,0,1,0,1,20,1,0,sf_fantasy
3562,d78798b86227a7e2802f81a6c3b6ff49db96e63bce3727e22217c8c9f14e6e19eed66963b85693f10ac012a26e637f988a925d098e40efaf8c4e51200d703594,1,0,0.9035806847073796,0.0964193152926204,13759,59.61696780623077,general_observation,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,147,2,0.095238,6,0,38,109,0,1,1,39.0,2.820513,38,71,0.0,0.0,0,0,1,0.5,0.0,1.0,0,0,0,1,0,40,0,0,comedy
3563,fe52795ceaec61e2dea9859aad2d90792bf3fcf6fd54da7112e8c6cb503eb9b88aa716086c6acb23ecc21c13a7b9755a4c03119cfead03e020f05be24fafbfcd,1,0,0.8772656669443784,0.1227343330556216,12842,55.6436587373803,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,2,173,2,0.095238,1,83,0,90,1,0,1,0.011905,91.0,-83,90,0.0,0.0,0,1,1,0.0,1.0,1.0,1,0,0,0,1,20,1,0,action_adventure
3571,bfe7b47a5bd373443fd3406f2e755400e8232716e65ad4863776702f50243a917f6d186e84ac10c774878649205edb576f81d9f70ac785895e25ca4bce9cf3d0,1,0,0.9642313046389558,0.0357686953610442,17776,77.02240131721479,general_observation,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,466,5,0.238095,1,0,2,464,0,2,11,3.0,155.0,2,462,0.538462,0.615385,0,0,4,0.0,0.230769,0.532189,0,0,1,0,1,30,1,0,sf_fantasy
3572,d22d63c2f37043ae259a6925715368fdd7b90b70a49841e8ead39192ccaa9814fa0546c29e5c0ee51441b23389338c2e265c7da94af4d80424ab6b7025d224d6,1,0,0.9282891688302064,0.0717108311697937,14931,64.69517743403094,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,2,70,1,0.047619,13,0,70,0,0,2,0,71.0,0.014085,70,-70,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,0,1,0,40,1,0,drama
3581,795fc9e9f80a826f22ad6550364c1674b4159cebc02c11ea597fdc7e91ad65285cc084b1bcd0d93fd492e0a9e5d7725e379a0ae18e51aabaf5be055ed5f43419,1,0,0.9493577662442104,0.0506422337557894,16341,70.80462758351749,general_observation,7,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,27,1795,14,0.666667,6,898,771,126,12,14,1,0.858732,0.164508,-127,-645,0.222222,0.296296,1,1,5,0.111111,0.37037,0.327019,0,0,0,1,0,40,0,0,romance
3583,e7f08cc9b82d1e4e56bbb46eba99ef14159a99ea71fc89ebc8d5c4bf3461cf3e456dfc1ef2452b7ca567b104f50552893ebd61c97c713fa7bab0d0d05c56cc97,1,1,0.95934814445212,0.0406518555478799,17249,74.73894016205207,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,159,1,0.047619,7,0,159,0,0,1,0,160.0,0.00625,159,-159,0.0,0.0,0,0,1,0.0,1.0,1.0,1,0,0,0,1,20,1,0,sf_fantasy
