membership_row_id,USER_KEY,is_repurchase,price,max_screen,is_promotion,is_user_verified,gender,age,payment_device,billing_method,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_watch_time,w1_4_week3_sessions,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_genre_ratio_action_adventure,w1_4_genre_ratio_animation_family,w1_4_genre_ratio_comedy,w1_4_genre_ratio_drama,w1_4_genre_ratio_historical_war,w1_4_genre_ratio_horror,w1_4_genre_ratio_other,w1_4_genre_ratio_romance,w1_4_genre_ratio_sf_fantasy,w1_4_genre_ratio_thriller_crime,w1_4_genre_entropy,w1_4_genre_covered_watch_ratio,w1_4_recent_content_watch_ratio
2402,ef0083c3d8c3c57543bd37641c5f0f2a435a1ac6ce50875fa3da81589af49ab3b44cba9ffaddb0d6d736ea604c25879ad46319166de959a776f359d637cc533e,Y,100.0,1.0,O,,F,55.0,pc,134,11,8,4,59.090909,0.0,0.0,0,0,0.0,0,650.0,11,0.0,0.0,0.0,0.176923,0.098462,0.272308,0.0,0.0,0.0,0.446154,1.847109,1.0,0.82
2403,eee23a77005573c90030f3154b424c567e0d9b93909b733bb63e5d800fa38573c23a43a67dfadd717f1231c66ccdcd543b3df9366940a4ecce545fc5713db2f4,Y,7900.0,1.0,,Y,M,25.0,android,131,5,3,3,47.0,0.0,0.0,0,0,235.0,5,0.0,0,0.0,0.0,0.0,0.995745,0.0,0.004255,0.0,0.0,0.0,0.0,0.039643,1.0,1.0
2404,f5411b8c7825cd43b7abed027f501b426f5afbd204a2fa72f42d66512f28278f202fd300634d4dfd4005acc6f282bc34e3e9181fc66c1f39dadf3eb10db10897,Y,100.0,1.0,O,Y,F,20.0,mobile,180,9,9,6,26.888889,165.0,42.0,4,3,35.0,2,0.0,0,0.0,0.086777,0.31405,0.11157,0.280992,0.0,0.0,0.128099,0.0,0.0,2.366379,1.0,0.322314
2405,227e0404b2979998aa0c02099e0f2ac2828fab4505971552a334a297368820cbe353fde00930305e70ce8b111c3eff8c9fd413622904dc026da9d60eec4a6ace,Y,10900.0,2.0,,Y,F,30.0,pc,190,15,12,8,22.6,32.0,125.0,6,3,50.0,4,132.0,2,0.135693,0.0,0.315634,0.088496,0.0,0.0,0.0,0.150442,0.0,0.0,2.160549,1.0,0.0
2406,36f4b5aa1e3e221388ab50c5d9d20819f70a285994287cb9d2475b3dc1159e398ecb80de9093af4e3b1268c9a7cdf874dbc94c5179afc5667e22876e3d229ec3,Y,100.0,1.0,O,Y,F,20.0,mobile,134,1,1,1,112.0,0.0,112.0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2407,4e3299e4e347edc24ec6641648109cdd3a64ed92941f1bcf0fcb5d126e790e275008fef0c864d0b98294b7999113bb4dd50e17976f78767a1d237cbc76f45ccb,Y,10900.0,2.0,,N,N,40.0,android,151,3,3,3,46.333333,139.0,0.0,3,0,0.0,0,0.0,0,0.330935,0.0,0.0,0.0,0.0,0.007194,0.0,0.0,0.0,0.661871,0.973246,1.0,1.0
2408,af2c8f88d33a9964398b8883bb719bebdfce36a48d0c97324947e60515f3109a6d907db2b6eb7b9cc4dd7be63c886720c7b2e4b7338d0cb9c682764822c11383,Y,100.0,4.0,O,Y,F,30.0,mobile,134,3,2,3,68.666667,206.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0.0,0.485437,0.0,0.0,0.0,0.0,0.514563,0.0,0.999388,1.0,0.514563
2409,3879f5393414133bde1ae121d4a436cb4b23bfe6a318ab4d43e7c0b1a09fa44fdf424d3a770a9dad6f9c89b7767fd0f571a238a256fa9c78d203026ee59c9c0b,Y,100.0,1.0,O,Y,M,20.0,mobile,132,7,6,3,22.571429,12.0,14.0,1,1,132.0,5,0.0,0,0.0,0.0,0.0,0.607595,0.0,0.164557,0.0,0.006329,0.0,0.0,1.393067,1.0,0.0
2410,f44666b11dc551ddc7a8beac8c8a852ec0370bb1764772271296fd0529aef6d8477322deefaee4b62bec733bcfc4264fab985e2feb8c6752a1f1a6ca6a45d8c0,Y,100.0,1.0,O,Y,M,50.0,android,151,27,18,12,85.851852,278.0,753.0,2,9,630.0,6,657.0,10,0.086713,0.0,0.182485,0.317515,0.141501,0.0,0.0,0.072908,0.0,0.122951,2.608052,1.0,0.0
2411,74a5f0266a01f9875fe4c6d54b9eefc6472e25fc758f491b05fe4e682cbe39e00c83e2e96d46db2ab413cfdad376b4c4b3daca966ff9711285c30526de07bc51,Y,7900.0,1.0,,N,F,35.0,android,151,15,9,8,50.066667,102.0,51.0,2,3,563.0,9,35.0,1,0.0,0.078562,0.0,0.210386,0.170439,0.0,0.0,0.355526,0.0,0.185087,2.17742,1.0,0.0
2412,5b0641b7cadd6c29da95e4119fb88352f2b50a9a74fc89f9fed57ce12b2bea0ddb0ad3759b140fc3c8e89f174a2e60187cd25a06052acaffc7f0dd8d6df05bc4,Y,9.99,1.0,,Y,F,25.0,ios,140,5,5,3,52.6,0.0,263.0,0,5,0.0,0,0.0,0,0.0,0.0,0.288973,0.026616,0.342205,0.0,0.0,0.0,0.0,0.342205,1.71562,1.0,0.657795
2413,1a754fdec262ab2622aa472823afdacb08c2ac222babb352a507cee2b03d02f650978effb24e40fbe769b69716c4c8afb0dc8398a8b1724c13dde1568ab44db6,Y,7900.0,1.0,,Y,F,30.0,android,131,20,15,11,41.4,233.0,340.0,8,7,255.0,5,0.0,0,0.304348,0.0,0.0,0.158213,0.062802,0.123188,0.002415,0.153382,0.0,0.086957,2.656376,1.0,0.003623
2414,e59cccb176a3d611a3a507aed717ee1031d3c533f27fa88b58070a29fa56aaf2bd0f73c7ee2bfbf0ddc01eb413c5a028d1c549214f4e3daba5e4f1d47800887d,Y,100.0,1.0,O,Y,F,30.0,mobile,131,11,10,10,92.454545,195.0,270.0,2,3,427.0,5,125.0,1,0.034415,0.078663,0.101278,0.426745,0.0,0.081613,0.0,0.177974,0.099312,0.0,2.383829,1.0,0.587021
2415,8c16a7ba9ed6d47fb36077100cefd2d25ed777227e6fc956ff0112dcc048fafcf702297a08a40a3136890bb659e44e57153f44a48b32529bb13d750388425fd4,Y,100.0,2.0,O,Y,M,25.0,mobile,131,3,3,3,6.333333,0.0,3.0,0,1,11.0,1,5.0,1,0.0,0.0,0.0,0.578947,0.0,0.0,0.0,0.421053,0.0,0.0,0.981941,1.0,0.0
2416,aa64b9d83f8d1777060fd8fedde508d1a05fa0157fbe20d8de5edd5acf9620d73b41e243935fcfd246e3376dbdda7560eb114fde1d48a6f0fa34475b60efbc60,Y,100.0,1.0,O,Y,F,30.0,mobile,131,2,2,2,80.0,142.0,0.0,1,0,18.0,1,0.0,0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.8875,0.507411,1.0,0.1125
2417,a250b4dc52a7c24a4427e1577630d76d0051063e56d9d22c0a7b345290a6feef9c3e3ce8d030fe3044cb8b0ad3b58e6dd5fcafdcc631a38cde4319719e3e0a38,Y,7900.0,1.0,,N,N,40.0,android,151,5,5,5,51.0,97.0,122.0,2,1,36.0,2,0.0,0,0.478431,0.0,0.0,0.0,0.0,0.305882,0.0,0.0,0.07451,0.101961,1.829833,1.0,0.447059
2418,65359995c1b9994eddaa883d1a567890c6684cfc1d8332d5378e014e935beed5bc2139125c231071fa53ee2771a65dba47f37978254b801a1ae9904fdf526b4a,Y,100.0,1.0,O,,F,50.0,android,131,17,13,9,59.352941,338.0,468.0,7,7,153.0,2,50.0,1,0.195243,0.0,0.113974,0.102081,0.119921,0.0,0.0,0.0,0.375619,0.093162,2.369857,1.0,0.0
2419,9e975c704f14017664168218033b15eb369a936fa4e0bd08a0d4dd23a352771e41da0eb2e53be0c1095db03f57fc49c24a00493a300ff4bf128c0c2ab0b2b3dd,Y,100.0,2.0,O,Y,F,55.0,lgtv,131,7,6,5,74.285714,204.0,124.0,3,2,96.0,1,96.0,1,0.509615,0.0,0.0,0.0,0.238462,0.0,0.0,0.003846,0.0,0.248077,1.518563,1.0,1.0
2420,d026d69bf53bfe092990e7723c3d75ffe793f0c18e5d8b628b819ceabf448d86406b0f5879a323579936530fa9ac8cb39220ecd2d83cfe193cec1d2a13e4cd77,Y,9.99,1.0,,N,N,40.0,ios,140,8,6,4,39.625,0.0,149.0,0,4,168.0,4,0.0,0,0.0,0.0,0.375394,0.624606,0.0,0.0,0.0,0.0,0.0,0.0,0.954724,1.0,0.0
2421,8f204f462b88816139f0e1a5a1d58f42d59a7267333dbbbdb8e5529f465136354e750c09fe75d8fc0331622a7449d11b64cec70a96cec44e81e9f7f898921f9c,Y,100.0,2.0,O,Y,F,25.0,pc,134,8,6,3,39.625,0.0,23.0,0,2,294.0,6,0.0,0,0.129338,0.0,0.0,0.050473,0.55836,0.0,0.201893,0.037855,0.0,0.0,1.834847,1.0,0.0
2422,87f50f78fbc448d744fd10d048c041c15745c7fc0a75d62f30bb1441821d0e4af83c81c30ed06e985e42abba500afdb2c4aa923b82cb6320939dd116e4ab1cc2,N,100.0,1.0,O,Y,F,50.0,android,151,2,1,1,54.0,108.0,0.0,2,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2423,d9b56c3d817260be016ce4a632ded85ac5424d839cc75e596bd16c84f375d23544d29dfe6981772ac6ddacca458e672a6779337b8e968c337d72426f525b79a8,Y,13.49,2.0,,N,N,40.0,ios,140,1,1,1,7.0,0.0,0.0,0,0,7.0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2424,90a47269e8726d12652d3afaceff12f30123c96018a71c3dc3f03bcf851f7458264925beac52d0b2fcbaf2a586f1dad6027e51fb2f05dd96b26142d6720ad562,Y,100.0,1.0,O,,F,15.0,android,190,11,9,6,49.181818,6.0,10.0,1,1,325.0,5,200.0,4,0.022181,0.0,0.656192,0.0,0.31793,0.0,0.0,0.0,0.0,0.003697,1.076191,1.0,0.0
2425,f6814474b7a38fa073b42793ed6ade357ac6cdf624ff1dd62ca3456dd9f268c963f1eb7ef9c46cf2cc7c34b5c1bd12382828b02add13ae94d67ea66ab3548c71,N,7900.0,1.0,,N,N,40.0,android,151,14,10,3,50.857143,470.0,242.0,10,4,0.0,0,0.0,0,0.0,0.0,0.016854,0.445225,0.0,0.0,0.0,0.537921,0.0,0.0,1.100224,1.0,0.0
2426,583a31cb5c0f16d7d9baf8e232c7d8411cdc986116d519fc66b386e8519da820768b6dda9977dac273b5af10d1060bdd9b0e719c9c990412ab438978bf4c74c2,Y,13750.0,1.0,,Y,F,30.0,android,151,4,4,2,59.5,0.0,238.0,0,4,0.0,0,0.0,0,0.546218,0.0,0.0,0.058824,0.0,0.0,0.0,0.394958,0.0,0.0,1.246321,1.0,0.0
2427,f516b9cac7b92cefdc349f72b26634d75bcd5ad520299de5d2f795c114b5de7b86ee79631f72b199e2c37d39fe7bfc9b7ed342a476c0ad2a7912e2d548d101c9,N,7900.0,1.0,,Y,F,35.0,android,151,3,3,1,20.666667,0.0,62.0,0,3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2428,fe5bdbe2d81336c294a54b597fb6058bf0a2d0c91f42519136346e0127de9e45162f852521aee190624b0f7c96acba6e7bcafb2a06f5449f8dece59f16ed4d42,N,10900.0,2.0,,Y,F,30.0,android,131,3,1,2,42.333333,0.0,127.0,0,3,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2429,3c33665ec16736c2fcf5db72600375c7ffa929bc768166da908a144f641b2d4db175efd9ca67747a7369289b9ca796ae30183a1f5966f5cc7af583a2499c1d25,N,100.0,1.0,O,Y,F,45.0,android,132,17,12,7,31.235294,103.0,259.0,6,4,169.0,7,0.0,0,0.600753,0.0,0.007533,0.097928,0.097928,0.0,0.120527,0.0,0.0,0.07533,1.800256,1.0,0.596987
2430,d44d27329e80d5d83aa8c933443c1c6717b18f40270e8b947b07d302221260037b0e1d0346a954e4c675247ecdadd7996cfc73fa2a7084e59d8518d64e43faf7,Y,7900.0,1.0,,Y,M,40.0,android,151,5,4,2,8.8,19.0,0.0,3,0,25.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.272727
2431,54bc5163b467b9de8f10baef0c75d79604b12bd9481972156b8b462bf491e16de95394be4926ff2e619cc81e7b3f14a3fdb0327644709a595be91010abcb980f,N,13900.0,4.0,,Y,M,50.0,android,131,14,8,6,39.071429,547.0,0.0,14,0,0.0,0,0.0,0,0.0,0.243144,0.0,0.007313,0.0,0.310786,0.0,0.0,0.120658,0.318099,1.965687,1.0,0.723949
2432,b2136279b5be134445f75cb894d4930d6f4c402395110a30769695f461ea9ca00c05e86d021ed9115cd59e6bfad832dc3d82ab6eac3ae7b6a4f5cb5d5862eca7,Y,7900.0,1.0,,Y,F,35.0,mobile,180,7,5,2,16.714286,0.0,117.0,0,7,0.0,0,0.0,0,0.017094,0.923077,0.042735,0.0,0.0,0.017094,0.0,0.0,0.0,0.0,0.501668,1.0,0.076923
2433,bdb211e033431e4f5a1625abad5c3a878658b7d0def86db6c855c05201f3a6e5c90776172cac26a602bd24e6189ba2ac96e235994c965661e1026a3b33653c4d,Y,9.99,1.0,,N,N,40.0,ios,140,12,11,6,71.083333,249.0,234.0,4,3,370.0,5,0.0,0,0.253224,0.0,0.018757,0.47245,0.017585,0.0,0.0,0.237984,0.0,0.0,1.715839,1.0,0.0
2434,06a2bf1e8f850411939b2116395bb6c59ad8405a3eed31da42539411883506a41e2ff536f85fa3bcacc4396871cd7a3c4ebd605eeb18f4f0799d7cad3bfbe237,Y,100.0,1.0,O,Y,F,35.0,android,151,1,1,1,130.0,130.0,0.0,1,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2435,fc1e687f4a1cd5964af15e41cd64f640cb78113157ce6cf23cae22bf408d4ad4b16346218acf3ec1662e2b74f4eb4c98fde9d47893091176effd70c426e54ce7,Y,100.0,1.0,O,Y,M,30.0,android,151,8,6,5,118.75,0.0,615.0,0,4,329.0,2,6.0,2,0.0,0.0,0.366316,0.0,0.0,0.0,0.0,0.631579,0.0,0.002105,0.968167,1.0,0.0
2436,3d0f205cc12a9388bc61e0be02c55228e5f49c9c507976e7bfc2ba58d2e0b4ed044a0a0f88dd12a46ece29ce189a001aeb8c4e586b2a9fe72fd5a95d42d45539,N,100.0,1.0,O,Y,M,20.0,android,151,4,4,4,1.0,0.0,2.0,0,2,2.0,2,0.0,0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,2.0,1.0,0.25
2437,39021beb051ca17510e90b72a47738ed251b62e584b8becda446ebd59398f459531ce8c94383fef43f1c43b0ec87d10fbe675c39165bcf2fba58dcb2e5f30e79,Y,10900.0,2.0,,Y,F,20.0,android,134,10,9,6,102.7,479.0,166.0,6,2,382.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.435248,0.0,0.0,0.371957,0.192795,1.510903,1.0,0.807205
2438,5dc2fadf676d42825578ba14d23e928498cc4dd9df64a809028b8071800cdb954c6b1cfee4a6aa2c0fb85630b4a5a3014b9818a63e9a4fac8770c7ebe7bf511a,Y,100.0,1.0,O,Y,F,30.0,android,151,2,2,2,80.5,0.0,108.0,0,1,53.0,1,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2439,9eecedc927309f87cc0c0d0da555e210a1e5627be2d41ad013aa54928415dfe82884c3d7e5e2c9bb3e5ce391355cf57aa4686f753af8814e045db6a50102368e,Y,9.99,1.0,,N,N,40.0,ios,140,9,7,7,69.444444,174.0,243.0,2,3,208.0,4,0.0,0,0.1664,0.0,0.1824,0.0,0.3328,0.0,0.024,0.2944,0.0,0.0,2.055032,1.0,0.0
2440,d8a537769b9991bf0d5abe54a9e376cf74c1d763cd9ac5fcc7ba1051443b29b99467eac91b0c499a720838346173ae8b0f34d4388a16a411a577466fea72bf83,Y,100.0,1.0,O,Y,F,25.0,mobile,180,4,3,2,55.0,0.0,220.0,0,4,0.0,0,0.0,0,0.0,0.0,0.009091,0.981818,0.0,0.0,0.0,0.009091,0.0,0.0,0.149288,1.0,0.009091
2441,a2f1199193b78fa93f34978dae2da45f2716ab4b70191c9d4c3b09f53f7dbc9ae3ec5b6b4ca468f82dff74897f8c0edef0c1737fef46e494fb0e92bdd2b4f6d9,Y,100.0,2.0,O,Y,M,30.0,pc,134,3,2,2,26.666667,0.0,0.0,0,0,0.0,0,80.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2442,cc957a61225d134dfbcc7bb2aec6c6262bca4a5dfde439fa9501f61c6e3a3012605b2bf055e39321e027ed6284a874922ff2cf430d02ed8b77290887dc571f07,Y,100.0,1.0,O,Y,F,55.0,android,134,8,4,5,16.5,0.0,96.0,0,4,36.0,4,0.0,0,0.0,0.977273,0.007576,0.0,0.0,0.0,0.0,0.0,0.0,0.015152,0.177361,1.0,0.015152
2443,a7a1811063aafd0c74ae598fb652670b7b07e7ee5ec8e2560e142e6c071449a6790f9c9c8da9bd1d76c0b850a0335551084d816851164ddfb30889563a2b4bf0,N,100.0,1.0,O,Y,F,30.0,android,151,2,2,2,5.5,11.0,0.0,2,0,0.0,0,0.0,0,0.0,0.909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.439497,1.0,0.0
2444,da9d3981a9225553180e366995c5618e82ca01e5cf4cb2b2dc1d26f36014fd335b1cd1a74b4c3b9ea0b0256b21a61603193867a8143e0639a6b600490166debf,N,100.0,1.0,O,,M,50.0,android,151,4,3,4,1.25,3.0,1.0,2,1,1.0,1,0.0,0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.370951,1.0,0.8
2445,10449a638dd47b4ff0ddfab2e53bc80d4b25b183d6149d60cbff93cb4080745922e58cc07d9e3eb496903ead26107584125dd9d5b1961a5af963cb0d9e944bf4,Y,100.0,1.0,O,Y,F,30.0,android,132,3,3,2,127.0,381.0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,0.0,0.32021,0.0,0.0,0.0,0.67979,0.0,0.0,0.90461,1.0,0.67979
2446,018cf57f16d66dc982047f3d62b8c08c5f1aaef63f70e8256d7874c48e72d291ba5b53275c308403cd554cc0065cd7db3b3c91fa34a81375da0a40d10217cd08,N,100.0,1.0,O,Y,F,40.0,android,151,5,4,3,52.4,172.0,0.0,4,0,90.0,1,0.0,0,0.103053,0.0,0.0,0.0,0.496183,0.0,0.0,0.0,0.0,0.400763,1.368211,1.0,0.0
2447,19355dc3dfb5db6751bad8b38ad56faa14d82e8582e95539831672248724f02f74d52043d6063a4132e9b4b0d5657f2bd7b27317f1434c16961f6b80e1f5ff96,Y,7900.0,1.0,,N,N,40.0,android,131,3,1,2,69.0,0.0,0.0,0,0,102.0,2,105.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2448,e4caf289c135aa6c8f57777962aba507dbe50a361e0c04ae85a3b7a7aeb4cb61e2f4332fd8347810ecccdc89d61b24d833debdeb39dd0a4823208ddcc97c2b3d,Y,100.0,1.0,O,Y,F,60.0,android,151,8,8,3,1.25,2.0,2.0,2,1,6.0,5,0.0,0,0.0,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.0,1.846439,1.0,0.2
2449,397e720f2da3c046a787038f36acae9c02663ab23960ea15b303c196a4271a6ffead7f17f9836fdb6fe5ee333046284ccc0c7e76eab20ac7b43fa52f91850d99,Y,13900.0,4.0,,Y,F,35.0,pc,132,7,3,4,43.142857,104.0,99.0,2,3,99.0,2,0.0,0,0.0,0.996689,0.003311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032049,1.0,0.003311
2450,f71f99e9c71f2f211a05f6ac0c9f7ddae2c5d54bff95b6021bb477a4d2793e17d1e517aacb9cbd03e6473faba4b78be70f4c031fc469d6ea1a00948f6147e95a,Y,9.99,1.0,,N,N,40.0,ios,140,8,7,4,56.625,31.0,31.0,1,2,391.0,5,0.0,0,0.0,0.0,0.256071,0.518764,0.0,0.0,0.0,0.068433,0.0,0.156733,1.678291,1.0,0.0
2451,d68c0a2202876882ac5b9a3741fcbce95add8c587f3d9d69fad5e18bd11da8052048a6cdb68a82b6f72423358be25296152994f6386832310d4aeb85cf9f7845,Y,100.0,4.0,O,Y,M,65.0,mobile,131,4,4,3,43.5,92.0,29.0,1,1,0.0,0,53.0,2,0.0,0.0,0.017241,0.166667,0.0,0.0,0.0,0.528736,0.0,0.0,1.534916,1.0,0.0
2452,e0e24233018ad6c49cb2802b7edc166230c314169989556ed97d2361c67d9fe262896ae5a31d0607d263a9106f7b00ea1cbd7cf5afa9779837820090289e7f01,Y,100.0,4.0,O,Y,M,25.0,android,151,21,11,10,44.095238,217.0,358.0,3,7,351.0,11,0.0,0,0.0,0.0,0.099352,0.203024,0.0,0.0,0.0,0.399568,0.0,0.225702,2.085638,1.0,0.0
2453,f6b6ab23cf12690d8872c742a5855f8d10f8d943bc92b50bcd4ad76a7679c4343235b78c32f4501e8a2b2d1ef19b2b453194ba6c408873736d07f1cfe9fc4ec9,Y,100.0,1.0,O,Y,F,20.0,mobile,132,4,3,4,25.5,71.0,0.0,3,0,31.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2454,6b79bb955cc41c229c439ed242b5f4ef881c6c9dca2a8d2635ea663231547311437e0332e6c5086c9ecdc27e7f6906720292b2947707df58ebb51199cea301d4,Y,7900.0,1.0,,N,N,40.0,android,131,11,8,8,69.727273,92.0,213.0,1,4,302.0,3,160.0,3,0.233377,0.0,0.0,0.451108,0.0,0.0,0.0,0.063885,0.0,0.0,1.762419,1.0,0.0
2455,98945ae75bee15e3f4eae5ee92253e48d801c524bdfa2492f2f63bab4b412c86938761fcff4068940e247b1b5d5eca25074f7ab4ced4d83f39b07cd261b7838e,Y,7900.0,1.0,,N,F,40.0,android,131,10,9,5,79.4,476.0,176.0,6,3,142.0,1,0.0,0,0.030227,0.0,0.0,0.371537,0.163728,0.0,0.0,0.255668,0.0,0.178841,2.057904,1.0,0.0
2456,331d35c6d0d8b92a11caecbcdab206caccf8658401cde68822e112c6bd47a3b4102b9b20edd0700e392ba41d913666fbb960f2673cd96ca73d1f2291a6428695,Y,100.0,1.0,O,Y,F,40.0,android,180,4,4,3,24.5,2.0,0.0,2,0,89.0,1,7.0,1,0.010204,0.071429,0.0,0.0,0.0,0.0,0.0,0.010204,0.0,0.908163,0.533161,1.0,0.928571
2457,757dc3161d251bdfe5c4abbe060660b1d29a0baa816b90d587c0b4846cfbea07cf2e38c5fc2c52040ca946219c7c00e307a763427863fba7f39e66492a268a18,Y,7900.0,1.0,,N,F,35.0,pc,132,12,11,8,87.583333,114.0,476.0,2,5,280.0,3,181.0,2,0.088487,0.079924,0.087536,0.25785,0.130352,0.0,0.0,0.0,0.0,0.108468,2.641998,1.0,0.0
2458,79fc59410c17fa6af7a3d163f8aa1ad24ef94093c45e40a947141e0f1415cd3d36d8973ed7550bfdf38f7b028489fcaee58524943accd03733f2e6ccfaf839eb,Y,13.49,2.0,,N,M,40.0,ios,140,35,9,9,34.657143,272.0,527.0,12,14,270.0,7,144.0,2,0.15169,0.643034,0.02061,0.0,0.0,0.0,0.0,0.0,0.184666,0.0,1.387812,1.0,0.0
2459,c7f8dcebf5fc38674be9df7f78677ac1c795690b54addf0c0331b1a85a073e3f86024c6b47af717b022b79f44cd523525284917b4d998f8a292bc8e60158e246,Y,10900.0,2.0,,Y,M,30.0,mobile,134,10,7,6,44.9,198.0,0.0,2,0,143.0,5,108.0,3,0.0,0.22049,0.0,0.0,0.0,0.10245,0.0,0.0,0.0,0.67706,1.198634,1.0,0.538976
2460,de1c763dd8a71889448b179b57bbf43c6e99f854e37556f40bfbd50f2f749da1f12dc39addb0585b0afc3cf7d2cf5db8c773250128086e05b7ff0964b7a66972,Y,9.99,1.0,,Y,F,35.0,ios,140,6,6,4,76.666667,314.0,0.0,4,0,146.0,2,0.0,0,0.0,0.134783,0.236957,0.052174,0.0,0.0,0.0,0.0,0.0,0.258696,2.13434,1.0,0.0
2461,25c3e4029b8ffa863e008cf06abe053cdf47f2830dca09d86f9535d90a615ef8225b9f01eb25aab6237da7802b63af2947082733751067228d2895afa88b6579,N,100.0,1.0,O,Y,M,25.0,pc,134,1,1,1,1.0,0.0,0.0,0,0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2462,ac33f17014079e84b8edd3bb22b4114902455a106dde006991efaccd45e7dec78c888e9d6dfb054c6872ebba69f88855a25ab1335b7e4c0b3f28af5a6a3fa087,N,7900.0,1.0,,N,N,40.0,android,180,1,1,1,43.0,0.0,0.0,0,0,43.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2463,06de016366e178a2473830f0fd5cebf9d0f5ebce2d805c05667575a966ad674ab6a0a7441cd9f02f2cdeddf46d2fb3fd822218e4416ab5ae09bd6cd6c7d8f1d1,Y,13.49,2.0,,Y,M,50.0,ios,140,7,6,7,55.714286,153.0,229.0,2,4,8.0,1,0.0,0,0.0,0.0,0.0,0.474359,0.0,0.0,0.0,0.325641,0.0,0.2,1.501869,1.0,0.0
2464,2879e513889e08c2824367019456078549dcb0571092a2f784d5f5d9a6d47e28491e1ed84457627ec517e93fdbc0f87d6c48fac62efcec4ca5cd332c13faf561,Y,100.0,4.0,O,Y,F,35.0,pc,134,6,5,4,48.5,76.0,101.0,3,2,114.0,1,0.0,0,0.257732,0.0,0.0,0.391753,0.347079,0.0,0.0,0.003436,0.0,0.0,1.591782,1.0,0.0
2465,d7a858203f7b7b3cb63d6eaa143638790e138355379b68cfa4ad72dae960372dfdc9f3189b047056afa33ea5a94c9d2a2c3475e64e2b07410e0deb5bb1ed868f,N,100.0,1.0,O,Y,M,25.0,pc,134,9,5,5,14.666667,0.0,98.0,0,4,20.0,4,14.0,1,0.742424,0.0,0.0,0.0,0.25,0.0,0.007576,0.0,0.0,0.0,0.872375,1.0,0.742424
2466,fb4f10491071b979b7c1e53fe198ea2a9a400051752d59325cd735746633bb4e49ef7ae6b91d095de06b74f8b161f3faef9b1f7d8966bf5a9fb90eba52bb2b25,Y,10900.0,2.0,,N,F,40.0,pc,132,2,2,2,53.5,11.0,96.0,1,1,0.0,0,0.0,0,0.0,0.0,0.0,0.102804,0.0,0.0,0.0,0.0,0.0,0.897196,0.477821,1.0,0.0
2467,fd6b48ed2793f7694475ac2bbd249c39299bf115ba27e28397430c080c342822cc1a8a8c75be88fd1bc51d277983bb84a81ef952202e3b6b6bf0eefb00f78b28,Y,100.0,1.0,O,Y,F,25.0,mobile,134,4,3,2,77.0,0.0,117.0,0,2,0.0,0,191.0,2,0.0,0.685065,0.0,0.314935,0.0,0.0,0.0,0.0,0.0,0.0,0.898788,1.0,0.0
