section,MOVIE_NUM,source_row_number,duplicate_group_size,movie_master_row_count,movie_id_cardinality,duplicate_movie_id_count,conflicting_columns,expected_join_extra_rows_if_raw_joined_to_viewhistory,recommendation
summary,all,,,14502,14018,380,,48443,Deduplicate Movie_Master by MOVIE_NUM before joining to View_History; do not apply in Stage 01.
duplicate_movie_id_row,3802,3801,2,,,,,9,movie_title=데자뷰(2006)|ott_release_month=201708|genre=Thriller/Crime
duplicate_movie_id_row,3822,3821,2,,,,,37,movie_title=앤트맨과와스프|ott_release_month=201810|genre=SF/Fantasy
duplicate_movie_id_row,3822,3822,2,,,,,37,movie_title=앤트맨과와스프|ott_release_month=201810|genre=SF/Fantasy
duplicate_movie_id_row,3919,3915,2,,,,,23,movie_title=열혈남아(1987)|ott_release_month=201601|genre=Drama
duplicate_movie_id_row,3919,3916,2,,,,,23,movie_title=열혈남아(1987)|ott_release_month=201601|genre=Drama
duplicate_movie_id_row,3967,3961,5,,,,genre,560,movie_title=뮬란(2020)|ott_release_month=202010|genre=Action/Adventure
duplicate_movie_id_row,3967,3962,5,,,,genre,560,movie_title=뮬란(2020)|ott_release_month=202010|genre=Animation/Family
duplicate_movie_id_row,3967,3963,5,,,,genre,560,movie_title=뮬란(2020)|ott_release_month=202010|genre=Animation/Family
duplicate_movie_id_row,3967,3964,5,,,,genre,560,movie_title=뮬란(2020)|ott_release_month=202010|genre=Animation/Family
duplicate_movie_id_row,3967,3965,5,,,,genre,560,movie_title=뮬란(2020)|ott_release_month=202010|genre=Animation/Family
duplicate_movie_id_row,4017,4014,2,,,,,15,movie_title=아이스에이지3:공룡시대|ott_release_month=201512|genre=Animation/Family
duplicate_movie_id_row,4017,4015,2,,,,,15,movie_title=아이스에이지3:공룡시대|ott_release_month=201512|genre=Animation/Family
duplicate_movie_id_row,4028,4026,2,,,,,11,movie_title=호빗:다섯군대전투|ott_release_month=201712|genre=SF/Fantasy
duplicate_movie_id_row,4028,4027,2,,,,,11,movie_title=호빗:다섯군대전투|ott_release_month=201712|genre=SF/Fantasy
duplicate_movie_id_row,4090,4084,2,,,,,2,movie_title=남쪽으로튀어|ott_release_month=201810|genre=Comedy
duplicate_movie_id_row,4090,4085,2,,,,,2,movie_title=남쪽으로튀어|ott_release_month=201810|genre=Comedy
duplicate_movie_id_row,4132,4126,2,,,,,1,movie_title=로드킬|ott_release_month=201511|genre=Horror
duplicate_movie_id_row,4132,4127,2,,,,,1,movie_title=로드킬|ott_release_month=201511|genre=Horror
duplicate_movie_id_row,4178,4173,5,,,,,568,movie_title=신데렐라(2015)|ott_release_month=201612|genre=Other
duplicate_movie_id_row,4178,4174,5,,,,,568,movie_title=신데렐라(2015)|ott_release_month=201612|genre=Other
duplicate_movie_id_row,4178,4175,5,,,,,568,movie_title=신데렐라(2015)|ott_release_month=201612|genre=Other
duplicate_movie_id_row,4178,4176,5,,,,,568,movie_title=신데렐라(2015)|ott_release_month=201612|genre=Other
duplicate_movie_id_row,4178,4177,5,,,,,568,movie_title=신데렐라(2015)|ott_release_month=201612|genre=Other
duplicate_movie_id_row,4196,4195,2,,,,,0,movie_title=도라와잃어버린황금의도시|ott_release_month=202005|genre=Animation/Family
duplicate_movie_id_row,4196,4196,2,,,,,0,movie_title=도라와잃어버린황금의도시|ott_release_month=202005|genre=Animation/Family
duplicate_movie_id_row,4223,4223,2,,,,,13,movie_title=미이라(1999)|ott_release_month=201605|genre=Action/Adventure
duplicate_movie_id_row,4223,4224,2,,,,,13,movie_title=미이라(1999)|ott_release_month=201605|genre=Action/Adventure
duplicate_movie_id_row,4318,4317,2,,,,,1,movie_title=연인들|ott_release_month=202103|genre=Romance
duplicate_movie_id_row,4318,4318,2,,,,,1,movie_title=연인들|ott_release_month=202103|genre=Romance
duplicate_movie_id_row,4409,4404,2,,,,,4,movie_title=미이라(2017)|ott_release_month=201707|genre=Action/Adventure
duplicate_movie_id_row,4409,4405,2,,,,,4,movie_title=미이라(2017)|ott_release_month=201707|genre=Action/Adventure
duplicate_movie_id_row,4439,4433,2,,,,,15,movie_title=앤트맨|ott_release_month=201903|genre=SF/Fantasy
duplicate_movie_id_row,4439,4434,2,,,,,15,movie_title=앤트맨|ott_release_month=201903|genre=SF/Fantasy
duplicate_movie_id_row,4449,4444,2,,,,,130,movie_title=해리포터와불사조기사단|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,4449,4445,2,,,,,130,movie_title=해리포터와불사조기사단|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,4504,4498,2,,,,,1,movie_title=사월의끝|ott_release_month=201709|genre=Thriller/Crime
duplicate_movie_id_row,4504,4499,2,,,,,1,movie_title=사월의끝|ott_release_month=201709|genre=Thriller/Crime
duplicate_movie_id_row,4557,4550,3,,,,,14,movie_title=고질라(1954)|ott_release_month=201312|genre=SF/Fantasy
duplicate_movie_id_row,4557,4551,3,,,,,14,movie_title=고질라(1954)|ott_release_month=201312|genre=SF/Fantasy
duplicate_movie_id_row,4557,4552,3,,,,,14,movie_title=고질라(1954)|ott_release_month=201312|genre=SF/Fantasy
duplicate_movie_id_row,4670,4663,2,,,,,1,movie_title=소년은울지않는다|ott_release_month=202003|genre=Historical/War
duplicate_movie_id_row,4670,4664,2,,,,,1,movie_title=소년은울지않는다|ott_release_month=202003|genre=Historical/War
duplicate_movie_id_row,4682,4675,2,,,,,5,movie_title=명장|ott_release_month=201508|genre=Historical/War
duplicate_movie_id_row,4682,4676,2,,,,,5,movie_title=명장|ott_release_month=201508|genre=Historical/War
duplicate_movie_id_row,4698,4692,2,,,,,3,movie_title=퍼스트러브|ott_release_month=202012|genre=Thriller/Crime
duplicate_movie_id_row,4698,4693,2,,,,,3,movie_title=퍼스트러브|ott_release_month=202012|genre=Thriller/Crime
duplicate_movie_id_row,4715,4708,2,,,,,4,movie_title=도망자(1993)|ott_release_month=201505|genre=Drama
duplicate_movie_id_row,4715,4709,2,,,,,4,movie_title=도망자(1993)|ott_release_month=201505|genre=Drama
duplicate_movie_id_row,4728,4720,2,,,,,24,movie_title=미드소마|ott_release_month=201909|genre=Horror
duplicate_movie_id_row,4728,4721,2,,,,,24,movie_title=미드소마|ott_release_month=201909|genre=Horror
duplicate_movie_id_row,4836,4822,2,,,,,105,movie_title=월-E|ott_release_month=201305|genre=SF/Fantasy
duplicate_movie_id_row,4836,4823,2,,,,,105,movie_title=월-E|ott_release_month=201305|genre=SF/Fantasy
duplicate_movie_id_row,4854,4841,2,,,,,16,movie_title=에베레스트|ott_release_month=201701|genre=Action/Adventure
duplicate_movie_id_row,4854,4842,2,,,,,16,movie_title=에베레스트|ott_release_month=201701|genre=Action/Adventure
duplicate_movie_id_row,4874,4861,2,,,,,27,movie_title=스타워즈:깨어난포스|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,4874,4862,2,,,,,27,movie_title=스타워즈:깨어난포스|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,4946,4931,3,,,,genre,98,movie_title=드래곤길들이기|ott_release_month=201211|genre=Animation/Family
duplicate_movie_id_row,4946,4932,3,,,,genre,98,movie_title=드래곤길들이기|ott_release_month=201211|genre=Animation/Family
duplicate_movie_id_row,4946,4933,3,,,,genre,98,movie_title=드래곤길들이기|ott_release_month=201211|genre=Action/Adventure
duplicate_movie_id_row,4982,4967,3,,,,,2,movie_title=이스케이프|ott_release_month=201511|genre=Thriller/Crime
duplicate_movie_id_row,4982,4968,3,,,,,2,movie_title=이스케이프|ott_release_month=201511|genre=Thriller/Crime
duplicate_movie_id_row,4982,4969,3,,,,,2,movie_title=이스케이프|ott_release_month=201511|genre=Thriller/Crime
duplicate_movie_id_row,5020,5005,2,,,,,694,movie_title=주먹왕랄프2:인터넷속으로|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,5020,5006,2,,,,,694,movie_title=주먹왕랄프2:인터넷속으로|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,5026,5012,2,,,,,5,movie_title=오마이그랜파|ott_release_month=201611|genre=Comedy
duplicate_movie_id_row,5026,5013,2,,,,,5,movie_title=오마이그랜파|ott_release_month=201611|genre=Comedy
duplicate_movie_id_row,5036,5023,2,,,,,3,movie_title=첫사랑|ott_release_month=202008|genre=Other
duplicate_movie_id_row,5036,5024,2,,,,,3,movie_title=첫사랑|ott_release_month=202008|genre=Other
duplicate_movie_id_row,5051,5038,2,,,,,3,movie_title=스파이서바이버|ott_release_month=201510|genre=Action/Adventure
duplicate_movie_id_row,5051,5039,2,,,,,3,movie_title=스파이서바이버|ott_release_month=201510|genre=Action/Adventure
duplicate_movie_id_row,5076,5061,2,,,,,34,movie_title=킹덤(2019)|ott_release_month=202005|genre=Drama
duplicate_movie_id_row,5076,5062,2,,,,,34,movie_title=킹덤(2019)|ott_release_month=202005|genre=Drama
duplicate_movie_id_row,5085,5070,2,,,,,484,movie_title=코코|ott_release_month=201802|genre=Animation/Family
duplicate_movie_id_row,5085,5071,2,,,,,484,movie_title=코코|ott_release_month=201802|genre=Animation/Family
duplicate_movie_id_row,5104,5090,2,,,,,63,movie_title=아웃포스트(2020)|ott_release_month=202010|genre=Historical/War
duplicate_movie_id_row,5104,5091,2,,,,,63,movie_title=아웃포스트(2020)|ott_release_month=202010|genre=Historical/War
duplicate_movie_id_row,5130,5117,2,,,,,2,movie_title=아디오스|ott_release_month=202008|genre=Action/Adventure
duplicate_movie_id_row,5130,5118,2,,,,,2,movie_title=아디오스|ott_release_month=202008|genre=Action/Adventure
duplicate_movie_id_row,5168,5153,4,,,,,327,movie_title=비밀|ott_release_month=201404|genre=Romance
duplicate_movie_id_row,5168,5154,4,,,,,327,movie_title=비밀|ott_release_month=201404|genre=Romance
duplicate_movie_id_row,5168,5155,4,,,,,327,movie_title=비밀|ott_release_month=201404|genre=Romance
duplicate_movie_id_row,5168,5156,4,,,,,327,movie_title=비밀|ott_release_month=201404|genre=Romance
duplicate_movie_id_row,5188,5175,4,,,,,51,movie_title=하루(2017)|ott_release_month=201707|genre=Drama
duplicate_movie_id_row,5188,5176,4,,,,,51,movie_title=하루(2017)|ott_release_month=201707|genre=Drama
duplicate_movie_id_row,5188,5177,4,,,,,51,movie_title=하루(2017)|ott_release_month=201707|genre=Drama
duplicate_movie_id_row,5188,5178,4,,,,,51,movie_title=하루(2017)|ott_release_month=201707|genre=Drama
duplicate_movie_id_row,5240,5230,2,,,,,21,movie_title=하녀(2010)|ott_release_month=201612|genre=Romance
duplicate_movie_id_row,5240,5231,2,,,,,21,movie_title=하녀(2010)|ott_release_month=201612|genre=Romance
duplicate_movie_id_row,5244,5234,2,,,,,21,movie_title=리틀프린세스소피아:진정한용기|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,5244,5235,2,,,,,21,movie_title=리틀프린세스소피아:진정한용기|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,5269,5259,2,,,,,478,movie_title=토이스토리4|ott_release_month=201910|genre=Animation/Family
duplicate_movie_id_row,5269,5260,2,,,,,478,movie_title=토이스토리4|ott_release_month=201910|genre=Animation/Family
duplicate_movie_id_row,5284,5274,2,,,,,7,movie_title=밀애|ott_release_month=201906|genre=Romance
duplicate_movie_id_row,5284,5275,2,,,,,7,movie_title=밀애|ott_release_month=201906|genre=Romance
duplicate_movie_id_row,5287,5278,2,,,,,144,movie_title=명탐정피카츄|ott_release_month=201906|genre=Action/Adventure
duplicate_movie_id_row,5287,5279,2,,,,,144,movie_title=명탐정피카츄|ott_release_month=201906|genre=Action/Adventure
duplicate_movie_id_row,5398,5386,2,,,,,10,movie_title=데스위시(2018)|ott_release_month=201810|genre=Thriller/Crime
duplicate_movie_id_row,5398,5387,2,,,,,10,movie_title=데스위시(2018)|ott_release_month=201810|genre=Thriller/Crime
duplicate_movie_id_row,5470,5457,3,,,,,246,movie_title=고질라(2014)|ott_release_month=201610|genre=SF/Fantasy
duplicate_movie_id_row,5470,5458,3,,,,,246,movie_title=고질라(2014)|ott_release_month=201610|genre=SF/Fantasy
duplicate_movie_id_row,5470,5459,3,,,,,246,movie_title=고질라(2014)|ott_release_month=201610|genre=SF/Fantasy
duplicate_movie_id_row,5483,5470,2,,,,,3,movie_title=인간실격|ott_release_month=202005|genre=SF/Fantasy
duplicate_movie_id_row,5483,5471,2,,,,,3,movie_title=인간실격|ott_release_month=202005|genre=SF/Fantasy
duplicate_movie_id_row,5487,5475,2,,,,,3,movie_title=조(2019)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,5487,5476,2,,,,,3,movie_title=조(2019)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,5499,5488,3,,,,,64,movie_title=함정(2015)|ott_release_month=202102|genre=Drama
duplicate_movie_id_row,5499,5489,3,,,,,64,movie_title=함정(2015)|ott_release_month=202102|genre=Drama
duplicate_movie_id_row,5499,5490,3,,,,,64,movie_title=함정(2015)|ott_release_month=202102|genre=Drama
duplicate_movie_id_row,5509,5499,2,,,,,1,movie_title=아이스맨|ott_release_month=201403|genre=Thriller/Crime
duplicate_movie_id_row,5509,5500,2,,,,,1,movie_title=아이스맨|ott_release_month=201403|genre=Thriller/Crime
duplicate_movie_id_row,5596,5584,2,,,,,3,movie_title=마약전쟁(2019)|ott_release_month=201904|genre=Thriller/Crime
duplicate_movie_id_row,5596,5585,2,,,,,3,movie_title=마약전쟁(2019)|ott_release_month=201904|genre=Thriller/Crime
duplicate_movie_id_row,5707,5692,2,,,,,2,movie_title=로미오와줄리엣(1968)|ott_release_month=201812|genre=Romance
duplicate_movie_id_row,5707,5693,2,,,,,2,movie_title=로미오와줄리엣(1968)|ott_release_month=201812|genre=Romance
duplicate_movie_id_row,5730,5715,2,,,,,15,movie_title=에베레스트(2019)|ott_release_month=202007|genre=Action/Adventure
duplicate_movie_id_row,5730,5716,2,,,,,15,movie_title=에베레스트(2019)|ott_release_month=202007|genre=Action/Adventure
duplicate_movie_id_row,5760,5744,2,,,,,18,movie_title=멋진하루|ott_release_month=201304|genre=Romance
duplicate_movie_id_row,5760,5745,2,,,,,18,movie_title=멋진하루|ott_release_month=201304|genre=Romance
duplicate_movie_id_row,5763,5748,5,,,,genre,528,movie_title=인어공주(1989)|ott_release_month=201912|genre=Romance
duplicate_movie_id_row,5763,5749,5,,,,genre,528,movie_title=인어공주(1989)|ott_release_month=201912|genre=SF/Fantasy
duplicate_movie_id_row,5763,5750,5,,,,genre,528,movie_title=인어공주(1989)|ott_release_month=201912|genre=Romance
duplicate_movie_id_row,5763,5751,5,,,,genre,528,movie_title=인어공주(1989)|ott_release_month=201912|genre=SF/Fantasy
duplicate_movie_id_row,5763,5752,5,,,,genre,528,movie_title=인어공주(1989)|ott_release_month=201912|genre=Romance
duplicate_movie_id_row,5786,5775,2,,,,,3,movie_title=천녀유혼(2011)|ott_release_month=201702|genre=Horror
duplicate_movie_id_row,5786,5776,2,,,,,3,movie_title=천녀유혼(2011)|ott_release_month=201702|genre=Horror
duplicate_movie_id_row,5787,5777,2,,,,,3,movie_title=미스푸줏간[무삭제판]|ott_release_month=201706|genre=Comedy
duplicate_movie_id_row,5787,5778,2,,,,,3,movie_title=미스푸줏간[무삭제판]|ott_release_month=201706|genre=Comedy
duplicate_movie_id_row,5811,5801,4,,,,,18,movie_title=몬스터(2014)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,5811,5802,4,,,,,18,movie_title=몬스터(2014)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,5811,5803,4,,,,,18,movie_title=몬스터(2014)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,5811,5804,4,,,,,18,movie_title=몬스터(2014)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,5875,5866,2,,,,,27,movie_title=시크릿가든|ott_release_month=202008|genre=SF/Fantasy
duplicate_movie_id_row,5875,5867,2,,,,,27,movie_title=시크릿가든|ott_release_month=202008|genre=SF/Fantasy
duplicate_movie_id_row,5914,5905,2,,,,,5,movie_title=젊은이의양지|ott_release_month=202011|genre=Drama
duplicate_movie_id_row,5914,5906,2,,,,,5,movie_title=젊은이의양지|ott_release_month=202011|genre=Drama
duplicate_movie_id_row,5964,5955,2,,,,,11,movie_title=언더워터|ott_release_month=201610|genre=Thriller/Crime
duplicate_movie_id_row,5964,5956,2,,,,,11,movie_title=언더워터|ott_release_month=201610|genre=Thriller/Crime
duplicate_movie_id_row,5971,5963,2,,,,,58,movie_title=곰돌이푸다시만나행복해|ott_release_month=201811|genre=Action/Adventure
duplicate_movie_id_row,5971,5964,2,,,,,58,movie_title=곰돌이푸다시만나행복해|ott_release_month=201811|genre=Action/Adventure
duplicate_movie_id_row,6096,6085,2,,,,,28,movie_title=공주와개구리|ott_release_month=201706|genre=Romance
duplicate_movie_id_row,6096,6086,2,,,,,28,movie_title=공주와개구리|ott_release_month=201706|genre=Romance
duplicate_movie_id_row,6185,6169,3,,,,,2,movie_title=해피엔드(2019)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,6185,6170,3,,,,,2,movie_title=해피엔드(2019)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,6185,6171,3,,,,,2,movie_title=해피엔드(2019)|ott_release_month=201907|genre=Drama
duplicate_movie_id_row,6216,6201,2,,,,,16,movie_title=복수는나의것|ott_release_month=201410|genre=Thriller/Crime
duplicate_movie_id_row,6216,6202,2,,,,,16,movie_title=복수는나의것|ott_release_month=201410|genre=Thriller/Crime
duplicate_movie_id_row,6242,6228,2,,,,,80,movie_title=토이스토리2|ott_release_month=201703|genre=Animation/Family
duplicate_movie_id_row,6242,6229,2,,,,,80,movie_title=토이스토리2|ott_release_month=201703|genre=Animation/Family
duplicate_movie_id_row,6275,6261,2,,,,,8,movie_title=포카혼타스|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,6275,6262,2,,,,,8,movie_title=포카혼타스|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,6306,6291,2,,,,,10,movie_title=러브|ott_release_month=201209|genre=Drama
duplicate_movie_id_row,6306,6292,2,,,,,10,movie_title=러브|ott_release_month=201209|genre=Drama
duplicate_movie_id_row,6323,6309,2,,,,,83,movie_title=범죄도시(2017)|ott_release_month=201711|genre=Thriller/Crime
duplicate_movie_id_row,6323,6310,2,,,,,83,movie_title=범죄도시(2017)|ott_release_month=201711|genre=Thriller/Crime
duplicate_movie_id_row,6362,6349,3,,,,,32,movie_title=용의자|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,6362,6350,3,,,,,32,movie_title=용의자|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,6362,6351,3,,,,,32,movie_title=용의자|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,6413,6397,2,,,,,235,movie_title=라푼젤|ott_release_month=201908|genre=Animation/Family
duplicate_movie_id_row,6413,6398,2,,,,,235,movie_title=라푼젤|ott_release_month=201908|genre=Animation/Family
duplicate_movie_id_row,6436,6420,2,,,,,35,movie_title=윈드리버|ott_release_month=201709|genre=Thriller/Crime
duplicate_movie_id_row,6436,6421,2,,,,,35,movie_title=윈드리버|ott_release_month=201709|genre=Thriller/Crime
duplicate_movie_id_row,6468,6453,2,,,,,11,movie_title=표적|ott_release_month=201406|genre=Drama
duplicate_movie_id_row,6468,6454,2,,,,,11,movie_title=표적|ott_release_month=201406|genre=Drama
duplicate_movie_id_row,6475,6460,2,,,,genre,1,movie_title=메리미|ott_release_month=201610|genre=Comedy
duplicate_movie_id_row,6475,6461,2,,,,genre,1,movie_title=메리미|ott_release_month=201610|genre=Romance
duplicate_movie_id_row,6477,6463,2,,,,,894,movie_title=이모티:더무비|ott_release_month=201708|genre=Animation/Family
duplicate_movie_id_row,6477,6464,2,,,,,894,movie_title=이모티:더무비|ott_release_month=201708|genre=Animation/Family
duplicate_movie_id_row,6479,6466,2,,,,,25,movie_title=호두까기인형과4개의왕국|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,6479,6467,2,,,,,25,movie_title=호두까기인형과4개의왕국|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,6481,6469,3,,,,,2,movie_title=헌트(2020)|ott_release_month=202004|genre=Drama
duplicate_movie_id_row,6481,6470,3,,,,,2,movie_title=헌트(2020)|ott_release_month=202004|genre=Drama
duplicate_movie_id_row,6481,6471,3,,,,,2,movie_title=헌트(2020)|ott_release_month=202004|genre=Drama
duplicate_movie_id_row,6519,6508,2,,,,,3,movie_title=청설(2009)|ott_release_month=201811|genre=Romance
duplicate_movie_id_row,6519,6509,2,,,,,3,movie_title=청설(2009)|ott_release_month=201811|genre=Romance
duplicate_movie_id_row,6521,6511,2,,,,,19,movie_title=더시크릿(2021)|ott_release_month=202101|genre=Thriller/Crime
duplicate_movie_id_row,6521,6512,2,,,,,19,movie_title=더시크릿(2021)|ott_release_month=202101|genre=Thriller/Crime
duplicate_movie_id_row,6533,6524,2,,,,,44,movie_title=익스펜더블3|ott_release_month=201911|genre=Action/Adventure
duplicate_movie_id_row,6533,6525,2,,,,,44,movie_title=익스펜더블3|ott_release_month=201911|genre=Action/Adventure
duplicate_movie_id_row,6605,6594,3,,,,,2,movie_title=싸움의기술[무삭제판]|ott_release_month=202004|genre=Action/Adventure
duplicate_movie_id_row,6605,6595,3,,,,,2,movie_title=싸움의기술[무삭제판]|ott_release_month=202004|genre=Action/Adventure
duplicate_movie_id_row,6605,6596,3,,,,,2,movie_title=싸움의기술[무삭제판]|ott_release_month=202004|genre=Action/Adventure
duplicate_movie_id_row,6691,6674,2,,,,,67,movie_title=악마를보았다|ott_release_month=201112|genre=Thriller/Crime
duplicate_movie_id_row,6691,6675,2,,,,,67,movie_title=악마를보았다|ott_release_month=201112|genre=Thriller/Crime
duplicate_movie_id_row,6704,6687,2,,,,,5,movie_title=작은아씨들(1949)|ott_release_month=201605|genre=Drama
duplicate_movie_id_row,6704,6688,2,,,,,5,movie_title=작은아씨들(1949)|ott_release_month=201605|genre=Drama
duplicate_movie_id_row,6708,6692,2,,,,,489,movie_title=톰과제리|ott_release_month=202103|genre=Animation/Family
duplicate_movie_id_row,6708,6693,2,,,,,489,movie_title=톰과제리|ott_release_month=202103|genre=Animation/Family
duplicate_movie_id_row,6715,6699,2,,,,,7,movie_title=크롤(2019)|ott_release_month=201912|genre=Action/Adventure
duplicate_movie_id_row,6715,6700,2,,,,,7,movie_title=크롤(2019)|ott_release_month=201912|genre=Action/Adventure
duplicate_movie_id_row,6729,6713,2,,,,,62,movie_title=애니멀크래커|ott_release_month=202008|genre=SF/Fantasy
duplicate_movie_id_row,6729,6714,2,,,,,62,movie_title=애니멀크래커|ott_release_month=202008|genre=SF/Fantasy
duplicate_movie_id_row,6765,6749,2,,,,,3,movie_title=나의붉은고래|ott_release_month=201706|genre=SF/Fantasy
duplicate_movie_id_row,6765,6750,2,,,,,3,movie_title=나의붉은고래|ott_release_month=201706|genre=SF/Fantasy
duplicate_movie_id_row,6770,6755,2,,,,,2,movie_title=브레이크(2020)|ott_release_month=202005|genre=Horror
duplicate_movie_id_row,6770,6756,2,,,,,2,movie_title=브레이크(2020)|ott_release_month=202005|genre=Horror
duplicate_movie_id_row,6880,6862,2,,,,,52,movie_title=언더워터(2020)|ott_release_month=202006|genre=Thriller/Crime
duplicate_movie_id_row,6880,6863,2,,,,,52,movie_title=언더워터(2020)|ott_release_month=202006|genre=Thriller/Crime
duplicate_movie_id_row,7042,7018,2,,,,,12,movie_title=군함도|ott_release_month=201709|genre=Drama
duplicate_movie_id_row,7042,7019,2,,,,,12,movie_title=군함도|ott_release_month=201709|genre=Drama
duplicate_movie_id_row,7070,7046,2,,,,,16,movie_title=스누피:더피너츠무비|ott_release_month=201601|genre=Animation/Family
duplicate_movie_id_row,7070,7047,2,,,,,16,movie_title=스누피:더피너츠무비|ott_release_month=201601|genre=Animation/Family
duplicate_movie_id_row,7141,7112,2,,,,,32,movie_title=간신|ott_release_month=201506|genre=Historical/War
duplicate_movie_id_row,7141,7113,2,,,,,32,movie_title=간신|ott_release_month=201506|genre=Historical/War
duplicate_movie_id_row,7252,7221,2,,,,,8,movie_title=인펙션(2020)|ott_release_month=202012|genre=Horror
duplicate_movie_id_row,7252,7222,2,,,,,8,movie_title=인펙션(2020)|ott_release_month=202012|genre=Horror
duplicate_movie_id_row,7256,7225,2,,,,,1,movie_title=블랙사이트|ott_release_month=201905|genre=SF/Fantasy
duplicate_movie_id_row,7256,7226,2,,,,,1,movie_title=블랙사이트|ott_release_month=201905|genre=SF/Fantasy
duplicate_movie_id_row,7321,7290,2,,,,,107,movie_title=라스트레터|ott_release_month=202102|genre=Romance
duplicate_movie_id_row,7321,7291,2,,,,,107,movie_title=라스트레터|ott_release_month=202102|genre=Romance
duplicate_movie_id_row,7336,7306,2,,,,,17,movie_title=위베어베어스더무비|ott_release_month=202009|genre=Animation/Family
duplicate_movie_id_row,7336,7307,2,,,,,17,movie_title=위베어베어스더무비|ott_release_month=202009|genre=Animation/Family
duplicate_movie_id_row,7376,7344,2,,,,,70,movie_title=쥬만지:넥스트레벨|ott_release_month=202002|genre=Action/Adventure
duplicate_movie_id_row,7376,7345,2,,,,,70,movie_title=쥬만지:넥스트레벨|ott_release_month=202002|genre=Action/Adventure
duplicate_movie_id_row,7400,7369,2,,,,,2,movie_title=행맨(2018)|ott_release_month=201901|genre=Thriller/Crime
duplicate_movie_id_row,7400,7370,2,,,,,2,movie_title=행맨(2018)|ott_release_month=201901|genre=Thriller/Crime
duplicate_movie_id_row,7419,7389,2,,,,,8,movie_title=헬보이(2019)|ott_release_month=201907|genre=SF/Fantasy
duplicate_movie_id_row,7419,7390,2,,,,,8,movie_title=헬보이(2019)|ott_release_month=201907|genre=SF/Fantasy
duplicate_movie_id_row,7507,7472,6,,,,,145,movie_title=실종(2008)|ott_release_month=202009|genre=Thriller/Crime
duplicate_movie_id_row,7507,7473,6,,,,,145,movie_title=실종(2008)|ott_release_month=202009|genre=Thriller/Crime
duplicate_movie_id_row,7507,7474,6,,,,,145,movie_title=실종(2008)|ott_release_month=202009|genre=Thriller/Crime
duplicate_movie_id_row,7507,7475,6,,,,,145,movie_title=실종(2008)|ott_release_month=202009|genre=Thriller/Crime
duplicate_movie_id_row,7507,7476,6,,,,,145,movie_title=실종(2008)|ott_release_month=202009|genre=Thriller/Crime
duplicate_movie_id_row,7507,7477,6,,,,,145,movie_title=실종(2008)|ott_release_month=202009|genre=Thriller/Crime
duplicate_movie_id_row,7603,7572,2,,,,,209,movie_title=스파이더맨:뉴유니버스|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,7603,7573,2,,,,,209,movie_title=스파이더맨:뉴유니버스|ott_release_month=201902|genre=Animation/Family
duplicate_movie_id_row,7652,7621,2,,,,,5,movie_title=피터팬(2003)|ott_release_month=202102|genre=Drama
duplicate_movie_id_row,7652,7622,2,,,,,5,movie_title=피터팬(2003)|ott_release_month=202102|genre=Drama
duplicate_movie_id_row,7674,7644,3,,,,,28,movie_title=함정(1999)|ott_release_month=201901|genre=Drama
duplicate_movie_id_row,7674,7645,3,,,,,28,movie_title=함정(1999)|ott_release_month=201901|genre=Drama
duplicate_movie_id_row,7674,7646,3,,,,,28,movie_title=함정(1999)|ott_release_month=201901|genre=Drama
duplicate_movie_id_row,7679,7651,2,,,,,4,movie_title=캣츠앤독스2|ott_release_month=201504|genre=Animation/Family
duplicate_movie_id_row,7679,7652,2,,,,,4,movie_title=캣츠앤독스2|ott_release_month=201504|genre=Animation/Family
duplicate_movie_id_row,7738,7709,2,,,,,10,movie_title=엣지오브더월드|ott_release_month=202009|genre=Drama
duplicate_movie_id_row,7738,7710,2,,,,,10,movie_title=엣지오브더월드|ott_release_month=202009|genre=Drama
