membership_row_id,has_usage_feature,total_watch_time,total_sessions,unique_contents,unique_days,first_watch_rel_day,last_watch_rel_day,avg_session_time,median_session_time,min_session_time,max_session_time,std_session_time,active_span_days,days_since_first_watch_from_reg,days_since_last_watch_to_obs_end,watch_days_ratio,sessions_per_active_day,contents_per_active_day,avg_watch_time_per_content,max_daily_watch_time,avg_daily_watch_time,median_daily_watch_time,std_daily_watch_time,max_daily_sessions,avg_gap_between_watch_days,max_gap_between_watch_days,max_inactive_gap_days,start_inactive_days,end_inactive_days,week1_watch_time,week2_watch_time,week3_watch_time,week1_sessions,week2_sessions,week3_sessions,week1_unique_contents,week2_unique_contents,week3_unique_contents,week1_active_days,week2_active_days,week3_active_days,week1_ratio,week2_ratio,week3_ratio,front_loaded_ratio,late_ratio,w2_minus_w1_watch_time,w3_minus_w2_watch_time,w3_minus_w1_watch_time,w3_to_w1_ratio,w3_to_w1_ratio_capped,daily_watch_slope,week_count_with_watch,front_loaded_flag,late_binge_flag,only_week1_flag,only_week3_flag,no_week1_flag,no_week3_flag,steady_3week_watch_flag,usage_trend_label,max_day_share,one_day_binge_flag
4634,1,279,4,4,2,2,7,69.75,81.5,3,113,47.84262395256626,6,2,13,0.09523809523809523,2.0,2.0,69.75,166,139.5,139.5,37.476659402887016,3,5.0,5.0,13.0,2.0,13.0,113,166,0,1,3,0,1,3,0,1,1,0,0.4050179211469534,0.5949820788530465,0.0,0.4050179211469534,0.0,53,-166,-113,0.0,0.0,-8.071428571428571,2,0,0,0,0,0,1,0,front_decreasing,0.5949820788530465,0
4635,1,1,1,1,1,7,7,1.0,1.0,1,1,0.0,1,7,13,0.047619047619047616,1.0,1.0,1.0,1,1.0,1.0,0.0,1,0.0,0.0,13.0,7.0,13.0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1,-1,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4636,1,178,12,9,6,0,16,14.833333333333334,4.0,1,95,26.62136303228987,17,0,4,0.2857142857142857,2.0,1.5,19.77777777777778,108,29.666666666666668,17.0,39.61649488113085,4,3.2,6.0,5.0,0.0,4.0,35,127,16,3,4,5,3,3,5,2,2,2,0.19662921348314608,0.7134831460674157,0.0898876404494382,0.19662921348314608,0.0898876404494382,92,-111,-19,0.45714285714285713,0.45714285714285713,-1.3571428571428572,3,0,0,0,0,0,0,1,steady_all_weeks,0.6067415730337079,0
4637,1,212,9,9,3,2,20,23.555555555555557,25.0,2,51,15.428148877223663,19,2,0,0.14285714285714285,3.0,3.0,23.555555555555557,85,70.66666666666667,64.0,12.423096769056151,4,9.0,10.0,9.0,2.0,0.0,64,85,63,4,3,2,4,3,2,1,1,1,0.3018867924528302,0.4009433962264151,0.2971698113207547,0.3018867924528302,0.2971698113207547,21,-22,-1,0.984375,0.984375,-0.07142857142857142,3,0,0,0,0,0,0,1,steady_all_weeks,0.4009433962264151,0
4638,1,519,10,8,8,0,19,51.9,44.5,1,200,62.25654807149026,20,0,1,0.38095238095238093,1.25,1.0,64.875,200,64.875,45.0,76.00834070773324,2,2.7142857142857144,11.0,10.0,0.0,1.0,1,221,297,1,4,5,1,4,4,1,3,4,0.0019267822736030828,0.4258188824662813,0.5722543352601156,0.0019267822736030828,0.5722543352601156,220,76,296,297.0,297.0,21.142857142857142,3,0,1,0,0,0,0,1,late_increasing,0.3853564547206166,0
4639,1,60,1,1,1,11,11,60.0,60.0,60,60,0.0,1,11,9,0.047619047619047616,1.0,1.0,60.0,60,60.0,60.0,0.0,1,0.0,0.0,11.0,11.0,9.0,0,60,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,60,-60,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4640,1,214,3,3,3,1,9,71.33333333333333,101.0,10,103,53.125637251079944,9,1,11,0.14285714285714285,1.0,1.0,71.33333333333333,103,71.33333333333333,101.0,53.125637251079944,1,4.0,7.0,11.0,1.0,11.0,103,111,0,1,2,0,1,2,0,1,2,0,0.48130841121495327,0.5186915887850467,0.0,0.48130841121495327,0.0,8,-111,-103,0.0,0.0,-7.357142857142857,2,0,0,0,0,0,1,0,front_decreasing,0.48130841121495327,0
4641,1,83,1,1,1,12,12,83.0,83.0,83,83,0.0,1,12,8,0.047619047619047616,1.0,1.0,83.0,83,83.0,83.0,0.0,1,0.0,0.0,12.0,12.0,8.0,0,83,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,83,-83,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4642,1,142,6,5,5,2,18,23.666666666666668,1.0,1,85,36.54403736133525,17,2,2,0.23809523809523808,1.2,1.0,28.4,85,28.4,2.0,38.75306439496108,2,4.0,11.0,10.0,2.0,2.0,54,0,88,2,0,4,2,0,3,2,0,3,0.38028169014084506,0.0,0.6197183098591549,0.38028169014084506,0.6197183098591549,-54,88,34,1.6296296296296295,1.6296296296296295,2.4285714285714284,2,0,1,0,0,0,0,0,late_increasing,0.5985915492957746,0
4644,1,250,15,5,5,1,16,16.666666666666668,2.0,1,88,27.978733420394924,16,1,4,0.23809523809523808,3.0,1.0,50.0,162,50.0,21.0,64.8344044470218,5,3.75,11.0,10.0,1.0,4.0,229,0,21,13,0,2,4,0,2,4,0,1,0.916,0.0,0.084,0.916,0.084,-229,21,-208,0.09170305676855896,0.09170305676855896,-14.857142857142858,2,1,0,0,0,0,0,0,front_decreasing,0.648,0
4646,1,552,17,12,10,1,19,32.470588235294116,16.0,1,119,41.16903819476905,19,1,1,0.47619047619047616,1.7,1.2,46.0,132,55.2,32.0,54.7840203790201,4,2.0,7.0,6.0,1.0,1.0,493,18,41,13,2,2,8,2,2,6,2,2,0.8931159420289855,0.03260869565217391,0.07427536231884058,0.8931159420289855,0.07427536231884058,-475,23,-452,0.08316430020283976,0.08316430020283976,-32.285714285714285,3,1,0,0,0,0,0,1,front_decreasing,0.2391304347826087,0
4647,1,2,2,1,2,6,18,1.0,1.0,1,1,0.0,13,6,2,0.09523809523809523,1.0,0.5,2.0,1,1.0,1.0,0.0,1,12.0,12.0,11.0,6.0,2.0,1,0,1,1,0,1,1,0,1,1,0,1,0.5,0.0,0.5,0.5,0.5,-1,1,0,1.0,1.0,0.0,2,1,1,0,0,0,0,0,mixed_or_low_activity,0.5,0
4649,1,302,21,19,5,3,20,14.380952380952381,1.0,1,123,34.69650730329522,18,3,0,0.23809523809523808,4.2,3.8,15.894736842105264,221,60.4,3.0,94.99368400056922,7,4.25,8.0,7.0,3.0,0.0,224,1,77,10,1,10,9,1,10,2,1,2,0.7417218543046358,0.0033112582781456954,0.25496688741721857,0.7417218543046358,0.25496688741721857,-223,76,-147,0.34375,0.34375,-10.5,3,1,0,0,0,0,0,1,front_decreasing,0.7317880794701986,0
4654,1,20,3,3,1,12,12,6.666666666666667,2.0,1,17,8.962886439832502,1,12,8,0.047619047619047616,3.0,3.0,6.666666666666667,20,20.0,20.0,0.0,3,0.0,0.0,12.0,12.0,8.0,0,20,0,0,3,0,0,3,0,0,1,0,0.0,1.0,0.0,0.0,0.0,20,-20,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4656,1,2,2,2,1,20,20,1.0,1.0,1,1,0.0,1,20,0,0.047619047619047616,2.0,2.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,20.0,20.0,0.0,0,0,2,0,0,2,0,0,2,0,0,1,0.0,0.0,1.0,0.0,1.0,0,2,2,,999.0,0.14285714285714285,1,0,1,0,1,1,0,0,only_week3,1.0,1
4657,1,207,12,7,7,4,20,17.25,1.0,1,85,31.34884367883447,17,4,0,0.3333333333333333,1.7142857142857142,1.0,29.571428571428573,86,29.571428571428573,17.0,37.898360311307854,3,2.6666666666666665,5.0,4.0,4.0,0.0,18,18,171,3,3,6,2,3,2,1,2,4,0.08695652173913043,0.08695652173913043,0.8260869565217391,0.08695652173913043,0.8260869565217391,0,153,153,9.5,9.5,10.928571428571429,3,0,1,0,0,0,0,1,late_increasing,0.41545893719806765,0
4658,1,217,9,6,6,0,18,24.11111111111111,15.0,5,62,22.82238180188718,19,0,2,0.2857142857142857,1.5,1.0,36.166666666666664,102,36.166666666666664,22.5,38.00745540899399,3,3.6,11.0,10.0,0.0,2.0,41,0,176,4,0,5,4,0,2,3,0,3,0.1889400921658986,0.0,0.8110599078341014,0.1889400921658986,0.8110599078341014,-41,176,135,4.2926829268292686,4.2926829268292686,9.642857142857142,2,0,1,0,0,0,0,0,late_increasing,0.4700460829493088,0
4661,1,88,1,1,1,4,4,88.0,88.0,88,88,0.0,1,4,16,0.047619047619047616,1.0,1.0,88.0,88,88.0,88.0,0.0,1,0.0,0.0,16.0,4.0,16.0,88,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-88,0,-88,0.0,0.0,-6.285714285714286,1,1,0,1,0,0,1,0,only_week1,1.0,1
4662,1,2,2,2,1,11,11,1.0,1.0,1,1,0.0,1,11,9,0.047619047619047616,2.0,2.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,11.0,11.0,9.0,0,2,0,0,2,0,0,2,0,0,1,0,0.0,1.0,0.0,0.0,0.0,2,-2,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4663,1,314,7,6,5,1,16,44.857142857142854,27.0,1,110,47.368866608876374,16,1,4,0.23809523809523808,1.4,1.2,52.333333333333336,123,62.8,74.0,57.51695402227068,2,3.75,6.0,5.0,1.0,4.0,116,75,123,3,2,2,3,2,1,2,2,1,0.36942675159235666,0.23885350318471338,0.39171974522292996,0.36942675159235666,0.39171974522292996,-41,48,7,1.0603448275862069,1.0603448275862069,0.5,3,0,0,0,0,0,0,1,steady_all_weeks,0.39171974522292996,0
4664,1,241,4,3,2,17,18,60.25,66.5,1,107,51.700257897487006,2,17,2,0.09523809523809523,2.0,1.5,80.33333333333333,208,120.5,120.5,123.74368670764582,3,1.0,1.0,17.0,17.0,2.0,0,0,241,0,0,4,0,0,3,0,0,2,0.0,0.0,1.0,0.0,1.0,0,241,241,,999.0,17.214285714285715,1,0,1,0,1,1,0,0,only_week3,0.8630705394190872,1
4665,1,2,2,2,1,17,17,1.0,1.0,1,1,0.0,1,17,3,0.047619047619047616,2.0,2.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,17.0,17.0,3.0,0,0,2,0,0,2,0,0,2,0,0,1,0.0,0.0,1.0,0.0,1.0,0,2,2,,999.0,0.14285714285714285,1,0,1,0,1,1,0,0,only_week3,1.0,1
4667,1,188,6,4,3,4,14,31.333333333333332,26.5,15,61,17.8736304836669,11,4,6,0.14285714285714285,2.0,1.3333333333333333,47.0,111,62.666666666666664,57.0,45.76388678131845,3,5.0,5.0,6.0,4.0,6.0,20,111,57,1,3,2,1,1,2,1,1,1,0.10638297872340426,0.5904255319148937,0.30319148936170215,0.10638297872340426,0.30319148936170215,91,-54,37,2.85,2.85,2.642857142857143,3,0,0,0,0,0,0,1,late_increasing,0.5904255319148937,0
4669,1,49,3,2,2,9,20,16.333333333333332,1.0,1,47,26.558112382722783,12,9,0,0.09523809523809523,1.5,1.0,24.5,48,24.5,24.5,33.23401871576773,2,11.0,11.0,10.0,9.0,0.0,0,1,48,0,1,2,0,1,1,0,1,1,0.0,0.02040816326530612,0.9795918367346939,0.0,0.9795918367346939,1,47,48,,999.0,3.4285714285714284,2,0,1,0,0,1,0,0,late_increasing,0.9795918367346939,1
4672,1,4,2,2,2,5,14,2.0,2.0,1,3,1.4142135623730951,10,5,6,0.09523809523809523,1.0,1.0,2.0,3,2.0,2.0,1.4142135623730951,1,9.0,9.0,8.0,5.0,6.0,1,0,3,1,0,1,1,0,1,1,0,1,0.25,0.0,0.75,0.25,0.75,-1,3,2,3.0,3.0,0.14285714285714285,2,0,1,0,0,0,0,0,mixed_or_low_activity,0.75,0
4673,1,375,8,4,5,0,20,46.875,48.5,1,91,24.96533310698772,21,0,0,0.23809523809523808,1.6,0.8,93.75,129,75.0,53.0,41.054841371024686,3,5.0,10.0,9.0,0.0,0.0,202,0,173,4,0,4,3,0,2,3,0,2,0.5386666666666666,0.0,0.4613333333333333,0.5386666666666666,0.4613333333333333,-202,173,-29,0.8564356435643564,0.8564356435643564,-2.0714285714285716,2,1,0,0,0,0,0,0,mixed_or_low_activity,0.344,0
4675,1,152,1,1,1,12,12,152.0,152.0,152,152,0.0,1,12,8,0.047619047619047616,1.0,1.0,152.0,152,152.0,152.0,0.0,1,0.0,0.0,12.0,12.0,8.0,0,152,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,152,-152,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4679,1,1,1,1,1,3,3,1.0,1.0,1,1,0.0,1,3,17,0.047619047619047616,1.0,1.0,1.0,1,1.0,1.0,0.0,1,0.0,0.0,17.0,3.0,17.0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,-0.07142857142857142,1,1,0,1,0,0,1,0,only_week1,1.0,1
4680,1,168,5,3,4,0,17,33.6,8.0,1,87,41.92612550665754,18,0,3,0.19047619047619047,1.25,0.75,56.0,87,42.0,40.0,43.8254111979188,2,5.666666666666667,13.0,12.0,0.0,3.0,160,0,8,4,0,1,2,0,1,3,0,1,0.9523809523809523,0.0,0.047619047619047616,0.9523809523809523,0.047619047619047616,-160,8,-152,0.05,0.05,-10.857142857142858,2,1,0,0,0,0,0,0,front_decreasing,0.5178571428571429,0
4681,1,278,8,8,6,0,20,34.75,18.0,7,95,35.04996433664377,21,0,0,0.2857142857142857,1.3333333333333333,1.3333333333333333,34.75,95,46.333333333333336,31.5,39.04698025029166,2,4.0,6.0,5.0,0.0,0.0,110,63,105,3,2,3,3,2,3,2,2,2,0.39568345323741005,0.22661870503597123,0.3776978417266187,0.39568345323741005,0.3776978417266187,-47,42,-5,0.9545454545454546,0.9545454545454546,-0.35714285714285715,3,0,0,0,0,0,0,1,steady_all_weeks,0.34172661870503596,0
4682,1,4,4,4,3,2,16,1.0,1.0,1,1,0.0,15,2,4,0.14285714285714285,1.3333333333333333,1.3333333333333333,1.0,2,1.3333333333333333,1.0,0.5773502691896257,2,7.0,10.0,9.0,2.0,4.0,2,1,1,2,1,1,2,1,1,1,1,1,0.5,0.25,0.25,0.5,0.25,-1,0,-1,0.5,0.5,-0.07142857142857142,3,1,0,0,0,0,0,1,steady_all_weeks,0.5,0
4683,1,16,4,1,4,1,19,4.0,3.5,3,6,1.4142135623730951,19,1,1,0.19047619047619047,1.0,0.25,16.0,6,4.0,3.5,1.4142135623730951,1,6.0,10.0,9.0,1.0,1.0,4,3,9,1,1,2,1,1,1,1,1,2,0.25,0.1875,0.5625,0.25,0.5625,-1,6,5,2.25,2.25,0.35714285714285715,3,0,1,0,0,0,0,1,steady_all_weeks,0.375,0
4684,1,203,4,4,4,11,15,50.75,46.5,1,109,53.44389581607987,5,11,5,0.19047619047619047,1.0,1.0,50.75,109,50.75,46.5,53.44389581607987,1,1.3333333333333333,2.0,11.0,11.0,5.0,0,193,10,0,3,1,0,3,1,0,3,1,0.0,0.9507389162561576,0.04926108374384237,0.0,0.04926108374384237,193,-183,10,,999.0,0.7142857142857143,2,0,0,0,0,1,0,0,mixed_or_low_activity,0.5369458128078818,0
4685,1,504,6,6,6,2,16,84.0,96.5,8,109,38.4135392797904,15,2,4,0.2857142857142857,1.0,1.0,84.0,109,84.0,96.5,38.4135392797904,1,2.8,6.0,5.0,2.0,4.0,98,297,109,2,3,1,2,3,1,2,3,1,0.19444444444444445,0.5892857142857143,0.21626984126984128,0.19444444444444445,0.21626984126984128,199,-188,11,1.1122448979591837,1.1122448979591837,0.7857142857142857,3,0,0,0,0,0,0,1,steady_all_weeks,0.21626984126984128,0
4686,1,107,5,4,5,2,16,21.4,19.0,6,37,11.502173707608488,15,2,4,0.23809523809523808,1.0,0.8,26.75,37,21.4,19.0,11.502173707608488,1,3.5,7.0,6.0,2.0,4.0,19,33,55,1,2,2,1,2,2,1,2,2,0.17757009345794392,0.308411214953271,0.514018691588785,0.17757009345794392,0.514018691588785,14,22,36,2.8947368421052633,2.8947368421052633,2.5714285714285716,3,0,1,0,0,0,0,1,late_increasing,0.34579439252336447,0
4688,1,375,10,7,5,0,20,37.5,8.0,1,104,44.902981836151795,21,0,0,0.23809523809523808,2.0,1.4,53.57142857142857,119,75.0,84.0,44.42409256248236,3,5.0,12.0,11.0,0.0,0.0,95,119,161,3,2,5,3,1,4,1,1,3,0.25333333333333335,0.31733333333333336,0.42933333333333334,0.25333333333333335,0.42933333333333334,24,42,66,1.694736842105263,1.694736842105263,4.714285714285714,3,0,0,0,0,0,0,1,late_increasing,0.31733333333333336,0
4689,1,30,2,1,1,15,15,15.0,15.0,1,29,19.79898987322333,1,15,5,0.047619047619047616,2.0,1.0,30.0,30,30.0,30.0,0.0,2,0.0,0.0,15.0,15.0,5.0,0,0,30,0,0,2,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0,30,30,,999.0,2.142857142857143,1,0,1,0,1,1,0,0,only_week3,1.0,1
4690,1,583,19,8,9,0,17,30.68421052631579,25.0,1,75,29.089999487374325,18,0,3,0.42857142857142855,2.111111111111111,0.8888888888888888,72.875,193,64.77777777777777,60.0,53.504153525165165,7,2.125,5.0,4.0,0.0,3.0,327,200,56,12,6,1,7,3,1,5,3,1,0.5608919382504288,0.34305317324185247,0.09605488850771869,0.5608919382504288,0.09605488850771869,-127,-144,-271,0.1712538226299694,0.1712538226299694,-19.357142857142858,3,1,0,0,0,0,0,1,front_decreasing,0.33104631217838765,0
4692,1,25,2,2,2,4,6,12.5,12.5,1,24,16.263455967290593,3,4,14,0.09523809523809523,1.0,1.0,12.5,24,12.5,12.5,16.263455967290593,1,2.0,2.0,14.0,4.0,14.0,25,0,0,2,0,0,2,0,0,2,0,0,1.0,0.0,0.0,1.0,0.0,-25,0,-25,0.0,0.0,-1.7857142857142858,1,1,0,1,0,0,1,0,only_week1,0.96,1
4694,1,449,10,4,7,2,19,44.9,48.0,1,91,32.664795864797455,18,2,1,0.3333333333333333,1.4285714285714286,0.5714285714285714,112.25,128,64.14285714285714,65.0,49.11696438580249,2,2.8333333333333335,7.0,6.0,2.0,1.0,215,112,122,5,3,2,3,2,1,4,2,1,0.47884187082405344,0.24944320712694878,0.2717149220489978,0.47884187082405344,0.2717149220489978,-103,10,-93,0.5674418604651162,0.5674418604651162,-6.642857142857143,3,0,0,0,0,0,0,1,front_decreasing,0.28507795100222716,0
4696,1,292,5,1,4,13,18,58.4,31.0,2,177,71.63309291102821,6,13,2,0.19047619047619047,1.25,0.25,292.0,249,73.0,20.5,117.96892246124258,2,1.6666666666666667,3.0,13.0,13.0,2.0,0,2,290,0,1,4,0,1,1,0,1,3,0.0,0.00684931506849315,0.9931506849315068,0.0,0.9931506849315068,2,288,290,,999.0,20.714285714285715,2,0,1,0,0,1,0,0,late_increasing,0.8527397260273972,1
4698,1,40,1,1,1,17,17,40.0,40.0,40,40,0.0,1,17,3,0.047619047619047616,1.0,1.0,40.0,40,40.0,40.0,0.0,1,0.0,0.0,17.0,17.0,3.0,0,0,40,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0,40,40,,999.0,2.857142857142857,1,0,1,0,1,1,0,0,only_week3,1.0,1
4699,1,259,10,9,6,0,20,25.9,2.0,1,114,41.25651463708489,21,0,0,0.2857142857142857,1.6666666666666667,1.5,28.77777777777778,114,43.166666666666664,35.5,47.21616954674179,3,4.0,10.0,9.0,0.0,0.0,137,8,114,5,4,1,4,4,1,3,2,1,0.528957528957529,0.03088803088803089,0.44015444015444016,0.528957528957529,0.44015444015444016,-129,106,-23,0.8321167883211679,0.8321167883211679,-1.6428571428571428,3,1,0,0,0,0,0,1,steady_all_weeks,0.44015444015444016,0
4701,1,166,3,3,3,10,16,55.333333333333336,59.0,8,99,45.610671265980436,7,10,4,0.14285714285714285,1.0,1.0,55.333333333333336,99,55.333333333333336,59.0,45.610671265980436,1,3.0,5.0,10.0,10.0,4.0,0,8,158,0,1,2,0,1,2,0,1,2,0.0,0.04819277108433735,0.9518072289156626,0.0,0.9518072289156626,8,150,158,,999.0,11.285714285714286,2,0,1,0,0,1,0,0,late_increasing,0.5963855421686747,0
4702,1,28,2,1,2,9,16,14.0,14.0,1,27,18.384776310850235,8,9,4,0.09523809523809523,1.0,0.5,28.0,27,14.0,14.0,18.384776310850235,1,7.0,7.0,9.0,9.0,4.0,0,1,27,0,1,1,0,1,1,0,1,1,0.0,0.03571428571428571,0.9642857142857143,0.0,0.9642857142857143,1,26,27,,999.0,1.9285714285714286,2,0,1,0,0,1,0,0,mixed_or_low_activity,0.9642857142857143,1
4703,1,296,7,4,6,7,20,42.285714285714285,11.0,1,200,71.42761904126976,14,7,0,0.2857142857142857,1.1666666666666667,0.6666666666666666,74.0,200,49.333333333333336,23.5,75.53718730973948,2,2.6,5.0,7.0,7.0,0.0,0,252,44,0,3,4,0,1,3,0,3,3,0.0,0.8513513513513513,0.14864864864864866,0.0,0.14864864864864866,252,-208,44,,999.0,3.142857142857143,2,0,0,0,0,1,0,0,late_increasing,0.6756756756756757,0
4704,1,604,16,9,8,0,19,37.75,11.5,1,122,44.47396241997483,20,0,1,0.38095238095238093,2.0,1.125,67.11111111111111,155,75.5,76.0,54.23493865976592,7,2.7142857142857144,6.0,5.0,0.0,1.0,393,101,110,9,3,4,5,3,2,3,2,3,0.6506622516556292,0.1672185430463576,0.18211920529801323,0.6506622516556292,0.18211920529801323,-292,9,-283,0.27989821882951654,0.27989821882951654,-20.214285714285715,3,1,0,0,0,0,0,1,front_decreasing,0.25662251655629137,0
4705,1,137,5,4,3,3,16,27.4,8.0,1,113,47.94058823168527,14,3,4,0.14285714285714285,1.6666666666666667,1.3333333333333333,34.25,113,45.666666666666664,16.0,58.44940832321003,3,6.5,8.0,7.0,3.0,4.0,113,16,8,1,3,1,1,2,1,1,1,1,0.8248175182481752,0.11678832116788321,0.058394160583941604,0.8248175182481752,0.058394160583941604,-97,-8,-105,0.07079646017699115,0.07079646017699115,-7.5,3,1,0,0,0,0,0,1,front_decreasing,0.8248175182481752,1
4706,1,486,8,6,5,0,20,60.75,8.0,1,200,82.17533519424009,21,0,0,0.23809523809523808,1.6,1.2,81.0,205,97.2,106.0,91.26171157719978,2,5.0,13.0,12.0,0.0,0.0,10,0,476,3,0,5,3,0,3,2,0,3,0.0205761316872428,0.0,0.9794238683127572,0.0205761316872428,0.9794238683127572,-10,476,466,47.6,47.6,33.285714285714285,2,0,1,0,0,0,0,0,late_increasing,0.4218106995884774,0
4708,1,468,8,7,6,4,16,58.5,51.0,1,121,43.15420853503994,13,4,4,0.2857142857142857,1.3333333333333333,1.1666666666666667,66.85714285714286,132,78.0,79.5,49.12840319000812,2,2.4,5.0,4.0,4.0,4.0,132,276,60,2,3,3,2,2,3,1,3,2,0.28205128205128205,0.5897435897435898,0.1282051282051282,0.28205128205128205,0.1282051282051282,144,-216,-72,0.45454545454545453,0.45454545454545453,-5.142857142857143,3,0,0,0,0,0,0,1,front_decreasing,0.28205128205128205,0
4709,1,335,3,2,2,6,13,111.66666666666667,100.0,35,200,83.11638426527789,8,6,7,0.09523809523809523,1.5,1.0,167.5,300,167.5,167.5,187.3832970144351,2,7.0,7.0,7.0,6.0,7.0,35,300,0,1,2,0,1,1,0,1,1,0,0.1044776119402985,0.8955223880597015,0.0,0.1044776119402985,0.0,265,-300,-35,0.0,0.0,-2.5,2,0,0,0,0,0,1,0,front_decreasing,0.8955223880597015,1
4710,1,474,7,6,7,0,18,67.71428571428571,80.0,26,91,24.43163445012965,19,0,2,0.3333333333333333,1.0,0.8571428571428571,79.0,91,67.71428571428571,80.0,24.43163445012965,1,3.0,10.0,9.0,0.0,2.0,216,84,174,3,1,3,3,1,2,3,1,3,0.45569620253164556,0.17721518987341772,0.3670886075949367,0.45569620253164556,0.3670886075949367,-132,90,-42,0.8055555555555556,0.8055555555555556,-3.0,3,0,0,0,0,0,0,1,front_decreasing,0.19198312236286919,0
4711,1,86,3,2,1,5,5,28.666666666666668,32.0,4,50,23.18045153428495,1,5,15,0.047619047619047616,3.0,2.0,43.0,86,86.0,86.0,0.0,3,0.0,0.0,15.0,5.0,15.0,86,0,0,3,0,0,2,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-86,0,-86,0.0,0.0,-6.142857142857143,1,1,0,1,0,0,1,0,only_week1,1.0,1
4712,1,129,3,2,2,15,16,43.0,59.0,1,69,36.71511950137164,2,15,4,0.09523809523809523,1.5,1.0,64.5,128,64.5,64.5,89.80256121069154,2,1.0,1.0,15.0,15.0,4.0,0,0,129,0,0,3,0,0,2,0,0,2,0.0,0.0,1.0,0.0,1.0,0,129,129,,999.0,9.214285714285714,1,0,1,0,1,1,0,0,only_week3,0.9922480620155039,1
4713,1,547,6,5,5,4,16,91.16666666666667,86.0,1,200,79.97853878801905,13,4,4,0.23809523809523808,1.2,1.0,109.4,200,109.4,133.0,74.62104260863687,2,3.0,8.0,7.0,4.0,4.0,349,40,158,2,1,3,2,1,2,2,1,2,0.6380255941499086,0.07312614259597806,0.28884826325411334,0.6380255941499086,0.28884826325411334,-309,118,-191,0.45272206303724927,0.45272206303724927,-13.642857142857142,3,1,0,0,0,0,0,1,front_decreasing,0.3656307129798903,0
4715,1,613,15,10,5,4,19,40.86666666666667,13.0,1,193,55.1049215674279,16,4,1,0.23809523809523808,3.0,2.0,61.3,247,122.6,127.0,84.26624472468202,6,3.75,7.0,6.0,4.0,1.0,210,276,127,4,9,2,2,6,2,2,2,1,0.3425774877650897,0.45024469820554647,0.20717781402936378,0.3425774877650897,0.20717781402936378,66,-149,-83,0.6047619047619047,0.6047619047619047,-5.928571428571429,3,0,0,0,0,0,0,1,front_decreasing,0.4029363784665579,0
4716,1,436,9,7,6,0,20,48.44444444444444,40.0,1,200,60.864832027844926,21,0,0,0.2857142857142857,1.5,1.1666666666666667,62.285714285714285,201,72.66666666666667,57.5,68.24856530848591,2,4.0,7.0,6.0,0.0,0.0,43,80,313,1,3,5,1,2,4,1,2,3,0.09862385321100918,0.1834862385321101,0.7178899082568807,0.09862385321100918,0.7178899082568807,37,233,270,7.27906976744186,7.27906976744186,19.285714285714285,3,0,1,0,0,0,0,1,late_increasing,0.4610091743119266,0
4718,1,272,2,2,2,10,17,136.0,136.0,119,153,24.041630560342615,8,10,3,0.09523809523809523,1.0,1.0,136.0,153,136.0,136.0,24.041630560342615,1,7.0,7.0,10.0,10.0,3.0,0,153,119,0,1,1,0,1,1,0,1,1,0.0,0.5625,0.4375,0.0,0.4375,153,-34,119,,999.0,8.5,2,0,0,0,0,1,0,0,late_increasing,0.5625,0
4721,1,122,5,5,1,12,12,24.4,1.0,1,117,51.766784717615984,1,12,8,0.047619047619047616,5.0,5.0,24.4,122,122.0,122.0,0.0,5,0.0,0.0,12.0,12.0,8.0,0,122,0,0,5,0,0,5,0,0,1,0,0.0,1.0,0.0,0.0,0.0,122,-122,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
4722,1,32,4,4,3,1,6,8.0,9.0,1,13,5.291502622129181,6,1,14,0.14285714285714285,1.3333333333333333,1.3333333333333333,8.0,13,10.666666666666666,11.0,2.5166114784235836,2,2.5,3.0,14.0,1.0,14.0,32,0,0,4,0,0,4,0,0,3,0,0,1.0,0.0,0.0,1.0,0.0,-32,0,-32,0.0,0.0,-2.2857142857142856,1,1,0,1,0,0,1,0,only_week1,0.40625,0
