model_family,promo_scope,feature_name,mean_abs_shap,rank,feature_family,interpretation_caveat,notes
GradientBoosting,promo0,avg_gap_w3_watch_days,0.0024134034051284782,48,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_w2_over_50pct,0.0021668558594860675,49,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,reg_hour_morning,0.0018435586591332835,50,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_daily_watch_time_min,0.0015777090244295017,51,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,comedy_ratio,0.0015117578074268162,52,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,movie_per_active_day,0.001074154300331631,53,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,old_movie_ratio_5y,0.0008907179144542445,54,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,active_ratio,0.0006590159546071622,55,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,reg_hour_afternoon,0.0006107883933513496,56,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,reg_is_weekend,0.0,57,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_male,0.0,58,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,total_watch_count,0.0,59,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_female,0.0,60,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_premium,0.0,61,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,reg_hour_night,0.0,62,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_gap_w2_watch_days,0.0,63,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,unique_movie,0.0,64,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_days,0.0,65,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,total_watch_time_min,0.0,66,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_cold_start_7d_fixed,0.0,67,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,max_daily_sessions,0.0,68,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,new_movie_in_365d_ratio,0.0,69,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,historical_war_ratio,0.0,70,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,documentary_ratio,0.0,71,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_session_w3,0.0,72,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_w3_over_50pct,0.0,73,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_only_w2,0.0,74,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,day_count_over_3times,0.0,75,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_time_min_w3,0.38710660579019196,1,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,log_retention_w3_ratio,0.29344245745983155,2,retention_decay,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,log_retention_w2_ratio,0.27294638335576726,3,retention_decay,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,drama_ratio,0.2644787370626449,4,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,thriller_crime_ratio,0.24626756758851354,5,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,romance_ratio,0.23892479934127428,6,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,family_animation_ratio,0.21811724890138076,7,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,action_adventure_ratio,0.1830513290689194,8,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_cold_start_3d_fixed,0.17556913218293138,9,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,diff_between_w2_w1,0.15990208934376884,10,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,max_watch_time_min,0.15911820826930417,11,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_basic,0.1306501533508053,12,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,median_watch_time_min,0.09886822416650304,13,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,diff_between_w3_w1,0.09515727685272116,14,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,diff_between_w3_w2,0.0939374215735465,15,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,max_day_share,0.08147516727056504,16,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_churn_prevented,0.07032606727898785,17,historical_churn_prevention_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,genre_diversity_count,0.06269995345755086,18,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,horror_ratio,0.05227534750033125,19,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,sf_fantasy_ratio,0.04237202752486295,20,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_only_w1,0.04100231653193608,21,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_time_min_w1,0.0340845426876947,22,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,recency,0.0321524999088681,23,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_ott_release_year,0.028833479130041,24,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_watch_time_min,0.028641947531886053,25,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,max_inactive_gap_days,0.023417518287849118,26,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_ratio_under_5m,0.022654602391911673,27,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,age_group,0.022224235025594608,28,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,other_ratio,0.02214581779628693,29,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_rewatch_ratio,0.020349080937979415,30,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_time_min_w2,0.020181210567376536,31,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_w1_over_50pct,0.014919661851570079,32,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,old_movie_ratio_5y,0.011682095353086263,33,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_session_w3,0.011504909201288886,34,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,weekend_watch_ratio,0.010495376311208771,35,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,new_movie_in_90d_ratio,0.010217148030475735,36,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,max_daily_watch_time_min,0.009748701427495373,37,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,new_movie_in_180d_ratio,0.009725764070933743,38,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,comedy_ratio,0.009576699016241015,39,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,unique_movie,0.008843993395528741,40,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_gap_w3_watch_days,0.008558863044624923,41,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_ratio_under_1m,0.00807601700125457,42,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,movie_per_active_day,0.007233953548645797,43,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_session_w1,0.006782321732050858,44,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_gap_between_watch_days,0.006698150333454347,45,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,std_watch_time_min,0.00581463579562374,46,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_days,0.005656238036856184,47,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_per_day,0.005532131435201031,48,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,total_watch_time_min,0.005081533422083837,49,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,historical_war_ratio,0.003515608104118123,50,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_daily_watch_time_min,0.0029510492596108526,51,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_gap_w2_watch_days,0.0028234087712799604,52,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_w2_over_50pct,0.002428461564790757,53,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,new_movie_in_365d_ratio,0.002274596581724906,54,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,avg_gap_w1_watch_days,0.001359090188866015,55,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,reg_hour_night,0.0012332737468054096,56,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,documentary_ratio,0.001200181577516313,57,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,reg_is_weekend,0.0009681917705970194,58,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,watch_session_w2,0.0009161055662172506,59,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_male,0.0008663832984991406,60,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_premium,0.0004973247089161961,61,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,reg_hour_evening,0.00036066751702984315,62,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,reg_hour_morning,0.0,63,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_user_verified,0.0,64,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_standard,0.0,65,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_female,0.0,66,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,max_daily_sessions,0.0,67,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,reg_hour_afternoon,0.0,68,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,total_watch_count,0.0,69,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_only_w3,0.0,70,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_only_w2,0.0,71,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,active_ratio,0.0,72,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_w3_over_50pct,0.0,73,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,is_cold_start_7d_fixed,0.0,74,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo1,day_count_over_3times,0.0,75,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
